
[00:00:00.000 --> 00:00:03.480]  各位大英姐妹,上個禮拜天氣很好
[00:00:03.480 --> 00:00:07.280]  很感謝神,我們浸禮的時候天氣很好
[00:00:07.280 --> 00:00:11.820]  記不記得上個禮拜和大家分享浸禮的時候的一個訊息
[00:00:11.820 --> 00:00:16.060]  上個禮拜有三位姐妹出來和我們分享
[00:00:16.060 --> 00:00:18.400]  我們說到神的大使命
[00:00:18.400 --> 00:00:21.340]  我們要去使萬民作我們的門徒
[00:00:21.340 --> 00:00:23.340]  門徒訓練
[00:00:23.340 --> 00:00:26.160]  不只是自己成為門徒
[00:00:26.160 --> 00:00:28.660]  我們有屬靈的師父
[00:00:28.920 --> 00:00:32.520]  同樣我們也有屬靈的徒弟
[00:00:32.520 --> 00:00:34.360]  我們是訓練
[00:00:34.360 --> 00:00:38.340]  我們的弟兄姊妹去訓練其他人成為主的門徒
[00:00:38.340 --> 00:00:41.840]  今天我們繼續做主的門徒
[00:00:41.840 --> 00:00:44.080]  我們學做主的門徒
[00:00:44.080 --> 00:00:46.260]  主的門徒怎樣去愛呢?
[00:00:46.260 --> 00:00:49.280]  我們今天去看一看神
[00:00:49.280 --> 00:00:51.760]  怎樣教導我們今天我們跟從耶穌的人
[00:00:51.760 --> 00:00:54.960]  作主的門徒的人,我們怎樣去愛其他的人
[00:00:57.360 --> 00:00:59.480]  最近有一個人
[00:00:59.480 --> 00:01:02.460]  他這樣分享,他最近的心很煩
[00:01:02.460 --> 00:01:03.520]  為什麼呢?
[00:01:03.520 --> 00:01:06.040]  他是一個很樂於幫助其他人的人
[00:01:06.040 --> 00:01:08.320]  當身邊其他人有需要的時候
[00:01:08.320 --> 00:01:10.340]  他都很願意去幫助他
[00:01:10.340 --> 00:01:14.360]  他也很樂意成為車夫
[00:01:14.360 --> 00:01:15.680]  就是做司機
[00:01:15.680 --> 00:01:18.400]  載人,誰有需要,一叫到他
[00:01:18.400 --> 00:01:21.260]  他就很樂意去接送其他人
[00:01:21.260 --> 00:01:24.120]  身邊的人有需要問他借東西
[00:01:24.120 --> 00:01:26.600]  他從來不會吝嗇不借
[00:01:26.600 --> 00:01:28.600]  他借得到,他都會借
[00:01:28.600 --> 00:01:33.720]  但是有一天
[00:01:33.720 --> 00:01:36.280]  他就有這樣的經歷
[00:01:36.280 --> 00:01:41.680]  當他很需要人去載他的時候
[00:01:41.680 --> 00:01:43.680]  他問他身邊的朋友
[00:01:43.680 --> 00:01:47.200]  他身邊的朋友不願意載他
[00:01:47.200 --> 00:01:49.520]  言而訛訛的說了很多話
[00:01:49.520 --> 00:01:53.000]  還有他很急需要用一樣東西
[00:01:53.000 --> 00:01:55.960]  他問身邊這個朋友借
[00:01:56.640 --> 00:01:59.200]  這個朋友不願意借
[00:01:59.200 --> 00:02:04.520]  如果你是這個人你會怎樣想?
[00:02:04.520 --> 00:02:14.040]  這個人心裡很憤怒
[00:02:14.040 --> 00:02:15.800]  又生氣
[00:02:15.800 --> 00:02:17.800]  很生氣,你們生氣嗎?
[00:02:17.800 --> 00:02:22.760]  有一點生氣,有點悶熱,可不可以把冷氣打開?
[00:02:22.760 --> 00:02:24.760]  可不可以把前面那兩部也打開?
[00:02:26.720 --> 00:02:28.720]  這個人很生氣
[00:02:28.720 --> 00:02:33.640]  他說,平時這麼關心這個人,這麼愛這個人
[00:02:33.640 --> 00:02:36.640]  反過來,現在他這樣對我
[00:02:36.640 --> 00:02:40.080]  當我有需要的時候,為什麼他要這樣對我呢?
[00:02:40.080 --> 00:02:45.960]  現在有幾個選擇題,請你們回答
[00:02:45.960 --> 00:02:47.960]  如果你是這個心煩的人
[00:02:47.960 --> 00:02:50.920]  你接下來有什麼措施會做呢?
[00:02:50.920 --> 00:02:54.320]  A. 和這個朋友疏遠
[00:02:56.320 --> 00:03:00.680]  B. 他怎樣對我,我就怎樣對他
[00:03:00.680 --> 00:03:05.000]  他日後想問我借東西,不用指意
[00:03:05.000 --> 00:03:14.560]  C. 繼續,不要計較,不要計較那麼多,繼續幫助他
[00:03:14.560 --> 00:03:20.000]  D. 罵他,這個人這麼自私
[00:03:21.800 --> 00:03:26.800]  E. 和這個朋友分享一下自己的感受和看法
[00:03:26.800 --> 00:03:31.360]  A,B,C,D,E,選定了嗎?
[00:03:31.360 --> 00:03:35.360]  好了,對不起,沒有F的
[00:03:35.360 --> 00:03:41.200]  只可以選一個
[00:03:41.200 --> 00:03:44.680]  只可以A至E,只可以選一個
[00:03:44.680 --> 00:03:46.520]  好,預備了
[00:03:46.520 --> 00:03:48.520]  A的請舉手
[00:03:48.520 --> 00:03:50.520]  A
[00:03:52.480 --> 00:03:54.480]  小亮,B
[00:03:54.480 --> 00:03:58.480]  明明是阿飛,你怎麼不舉手?
[00:03:58.480 --> 00:04:02.680]  阿飛你明明是B的,看見沒有人舉手就不敢舉手
[00:04:02.680 --> 00:04:04.680]  C的
[00:04:04.680 --> 00:04:06.680]  好,謝謝
[00:04:06.680 --> 00:04:08.680]  D的
[00:04:08.680 --> 00:04:10.680]  好,E
[00:04:10.680 --> 00:04:12.680]  OK,好
[00:04:12.680 --> 00:04:16.680]  待會我們會再講這個例子,到最後的時候
[00:04:16.680 --> 00:04:18.680]  不過真是弟兄姊妹
[00:04:20.680 --> 00:04:23.680]  如果你身邊有這些這麼自私的人
[00:04:23.680 --> 00:04:27.680]  一次是這樣,兩次是這樣的時候
[00:04:27.680 --> 00:04:30.680]  你怎樣和他生活呢?
[00:04:30.680 --> 00:04:37.680]  不單止,你怎樣去繼續用神的愛去擁抱這個人呢?
[00:04:37.680 --> 00:04:43.680]  我很想和你們分享一下,我自己心底裏的一些說話
[00:04:43.680 --> 00:04:49.680]  弟兄姊妹,我做了牧師傳道十五年
[00:04:50.680 --> 00:04:52.680]  在過往這個禮拜裏,我覺得
[00:04:52.680 --> 00:04:55.680]  做牧師真的不是很容易
[00:04:55.680 --> 00:04:59.680]  為什麼呢?
[00:04:59.680 --> 00:05:01.680]  當我要去預備這篇講道的時候
[00:05:01.680 --> 00:05:03.680]  我內心有很多掙扎
[00:05:03.680 --> 00:05:08.680]  我經常很不想做一個說一套做一套的基督徒
[00:05:08.680 --> 00:05:13.680]  我經常告訴自己,當我站出來和弟兄姊妹分享信息的時候
[00:05:13.680 --> 00:05:18.680]  這個信息,是不是我自己做到的呢?
[00:05:19.680 --> 00:05:22.680]  所以今天我要預備這個信息的時候
[00:05:22.680 --> 00:05:25.680]  我和神講神,真是很難
[00:05:25.680 --> 00:05:31.680]  我覺得,在哥林多前書十三章五節
[00:05:31.680 --> 00:05:33.680]  我們一起讀這句
[00:05:33.680 --> 00:05:37.680]  愛是不求自己的益處
[00:05:37.680 --> 00:05:39.680]  很熟悉吧?
[00:05:39.680 --> 00:05:41.680]  愛是不求自己的益處
[00:05:41.680 --> 00:05:44.680]  很偉大
[00:05:45.680 --> 00:05:49.680]  在現實生活裏,主耶穌做到
[00:05:49.680 --> 00:05:53.680]  我們身邊有多少人可以做到呢?
[00:05:53.680 --> 00:05:55.680]  我問一問自己,我和神講
[00:05:55.680 --> 00:05:57.680]  主耶穌,我也是一個很自私的人
[00:05:57.680 --> 00:05:59.680]  我也很有限
[00:05:59.680 --> 00:06:02.680]  我的愛也很有限
[00:06:02.680 --> 00:06:06.680]  我怎樣去和弟兄姊妹分享今天的信息呢?
[00:06:06.680 --> 00:06:09.680]  所以我祈禱
[00:06:09.680 --> 00:06:12.680]  求聖靈幫助我們
[00:06:13.680 --> 00:06:15.680]  今天我們一起在這段經文裏學習
[00:06:15.680 --> 00:06:18.680]  特別這段經文,馬太福音很強調彼得
[00:06:18.680 --> 00:06:23.680]  這個門徒,他在馬太福音裏這一段時間
[00:06:23.680 --> 00:06:25.680]  他作為主的門徒
[00:06:25.680 --> 00:06:29.680]  他怎樣回應主耶穌基督要受難的時候
[00:06:29.680 --> 00:06:30.680]  他怎樣回應呢?
[00:06:30.680 --> 00:06:34.680]  我們今天怎樣從主耶穌基督教彼得一些事情
[00:06:34.680 --> 00:06:36.680]  我們學習
[00:06:36.680 --> 00:06:39.680]  我們怎樣去放下自己
[00:06:39.680 --> 00:06:41.680]  去愛神,去愛人
[00:06:41.680 --> 00:06:42.680]  我們一起低頭去禱告
[00:06:43.680 --> 00:06:44.680]  祈禱
[00:06:44.680 --> 00:06:51.680]  弟兄姊妹,我們首先請你為你自己去祈禱
[00:06:51.680 --> 00:06:55.680]  為你自己的心
[00:06:55.680 --> 00:06:58.680]  打開你的眼,打開你的耳,打開你的心
[00:06:58.680 --> 00:07:02.680]  懇求聖靈親自的教導我們
[00:07:13.680 --> 00:07:17.680]  愛天父,今日求你的聖靈充滿我們整個的場地
[00:07:17.680 --> 00:07:20.680]  充滿我們每一位的弟兄姊妹朋友
[00:07:20.680 --> 00:07:22.680]  求你親自向我們說話
[00:07:22.680 --> 00:07:24.680]  造就我們的生命
[00:07:24.680 --> 00:07:26.680]  提醒我們,鼓勵我們,督責我們
[00:07:26.680 --> 00:07:30.680]  禱告奉耶穌基督聖名求,阿們
[00:07:30.680 --> 00:07:34.680]  第一點想和弟兄姊妹從這段經文分享的就是
[00:07:34.680 --> 00:07:37.680]  體貼自己的意思
[00:07:37.680 --> 00:07:39.680]  體貼自己的意思
[00:07:40.680 --> 00:07:43.680]  經文二十一至二十三節,我們請弟兄幫我們再讀出
[00:07:43.680 --> 00:07:45.680]  預備,一二三
[00:07:45.680 --> 00:07:48.680]  從此,耶穌才子是門徒
[00:07:48.680 --> 00:07:51.680]  他必須上耶路撒冷去
[00:07:51.680 --> 00:07:56.680]  受長老、祭司長、文士許多的苦
[00:07:56.680 --> 00:07:59.680]  並且被殺,第三日復活
[00:07:59.680 --> 00:08:02.680]  彼得就拉著他,勸他說
[00:08:02.680 --> 00:08:05.680]  主啊,萬不可如此
[00:08:06.680 --> 00:08:12.680]  這是必不臨到你身上,耶穌轉過來對彼得說
[00:08:12.680 --> 00:08:17.680]  撒旦,退我後邊去吧,你是伴我腳的
[00:08:17.680 --> 00:08:22.680]  因為你不體貼神的意思,只體貼人的意思
[00:08:22.680 --> 00:08:25.680]  在馬太福音十六章之前說到
[00:08:25.680 --> 00:08:31.680]  當這些門徒向耶穌認信
[00:08:32.680 --> 00:08:36.680]  主耶穌基督再進一步將自己
[00:08:36.680 --> 00:08:39.680]  因為耶穌正在走上耶路撒冷
[00:08:39.680 --> 00:08:42.680]  他就將進一步清清楚楚地
[00:08:42.680 --> 00:08:46.680]  很清楚地直接了當地告訴這些門徒
[00:08:46.680 --> 00:08:48.680]  他將要去做什麼呢?
[00:08:48.680 --> 00:08:52.680]  是要受苦、受死和復活
[00:08:52.680 --> 00:08:57.680]  這是耶穌基督作為尼塞亞的使命是要做的
[00:08:57.680 --> 00:09:00.680]  在這段時間第一次很清楚地
[00:09:01.680 --> 00:09:02.680]  告訴這些門徒
[00:09:02.680 --> 00:09:04.680]  經文告訴我們
[00:09:04.680 --> 00:09:07.680]  看看彼得二十二節
[00:09:07.680 --> 00:09:09.680]  彼得做了什麼呢?
[00:09:09.680 --> 00:09:11.680]  拉著耶穌
[00:09:11.680 --> 00:09:15.680]  如果我們看看不同的版本
[00:09:15.680 --> 00:09:20.680]  還有路加福音和馬可福音怎麼說呢?
[00:09:20.680 --> 00:09:24.680]  彼得很緊張地拉著耶穌走到一旁
[00:09:24.680 --> 00:09:27.680]  走到一旁即是私底下跟祂說
[00:09:30.680 --> 00:09:31.680]  這裡說什麼呢?
[00:09:31.680 --> 00:09:34.680]  勸他
[00:09:34.680 --> 00:09:36.680]  勸
[00:09:36.680 --> 00:09:39.680]  但是我們最新的和合本修訂版
[00:09:39.680 --> 00:09:42.680]  跟原文就不用勸字
[00:09:42.680 --> 00:09:44.680]  知不知道用什麼字呢?
[00:09:44.680 --> 00:09:46.680]  責備
[00:09:46.680 --> 00:09:50.680]  主啊!你不可以這樣!
[00:09:50.680 --> 00:09:52.680]  怎麼可以這樣!
[00:09:52.680 --> 00:09:54.680]  這些事不可以淋到你身上
[00:09:54.680 --> 00:09:56.680]  責備
[00:09:56.680 --> 00:09:59.680]  你想想勸和責備是不同的
[00:10:00.680 --> 00:10:01.680]  有時我們想想
[00:10:01.680 --> 00:10:03.680]  你的彼得有沒有搞錯
[00:10:03.680 --> 00:10:05.680]  主啊!你也敢責備
[00:10:05.680 --> 00:10:08.680]  但是你想想
[00:10:08.680 --> 00:10:11.680]  為什麼彼得那時候那麼肉緊去做這件事呢?
[00:10:11.680 --> 00:10:13.680]  因為他很緊張
[00:10:13.680 --> 00:10:15.680]  很緊張不可以不說
[00:10:15.680 --> 00:10:18.680]  耶穌不可以這樣
[00:10:18.680 --> 00:10:21.680]  為什麼呢?
[00:10:21.680 --> 00:10:23.680]  我想到的時候
[00:10:23.680 --> 00:10:26.680]  第一我想彼得和耶穌的關係
[00:10:26.680 --> 00:10:28.680]  這個師徒的關係很深
[00:10:30.680 --> 00:10:32.680]  愛之深責之切
[00:10:32.680 --> 00:10:35.680]  就是因為彼得很愛耶穌
[00:10:35.680 --> 00:10:38.680]  他不想自己心愛的人要走這條死路
[00:10:38.680 --> 00:10:41.680]  所以他要攔住耶穌叫勸
[00:10:41.680 --> 00:10:43.680]  責備耶穌
[00:10:43.680 --> 00:10:44.680]  你一定不要這樣想
[00:10:44.680 --> 00:10:46.680]  第二個原因
[00:10:46.680 --> 00:10:48.680]  我猜就是
[00:10:48.680 --> 00:10:51.680]  彼得心裡也有一些想法
[00:10:51.680 --> 00:10:54.680]  在當時如果你記得
[00:10:54.680 --> 00:10:56.680]  我和大家分享過很多次
[00:10:56.680 --> 00:10:57.680]  在當時這班猶太人
[00:10:57.680 --> 00:10:59.680]  他們在等待彌賽亞的出現
[00:11:00.680 --> 00:11:01.680]  彌賽亞是怎樣?
[00:11:01.680 --> 00:11:04.680]  彌賽亞這個受高者救世主
[00:11:04.680 --> 00:11:06.680]  哪有那麼弱雞的
[00:11:06.680 --> 00:11:08.680]  這樣就死了?
[00:11:08.680 --> 00:11:10.680]  這樣被人釘?這樣被人殺?
[00:11:10.680 --> 00:11:13.680]  在這班傳統的猶太人觀念裡面
[00:11:13.680 --> 00:11:16.680]  就好像我們心目中的超人一樣
[00:11:16.680 --> 00:11:19.680]  出來很有勢力的
[00:11:19.680 --> 00:11:21.680]  一個政治領袖
[00:11:21.680 --> 00:11:23.680]  帶領以色列人
[00:11:23.680 --> 00:11:26.680]  在當地掃蕩羅馬
[00:11:27.680 --> 00:11:30.680]  拿回政權 擁有以色列這個國家
[00:11:30.680 --> 00:11:32.680]  好像以前大衛王一樣
[00:11:32.680 --> 00:11:34.680]  那個時間是很強大的
[00:11:34.680 --> 00:11:39.680]  因為這個是彼得和當時很多猶太人心目中
[00:11:39.680 --> 00:11:43.680]  心目中的彌賽亞的款式
[00:11:43.680 --> 00:11:45.680]  就是這樣的英雄形象
[00:11:45.680 --> 00:11:47.680]  所以彼得就很緊張說
[00:11:47.680 --> 00:11:50.680]  耶穌你一定不可以這樣做的
[00:11:50.680 --> 00:11:53.680]  但是
[00:11:53.680 --> 00:11:56.680]  我們看看經文23節
[00:11:57.680 --> 00:11:59.680]  耶穌轉過來對彼得說
[00:11:59.680 --> 00:12:03.680]  同樣耶穌也是要責備彼得
[00:12:03.680 --> 00:12:06.680]  撒旦 退我後面去吧
[00:12:06.680 --> 00:12:09.680]  你是伴我腳的
[00:12:09.680 --> 00:12:11.680]  因為你不體貼神的意思
[00:12:11.680 --> 00:12:13.680]  只體貼人的意思
[00:12:13.680 --> 00:12:16.680]  很慘
[00:12:16.680 --> 00:12:19.680]  彼得被耶穌罵他是撒旦
[00:12:19.680 --> 00:12:22.680]  其實這裡的意思
