
[00:00:00.000 --> 00:00:01.240]  各位電影姐妹早安
[00:00:01.240 --> 00:00:04.100]  今天是健康主日
[00:00:04.100 --> 00:00:05.620]  電影姐妹你健康嗎?
[00:00:05.620 --> 00:00:08.320]  你的身心靈健康嗎?
[00:00:08.320 --> 00:00:09.040]  健康
[00:00:09.040 --> 00:00:10.380]  健康感謝主
[00:00:10.380 --> 00:00:11.380]  我說病病的
[00:00:11.380 --> 00:00:13.160]  因為這兩天突然間重感冒
[00:00:13.160 --> 00:00:14.760]  骨頭很痛
[00:00:14.760 --> 00:00:16.200]  很久沒試過這麼病了
[00:00:16.200 --> 00:00:18.540]  痛到一個地步睡不安、吃不下
[00:00:18.540 --> 00:00:20.380]  然後覺得自己很慢
[00:00:20.380 --> 00:00:22.140]  雖然其實我說話很快
[00:00:22.140 --> 00:00:23.620]  但是覺得自己很慢
[00:00:23.620 --> 00:00:25.360]  所有事情都好像沒什麼反應
[00:00:25.360 --> 00:00:26.300]  我就想起
[00:00:26.300 --> 00:00:27.700]  如果我們身心靈不健康
[00:00:27.700 --> 00:00:29.440]  或者我們對信仰不健康的時候
[00:00:29.440 --> 00:00:31.000]  可能我們真的會很慢
[00:00:31.000 --> 00:00:32.740]  對聖靈的感動會很慢
[00:00:32.740 --> 00:00:34.620]  對聖經的反省又會很慢
[00:00:34.620 --> 00:00:36.280]  希望我們有個健康的生命
[00:00:36.280 --> 00:00:37.960]  以致經歷上帝更多的豐富
[00:00:37.960 --> 00:00:39.240]  讓我們同心的祈禱
[00:00:39.240 --> 00:00:41.740]  因著我們獻上感恩
[00:00:41.740 --> 00:00:43.780]  祢讓我們今天有很美的清晨
[00:00:43.780 --> 00:00:45.000]  很美的陽光
[00:00:45.000 --> 00:00:47.300]  很舒服的環境去敬拜、讚美祢
[00:00:47.300 --> 00:00:48.920]  願祢賜福我們每一個
[00:00:48.920 --> 00:00:49.880]  在我們生命當中
[00:00:49.880 --> 00:00:51.240]  經過祢的恩典同在
[00:00:51.240 --> 00:00:52.820]  身心靈得著健壯
[00:00:52.820 --> 00:00:54.160]  以致我們更好經歷
[00:00:54.160 --> 00:00:55.920]  更大、更多的恩典
[00:00:55.920 --> 00:00:56.660]  感恩
[00:00:56.660 --> 00:00:57.800]  願祢賜福我們每一個
