
[00:00:00.000 --> 00:00:03.420]  今天講到耶穌呼召門徒
[00:00:03.420 --> 00:00:07.060]  上星期聶牧師講到施洗若寒
[00:00:07.060 --> 00:00:10.480]  當你聽蒙主呼召
[00:00:10.480 --> 00:00:12.800]  即是信耶穌的經歷時
[00:00:12.800 --> 00:00:16.580]  我相信大家都有不同的信主經歷
[00:00:16.580 --> 00:00:19.020]  或者大家在信主的經歷中
[00:00:19.020 --> 00:00:25.340]  都有很多與上帝的相遇中所經歷的事
[00:00:25.340 --> 00:00:28.220]  我都講一下我自己的信主經歷
[00:00:28.220 --> 00:00:30.720]  我其實是在內地出生的
[00:00:30.720 --> 00:00:34.360]  我十幾歲來香港
[00:00:34.360 --> 00:00:35.820]  我來到香港的時候
[00:00:35.820 --> 00:00:39.460]  其實我對於耶穌是未聽過的
[00:00:39.460 --> 00:00:41.760]  我學校有一位老師真是很好
[00:00:41.760 --> 00:00:43.540]  他帶我回教會
[00:00:43.540 --> 00:00:46.840]  他帶我回教會那天其實是報道會
[00:00:46.840 --> 00:00:49.780]  我那天其實真是人生裏面
[00:00:49.780 --> 00:00:52.660]  第一次回教會 第一次去報道會
[00:00:52.660 --> 00:00:55.200]  亦都真是很正正式式
[00:00:55.200 --> 00:00:57.380]  第一次聽耶穌的名字
[00:00:57.380 --> 00:00:59.460]  其實我都覺得很奇妙
[00:00:59.460 --> 00:01:04.020]  那段日子我其實一直在尋索
[00:01:04.020 --> 00:01:06.280]  其實人生是為了什麼
[00:01:06.280 --> 00:01:09.280]  到底我人生是什麼人生來的
[00:01:09.280 --> 00:01:11.960]  所以當我去到報道會的時候
[00:01:11.960 --> 00:01:14.180]  你說報道會講什麼呢
[00:01:14.180 --> 00:01:16.860]  我猜大家相信耶穌
[00:01:16.860 --> 00:01:19.580]  應該都不太記得報道會講什麼
[00:01:19.580 --> 00:01:21.700]  但我只記得一句經文
[00:01:21.700 --> 00:01:25.280]  是上帝用一句經文打入我心裏面
[00:01:25.280 --> 00:01:29.440]  那句經文是說耶穌來是叫人得生命
[00:01:29.440 --> 00:01:31.440]  並且得得更加豐盛
[00:01:31.440 --> 00:01:34.140]  我聽完之後我覺得好像在解答我的事
[00:01:34.140 --> 00:01:36.800]  又好像在解答 又好像還未完全解答
[00:01:36.800 --> 00:01:39.140]  我就在想 真是豐盛的生命
[00:01:39.140 --> 00:01:40.540]  是否真是豐盛的生命呢
[00:01:40.540 --> 00:01:41.900]  我真的很想
[00:01:41.900 --> 00:01:44.040]  我真是很搞笑地想
[00:01:44.040 --> 00:01:45.660]  應該不會騙我的吧
[00:01:45.660 --> 00:01:48.320]  就算騙都沒有理由幾百人在騙
[00:01:48.320 --> 00:01:50.320]  他再講一些見證就歷勢歷勞
[00:01:50.320 --> 00:01:52.500]  沒有理由這麼多人在騙你
[00:01:52.500 --> 00:01:55.200]  騙你為什麼呢 你是哪位呢
[00:01:55.200 --> 00:01:58.140]  那一刻我就覺得 好 我相信
[00:01:58.140 --> 00:01:59.740]  我很想相信
[00:01:59.740 --> 00:02:02.140]  我很想要豐盛的生命
[00:02:02.140 --> 00:02:04.140]  我覺得回望這麼多年
[00:02:04.140 --> 00:02:06.140]  不要講這麼多 相信了多少年
[00:02:06.140 --> 00:02:07.320]  回望這麼多年
[00:02:07.320 --> 00:02:09.860]  我覺得上帝真的給我有豐盛的生命
[00:02:09.860 --> 00:02:12.400]  那個豐盛是在神裏面見到祂的榮耀
[00:02:12.400 --> 00:02:13.200]  見到祂的能力
[00:02:13.200 --> 00:02:15.400]  見到祂怎樣帶領我走過
[00:02:15.400 --> 00:02:17.080]  甚至是高高低低都好
[00:02:17.080 --> 00:02:19.440]  但卻是很微
[00:02:19.440 --> 00:02:21.720]  那種微是因為在上帝裏面的微
[00:02:21.720 --> 00:02:24.120]  我相信當我們一路去講
[00:02:24.120 --> 00:02:25.460]  耶穌呼召的時候
[00:02:25.460 --> 00:02:28.400]  可能你都會想起你昔日的順主的經歷
[00:02:28.400 --> 00:02:31.120]  或者你順主的歷程是很不同的
[00:02:31.120 --> 00:02:34.120]  但很重要的是耶穌遇見你
[00:02:34.120 --> 00:02:35.120]  耶穌拯救你
[00:02:35.120 --> 00:02:37.120]  我們一起祈禱
[00:02:37.120 --> 00:02:38.620]  主我懇求祢
[00:02:38.620 --> 00:02:41.620]  當我們在祢裏面去看祢的話語的時候
[00:02:41.620 --> 00:02:43.620]  真祢的聖靈打開我們的心
[00:02:43.620 --> 00:02:45.120]  打開我們屬靈的眼睛
[00:02:45.120 --> 00:02:49.120]  以致我們能夠真是被祢的話語再一次更新我們
[00:02:49.120 --> 00:02:52.120]  最重要是上帝你親自的捉緊我們的心
[00:02:52.120 --> 00:02:54.120]  以致我們是緊緊的跟隨祢
[00:02:54.120 --> 00:02:57.120]  求祢與我們每一個同在親切的帶領我們
[00:02:57.120 --> 00:02:59.120]  幫助我們
[00:02:59.120 --> 00:03:00.120]  多謝主
[00:03:00.120 --> 00:03:02.120]  我們禱告奉耶穌基督明求
[00:03:02.120 --> 00:03:03.120]  阿門
[00:03:03.120 --> 00:03:08.120]  講蒙主呼召
[00:03:08.120 --> 00:03:11.120]  我們就講幾個門徒他怎樣遇見耶穌
[00:03:11.120 --> 00:03:15.120]  剛才你聽到由37節開始讀的
[00:03:15.120 --> 00:03:18.120]  但我就給35、36節
[00:03:18.120 --> 00:03:20.120]  因為都是有少少的背景
[00:03:20.120 --> 00:03:24.120]  37節一開始就講兩個門徒
[00:03:24.120 --> 00:03:27.120]  那兩個門徒其實是誰的門徒
[00:03:27.120 --> 00:03:28.120]  最開始
[00:03:28.120 --> 00:03:30.120]  約翰的
[00:03:30.120 --> 00:03:31.120]  施洗約翰的
[00:03:31.120 --> 00:03:34.120]  施洗約翰真的很特別
[00:03:34.120 --> 00:03:36.120]  他自己帶著門徒
[00:03:36.120 --> 00:03:39.120]  但他又給你看其他的師傅
[00:03:39.120 --> 00:03:42.120]  他見到耶穌走過來的時候
[00:03:42.120 --> 00:03:46.120]  我全世界都幾大聲
[00:03:46.120 --> 00:03:50.120]  哇 漢啊 叫你漢啊一定不會很小聲
[00:03:50.120 --> 00:03:53.120]  漢啊 寫字神的羔羊
[00:03:53.120 --> 00:03:55.120]  漢啊 這個是神的羔羊
[00:03:55.120 --> 00:03:58.120]  即是說除去我們世人罪孽
[00:03:58.120 --> 00:04:02.120]  約翰應該是第二次在他的門徒面前這樣講
[00:04:02.120 --> 00:04:05.120]  於是37節就講這兩個門徒
[00:04:05.120 --> 00:04:07.120]  很快反應
[00:04:07.120 --> 00:04:08.120]  我用紅色字給你看
[00:04:08.120 --> 00:04:10.120]  他有多快反應
[00:04:10.120 --> 00:04:12.120]  用了幾個動詞
[00:04:12.120 --> 00:04:15.120]  漢 聽見
[00:04:15.120 --> 00:04:17.120]  跟從
[00:04:17.120 --> 00:04:18.120]  很快
[00:04:18.120 --> 00:04:19.120]  我先回到正題
[00:04:19.120 --> 00:04:20.120]  我太快了
[00:04:20.120 --> 00:04:24.120]  當他們跟從的對面
[00:04:24.120 --> 00:04:26.120]  有一個叫安德烈
[00:04:26.120 --> 00:04:28.120]  有一個叫安德烈
[00:04:28.120 --> 00:04:31.120]  看看他們有什麼反應
[00:04:31.120 --> 00:04:33.120]  他們跟從了耶穌
