
[00:00:00.000 --> 00:00:04.000]  一起來低頭先有個祈禱
[00:00:04.000 --> 00:00:05.060]  天上的爸爸
[00:00:05.060 --> 00:00:09.260]  我們知道在香港正在經歷一個特別的日子
[00:00:09.260 --> 00:00:11.780]  一個特別的時期
[00:00:11.780 --> 00:00:16.000]  三個月我們可以有很多事情的發生
[00:00:16.000 --> 00:00:19.140]  可以由一個母胎裏面
[00:00:19.140 --> 00:00:23.240]  一個胎兒的成形的時間
[00:00:23.240 --> 00:00:24.800]  亦都是一個季度
[00:00:24.800 --> 00:00:26.520]  春夏秋冬
[00:00:26.520 --> 00:00:28.700]  一個季度的完成
[00:00:28.700 --> 00:00:31.380]  主在這麼漫長的時間裏面
[00:00:31.380 --> 00:00:33.780]  我知道我們很多弟兄姊妹
[00:00:33.780 --> 00:00:36.780]  很多香港人的內心都是沉重的
[00:00:36.780 --> 00:00:38.980]  都是有憂悶的
[00:00:38.980 --> 00:00:40.780]  都是有眼淚的
[00:00:40.780 --> 00:00:42.080]  主我求祢
[00:00:42.080 --> 00:00:45.280]  讓我們來到祢的面前
[00:00:45.280 --> 00:00:48.780]  讓我們肯定地知道祢是我們的出路
[00:00:48.780 --> 00:00:52.000]  讓我們真的知道祢就是我們的主
[00:00:52.000 --> 00:00:54.360]  以致我們可以信靠祢
[00:00:54.360 --> 00:00:56.080]  主求主祢幫助我們
[00:00:56.080 --> 00:01:00.700]  因為我們今天三個月後我們仍然在問一個問題
[00:01:00.700 --> 00:01:03.540]  How long O Lord?
[00:01:03.540 --> 00:01:05.100]  時間何時會完?
[00:01:05.100 --> 00:01:07.340]  何時會休止?
[00:01:07.340 --> 00:01:08.700]  主我知道
[00:01:08.700 --> 00:01:09.960]  祢知道
[00:01:09.960 --> 00:01:11.660]  雖然我們不知道
[00:01:11.660 --> 00:01:15.900]  但我們在祢面前就是求這份心中的平安
[00:01:15.900 --> 00:01:19.540]  這一份是世界給不了我們的平安
[00:01:19.540 --> 00:01:21.420]  我求主祢賜給我們
[00:01:21.420 --> 00:01:22.880]  我們這樣的祈禱
[00:01:22.880 --> 00:01:26.340]  是服我主耶穌基督的名求 阿們
[00:01:26.340 --> 00:01:30.780]  我們好像我上次上台講道一樣
[00:01:30.780 --> 00:01:33.060]  就是編了的
[00:01:33.060 --> 00:01:35.200]  所以沒有選擇的
[00:01:35.200 --> 00:01:40.600]  但是也都認我們今天的香港弟兄姊妹
[00:01:40.600 --> 00:01:45.020]  都適合這個時候留心的道
[00:01:45.020 --> 00:01:49.860]  我講人類精彩的發明
[00:01:49.860 --> 00:01:52.260]  我不是講那些軍事的發明
[00:01:52.260 --> 00:01:58.660]  最近我看 應該前兩三天我看無線新聞
[00:01:58.660 --> 00:02:01.600]  裏面就講一個新的發明
[00:02:01.600 --> 00:02:03.980]  就講叫水上的士
[00:02:03.980 --> 00:02:07.080]  在意大利的 香港好像都說想推行
[00:02:07.080 --> 00:02:08.340]  不知道推行了沒有呢?
[00:02:08.340 --> 00:02:11.060]  好像還有些阻滯
[00:02:11.060 --> 00:02:12.180]  我看報紙看
[00:02:12.180 --> 00:02:15.200]  但是我找照片找不到 想給大家看一下
[00:02:15.200 --> 00:02:20.360]  這個意大利的水上的士的發明是很創新的
[00:02:20.360 --> 00:02:23.780]  它的創新在於 不是它不行水
[00:02:23.780 --> 00:02:24.800]  一定行水的
[00:02:24.800 --> 00:02:27.400]  它是水上的交通工具
[00:02:27.400 --> 00:02:30.280]  而是它是沒有聲音的
[00:02:30.280 --> 00:02:31.500]  很靜的
[00:02:31.500 --> 00:02:33.340]  還有它是環保的
[00:02:33.340 --> 00:02:36.780]  它是用水發電的
[00:02:36.780 --> 00:02:38.860]  用水來推動的
[00:02:38.860 --> 00:02:40.860]  我覺得想到這個人很聰明
[00:02:40.860 --> 00:02:43.600]  因為它就是水上的士
[00:02:43.600 --> 00:02:44.880]  它就在水上
[00:02:44.880 --> 00:02:48.160]  但是它可以利用水的動力
[00:02:48.160 --> 00:02:54.480]  來推動這個水上的士來行走
[00:02:54.480 --> 00:02:55.580]  又很靜
[00:02:55.580 --> 00:03:00.080]  哇 我真的覺得想到這個人是很聰明
[00:03:00.080 --> 00:03:04.320]  連續兩天都有新聞都有介紹這個
[00:03:04.320 --> 00:03:07.960]  我不知道什麼時候可以找到這個新聞稿
[00:03:07.960 --> 00:03:09.480]  可以給大家看一下
[00:03:09.480 --> 00:03:11.840]  另外我自己以前做護士
[00:03:11.840 --> 00:03:13.240]  就做手術室的
[00:03:13.240 --> 00:03:16.120]  我就覺得手術室是我這麼多個病房
[00:03:16.120 --> 00:03:19.640]  做過的病房裏面最精彩的一個
[00:03:19.640 --> 00:03:22.560]  因為你在裏面你經常會問一個問題
[00:03:22.560 --> 00:03:25.520]  這個手術是怎麼做的呢?
[00:03:25.520 --> 00:03:28.320]  他們換膝蓋
[00:03:28.320 --> 00:03:29.720]  這個手術是怎麼做的呢?
[00:03:29.720 --> 00:03:31.640]  他們補小腸氣
[00:03:31.640 --> 00:03:34.680]  這個手術實在是怎麼做的呢?
[00:03:34.680 --> 00:03:38.080]  怎樣解決這個問題
[00:03:38.080 --> 00:03:40.280]  你會想到你打開了它會流血
[00:03:40.280 --> 00:03:42.440]  或者它會怎樣量位置的
[00:03:42.440 --> 00:03:44.440]  我對這方面很有興趣
[00:03:44.440 --> 00:03:48.360]  我就覺得手術室是我一個很精彩
[00:03:48.360 --> 00:03:49.440]  很多東西可以看到
[00:03:49.440 --> 00:03:52.200]  開了我很多眼光
[00:03:52.200 --> 00:03:55.320]  很多新思維的地方
[00:03:55.320 --> 00:04:00.200]  我最記得我在手術室遇過一個傻賊
[00:04:00.200 --> 00:04:01.520]  我形容他是
[00:04:01.520 --> 00:04:04.200]  就是他自己的槍走火
[00:04:04.200 --> 00:04:07.520]  上大腿入下大腿出兩個傷口
[00:04:07.520 --> 00:04:14.120]  醫生就幫他做一個人工血管的更換手術
[00:04:14.120 --> 00:04:19.040]  這個手術做的過程是很漫長的
[00:04:19.040 --> 00:04:23.000]  但是我就很有興趣想看
[00:04:23.000 --> 00:04:27.640]  不過可惜那次我還是年資尚淺
[00:04:27.640 --> 00:04:32.640]  沒有機會去手術桌上見那個手術是怎麼做的
[00:04:32.640 --> 00:04:36.720]  我只見到那條所謂的人工血管是怎樣的
