
[00:00:00.000 --> 00:00:08.000]  今日能夠跟大家分享登山補訓的訊息
[00:00:08.000 --> 00:00:11.000]  當講到今日這一段經文的時候
[00:00:11.000 --> 00:00:12.000]  我告訴大家
[00:00:12.000 --> 00:00:19.000]  這一段聖經是講及登山補訓裏面最關鍵的一個問題
[00:00:19.000 --> 00:00:23.000]  亦都是最實際最核心的問題
[00:00:23.000 --> 00:00:25.000]  相信大家都會猜到是什麼
[00:00:25.000 --> 00:00:33.000]  就是我們信徒對錢的看法
[00:00:33.000 --> 00:00:35.000]  為什麼是關鍵呢?
[00:00:35.000 --> 00:00:41.000]  核心就是登山補訓能不能夠感動到你
[00:00:41.000 --> 00:00:44.000]  登山補訓你能不能夠接受呢?
[00:00:44.000 --> 00:00:46.000]  真的很視乎你今天
[00:00:46.000 --> 00:00:52.000]  或者你接不接受到今天所講的這個題目
[00:00:52.000 --> 00:00:57.000]  聖經怎樣教或者主耶穌怎樣教我們看錢
[00:00:57.000 --> 00:00:59.000]  如果你接受到的時候
[00:00:59.000 --> 00:01:05.000]  登山補訓對你非常有益
[00:01:05.000 --> 00:01:09.000]  約翰維斯利John Wesley他曾經這樣說
[00:01:09.000 --> 00:01:13.000]  一個願意信主的人
[00:01:13.000 --> 00:01:17.000]  他最後信服神的那一部份
[00:01:17.000 --> 00:01:21.000]  你猜是什麼呢?
[00:01:21.000 --> 00:01:24.000]  是他的錢包
[00:01:24.000 --> 00:01:26.000]  這個是約翰維斯利講的
[00:01:26.000 --> 00:01:28.000]  我聽完這句話的時候
[00:01:28.000 --> 00:01:30.000]  我自己的領受就是
[00:01:30.000 --> 00:01:37.000]  如果一個人他連自己的錢都肯去聽從神的吩咐
[00:01:37.000 --> 00:01:41.000]  怎樣去賺錢又怎樣去花錢
[00:01:41.000 --> 00:01:46.000]  這個人的心他就真的信主
[00:01:46.000 --> 00:01:49.000]  他才是真心信耶穌
[00:01:49.000 --> 00:01:53.000]  大家同不同意嗎?
[00:01:53.000 --> 00:01:58.000]  你再聽下去你就會知道
[00:01:58.000 --> 00:02:02.000]  很多信了主很多年的人
[00:02:02.000 --> 00:02:07.000]  他的靈命停滯不前
[00:02:07.000 --> 00:02:10.000]  在很多原因之下
[00:02:10.000 --> 00:02:12.000]  一個最重要的原因
[00:02:12.000 --> 00:02:15.000]  很多就是因為不能夠接受
[00:02:15.000 --> 00:02:21.000]  在神國裡面看錢的觀點
[00:02:21.000 --> 00:02:25.000]  所以今天我請求大家和我一起去留心
[00:02:25.000 --> 00:02:29.000]  去看這段經文聽聽主耶穌的教導
[00:02:29.000 --> 00:02:35.000]  主旨是當我們選擇積財寶在天上的時候
[00:02:35.000 --> 00:02:41.000]  那就表示我們選擇了神作我們的主
[00:02:41.000 --> 00:02:45.000]  我們一起看看今天的經文
[00:02:45.000 --> 00:02:50.000]  馬太福音六章第十九節
[00:02:50.000 --> 00:02:53.000]  不要為自己積贊財寶在地上
[00:02:53.000 --> 00:02:56.000]  地上有蟲子咬能受壞
[00:02:56.000 --> 00:03:01.000]  也有賊挖骨窿來偷
[00:03:01.000 --> 00:03:06.000]  當時那些人在那個社會環境
[00:03:06.000 --> 00:03:08.000]  他們會積聚的東西
[00:03:08.000 --> 00:03:11.000]  或者財寶即是寶貴的東西
[00:03:11.000 --> 00:03:13.000]  當是寶貝財產
[00:03:13.000 --> 00:03:17.000]  他們會積聚的財寶大概會有四類
[00:03:17.000 --> 00:03:20.000]  衣服當然是名貴的
[00:03:20.000 --> 00:03:25.000]  我們的姐妹可能都會有會心微笑
[00:03:25.000 --> 00:03:30.000]  打開那個不是衣櫃是衣室
[00:03:30.000 --> 00:03:34.000]  你就知道積聚很多衣服
[00:03:34.000 --> 00:03:36.000]  名貴衣服
[00:03:36.000 --> 00:03:38.000]  衣服
[00:03:38.000 --> 00:03:42.000]  第二就是穀物大麥小麥那些
[00:03:42.000 --> 00:03:46.000]  第三就是器皿銅器鐵器那些
[00:03:46.000 --> 00:03:49.000]  當然是精緻名貴那些
[00:03:49.000 --> 00:03:53.000]  第四就是金銀珠寶
[00:03:53.000 --> 00:03:59.000]  耶穌說不要花心思去累積那些東西
[00:03:59.000 --> 00:04:03.000]  衣服會被蟲住蟲咬
[00:04:03.000 --> 00:04:11.000]  那些器皿鐵器銅器會生獸會生銅鹿
[00:04:11.000 --> 00:04:14.000]  大家留意那個獸字
[00:04:14.000 --> 00:04:17.000]  生獸那個獸字
[00:04:17.000 --> 00:04:21.000]  在原文上可以解釋為吃掉
[00:04:21.000 --> 00:04:23.000]  吃了
[00:04:23.000 --> 00:04:26.000]  即是說那些大麥小麥放在倉裡
[00:04:26.000 --> 00:04:31.000]  被老鼠或者蟑螂吃了
[00:04:31.000 --> 00:04:33.000]  那些金銀珠寶又怎樣呢
[00:04:33.000 --> 00:04:38.000]  金銀珠寶其實不容易變壞
[00:04:38.000 --> 00:04:41.000]  不會生獸不會生鹿
[00:04:41.000 --> 00:04:43.000]  但是怎樣
[00:04:43.000 --> 00:04:46.000]  它會引賊來偷
[00:04:46.000 --> 00:04:51.000]  所有這些財寶不容易去保存
[00:04:51.000 --> 00:04:55.000]  即使你能夠花一生精力去保存下來
[00:04:55.000 --> 00:04:58.000]  到頭來又怎樣呢
[00:04:58.000 --> 00:05:00.000]  最後死的時候又怎樣呢
[00:05:00.000 --> 00:05:05.000]  你不可以將它帶走
[00:05:05.000 --> 00:05:09.000]  R.T. Kendall他曾經說過一個故事
[00:05:09.000 --> 00:05:13.000]  有一個有錢人他臨死的時候
[00:05:13.000 --> 00:05:19.000]  他叫家人將他一生所累積到的金銀珠寶
[00:05:19.000 --> 00:05:24.000]  那些所謂的金器拿到他床邊
[00:05:24.000 --> 00:05:26.000]  然後他就伸出雙手
[00:05:26.000 --> 00:05:31.000]  很用力很盡量地將拿到多少就多少
[00:05:31.000 --> 00:05:37.000]  將雙手拿到滿滿的金條、金錶、金額
[00:05:37.000 --> 00:05:41.000]  可能是作最後一個回味
[00:05:41.000 --> 00:05:43.000]  但是沒多久
[00:05:43.000 --> 00:05:46.000]  當他噴了最後一口氣的時候
[00:05:46.000 --> 00:05:49.000]  所有這些金器都掉在地上
[00:05:55.000 --> 00:05:57.000]  結果是怎樣呢
[00:05:57.000 --> 00:05:59.000]  結果就是兩手空空
[00:05:59.000 --> 00:06:05.000]  傳道書五章十節那裡說
[00:06:05.000 --> 00:06:08.000]  貪愛銀子的不因得銀子之足
[00:06:08.000 --> 00:06:11.000]  貪愛豐富的也不因得利益之足
[00:06:11.000 --> 00:06:13.000]  這也是虛空
[00:06:13.000 --> 00:06:15.000]  虛空即是徒勞
[00:06:15.000 --> 00:06:17.000]  沒有永恆價值的意思
[00:06:17.000 --> 00:06:21.000]  跳到第十五節
[00:06:21.000 --> 00:06:24.000]  他怎樣從母胎赤身而來
[00:06:24.000 --> 00:06:26.000]  也必照樣赤身而去
[00:06:26.000 --> 00:06:28.000]  他所勞碌得來的
[00:06:28.000 --> 00:06:31.000]  手中薰毫不能帶去
[00:06:31.000 --> 00:06:37.000]  這句聖經正正就是寫正財主的一生
[00:06:37.000 --> 00:06:42.000]  我們千萬不要學他
[00:06:42.000 --> 00:06:44.000]  或許我們沒有那麼多金器
[00:06:44.000 --> 00:06:48.000]  但當你有的時候
[00:06:48.000 --> 00:06:50.000]  千萬不要學他
[00:06:54.000 --> 00:06:55.000]  大家要明白
[00:06:55.000 --> 00:06:59.000]  聖經沒有禁止或沒有說
[00:06:59.000 --> 00:07:02.000]  擁有財產或賺錢是罪
[00:07:02.000 --> 00:07:03.000]  不是的
[00:07:03.000 --> 00:07:05.000]  甚至聖經會鼓勵大家要努力工作
[00:07:05.000 --> 00:07:07.000]  然後享受勞碌得來
[00:07:07.000 --> 00:07:09.000]  錢財是神所賜
[00:07:09.000 --> 00:07:10.000]  是一個恩典
[00:07:10.000 --> 00:07:12.000]  是禮物
[00:07:12.000 --> 00:07:14.000]  問題是你怎樣去用錢
[00:07:14.000 --> 00:07:17.000]  或者對錢財的看法
[00:07:17.000 --> 00:07:21.000]  聖經沒有說擁有財產是罪
[00:07:21.000 --> 00:07:24.000]  只是叫我們不要去依靠錢財
[00:07:24.000 --> 00:07:30.000]  以為錢財只能給予我們保障或安全感
[00:07:30.000 --> 00:07:34.000]  保障和安全感是從神而來
[00:07:34.000 --> 00:07:39.000]  聽聞越有錢越害怕
[00:07:39.000 --> 00:07:43.000]  沒錢的人睡得很安詳
[00:07:43.000 --> 00:07:45.000]  不用怕有賊來打劫
[00:07:49.000 --> 00:07:51.000]  保羅亦教導我們
[00:07:51.000 --> 00:07:56.000]  在提摩太前書六章十七節
[00:07:56.000 --> 00:07:59.000]  你要祝福那些今世付足的人
[00:07:59.000 --> 00:08:03.000]  不要自告也不要依靠無定的錢財
[00:08:03.000 --> 00:08:06.000]  只要依靠那厚賜百物
[00:08:06.000 --> 00:08:08.000]  百物給我們享受的神
[00:08:08.000 --> 00:08:11.000]  有少許分別
[00:08:11.000 --> 00:08:17.000]  你依靠賜百物給我們享受的神
[00:08:17.000 --> 00:08:22.000]  和依靠神所賜的百物是兩回事
[00:08:22.000 --> 00:08:24.000]  大家應該懂得分辨
[00:08:24.000 --> 00:08:29.000]  第十節
[00:08:29.000 --> 00:08:32.000]  貪財是萬惡之根
[00:08:32.000 --> 00:08:36.000]  有人貪戀錢財就被引來了真道
[00:08:36.000 --> 00:08:39.000]  用許多仇苦把自己刺透了
[00:08:39.000 --> 00:08:44.000]  貪錢的人會忘記神
[00:08:44.000 --> 00:08:46.000]  仇苦自然會增加
[00:08:47.000 --> 00:08:49.000]  這亦是聖經所說
[00:08:49.000 --> 00:08:50.000]  所以記住
[00:08:50.000 --> 00:08:53.000]  貪錢其實就是貪仇苦
[00:08:53.000 --> 00:08:56.000]  不希望你有這個經驗
[00:08:56.000 --> 00:08:59.000]  或者你不要去找這個經驗
[00:08:59.000 --> 00:09:01.000]  不要找這個來試
[00:09:01.000 --> 00:09:04.000]  試的人會告訴你是不值得的
[00:09:04.000 --> 00:09:10.000]  我們再看馬太福音第十章
[00:09:10.000 --> 00:09:12.000]  第六章第十節
[00:09:15.000 --> 00:09:18.000]  只要積贊財寶在天上
[00:09:18.000 --> 00:09:20.000]  天上沒有蟲子咬
[00:09:20.000 --> 00:09:21.000]  不能受滑
[00:09:21.000 --> 00:09:24.000]  也沒有賊挖骨窿來偷
[00:09:24.000 --> 00:09:28.000]  我們留意一下
[00:09:28.000 --> 00:09:34.000]  要積贊和不要積贊這兩組字
[00:09:34.000 --> 00:09:38.000]  其實這兩組字都是用命令式的動詞
[00:09:38.000 --> 00:09:42.000]  即是主耶穌給我們的命令
[00:09:42.000 --> 00:09:46.000]  祂命令我們要積贊財寶在天上
[00:09:46.000 --> 00:09:52.000]  剛才說地上的財寶是不能夠帶走的
[00:09:52.000 --> 00:09:56.000]  那怎麼可以積存財寶在天上呢?
[00:09:56.000 --> 00:10:06.000]  屬地的財寶是在地上可以找到的
[00:10:06.000 --> 00:10:10.000]  但是不可以帶到天上
[00:10:11.000 --> 00:10:13.000]  死的時候要留下來
[00:10:13.000 --> 00:10:17.000]  但是屬天的財寶
[00:10:17.000 --> 00:10:21.000]  仍然是在地上找到的
[00:10:21.000 --> 00:10:25.000]  屬天的財寶仍然是在地上找到的
[00:10:25.000 --> 00:10:29.000]  但是屬天的財寶可以帶到天上
[00:10:29.000 --> 00:10:32.000]  等將來我們在天下的時候
[00:10:32.000 --> 00:10:36.000]  我們在神面前領受和承受這一筆財產
[00:10:39.000 --> 00:10:41.000]  當然這筆財產不是金銀
[00:10:41.000 --> 00:10:45.000]  金銀珠寶上到天堂的時候
[00:10:45.000 --> 00:10:47.000]  是沒什麼用的
[00:10:47.000 --> 00:10:50.000]  是剩餘的建築材料
[00:10:50.000 --> 00:10:54.000]  因為通街的屋、牆壁、道路
[00:10:54.000 --> 00:10:56.000]  全部都是金、金銀、珠寶
[00:10:56.000 --> 00:10:59.000]  你去拿多了會被丟到一旁
[00:10:59.000 --> 00:11:02.000]  當然我們是不會拿到的
[00:11:02.000 --> 00:11:07.000]  天國是另外一種財寶
[00:11:07.000 --> 00:11:09.000]  那天國是什麼財寶呢?
[00:11:09.000 --> 00:11:14.000]  怎樣才可以積攢天上的財寶呢?
[00:11:14.000 --> 00:11:17.000]  我們看看提摩太前書六章
[00:11:17.000 --> 00:11:20.000]  提摩太前書六章第十一節
[00:11:20.000 --> 00:11:24.000]  但你這屬神的人要逃避這些事
[00:11:24.000 --> 00:11:25.000]  這些事是什麼意思呢?
[00:11:25.000 --> 00:11:28.000]  就是不要貪戀錢財
[00:11:28.000 --> 00:11:35.000]  它是要追求公義、敬虔、信心、愛心、忍耐和溫柔
[00:11:37.000 --> 00:11:40.000]  記住這六樣東西
[00:11:40.000 --> 00:11:47.000]  這些是可以存留在天上的財寶
[00:11:47.000 --> 00:11:49.000]  第十八節
[00:11:49.000 --> 00:11:53.000]  又要祝福他們行善
[00:11:53.000 --> 00:11:55.000]  在好事上付足
[00:11:55.000 --> 00:11:58.000]  甘心施捨、樂以供給人
[00:11:58.000 --> 00:12:04.000]  要留意這些事是可以存在天上的
[00:12:04.000 --> 00:12:06.000]  是可以的
[00:12:07.000 --> 00:12:08.000]  第十九節
[00:12:08.000 --> 00:12:13.000]  為自己織成美好的根基
[00:12:13.000 --> 00:12:15.000]  預備將來
[00:12:15.000 --> 00:12:18.000]  叫他們持定那真正的生命
[00:12:18.000 --> 00:12:21.000]  英文的陰定本
[00:12:21.000 --> 00:12:25.000]  將真正的生命譯作永生
[00:12:25.000 --> 00:12:30.000]  所以織成這些美好的事
[00:12:30.000 --> 00:12:31.000]  即是這些財產
[00:12:31.000 --> 00:12:33.000]  是預備將來
[00:12:34.000 --> 00:12:37.000]  在天堂、永生、永恆所用
[00:12:37.000 --> 00:12:46.000]  所有這些屬靈的品德和行善
[00:12:46.000 --> 00:12:49.000]  都是可以存到永遠的
[00:12:49.000 --> 00:12:56.000]  我們又會問
[00:12:56.000 --> 00:13:01.000]  為什麼主耶穌這麼著緊地給我們這個命令呢?
[00:13:01.000 --> 00:13:03.000]  答案很簡單
[00:13:03.000 --> 00:13:05.000]  亦很重要
[00:13:05.000 --> 00:13:09.000]  我們看回馬太福音六章
[00:13:09.000 --> 00:13:10.000]  第廿一節
[00:13:10.000 --> 00:13:14.000]  因為你的財寶在那裡
[00:13:14.000 --> 00:13:17.000]  你的心也在那裡
[00:13:17.000 --> 00:13:21.000]  這個很真
[00:13:21.000 --> 00:13:23.000]  信不信耶穌的人都很真
[00:13:23.000 --> 00:13:24.000]  你的錢在哪裡
[00:13:24.000 --> 00:13:26.000]  其實你的心就在哪裡
[00:13:31.000 --> 00:13:33.000]  亦就是說
[00:13:33.000 --> 00:13:37.000]  看你積存哪一種財寶
[00:13:37.000 --> 00:13:42.000]  就表示你的心究竟嚮往哪一個角度
[00:13:42.000 --> 00:13:48.000]  如果你只顧積存地上的財寶
[00:13:48.000 --> 00:13:55.000]  表示你仍然貪戀和倚靠金錢財物
[00:13:58.000 --> 00:14:03.000]  但如果你積存天上的財寶
[00:14:03.000 --> 00:14:07.000]  亦表示你真心倚靠主
[00:14:07.000 --> 00:14:13.000]  嚮往在神的角度生活
[00:14:13.000 --> 00:14:17.000]  這個很值得我們反省
[00:14:17.000 --> 00:14:23.000]  看看我們究竟偏向積存哪一種財寶呢?
[00:14:28.000 --> 00:14:30.000]  第廿二節
[00:14:30.000 --> 00:14:37.000]  眼睛就是身上的燈
[00:14:37.000 --> 00:14:39.000]  你的眼睛若遼亮
[00:14:39.000 --> 00:14:41.000]  全身就光明
[00:14:41.000 --> 00:14:44.000]  這裡所說的眼睛
[00:14:44.000 --> 00:14:46.000]  當然大家都會明白是指
[00:14:46.000 --> 00:14:49.000]  屬靈的眼睛
[00:14:49.000 --> 00:14:51.000]  因為如果我們只說自己肉眼
[00:14:51.000 --> 00:14:53.000]  很光也好
[00:14:53.000 --> 00:14:56.000]  你也不知道裡面有多光
[00:14:56.000 --> 00:14:58.000]  是指屬靈的眼睛
[00:14:58.000 --> 00:15:00.000]  心眼
[00:15:00.000 --> 00:15:04.000]  而全身是指我們的全人
[00:15:04.000 --> 00:15:06.000]  包括身心靈
[00:15:06.000 --> 00:15:11.000]  所以就算是真的盲眼的人也好
[00:15:11.000 --> 00:15:14.000]  只要他的心眼不盲
[00:15:14.000 --> 00:15:19.000]  他的全身、全人一樣可以非常光明
[00:15:19.000 --> 00:15:25.000]  只要他的心靈是向著神就可以了
[00:15:27.000 --> 00:15:31.000]  留意「遼亮」這個字
[00:15:31.000 --> 00:15:33.000]  「遼亮」這個字在原文的意思是
[00:15:33.000 --> 00:15:36.000]  包括光亮
[00:15:36.000 --> 00:15:39.000]  也可以解釋為
[00:15:39.000 --> 00:15:43.000]  純亮、純潔、單純
[00:15:43.000 --> 00:15:45.000]  沒有甚麼詭詐的意思
[00:15:45.000 --> 00:15:51.000]  怎樣才可以令我們的眼睛遼亮呢?
[00:15:51.000 --> 00:15:54.000]  怎樣才可以令我們的心眼純潔呢?
[00:15:54.000 --> 00:15:55.000]  沒有詭詐呢?
[00:15:57.000 --> 00:16:02.000]  我們看看詩篇第十三篇第三節
[00:16:02.000 --> 00:16:08.000]  耶和說:我的神呀!求祢看顧我、應運我
[00:16:08.000 --> 00:16:10.000]  使我眼目光明
[00:16:10.000 --> 00:16:12.000]  免得我沉睡至死
[00:16:12.000 --> 00:16:17.000]  即是說首先我們需要禱告
[00:16:17.000 --> 00:16:18.000]  要禱告
[00:16:18.000 --> 00:16:21.000]  禱告也代表你的心的第一步
[00:16:21.000 --> 00:16:23.000]  沒有禱告的心
[00:16:23.000 --> 00:16:25.000]  即是說你根本沒有心想改善
[00:16:26.000 --> 00:16:28.000]  首先是向神禱告
[00:16:28.000 --> 00:16:32.000]  求神給我們有亮光
[00:16:32.000 --> 00:16:39.000]  再看詩篇十九篇第八節
[00:16:39.000 --> 00:16:44.000]  十九篇第八節
[00:16:44.000 --> 00:16:46.000]  耶和說的訓詞正直
[00:16:46.000 --> 00:16:48.000]  能快活人的心
[00:16:48.000 --> 00:16:50.000]  耶和說的命令清潔
[00:16:50.000 --> 00:16:52.000]  能明亮人的眼目
[00:16:52.000 --> 00:16:55.000]  很清楚了吧?
[00:16:56.000 --> 00:17:01.000]  神的話語就是最好、最有效的眼藥水
[00:17:01.000 --> 00:17:10.000]  神的話令人的眼療療
[00:17:10.000 --> 00:17:18.000]  詩篇一百一十九篇第三十七節
[00:17:18.000 --> 00:17:23.000]  求祢叫我轉眼不看虛假
[00:17:23.000 --> 00:17:26.000]  又叫我在祢的道中生活
[00:17:26.000 --> 00:17:32.000]  當我們有神的話語的時候
[00:17:32.000 --> 00:17:35.000]  我們就會有能力
[00:17:35.000 --> 00:17:40.000]  轉身不要看虛假的錢財
[00:17:40.000 --> 00:17:46.000]  那些虛假不能傳到地上的財寶
[00:17:46.000 --> 00:17:49.000]  而卻要轉眼看耶穌
[00:17:51.000 --> 00:17:53.000]  在祂那裡領受祂的教導
[00:17:53.000 --> 00:17:57.000]  按著祂的教導來生活
[00:17:57.000 --> 00:18:01.000]  我們整個人就會明亮
[00:18:01.000 --> 00:18:11.000]  再看馬太福音六章第二十三節
[00:18:11.000 --> 00:18:16.000]  你的眼睛若昏花
[00:18:16.000 --> 00:18:18.000]  全身就黑暗
[00:18:18.000 --> 00:18:20.000]  你裡頭的光若黑暗了
[00:18:20.000 --> 00:18:23.000]  那黑暗是何等大呢?
[00:18:23.000 --> 00:18:28.000]  要留意昏花這個字
[00:18:28.000 --> 00:18:34.000]  在原文昏花這個字是Paneiros
[00:18:34.000 --> 00:18:36.000]  是什麼意思呢?
[00:18:36.000 --> 00:18:40.000]  英文可以翻譯成Evil Wicked
[00:18:40.000 --> 00:18:42.000]  什麼意思呢?
[00:18:42.000 --> 00:18:44.000]  就是邪惡敗壞
[00:18:44.000 --> 00:18:49.000]  我們可以意會到昏花是什麼意思
[00:18:50.000 --> 00:18:58.000]  什麼東西令我們的眼睛昏花呢?
[00:18:58.000 --> 00:19:02.000]  什麼東西影響到我們裡面
[00:19:02.000 --> 00:19:05.000]  都變成邪惡敗壞呢?
[00:19:05.000 --> 00:19:11.000]  除了剛才我們說到貪戀錢財
[00:19:11.000 --> 00:19:15.000]  倚靠錢財會令我們眼睛昏花
[00:19:15.000 --> 00:19:19.000]  現在還加上情慾和驕傲
[00:19:21.000 --> 00:19:26.000]  我們看約翰一書二章十六節
[00:19:26.000 --> 00:19:32.000]  因為凡世界上的是就像肉體的情慾
[00:19:32.000 --> 00:19:34.000]  並今生的驕傲
[00:19:34.000 --> 00:19:36.000]  都不是從父來的
[00:19:36.000 --> 00:19:38.000]  那是從世界來的
[00:19:38.000 --> 00:19:40.000]  第十七節
[00:19:40.000 --> 00:19:44.000]  這世界和其上的情慾都要過去
[00:19:44.000 --> 00:19:47.000]  唯獨遵行神旨而的
[00:19:47.000 --> 00:19:49.000]  是永遠常存
