
[00:00:00.000 --> 00:00:02.280]  今次我們一起在聖經的記載
[00:00:02.280 --> 00:00:04.440]  從神的話語裏面
[00:00:04.440 --> 00:00:07.740]  來思想神給我們的真理和訊息
[00:00:07.740 --> 00:00:10.380]  那段經文就是剛剛大家讀完的
[00:00:10.380 --> 00:00:12.700]  所以你不要蓋上聖經
[00:00:12.700 --> 00:00:15.520]  打開剛才我們所讀的那段聖經
[00:00:15.520 --> 00:00:17.520]  《士徒行傳》第十四章
[00:00:17.520 --> 00:00:19.200]  《士徒行傳》第十四章
[00:00:19.200 --> 00:00:20.980]  如果是唐用聖經的
[00:00:20.980 --> 00:00:25.200]  是1656頁
[00:00:25.200 --> 00:00:26.760]  1656頁
[00:00:26.760 --> 00:00:28.280]  大家打開聖經
[00:00:28.280 --> 00:00:30.760]  我們看著聖經來思想神
[00:00:30.760 --> 00:00:33.480]  要我們在這裏認識一些什麼
[00:00:33.480 --> 00:00:38.080]  《士徒行傳》這裏所記載的
[00:00:38.080 --> 00:00:42.100]  就是保羅在第一次向外邦人
[00:00:42.100 --> 00:00:44.340]  就是希臘羅馬世界
[00:00:44.340 --> 00:00:46.340]  傳福音的旅程裏面
[00:00:46.340 --> 00:00:49.400]  第一次差不多最後結束了
[00:00:49.400 --> 00:00:50.200]  最後結束了
[00:00:50.200 --> 00:00:51.420]  第十五章開始
[00:00:51.420 --> 00:00:56.040]  就說他開始醞釀第二次傳福音的旅程
[00:00:56.040 --> 00:00:57.240]  剛才讀的時候
[00:00:57.240 --> 00:00:58.900]  我相信大家都已經知道
[00:00:58.900 --> 00:01:02.400]  發生了一些事情
[00:01:02.400 --> 00:01:06.160]  這幾個城市
[00:01:06.160 --> 00:01:10.320]  以哥廉路斯德特比這幾個城市
[00:01:10.320 --> 00:01:11.760]  如果你看回地圖
[00:01:11.760 --> 00:01:14.900]  就知道只有今天的小亞細亞
[00:01:14.900 --> 00:01:18.860]  或者是土耳其的中部幾個城市
[00:01:18.860 --> 00:01:20.720]  不是離開太遠的
[00:01:20.720 --> 00:01:22.720]  走路也可以到
[00:01:22.720 --> 00:01:27.220]  這幾個城市都是當時保羅特別在那裏
[00:01:27.220 --> 00:01:29.220]  去做傳福音工作的地方
[00:01:29.220 --> 00:01:29.720]  好
[00:01:29.720 --> 00:01:30.740]  交代了一些背景
[00:01:30.740 --> 00:01:32.520]  還有一些背景要交代的
[00:01:32.520 --> 00:01:34.120]  我相信剛才讀的時候
[00:01:34.120 --> 00:01:36.720]  有些弟兄姊妹就不太明白
[00:01:36.720 --> 00:01:38.520]  因為保羅在那件事情上
[00:01:38.520 --> 00:01:39.520]  第八節告訴我們
[00:01:39.520 --> 00:01:42.160]  在路斯德這個城裏面
[00:01:42.160 --> 00:01:43.480]  他行了一個神蹟
[00:01:43.480 --> 00:01:44.120]  是不是?
[00:01:44.120 --> 00:01:45.840]  講到的時候
[00:01:45.840 --> 00:01:47.920]  看到有一個人他生來
[00:01:47.920 --> 00:01:50.320]  就已經是跛腳的
[00:01:50.320 --> 00:01:54.840]  路加記載的時候
[00:01:54.840 --> 00:01:55.640]  很細心的
[00:01:55.640 --> 00:01:57.000]  這個歷史學家
[00:01:57.000 --> 00:01:58.120]  就再加一句
[00:01:58.120 --> 00:01:59.620]  從來沒有走過路
[00:01:59.620 --> 00:02:01.320]  就是沒有走過路的
[00:02:01.320 --> 00:02:04.320]  但是保羅看到他的信心
[00:02:04.320 --> 00:02:06.800]  於是神就感動保羅
[00:02:06.800 --> 00:02:08.400]  就大聲說你起來
[00:02:08.400 --> 00:02:10.000]  站直雙腳
[00:02:10.000 --> 00:02:12.920]  於是聖經說那個人就跳起來
[00:02:12.920 --> 00:02:15.080]  很具體的形容
[00:02:15.080 --> 00:02:17.360]  一個從來沒有走過路的人
[00:02:17.360 --> 00:02:18.480]  跳起來
[00:02:18.480 --> 00:02:20.720]  然後就走起路來
[00:02:20.720 --> 00:02:24.840]  這件事情當然是令人很驚訝
[00:02:24.840 --> 00:02:27.440]  尤其是這一群沒有聽過福音
[00:02:27.440 --> 00:02:29.600]  或者第一次聽福音的外邦人
[00:02:29.600 --> 00:02:30.920]  希臘人、羅馬人
[00:02:30.920 --> 00:02:32.600]  我估計以希臘為主
[00:02:32.600 --> 00:02:35.520]  那裡是一個希臘化的地區
[00:02:35.520 --> 00:02:37.640]  那時候就很震驚
[00:02:37.640 --> 00:02:38.800]  震驚告訴我們
[00:02:38.800 --> 00:02:44.520]  這些人就以為是他們的天神咒師和漢密士
[00:02:44.520 --> 00:02:47.320]  臨到人間
[00:02:47.320 --> 00:02:49.240]  於是就
[00:02:50.040 --> 00:02:55.920]  將牛和祭司戴上花環要敬向他們獻祭
[00:02:55.920 --> 00:02:57.480]  當他們是神來拜
[00:02:57.480 --> 00:03:00.160]  保羅就跳進他們中間
[00:03:00.160 --> 00:03:01.320]  他的形容很厲害
[00:03:01.320 --> 00:03:02.280]  很清楚的
