
[00:00:00.000 --> 00:00:02.240]  找緊英語專心跟從
[00:00:02.240 --> 00:00:04.360]  當我預備今日嘅訊息嘅時候呢
[00:00:04.360 --> 00:00:06.240]  我就將專心跟從呢個字呢
[00:00:06.240 --> 00:00:07.840]  喺一啲嘅電腦軟件
[00:00:07.840 --> 00:00:10.600]  聖經嘅軟件上面去研究一下
[00:00:10.600 --> 00:00:11.240]  OK
[00:00:11.240 --> 00:00:14.680]  咁就發覺原來大概唔同嘅版本出現過六七次
[00:00:14.680 --> 00:00:15.480]  其實呢個字呢
[00:00:15.480 --> 00:00:17.560]  喺原文裏面出現過八次
[00:00:17.560 --> 00:00:19.560]  但係嗰八次裏面好奇怪
[00:00:19.560 --> 00:00:22.080]  其中有六次都係指向一個人物
[00:00:22.080 --> 00:00:23.720]  呢個人物係邊一個呢
[00:00:23.720 --> 00:00:25.080]  大家知唔知呀
[00:00:25.080 --> 00:00:26.280]  就係
[00:00:26.280 --> 00:00:27.240]  迦勒
[00:00:27.240 --> 00:00:27.840]  Kalec
[00:00:27.840 --> 00:00:28.960]  OK
[00:00:28.960 --> 00:00:31.640]  大概迦勒你有冇聽過
[00:00:31.640 --> 00:00:34.000]  我哋教會有冇迦勒牧區呀
[00:00:34.000 --> 00:00:35.440]  我自己喺寶來牧區嘅
[00:00:35.440 --> 00:00:36.480]  教會有迦勒牧區
[00:00:36.480 --> 00:00:37.760]  係一個新嘅牧區嚟嘅
[00:00:37.760 --> 00:00:39.400]  約書亞你哋有冇聽過呀
[00:00:39.400 --> 00:00:40.760]  應該有啦
[00:00:40.760 --> 00:00:42.440]  約書亞同埋迦勒其實佢哋
[00:00:42.440 --> 00:00:44.280]  昔日就係兩個戰士嚟嘅
[00:00:44.280 --> 00:00:46.080]  佢哋一齊去窺探
[00:00:46.080 --> 00:00:48.160]  按摩西分庫去窺探呢個
[00:00:48.160 --> 00:00:49.400]  迦勒美地
[00:00:49.400 --> 00:00:50.880]  就係一個嘅
[00:00:50.880 --> 00:00:52.040]  咁樣嘅人物
[00:00:52.040 --> 00:00:54.120]  今日呢我哋好渴望呢透過迦勒
[00:00:54.120 --> 00:00:56.360]  佢點樣專心跟從上帝呢
[00:00:56.360 --> 00:00:59.680]  去讓佢嘅人生嘅故事
[00:00:59.680 --> 00:01:01.480]  去教導我哋
[00:01:01.480 --> 00:01:02.360]  讓我哋都明白
[00:01:02.360 --> 00:01:04.720]  讓我哋都學習點樣去跟從神
[00:01:04.720 --> 00:01:06.200]  我揀咗其中一節嘅經文
[00:01:06.200 --> 00:01:07.360]  同大家一齊去讀嘅
[00:01:07.360 --> 00:01:08.640]  呢節係金句嚟嘅
[00:01:08.640 --> 00:01:11.520]  我常常話金句係點解呀
[00:01:11.520 --> 00:01:12.680]  即係你要背咁解
[00:01:12.680 --> 00:01:14.360]  OK 唔記得咗添你哋
[00:01:14.360 --> 00:01:15.360]  所以呢
[00:01:15.360 --> 00:01:16.040]  唔單止讀
[00:01:16.040 --> 00:01:17.560]  希望你返去做功課呢
[00:01:17.560 --> 00:01:18.560]  能夠背咗佢
[00:01:18.560 --> 00:01:19.200]  咁我哋呢
[00:01:19.200 --> 00:01:21.400]  一齊讀一次呢節經文
[00:01:21.400 --> 00:01:22.920]  預備開始
[00:01:22.920 --> 00:01:25.080]  唯獨我的僕人迦勒
[00:01:25.080 --> 00:01:27.600]  因他有一個心智
[00:01:27.600 --> 00:01:29.520]  專心跟從我
[00:01:29.520 --> 00:01:34.080]  我就把他領進他所去過的那地
[00:01:34.080 --> 00:01:37.640]  他的後裔也必得那地為業
[00:01:37.640 --> 00:01:39.120]  啱啱讀嘅金句係出自
[00:01:39.120 --> 00:01:41.360]  文素記十四章二十四節
[00:01:41.360 --> 00:01:42.400]  呢個金句係
[00:01:42.400 --> 00:01:44.800]  畀我哋對迦勒呢有多一啲嘅了解
[00:01:44.800 --> 00:01:46.960]  呢句說話其實出自上帝嘅口
[00:01:46.960 --> 00:01:48.480]  當佢描述迦勒嘅時候
[00:01:48.480 --> 00:01:49.920]  上帝點樣稱呼佢呢
[00:01:49.920 --> 00:01:51.800]  佢話呢個係我嘅僕人
[00:01:51.800 --> 00:01:52.800]  並且
[00:01:52.800 --> 00:01:56.000]  唔單止話一個好清楚嘅身份讓
[00:01:56.000 --> 00:01:57.480]  迦勒去知道明白
[00:01:57.480 --> 00:01:59.880]  並且呢最尾最尾你見到間底嗰句
[00:01:59.880 --> 00:02:01.200]  佢應許迦勒
[00:02:01.200 --> 00:02:04.000]  佢話必得那地為業
[00:02:04.000 --> 00:02:05.000]  唔單止係佢
[00:02:05.000 --> 00:02:08.120]  其實講到佢嘅子孫都會得那地為業
[00:02:08.120 --> 00:02:09.800]  經文提到你啱啱讀嘅經文
[00:02:09.800 --> 00:02:12.200]  你要掌握得到就係點解佢能夠
[00:02:12.200 --> 00:02:14.600]  上帝咁睇重佢話我嘅僕人嚟嘅
[00:02:14.600 --> 00:02:17.880]  並且可以進到上帝嘅應許裏面呢
[00:02:17.880 --> 00:02:19.640]  其中你中間見到
[00:02:19.640 --> 00:02:20.360]  提出佢
[00:02:20.360 --> 00:02:22.480]  佢話佢專心跟隨神嘅時候
[00:02:22.480 --> 00:02:23.640]  係點樣專心發呢
[00:02:23.640 --> 00:02:24.560]  原來佢講佢
[00:02:24.560 --> 00:02:26.840]  佢話佢有另一個心智
[00:02:26.840 --> 00:02:27.960]  咩叫另一個心智呢
[00:02:27.960 --> 00:02:30.120]  如果我哋用力可以
[00:02:30.120 --> 00:02:31.920]  另一個翻譯呢可以咁樣譯法
[00:02:31.920 --> 00:02:33.080]  就係譯做呢一個
[00:02:33.080 --> 00:02:35.800]  其實佢裏面有一個不一樣嘅生命
[00:02:35.800 --> 00:02:38.520]  當我哋今年整年嘅港渡嘅系列
[00:02:38.520 --> 00:02:40.000]  我哋去到最尾嘅時候呢
[00:02:40.000 --> 00:02:41.520]  我唔知大家記唔記得
[00:02:41.520 --> 00:02:43.440]  其實我哋今年港渡去到最尾
[00:02:43.440 --> 00:02:44.640]  季嘅時候係講話
[00:02:44.640 --> 00:02:46.560]  被神反轉嘅生命
[00:02:46.560 --> 00:02:49.080]  有時有啲嘅生命可能係過往係好坎坷
[00:02:49.080 --> 00:02:50.480]  但係唔同咗啦係咪
[00:02:50.480 --> 00:02:52.920]  但係迦勒嗰個生命係一個點嘅生命呢
[00:02:52.920 --> 00:02:53.800]  一陣間我哋睇到
[00:02:53.800 --> 00:02:56.480]  有時我哋都可能人生裏面冇乜特別嘢
[00:02:56.480 --> 00:02:58.760]  不過我哋只係跟住上帝
[00:02:58.760 --> 00:03:00.920]  抓緊上帝嘅說話同應許
[00:03:00.920 --> 00:03:03.320]  我哋嘅生命同樣可以係不一樣
[00:03:03.320 --> 00:03:06.520]  所以今日學望透過迦勒嘅生命故事
[00:03:06.520 --> 00:03:09.640]  我哋更加明白點樣去跟隨神
[00:03:09.640 --> 00:03:11.680]  抓緊應許專心跟從
[00:03:11.680 --> 00:03:12.600]  第一個重點
[00:03:12.600 --> 00:03:14.880]  係講緊喺眾人嘅反對裏面
[00:03:14.880 --> 00:03:17.120]  我哋堅信上帝嘅應許
[00:03:17.120 --> 00:03:19.560]  原來當我哋講緊話我哋要跟住神嘅時候呢
[00:03:19.560 --> 00:03:22.240]  唔係好空泛咁講
[00:03:22.240 --> 00:03:23.840]  而係講得好具體就話
[00:03:23.840 --> 00:03:26.080]  原來跟住神嘅時候會有好多聲音
[00:03:26.080 --> 00:03:27.120]  有人反對
