
[00:00:00.000 --> 00:00:04.260]  所以跟從主其實是一件很興奮的事
[00:00:04.260 --> 00:00:08.060]  人生我們發覺是不同愛的階段
[00:00:08.060 --> 00:00:11.300]  今天我們講到實現主完全的愛
[00:00:11.300 --> 00:00:16.260]  是講到我們信仰生活的升級的第四講
[00:00:16.260 --> 00:00:18.540]  我們教會都很新潮,用一些廣東話
[00:00:18.540 --> 00:00:22.000]  升級是level的意思
[00:00:22.000 --> 00:00:25.600]  怎樣實現主的完全的愛呢?
[00:00:25.600 --> 00:00:29.100]  其實人生裏面我們分階段來講
[00:00:29.100 --> 00:00:32.000]  嚴格來說可以說是愛的階段
[00:00:32.000 --> 00:00:38.700]  你出生或讀完書之前就是家裏的愛
[00:00:38.700 --> 00:00:42.000]  你父母給你的愛是一個階段
[00:00:42.000 --> 00:00:44.000]  第二個階段是甚麼呢?
[00:00:44.000 --> 00:00:45.500]  通常就是結婚
[00:00:45.500 --> 00:00:47.200]  認識了女朋友、男朋友
[00:00:47.200 --> 00:00:48.600]  一個愛情的開始
[00:00:48.600 --> 00:00:51.200]  又是一個愛的階段
[00:00:51.200 --> 00:00:53.200]  接著是甚麼階段呢?
[00:00:53.200 --> 00:00:55.200]  多數是小朋友
[00:00:55.200 --> 00:00:57.400]  小朋友又是另一個愛的階段
[00:00:57.400 --> 00:01:00.000]  你發覺家裏的氣氛不同了
[00:01:00.000 --> 00:01:01.400]  又是一個愛的階段
[00:01:01.400 --> 00:01:04.800]  再遲一點就是孫子
[00:01:04.800 --> 00:01:06.700]  我昨天去和太太吃早餐
[00:01:06.700 --> 00:01:09.600]  見到一個老人家,也不算很老
[00:01:09.600 --> 00:01:13.800]  抱著孫子在餐館周圍養
[00:01:13.800 --> 00:01:15.000]  他根本不是吃東西
[00:01:15.000 --> 00:01:17.600]  他只是展示一下孫子
[00:01:17.600 --> 00:01:18.700]  挺有趣的
[00:01:18.700 --> 00:01:20.800]  又是一個愛的階段
[00:01:20.800 --> 00:01:22.400]  再老年一點
[00:01:22.400 --> 00:01:23.800]  慘了慘了
[00:01:23.800 --> 00:01:25.600]  有些人很怕老
[00:01:25.600 --> 00:01:27.000]  其實不用怕老
[00:01:27.000 --> 00:01:33.000]  因為那個階段是和主耶穌相近的時間
[00:01:33.000 --> 00:01:34.700]  是一個愛的階段
[00:01:34.700 --> 00:01:35.800]  你知不知道主耶穌說
[00:01:35.800 --> 00:01:38.200]  我去完事為你們預備地方
[00:01:38.200 --> 00:01:41.400]  所以你們上天堂的那個地方
[00:01:41.400 --> 00:01:44.700]  美到說不出那麼美
[00:01:44.700 --> 00:01:47.200]  你有沒有見過?
[00:01:47.200 --> 00:01:49.700]  有一次我去威尼斯
[00:01:49.700 --> 00:01:52.000]  我不相信那個地方那麼美
[00:01:52.000 --> 00:01:53.800]  進了畫裡面
[00:01:53.800 --> 00:01:55.500]  真的那麼美
[00:01:55.500 --> 00:01:57.100]  和天堂比不能比
[00:01:57.100 --> 00:01:58.400]  都是愛的階段
[00:01:58.400 --> 00:02:01.100]  人生裡面是一個愛的階段
[00:02:01.100 --> 00:02:04.500]  我今天想給大家看看一個片段
[00:02:04.500 --> 00:02:06.500]  我在新聞上看到的
[00:02:06.500 --> 00:02:08.600]  很感動的一個片段
[00:02:08.600 --> 00:02:11.600]  特別大家用父母的角度
[00:02:11.600 --> 00:02:13.700]  去看這個片段
[00:02:13.700 --> 00:02:15.800]  這個影片,好嗎?
[00:02:25.500 --> 00:02:28.000]  隨俗,憑著驚人的鬥志
[00:02:28.000 --> 00:02:30.800]  終於拿到三顆五星星的佳績
[00:02:30.800 --> 00:02:33.800]  創造別人難以想像的奇蹟
[00:02:33.800 --> 00:02:42.000]  是我自己要學習去認識的
[00:02:42.000 --> 00:02:43.500]  所以每一天都要求別人
[00:02:43.500 --> 00:02:48.400]  用我們做的那套方法去幫助我們
[00:02:48.400 --> 00:02:52.600]  子君天生日次有日拼
[00:02:52.600 --> 00:02:56.100]  當以為用雙手可以摸到點字來學習
[00:02:56.100 --> 00:02:58.100]  誰知到四、五歲
[00:02:58.100 --> 00:03:00.300]  發覺連觸感都有缺陷
[00:03:00.300 --> 00:03:02.500]  但她堅持入主流學校
[00:03:02.500 --> 00:03:04.300]  靠著一身神
[00:03:04.300 --> 00:03:06.300]  逐字逐句吸收
[00:03:06.300 --> 00:03:08.500]  基於我的讀速比別人慢
[00:03:08.500 --> 00:03:10.800]  我手的觸覺弱
[00:03:10.800 --> 00:03:12.500]  我打點字那些
[00:03:12.500 --> 00:03:14.700]  我都會比其他親戚學慢
[00:03:14.700 --> 00:03:16.100]  所以我現在不會讀一個字
[00:03:16.100 --> 00:03:17.200]  但我可能要用一個字
[00:03:17.200 --> 00:03:18.600]  要雙倍的時間
[00:03:18.600 --> 00:03:20.100]  用神讀點字
[00:03:20.100 --> 00:03:22.900]  每分鐘可以讀到一百個中文字
[00:03:22.900 --> 00:03:25.700]  英文就大約八十至九十個
[00:03:25.700 --> 00:03:27.500]  要花上比其他同學
[00:03:27.500 --> 00:03:29.600]  更多的心力和時間
[00:03:29.600 --> 00:03:32.600]  基本上我每天
[00:03:32.600 --> 00:03:35.000]  除了吃飯通常睡廿號
[00:03:35.000 --> 00:03:38.600]  其他時間我盡量溫習
[00:03:38.600 --> 00:03:40.500]  子君是全港唯一一個
[00:03:40.500 --> 00:03:43.000]  用神讀方式研考的學生
[00:03:43.000 --> 00:03:44.400]  雖然她日拼
[00:03:44.400 --> 00:03:46.300]  但堅持考聆聽科目
[00:03:46.300 --> 00:03:48.200]  結果中文拿到四星
[00:03:48.200 --> 00:03:50.100]  英文還拿到五星
[00:03:50.100 --> 00:03:52.800]  因為你一天未辦法
[00:03:52.800 --> 00:03:54.300]  一天不得已解決
[00:03:54.300 --> 00:03:57.700]  將來我會一直跟進
[00:03:57.700 --> 00:04:01.400]  總有一天我必須接受
[00:04:01.400 --> 00:04:03.900]  來自基層的子君是獨女
[00:04:03.900 --> 00:04:05.100]  考到好成績
[00:04:05.100 --> 00:04:06.500]  最想多謝的
[00:04:06.500 --> 00:04:09.100]  是教她努力充實生活的父母
[00:04:09.100 --> 00:04:11.900]  我會盡我所能
[00:04:11.900 --> 00:04:21.100]  圓滿他們一切的光大
[00:04:21.100 --> 00:04:25.300]  總是要切勿麻煩
[00:04:25.300 --> 00:04:28.700]  遇到任何困難
[00:04:28.700 --> 00:04:33.800]  都要盡我所能去面對
[00:04:33.800 --> 00:04:36.000]  一個很感人的片段
[00:04:36.000 --> 00:04:37.300]  我們在香港來的
[00:04:37.300 --> 00:04:38.800]  都有試過考回考
[00:04:38.800 --> 00:04:40.400]  如果你沒有在香港長大
[00:04:40.400 --> 00:04:42.900]  你就未嘆過這件事
[00:04:42.900 --> 00:04:45.400]  是不是很害怕
[00:04:45.400 --> 00:04:47.000]  許冠傑的歌
[00:04:47.000 --> 00:04:49.200]  十幾科科我很多
[00:04:49.200 --> 00:04:51.300]  不過這個女孩
[00:04:51.300 --> 00:04:54.600]  我發覺後面的力量
[00:04:54.600 --> 00:04:56.700]  就是她父母對她的愛
[00:04:56.700 --> 00:04:58.200]  通常父母的愛
[00:04:58.200 --> 00:05:00.000]  有些低級的
[00:05:00.000 --> 00:05:02.000]  給她吃就算了
[00:05:02.000 --> 00:05:03.700]  給她可以睡可以穿
[00:05:03.700 --> 00:05:06.300]  其實這些就是低級的愛
[00:05:06.300 --> 00:05:07.500]  但這個愛
[00:05:07.500 --> 00:05:09.100]  她父母的愛是什麼
[00:05:09.100 --> 00:05:11.100]  是幫助她面對困難
[00:05:11.100 --> 00:05:14.300]  幫助她生命突破困難
[00:05:14.300 --> 00:05:17.100]  雖然她聽又聽得不好
[00:05:17.100 --> 00:05:18.000]  看又看得不好
[00:05:18.000 --> 00:05:19.300]  連觸覺都沒有
[00:05:19.300 --> 00:05:22.000]  但見到她這麼努力去讀書
[00:05:22.000 --> 00:05:23.700]  這個真是生命裡面
[00:05:23.700 --> 00:05:25.300]  她後來有一個片段
[00:05:25.300 --> 00:05:26.800]  我看新聞的時候就講到
[00:05:26.800 --> 00:05:29.200]  她的父母擔把遮兩邊
[00:05:29.200 --> 00:05:30.100]  左右擔把遮
[00:05:30.100 --> 00:05:32.700]  遮住她走出街那裡
[00:05:32.700 --> 00:05:35.300]  風大雨大都為她擋住
[00:05:35.300 --> 00:05:38.400]  這個是愛
[00:05:38.400 --> 00:05:40.400]  我們講到愛實現在什麼呢?
[00:05:40.400 --> 00:05:42.700]  就是被愛的人
[00:05:42.700 --> 00:05:44.800]  他生命是不一樣的
[00:05:44.800 --> 00:05:46.700]  生命正在改變過來
[00:05:46.700 --> 00:05:48.800]  生命有一個愛的本質
[00:05:48.800 --> 00:05:50.400]  更加像主耶穌
[00:05:50.400 --> 00:05:53.200]  這個就是一個愛的實踐
[00:05:53.200 --> 00:05:54.200]  所以我們一起讀
[00:05:54.200 --> 00:05:58.400]  《約翰一書》第三章十一至十八節
[00:05:58.400 --> 00:05:59.900]  剛才早堂的時候
[00:05:59.900 --> 00:06:01.500]  大家讀得很好
[00:06:01.500 --> 00:06:02.600]  我不需要讀
[00:06:02.600 --> 00:06:04.000]  他們都讀得很好
[00:06:04.000 --> 00:06:05.600]  我想聽聽大家一起
[00:06:05.600 --> 00:06:09.700]  細心地去讀這段經文獻給我們的主
[00:06:09.700 --> 00:06:11.500]  我們準備好了沒有?
[00:06:11.500 --> 00:06:13.000]  預備起
[00:06:13.000 --> 00:06:16.500]  《約翰一書》三章十一至十八節
[00:06:16.500 --> 00:06:19.300]  我想大家再看回第十六節好嗎?
[00:06:19.300 --> 00:06:20.500]  可不可以去回第十六節?
[00:06:20.500 --> 00:06:22.300]  我們背了這一節的經文
[00:06:22.300 --> 00:06:23.200]  第十六節
[00:06:23.200 --> 00:06:26.400]  《約翰福音》三章十六節背得多
