
[00:00:00.000 --> 00:00:05.000]  大家早晨好,願你們平安
[00:00:05.000 --> 00:00:11.000]  我們今天講到的內容先給大家做一個預告
[00:00:11.000 --> 00:00:19.000]  就是今天的這段聖經的第八章中有一部分
[00:00:19.000 --> 00:00:25.000]  其實和但以理書十一十二章有關係
[00:00:25.000 --> 00:00:30.000]  所以我做了一點調整
[00:00:30.000 --> 00:00:36.000]  我把這部分內容留到兩周之後再連著一起說
[00:00:36.000 --> 00:00:44.000]  今天是講第八章前半部分或者前三分之二的比例
[00:00:44.000 --> 00:00:53.000]  你們大家都知道三國演義
[00:00:53.000 --> 00:00:56.000]  也許有些人看過電視劇
[00:00:56.000 --> 00:01:00.000]  不一定讀過整部的小說
[00:01:00.000 --> 00:01:03.000]  他一上來不是有一開篇的詩嗎
[00:01:03.000 --> 00:01:07.000]  他最後一句說
[00:01:07.000 --> 00:01:14.000]  古今多少事都赴笑談中
[00:01:14.000 --> 00:01:16.000]  然後他正文一上來
[00:01:16.000 --> 00:01:24.000]  他就說論天下大事,分久必合,合久必分
[00:01:24.000 --> 00:01:27.000]  所以你看三國演義的作者一上來
[00:01:27.000 --> 00:01:30.000]  他展示了一個很宏大的畫面
[00:01:30.000 --> 00:01:36.000]  三國演義的作者一開始就用了一個很宏大的開篇
[00:01:36.000 --> 00:01:41.000]  就好像我們讀者站在高處來看過去的故事
[00:01:41.000 --> 00:01:45.000]  就好像大人讀者站在高處去看我們的歷史故事
[00:01:45.000 --> 00:01:47.000]  他也能夠明白今天
[00:01:47.000 --> 00:01:49.000]  也可以使我們明白到今天
[00:01:49.000 --> 00:01:51.000]  但是你看但以理
[00:01:51.000 --> 00:01:52.000]  但以理呢
[00:01:52.000 --> 00:01:54.000]  但以理他最後他都病了好幾天
[00:01:54.000 --> 00:01:56.000]  但以理後來都病了幾天
[00:01:56.000 --> 00:02:00.000]  因為上帝給他看的不是從前的故事
[00:02:00.000 --> 00:02:02.000]  因為上帝給他看的不是從前的故事
[00:02:02.000 --> 00:02:04.000]  給他看的是未來的事情
[00:02:04.000 --> 00:02:06.000]  給他看到他是未來的事情
[00:02:06.000 --> 00:02:10.000]  而且是跟他現在所處的那個時間直接相關
[00:02:10.000 --> 00:02:14.000]  而且是跟他現在相處的時間是直接相關的
[00:02:14.000 --> 00:02:15.000]  所以他是很震撼的
[00:02:15.000 --> 00:02:16.000]  所以他很震撼
[00:02:16.000 --> 00:02:19.000]  我相信他的那種他看完這個東西
[00:02:19.000 --> 00:02:22.000]  他那個精神的力量消耗殆盡
[00:02:22.000 --> 00:02:23.000]  所以他看到這個之後
[00:02:23.000 --> 00:02:25.000]  他的精神力量消耗殆盡
[00:02:25.000 --> 00:02:27.000]  所以你看這個第八章
[00:02:27.000 --> 00:02:29.000]  他是一上來先是看了個意象
[00:02:29.000 --> 00:02:31.000]  第八章開始一上來
[00:02:31.000 --> 00:02:32.000]  先是看到個意象
[00:02:32.000 --> 00:02:36.000]  後一半是加百列他解釋這個意象
[00:02:36.000 --> 00:02:39.000]  後半節是加百列去解釋這個意象
[00:02:39.000 --> 00:02:42.000]  那這裡邊你其實大家看聖經
[00:02:42.000 --> 00:02:43.000]  他都是大白話
[00:02:43.000 --> 00:02:45.000]  其實看聖經都是白話文
[00:02:45.000 --> 00:02:48.000]  他已經說清楚了這些意象中的那些人
[00:02:48.000 --> 00:02:49.000]  那些動物是什麼
[00:02:49.000 --> 00:02:53.000]  他已經講清楚了意象中的動物是代表什麼
[00:02:53.000 --> 00:02:56.000]  我給你做一個很簡單的回溯
[00:02:56.000 --> 00:03:01.000]  為大家做一個很簡單的一個回顧
[00:03:01.000 --> 00:03:04.000]  因為他現在所處的
[00:03:04.000 --> 00:03:08.000]  他看見意象這個時候還是巴比倫
[00:03:08.000 --> 00:03:11.000]  看到意象這個時候其實還是巴比倫的時候
[00:03:11.000 --> 00:03:15.000]  然後他先看見那個綿羊
[00:03:15.000 --> 00:03:16.000]  他先看到綿羊
[00:03:16.000 --> 00:03:20.000]  是馬上要取代巴比倫的波斯帝國
[00:03:20.000 --> 00:03:24.000]  是會馬上取代巴比倫的波斯帝國
[00:03:24.000 --> 00:03:26.000]  第五章的時候你們大家有印象嗎
[00:03:26.000 --> 00:03:28.000]  第五章的時候大家有沒有印象呢
[00:03:28.000 --> 00:03:30.000]  好像有個手一樣寫字
[00:03:30.000 --> 00:03:31.000]  好像有個手寫字
[00:03:31.000 --> 00:03:34.000]  這就是說馬代波斯要取代巴比倫
[00:03:34.000 --> 00:03:37.000]  就是說馬代波斯要取代巴比倫
[00:03:37.000 --> 00:03:40.000]  然後你看他那兩個腳的描寫
[00:03:40.000 --> 00:03:42.000]  對那兩個腳的描寫
[00:03:42.000 --> 00:03:43.000]  一高一低
[00:03:43.000 --> 00:03:44.000]  一高一低
[00:03:44.000 --> 00:03:45.000]  一新一舊
[00:03:45.000 --> 00:03:46.000]  一新一舊
[00:03:46.000 --> 00:03:47.000]  新的反倒高
[00:03:47.000 --> 00:03:49.000]  新的反而高
[00:03:49.000 --> 00:03:51.000]  新的就是波斯
[00:03:51.000 --> 00:03:52.000]  新的就是波斯
[00:03:52.000 --> 00:03:54.000]  矮的就是馬代
[00:03:54.000 --> 00:03:56.000]  矮的就是馬代
[00:03:56.000 --> 00:03:58.000]  波斯帝國興起的晚
[00:03:58.000 --> 00:03:59.000]  波斯帝國興起的比較前
[00:03:59.000 --> 00:04:03.000]  但是他最後跟馬代形成一個聯盟
[00:04:03.000 --> 00:04:06.000]  但是他後來跟馬代帝國成為聯盟
[00:04:06.000 --> 00:04:07.000]  波斯佔了主導地位
[00:04:07.000 --> 00:04:09.000]  波斯佔主導地位
[00:04:09.000 --> 00:04:11.000]  他就是那麼一個奇奇怪怪的樣子
[00:04:11.000 --> 00:04:13.000]  他就是這麼奇怪的一個樣式存在
[00:04:13.000 --> 00:04:16.000]  然後接下來那個宮山羊
[00:04:16.000 --> 00:04:18.000]  接著來的宮山羊
[00:04:18.000 --> 00:04:19.000]  更奇怪
[00:04:19.000 --> 00:04:20.000]  更加怪了
[00:04:20.000 --> 00:04:23.000]  他山羊那個腳不也是長兩邊嗎
[00:04:23.000 --> 00:04:26.000]  山羊的角應該是長在兩邊
[00:04:26.000 --> 00:04:27.000]  他沒有兩邊
[00:04:27.000 --> 00:04:28.000]  他是長在眼睛中間
[00:04:28.000 --> 00:04:30.000]  但是他沒有長在兩邊
[00:04:30.000 --> 00:04:31.000]  而是長在眼睛中間
[00:04:31.000 --> 00:04:32.000]  跟獨角獸一樣
[00:04:32.000 --> 00:04:33.000]  好像獨角獸一樣
[00:04:33.000 --> 00:04:38.000]  他是比喻馬其頓帝國
[00:04:38.000 --> 00:04:40.000]  他是比喻馬其頓帝國
[00:04:40.000 --> 00:04:42.000]  這個馬其頓的王亞歷山大
[00:04:42.000 --> 00:04:44.000]  馬其頓的王亞歷山大
[00:04:44.000 --> 00:04:48.000]  然後這個馬其頓帝國滅了波斯
[00:04:48.000 --> 00:04:50.000]  馬其頓帝國又滅了波斯
[00:04:50.000 --> 00:04:54.000]  然後正在很強大的時候
[00:04:54.000 --> 00:04:55.000]  正在很強大的時候
[00:04:55.000 --> 00:04:57.000]  得意洋洋的時候
[00:04:57.000 --> 00:04:58.000]  那個角就斷了
[00:04:58.000 --> 00:04:59.000]  那個角就斷了
[00:04:59.000 --> 00:05:02.000]  然後從那個基礎上長了四個角
[00:05:02.000 --> 00:05:04.000]  然後在那個基礎上長出四個角
[00:05:04.000 --> 00:05:08.000]  就是那個馬其頓帝國很快就分裂變成了四個
[00:05:08.000 --> 00:05:12.000]  就說馬其頓帝國很快就分裂成為四個國家
[00:05:12.000 --> 00:05:14.000]  然後最有意思就是
[00:05:14.000 --> 00:05:15.000]  最有意思的呢
[00:05:15.000 --> 00:05:17.000]  就是其中一個角上再長一個小的
[00:05:17.000 --> 00:05:20.000]  其中一個角上面再長一個小的角
[00:05:20.000 --> 00:05:23.000]  我都不能想像那是一個什麼樣的東西
[00:05:23.000 --> 00:05:26.000]  我都不能想像那是一個什麼樣的東西
[00:05:26.000 --> 00:05:28.000]  這是一個特別重要的人物
[00:05:28.000 --> 00:05:30.000]  這是一個特別重要的人物
[00:05:30.000 --> 00:05:34.000]  就是在十一章裏就是要非常詳細的描述
[00:05:34.000 --> 00:05:37.000]  就在十一章裏面非常詳細的描述了
[00:05:37.000 --> 00:05:39.000]  我們就留在兩周之後
[00:05:39.000 --> 00:05:42.000]  我們就留在兩周之後才說這個人
[00:05:42.000 --> 00:05:47.000]  所以我們但以李他看到了這些異象
[00:05:47.000 --> 00:05:48.000]  但以李看到這些異象
[00:05:48.000 --> 00:05:50.000]  他又得到了一個解釋
[00:05:50.000 --> 00:05:52.000]  他又得了解釋
[00:05:52.000 --> 00:05:54.000]  他就是非常非常的震動
[00:05:54.000 --> 00:05:56.000]  所以受了很大的震動
[00:05:56.000 --> 00:05:58.000]  所以我們來簡單分析一下
[00:05:58.000 --> 00:06:00.000]  所以我們來簡單分析一下
[00:06:00.000 --> 00:06:03.000]  但以李他到底領悟到了什麼
[00:06:03.000 --> 00:06:05.000]  但以李究竟領悟到什麼呢
[00:06:05.000 --> 00:06:08.000]  他作為一個那個時代巴比倫時代的人
[00:06:08.000 --> 00:06:11.000]  他作為巴比倫時代的一個人
[00:06:11.000 --> 00:06:14.000]  他是在那個時候的王朝的權力核心的
[00:06:14.000 --> 00:06:17.000]  他在那個王朝的權力核心
[00:06:17.000 --> 00:06:21.000]  他看到馬上要來的新的天地
[00:06:21.000 --> 00:06:24.000]  他看到馬上要來的新的天地
[00:06:24.000 --> 00:06:25.000]  新的故事
[00:06:25.000 --> 00:06:28.000]  要發生很多很多轟轟烈烈的事情
[00:06:28.000 --> 00:06:30.000]  要發生很多轟轟烈烈的事情
[00:06:30.000 --> 00:06:32.000]  他是一種什麼樣的感受
