
[00:00:00.000 --> 00:00:03.320]  今天我是想和大家講一下
[00:00:03.320 --> 00:00:09.400]  我們應該怎樣去回應神給我們的意象和使命
[00:00:09.400 --> 00:00:14.660]  我相信大家都已經看過我派給大家的
[00:00:14.660 --> 00:00:18.560]  我這一份意象的分享
[00:00:18.560 --> 00:00:20.920]  這一張的插頁
[00:00:20.920 --> 00:00:23.020]  如果你真的還沒有的話
[00:00:23.020 --> 00:00:25.820]  後面還有幾張放在這裡,你可以去拿
[00:00:28.340 --> 00:00:29.540]  我想問
[00:00:29.540 --> 00:00:32.900]  大家看到我所寫的
[00:00:32.900 --> 00:00:36.040]  或者聽到我所講的關於這些意象
[00:00:36.040 --> 00:00:39.880]  你有什麼反應呢?
[00:00:39.880 --> 00:00:44.560]  我也請求大家
[00:00:44.560 --> 00:00:46.600]  為這些事來祈禱
[00:00:46.600 --> 00:00:50.460]  為你自己能否參與這些事供來祈禱
[00:00:50.460 --> 00:00:52.460]  你祈成怎樣呢?
[00:00:52.460 --> 00:00:56.060]  神在這段期間給你有什麼感動呢?
[00:00:56.060 --> 00:00:57.740]  你有什麼感想呢?
[00:00:58.540 --> 00:01:02.320]  如果你有的話,請你儘快告訴我
[00:01:02.320 --> 00:01:08.580]  意象和使命
[00:01:08.580 --> 00:01:11.500]  會轉化成為事供
[00:01:11.500 --> 00:01:14.380]  新的事供
[00:01:14.380 --> 00:01:18.080]  當然會有一定程度的困難
[00:01:18.080 --> 00:01:22.360]  這些困難也會成為我們新的挑戰
[00:01:23.400 --> 00:01:28.480]  但是如果我們抱著信服神和依靠神的心
[00:01:28.480 --> 00:01:32.100]  我們一定可以克服這些困難
[00:01:32.100 --> 00:01:34.600]  可以迎向這些新挑戰
[00:01:34.600 --> 00:01:37.220]  當我們去
[00:01:37.220 --> 00:01:39.620]  經歷這些挑戰的時候
[00:01:39.620 --> 00:01:43.080]  我們也會在神裡面有新的經歷
[00:01:43.080 --> 00:01:45.360]  有新的體驗
[00:01:45.360 --> 00:01:48.260]  也可以說是在神的國度裡面有份
[00:01:48.260 --> 00:01:52.020]  也會在神的冊子上
[00:01:52.020 --> 00:01:55.300]  我們有新的一頁可以寫上新的事情
[00:01:55.300 --> 00:02:00.840]  所有這些事豈不是我們作為基督徒
[00:02:00.840 --> 00:02:03.120]  在世的時候很想有的嗎?
[00:02:03.120 --> 00:02:10.520]  今天我想藉著和大家分享
[00:02:10.520 --> 00:02:14.420]  神呼召摩西的這一段對話裡面
[00:02:14.420 --> 00:02:15.820]  來去學習
[00:02:15.820 --> 00:02:20.680]  我們應該勇敢來接受新的挑戰
[00:02:20.680 --> 00:02:22.080]  新的使命
[00:02:22.080 --> 00:02:27.200]  我所選的經文是
[00:02:27.200 --> 00:02:31.320]  《昌埃及記》第四章一至十八節
[00:02:31.320 --> 00:02:34.580]  其實在舊約裡面《昌埃及記》
[00:02:34.580 --> 00:02:38.740]  第三章和第四章其實是整個故事
[00:02:38.740 --> 00:02:41.240]  就是寄述神呼召摩西
[00:02:41.240 --> 00:02:44.720]  神呼召摩西要他帶領
[00:02:44.720 --> 00:02:48.100]  在埃及圍爐的以色列人離開埃及
[00:02:48.100 --> 00:02:51.120]  去進入祂所應許給祂們祖先
[00:02:51.120 --> 00:02:53.620]  給祂們以色列人的迦南地
[00:02:53.620 --> 00:02:55.460]  是流奶與蜜之地
[00:02:55.460 --> 00:03:01.880]  三章至四章就是講整個對話的過程
[00:03:01.880 --> 00:03:07.660]  第三章是寄述神在荷列山上向摩西顯現
[00:03:07.660 --> 00:03:10.600]  是藉著一個很奇特的意象
[00:03:10.600 --> 00:03:16.720]  是神在火裡面和摩西對話
[00:03:18.100 --> 00:03:20.280]  那些火是燒著了經濟
[00:03:20.280 --> 00:03:23.940]  但是卻不會燒毀經濟
[00:03:23.940 --> 00:03:28.700]  神就透過這些奇特的火來向摩西說話
[00:03:28.700 --> 00:03:33.280]  神向摩西解釋了很清楚
[00:03:33.280 --> 00:03:35.880]  為什麼要拯救以色列人
[00:03:35.880 --> 00:03:37.880]  因為以色列人被壓迫
[00:03:37.880 --> 00:03:40.620]  很清楚地介紹祂自己是誰
[00:03:40.620 --> 00:03:43.840]  祂告訴摩西祂就是那位自有永有的神
[00:03:43.840 --> 00:03:47.540]  是祂們的祖先阿伯拉罕以撒亞各的神
[00:03:47.540 --> 00:03:50.480]  就是說這位自有永有的神
[00:03:50.480 --> 00:03:53.240]  是他們以色列人一向的神
[00:03:53.240 --> 00:04:01.120]  摩西親眼看到了意象
[00:04:01.120 --> 00:04:05.140]  親耳聽到神的聲音
[00:04:05.140 --> 00:04:08.540]  很清楚地知道這個使命是什麼
[00:04:08.540 --> 00:04:14.920]  我們猜摩西就會立刻很樂意
[00:04:14.920 --> 00:04:19.040]  很開心地去接受這個使命
[00:04:19.040 --> 00:04:22.040]  我們知道不是
[00:04:22.040 --> 00:04:25.240]  他有很多推搪的理由
[00:04:25.240 --> 00:04:29.440]  正如我們和我們常人一樣
[00:04:29.440 --> 00:04:31.360]  一有難一點的事情交給我們做
[00:04:31.360 --> 00:04:35.280]  我們通常就會諸多推搪
[00:04:35.280 --> 00:04:37.400]  但我們也要學摩西
[00:04:37.400 --> 00:04:39.320]  當我們再進一步了解
[00:04:39.320 --> 00:04:42.760]  聽神的感動吩咐的時候
[00:04:42.760 --> 00:04:45.880]  我們將心意改變跟隨祂
[00:04:45.880 --> 00:04:47.880]  這個才是最重要的
[00:04:47.880 --> 00:04:53.440]  《春夏及記》第四章第一節
[00:04:53.440 --> 00:04:54.560]  我們看看經文
[00:04:54.560 --> 00:04:56.160]  摩西回答說
[00:04:56.160 --> 00:04:58.920]  他們必不信我,也不聽我的話
[00:04:58.920 --> 00:05:03.640]  必說耶和華並沒有向你顯現
[00:05:03.640 --> 00:05:06.720]  摩西第一個推搪的理由就是
[00:05:06.720 --> 00:05:09.520]  摩西認為自己是沒有能力
[00:05:09.520 --> 00:05:12.640]  可以說服那些以色列人跟他走的
[00:05:12.640 --> 00:05:14.880]  我相信他會想起四十年前
[00:05:14.880 --> 00:05:16.880]  當他在埃及的時候
[00:05:16.880 --> 00:05:20.040]  他見到兩個以色列人在打架
[00:05:20.040 --> 00:05:22.400]  於是他過去勸架
[00:05:22.400 --> 00:05:24.600]  誰知道那兩個以色列人不聽他的話
[00:05:24.600 --> 00:05:29.320]  還罵他多管閒事
[00:05:29.320 --> 00:05:30.720]  他心裡一定會想
[00:05:30.720 --> 00:05:34.760]  勸兩個人打架勸架都勸不到
[00:05:34.760 --> 00:05:37.680]  我怎麼可以勸一群以色列的長老
[00:05:37.680 --> 00:05:41.320]  或者一百幾十萬的以色列人跟我走呢
[00:05:41.320 --> 00:05:43.320]  根本是不可能的
[00:05:43.320 --> 00:05:48.760]  我哪有這樣的說服力呢
[00:05:48.760 --> 00:05:53.720]  神如何幫助摩西解決
[00:05:53.720 --> 00:05:59.880]  可能跟信心或能力有關的問題呢
