
[00:00:00.000 --> 00:00:02.000]  我今日想跟大家分享一個題目
[00:00:02.000 --> 00:00:04.000]  就是活出異象的人生
[00:00:04.000 --> 00:00:06.000]  有個括號叫做什麼
[00:00:06.000 --> 00:00:08.000]  RPG
[00:00:08.000 --> 00:00:10.000]  RPG有幾種解釋
[00:00:10.000 --> 00:00:12.000]  第一種解釋就是
[00:00:12.000 --> 00:00:14.000]  那個圖畫
[00:00:14.000 --> 00:00:16.000]  最左手邊
[00:00:16.000 --> 00:00:18.000]  RPG是一個火箭砲的簡寫
[00:00:18.000 --> 00:00:22.000]  但是RPG
[00:00:22.000 --> 00:00:24.000]  如果大家在收贈
[00:00:24.000 --> 00:00:26.000]  因為今年都在當中聽過
[00:00:26.000 --> 00:00:30.000]  是在小組裡面的討告
[00:00:30.000 --> 00:00:32.000]  復興討告的一個運動
[00:00:32.000 --> 00:00:34.000]  如果你還沒有在小組裡面
[00:00:34.000 --> 00:00:36.000]  你可能沒有認識
[00:00:36.000 --> 00:00:38.000]  不過你都會在講壇裡聽過一點
[00:00:38.000 --> 00:00:40.000]  那麼R是代表什麼呢
[00:00:40.000 --> 00:00:42.000]  右手邊那個就看到了
[00:00:42.000 --> 00:00:44.000]  是代表復興
[00:00:44.000 --> 00:00:46.000]  Revival
[00:00:46.000 --> 00:00:48.000]  然後Prayer
[00:00:48.000 --> 00:00:50.000]  P和G這些很熟悉
[00:00:50.000 --> 00:00:52.000]  不過我想知道RPG這個討告小組
[00:00:52.000 --> 00:00:54.000]  立在收贈浸信會的時候
[00:00:54.000 --> 00:00:56.000]  最大的功用是什麼呢
[00:00:56.000 --> 00:00:58.000]  我相信就好像這個題目一樣
[00:00:58.000 --> 00:01:00.000]  塑造更新
[00:01:00.000 --> 00:01:02.000]  是更新生命的小組
[00:01:02.000 --> 00:01:04.000]  其實當我在這裡牧養的時候
[00:01:04.000 --> 00:01:06.000]  大概2000年
[00:01:06.000 --> 00:01:08.000]  就開始小組
[00:01:08.000 --> 00:01:10.000]  到我又離開
[00:01:10.000 --> 00:01:12.000]  又回來了
[00:01:12.000 --> 00:01:14.000]  在2018年離開的時候
[00:01:14.000 --> 00:01:18.000]  差不多了
[00:01:18.000 --> 00:01:20.000]  2018年我離開的時候
[00:01:20.000 --> 00:01:22.000]  差不多20年了
[00:01:22.000 --> 00:01:24.000]  差不多20年了
[00:01:24.000 --> 00:01:26.000]  其實會僵化
[00:01:26.000 --> 00:01:28.000]  很多東西都僵化
[00:01:28.000 --> 00:01:30.000]  今天我所講到裡面
[00:01:30.000 --> 00:01:32.000]  都有一個弟兄提醒我們
[00:01:32.000 --> 00:01:34.000]  好像沒有了一個異象
[00:01:34.000 --> 00:01:36.000]  所以我就想有什麼異象呢
[00:01:36.000 --> 00:01:38.000]  我就翻查教會的一些網頁
[00:01:38.000 --> 00:01:40.000]  異象有一個大家常常都會記得
[00:01:40.000 --> 00:01:42.000]  就是South Games是以
[00:01:42.000 --> 00:01:44.000]  後面這裡
[00:01:44.000 --> 00:01:46.000]  敬拜 禱告
[00:01:46.000 --> 00:01:48.000]  來宣教建立神明的角度
[00:01:50.000 --> 00:01:52.000]  這個RPG是可以更新小組
[00:01:52.000 --> 00:01:54.000]  亦都可以承接教會的使命
[00:01:54.000 --> 00:01:58.000]  如果你再看看教會裡面
[00:01:58.000 --> 00:02:00.000]  一些的異象
[00:02:00.000 --> 00:02:02.000]  這個異象使命
[00:02:02.000 --> 00:02:04.000]  我們的宣言的時候
[00:02:04.000 --> 00:02:06.000]  你會發覺大概十幾年前
[00:02:06.000 --> 00:02:08.000]  我們在這個更新的時候
[00:02:08.000 --> 00:02:10.000]  我們做了一幅圖畫
[00:02:10.000 --> 00:02:12.000]  打開來看
[00:02:12.000 --> 00:02:14.000]  有很多條魚在周圍游游游
[00:02:14.000 --> 00:02:16.000]  在社區游游游游
[00:02:16.000 --> 00:02:18.000]  走到會場一起進去
[00:02:18.000 --> 00:02:20.000]  你看這幅
[00:02:20.000 --> 00:02:22.000]  可能很多人不記得了
[00:02:22.000 --> 00:02:24.000]  其實我們待會兒
[00:02:24.000 --> 00:02:26.000]  或者12月24日
[00:02:26.000 --> 00:02:28.000]  分享愛的時候
[00:02:28.000 --> 00:02:30.000]  這個聚會都是這樣
[00:02:30.000 --> 00:02:32.000]  不過我想在這個時候
[00:02:32.000 --> 00:02:34.000]  差一點點
[00:02:34.000 --> 00:02:36.000]  既然是一個小組為主的教會
[00:02:36.000 --> 00:02:38.000]  在過去二十幾年裡面
[00:02:38.000 --> 00:02:40.000]  我們看到在座當中都是
[00:02:40.000 --> 00:02:42.000]  有些擔任了組長十幾二十年
[00:02:42.000 --> 00:02:44.000]  有些剛剛加入
[00:02:44.000 --> 00:02:46.000]  無論怎樣都好
[00:02:46.000 --> 00:02:48.000]  你們的艱勞更新
[00:02:48.000 --> 00:02:50.000]  就好像彼得
[00:02:50.000 --> 00:02:52.000]  在彼得前書提醒他們
[00:02:52.000 --> 00:02:56.000]  彼得是叫一些信徒
[00:02:56.000 --> 00:02:58.000]  不過我稍為溫柔一點
[00:02:58.000 --> 00:03:00.000]  他說要牧養你們中間的神群
[00:03:00.000 --> 00:03:02.000]  所以這些組長
[00:03:02.000 --> 00:03:04.000]  你是配得的
[00:03:04.000 --> 00:03:06.000]  我靈裡面給一些掌聲
[00:03:06.000 --> 00:03:08.000]  給一些感恩慰神
[00:03:08.000 --> 00:03:10.000]  你們艱辛的復仕
[00:03:10.000 --> 00:03:12.000]  而且你們甘心
[00:03:12.000 --> 00:03:14.000]  你們樂意
[00:03:14.000 --> 00:03:16.000]  牧師你好
[00:03:16.000 --> 00:03:18.000]  這七年有個休息安息年
[00:03:18.000 --> 00:03:20.000]  我們做到現在都不知道有安息
[00:03:20.000 --> 00:03:22.000]  所以沒有安息的組長們
[00:03:22.000 --> 00:03:24.000]  或者建立組長們
[00:03:24.000 --> 00:03:26.000]  我為教會
[00:03:26.000 --> 00:03:28.000]  為你們堅持
[00:03:28.000 --> 00:03:30.000]  我獻上多多謝
[00:03:30.000 --> 00:03:32.000]  給掌聲給上帝好不好
[00:03:32.000 --> 00:03:34.000]  當然很多
[00:03:34.000 --> 00:03:36.000]  我PST
[00:03:36.000 --> 00:03:38.000]  我做很多義工職員
[00:03:38.000 --> 00:03:40.000]  其實都是一起
[00:03:40.000 --> 00:03:42.000]  我們都為此
[00:03:42.000 --> 00:03:44.000]  在當中服侍
[00:03:44.000 --> 00:03:46.000]  不過在小組模樣裡面
[00:03:46.000 --> 00:03:48.000]  今天想藉著RPG
[00:03:48.000 --> 00:03:50.000]  在下一張 PowerPoint
[00:03:50.000 --> 00:03:52.000]  你會看到
[00:03:52.000 --> 00:03:54.000]  這個內容
[00:03:54.000 --> 00:03:56.000]  我不再說了
[00:03:56.000 --> 00:03:58.000]  可能不知道大家有沒有操練
[00:03:58.000 --> 00:04:00.000]  熟悉RPG
[00:04:00.000 --> 00:04:02.000]  Revival
[00:04:02.000 --> 00:04:04.000]  Player
[00:04:04.000 --> 00:04:06.000]  但它有三樣東西
[00:04:06.000 --> 00:04:08.000]  獻上感謝
[00:04:08.000 --> 00:04:10.000]  然後一個代購
[00:04:10.000 --> 00:04:12.000]  然後一個為國道
[00:04:12.000 --> 00:04:14.000]  可能原來
[00:04:14.000 --> 00:04:16.000]  是一個
[00:04:16.000 --> 00:04:18.000]  港道的口號
[00:04:18.000 --> 00:04:20.000]  很多時候這個沒有道心
[00:04:20.000 --> 00:04:22.000]  如果沙鏡浸水會是一間
[00:04:22.000 --> 00:04:24.000]  我那時候是教
[00:04:24.000 --> 00:04:26.000]  處理是禱告
[00:04:26.000 --> 00:04:28.000]  如果禱告是真實
[00:04:28.000 --> 00:04:30.000]  我們敬拜禱告
[00:04:30.000 --> 00:04:32.000]  宣教再另外講
[00:04:32.000 --> 00:04:34.000]  因為那些要看你傳福音的心智
[00:04:34.000 --> 00:04:36.000]  但敬拜禱告
[00:04:36.000 --> 00:04:38.000]  是一個很重要的東西
[00:04:38.000 --> 00:04:40.000]  其實今天
[00:04:40.000 --> 00:04:42.000]  我看到敬拜的時候和星期五一樣
[00:04:42.000 --> 00:04:44.000]  我就真的很祈求上帝
[00:04:44.000 --> 00:04:46.000]  大家
[00:04:46.000 --> 00:04:48.000]  在恩賜配搭上
[00:04:48.000 --> 00:04:50.000]  你問阿神
[00:04:50.000 --> 00:04:52.000]  我可不可以在敬拜上
[00:04:52.000 --> 00:04:54.000]  參與一份呢
[00:04:54.000 --> 00:04:56.000]  無論是BST 或者執譜
[00:04:56.000 --> 00:04:58.000]  或者做 Musician 音樂手
[00:04:58.000 --> 00:05:00.000]  或者做 Backup 甚至主領
[00:05:00.000 --> 00:05:02.000]  當一間教會
[00:05:02.000 --> 00:05:04.000]  如果我們以敬拜禱告
[00:05:04.000 --> 00:05:06.000]  宣教的時候
[00:05:06.000 --> 00:05:08.000]  如果我有時
[00:05:08.000 --> 00:05:10.000]  今天所以我叫禱告
[00:05:10.000 --> 00:05:12.000]  是要紀念我的
[00:05:12.000 --> 00:05:14.000]  用愛在裡面
[00:05:14.000 --> 00:05:16.000]  我怕我罵你們
[00:05:16.000 --> 00:05:18.000]  如果是弱的話
[00:05:18.000 --> 00:05:20.000]  我告訴你 整堂課都沒有料到
[00:05:20.000 --> 00:05:22.000]  真的
[00:05:22.000 --> 00:05:24.000]  因為敬拜
[00:05:24.000 --> 00:05:26.000]  不能夠將我們靈裡面沉悶的
[00:05:26.000 --> 00:05:28.000]  說出來
[00:05:28.000 --> 00:05:30.000]  我們很多年前
[00:05:30.000 --> 00:05:32.000]  在更新的時候
[00:05:32.000 --> 00:05:34.000]  當敬拜的歌曲在的時候
