
[00:00:00.000 --> 00:00:04.000]  今天我們來到《馬可福音》第十一章的段落
[00:00:04.000 --> 00:00:09.000]  十一章的段落基本上就是耶穌在被釘十字架之前
[00:00:09.000 --> 00:00:14.000]  最後一個星期在耶路撒冷裡面的旅程
[00:00:14.000 --> 00:00:18.000]  所以在教會傳統這個就是聖週
[00:00:18.000 --> 00:00:20.000]  就是在這個禮拜裡面
[00:00:20.000 --> 00:00:23.000]  就是到底耶穌經歷了什麼
[00:00:23.000 --> 00:00:26.000]  這個部分是有幾個情節的
[00:00:26.000 --> 00:00:30.000]  簡單地說《馬可福音》十一章有三個情節
[00:00:30.000 --> 00:00:35.000]  有些情節可能我們在不同的場合裡面都已經聽過
[00:00:35.000 --> 00:00:38.000]  有些情節就是我們未必那麼熟悉的
[00:00:38.000 --> 00:00:43.000]  首先在《馬可福音》的十一章一至十一節裡面
[00:00:43.000 --> 00:00:47.000]  是耶穌受到猶太的群眾熱烈歡迎
[00:00:47.000 --> 00:00:49.000]  去進入到耶路撒冷
[00:00:49.000 --> 00:00:54.000]  剛才領唱的大兄也有提到這個情節
[00:00:54.000 --> 00:00:58.000]  之後十一章十二到二十六節
[00:00:58.000 --> 00:01:00.000]  實際上是記載了兩件事
[00:01:00.000 --> 00:01:06.000]  第一件事是耶穌從百大里去到耶路撒冷的途中
[00:01:06.000 --> 00:01:08.000]  祂因為肚子餓要找東西吃
[00:01:08.000 --> 00:01:11.000]  就看到一棵無花果樹
[00:01:11.000 --> 00:01:15.000]  這棵無花果樹只有樹葉沒有果實
[00:01:15.000 --> 00:01:19.000]  結果耶穌就奏了這棵無花果樹
[00:01:19.000 --> 00:01:22.000]  就說你永遠沒有人吃你的果子
[00:01:22.000 --> 00:01:25.000]  無花果樹就枯萎了
[00:01:25.000 --> 00:01:27.000]  這是第一件事
[00:01:27.000 --> 00:01:30.000]  第二件事相信多些人會有印象的
[00:01:30.000 --> 00:01:35.000]  就是耶穌在聖殿裡面去驅趕那些做買賣的人
[00:01:35.000 --> 00:01:39.000]  去斥責有人去令聖殿失去祂的作用
[00:01:39.000 --> 00:01:44.000]  這就是我們或者常聽說的耶穌潔淨聖殿
[00:01:44.000 --> 00:01:46.000]  沒錯是兩件事
[00:01:46.000 --> 00:01:51.000]  但是在《馬可福音》的北下這兩件事是分開了
[00:01:51.000 --> 00:01:56.000]  無花果樹的第一段技術是在十二到十四節
[00:01:56.000 --> 00:02:01.000]  之後就到耶穌十五至十九節的潔淨聖殿
[00:02:01.000 --> 00:02:03.000]  再之後由二十到二十六節
[00:02:03.000 --> 00:02:07.000]  去回無花果樹的第二個部分
[00:02:07.000 --> 00:02:10.000]  經文的第一個情節就是
[00:02:10.000 --> 00:02:13.000]  耶穌榮耀地進入耶路撒冷
[00:02:13.000 --> 00:02:15.000]  這個進場的形式
[00:02:15.000 --> 00:02:17.000]  或者我們有時候是一些聚會
[00:02:17.000 --> 00:02:22.000]  可能聽過或者你在一些讀聖經的時候會讀到的情節
[00:02:22.000 --> 00:02:24.000]  就是耶穌騎著一隻驢
[00:02:24.000 --> 00:02:29.000]  那些群眾就將他們的衣服鋪在地上去歡迎祂
[00:02:29.000 --> 00:02:33.000]  這個情節和當時希臘羅馬帝國時期
[00:02:33.000 --> 00:02:36.000]  不少的文獻記載是很相似
[00:02:36.000 --> 00:02:41.000]  那些文獻記載當一個君王到訪一個城鎮的時候
[00:02:41.000 --> 00:02:44.000]  那個城鎮的民眾就會去歡迎祂
[00:02:44.000 --> 00:02:48.000]  即是隔道歡迎祂都會將衣服鋪在地上
[00:02:48.000 --> 00:02:51.000]  同樣這個君王是會騎動物
[00:02:51.000 --> 00:02:53.000]  當年祂主要騎馬
[00:02:53.000 --> 00:02:55.000]  騎驢就比較少見一些
[00:02:55.000 --> 00:03:00.000]  但是耶穌的進城的情況都是有點類似
[00:03:00.000 --> 00:03:02.000]  他們都會去到稱眾
[00:03:02.000 --> 00:03:06.000]  即是去歡呼去到歡迎這個君王入道
[00:03:06.000 --> 00:03:09.000]  你聽到這裡我不知道你覺不覺得
[00:03:09.000 --> 00:03:11.000]  都幾似耶穌入城
[00:03:11.000 --> 00:03:16.000]  所以耶穌入城這裡有很多細節可以探討的
[00:03:16.000 --> 00:03:21.000]  但是簡單去總結是當時的群眾
[00:03:21.000 --> 00:03:25.000]  特別是猶太人他們將耶穌視為一個君王的形象
[00:03:25.000 --> 00:03:27.000]  他們期望耶穌入到耶路撒冷
[00:03:27.000 --> 00:03:30.000]  就做一些驚天動地的事情
[00:03:30.000 --> 00:03:32.000]  令到猶太人團結起來
[00:03:32.000 --> 00:03:36.000]  甚至可能去到復興他們過往舊約所提到的以色列國
[00:03:36.000 --> 00:03:42.000]  當時的君王希臘羅馬時期的君王他們入到城之後
[00:03:42.000 --> 00:03:46.000]  通常終點站就是去聖殿
[00:03:46.000 --> 00:03:49.000]  當然不是去看風景不是去旅行
[00:03:49.000 --> 00:03:51.000]  去到看聖殿
[00:03:51.000 --> 00:03:54.000]  去到聖殿神廟去獻祭
[00:03:54.000 --> 00:03:57.000]  以表達他們對神明的敬重
[00:03:57.000 --> 00:04:00.000]  當年同時讓到城裡的人覺得
[00:04:00.000 --> 00:04:03.000]  你尊重我們的信仰
[00:04:03.000 --> 00:04:06.000]  如果我們看回這個細節
[00:04:06.000 --> 00:04:08.000]  其實耶穌在《萬華歡音》的記載
[00:04:08.000 --> 00:04:10.000]  他入到耶路撒冷之後
[00:04:10.000 --> 00:04:14.000]  他都是去到聖殿周圍看一些物件
[00:04:14.000 --> 00:04:16.000]  所以都是頗類似
[00:04:16.000 --> 00:04:19.000]  好像很符合當時很流行
[00:04:19.000 --> 00:04:22.000]  很習慣大家很預期的形式
[00:04:22.000 --> 00:04:25.000]  當然事情沒有那麼簡單
[00:04:25.000 --> 00:04:28.000]  轉折就發生在第二天裡面
[00:04:28.000 --> 00:04:30.000]  第二天發生什麼事呢
[00:04:30.000 --> 00:04:33.000]  就是第十二節了
[00:04:33.000 --> 00:04:36.000]  第二天耶穌和門徒由八大里去到耶路撒冷
[00:04:36.000 --> 00:04:40.000]  途中就遇到一棵無花果樹
[00:04:40.000 --> 00:04:45.000]  但是為什麼馬可要將無花果樹拆開來記載
[00:04:45.000 --> 00:04:48.000]  而不是寫在同一件事上面呢
[00:04:48.000 --> 00:04:51.000]  為了方便去理解馬可的用意
[00:04:51.000 --> 00:04:54.000]  我們先進入到這一章裡面其中一個核心
[00:04:54.000 --> 00:04:58.000]  就是耶穌潔淨聖殿的事件
[00:04:58.000 --> 00:05:02.000]  耶穌潔淨聖殿往往我們都是聽過這樣說
[00:05:02.000 --> 00:05:04.000]  但是如果看回經文裡面
[00:05:04.000 --> 00:05:07.000]  馬可福音十一章十五到十六節說什麼呢
[00:05:07.000 --> 00:05:09.000]  耶穌進了聖殿
[00:05:09.000 --> 00:05:12.000]  就開始將那些做買賣的人趕走
[00:05:12.000 --> 00:05:16.000]  推翻銀錢兌換人的鑽子和販賣甲子的人的凳子
[00:05:16.000 --> 00:05:20.000]  也不許任何人帶著器具穿過聖殿
[00:05:20.000 --> 00:05:22.000]  就這樣聽這兩節經文
[00:05:22.000 --> 00:05:24.000]  我們可能有個畫面
[00:05:24.000 --> 00:05:27.000]  就是耶穌很激烈的表達
[00:05:27.000 --> 00:05:29.000]  很明顯有肢體動作
[00:05:29.000 --> 00:05:32.000]  推翻人家的桌子
[00:05:32.000 --> 00:05:34.000]  不讓人拿著東西走來走去
[00:05:34.000 --> 00:05:36.000]  阻礙人做生意
[00:05:36.000 --> 00:05:38.000]  如果這樣去形容的話
[00:05:38.000 --> 00:05:40.000]  所以這是很激烈的表達
[00:05:40.000 --> 00:05:42.000]  我們會想像這樣的畫面
[00:05:42.000 --> 00:05:45.000]  當然我們都知道如果聖殿
[00:05:45.000 --> 00:05:47.000]  應該有很多人做買賣
[00:05:47.000 --> 00:05:50.000]  耶穌一個人又怎樣阻礙所有人做生意呢
[00:05:50.000 --> 00:05:53.000]  所以這個表達其實是一個
[00:05:53.000 --> 00:05:56.000]  可能有少少象徵式的表達
[00:05:56.000 --> 00:05:58.000]  就是他要表達他的不滿
[00:05:58.000 --> 00:05:59.000]  講到這裡呢
[00:05:59.000 --> 00:06:02.000]  我們或者會以為是否只有耶穌才敢表達呢
[00:06:02.000 --> 00:06:04.000]  應該其他的人不敢表達
[00:06:04.000 --> 00:06:06.000]  但原來不是這樣
[00:06:06.000 --> 00:06:09.000]  有一些學者的考據
[00:06:09.000 --> 00:06:13.000]  原來當時在很多猶太教的宗教教師
[00:06:13.000 --> 00:06:15.000]  猶太教裏面叫拉比
[00:06:15.000 --> 00:06:17.000]  原來在一些文獻裏面都記載過
[00:06:17.000 --> 00:06:20.000]  拉比都有些類似的行動
[00:06:20.000 --> 00:06:22.000]  原因是什麼呢
[00:06:22.000 --> 00:06:24.000]  原因就是他們都是對聖殿是反感的
[00:06:24.000 --> 00:06:28.000]  他們覺得聖殿的運作模式出了問題
[00:06:28.000 --> 00:06:30.000]  怎樣出問題法呢
[00:06:30.000 --> 00:06:32.000]  如果我們看回聖經裏面的記載
[00:06:32.000 --> 00:06:36.000]  有記載到聖殿裏面有些銀錢兌換人的桌子
[00:06:36.000 --> 00:06:38.000]  販賣甲子的人
[00:06:38.000 --> 00:06:40.000]  問題之一就是這裏
[00:06:40.000 --> 00:06:42.000]  問題之一
[00:06:42.000 --> 00:06:44.000]  在有些文獻裏面他説
[00:06:44.000 --> 00:06:46.000]  原來有些拉比不滿的東西是
[00:06:46.000 --> 00:06:49.000]  聖殿裏面有些人去買賣甲子買賣動物
[00:06:49.000 --> 00:06:51.000]  他就刻意抬高價錢
[00:06:51.000 --> 00:06:54.000]  為什麼這件事有問題呢
[00:06:54.000 --> 00:06:57.000]  因為當時很多的人是由很遠的地方
[00:06:57.000 --> 00:07:00.000]  即是去到耶路撒冷去到憲制
[00:07:00.000 --> 00:07:02.000]  當然沒有飛機
[00:07:02.000 --> 00:07:03.000]  你都可以想像就算有飛機
[00:07:03.000 --> 00:07:05.000]  你都沒有理由帶著動物搭飛機
[00:07:05.000 --> 00:07:07.000]  去到耶路撒冷憲制
