
[00:00:00.000 --> 00:00:03.420]  讓我們再一次同心禱告
[00:00:03.420 --> 00:00:05.120]  親愛的天父,我們感謝祢
[00:00:05.120 --> 00:00:07.540]  因為祢揀選我們成為祢的兒女
[00:00:07.540 --> 00:00:10.540]  藉著詩歌,祢再一次提醒我們
[00:00:10.540 --> 00:00:12.600]  我們是世上的光
[00:00:12.600 --> 00:00:15.100]  主啊,求祢的話語
[00:00:15.100 --> 00:00:17.820]  繼續來塑造我們的生命
[00:00:17.820 --> 00:00:21.500]  讓我們的生命能夠更加像耶穌基督祢自己
[00:00:21.500 --> 00:00:22.680]  願意我們
[00:00:22.680 --> 00:00:25.980]  此刻可能我們眾人都有不同的崗位、角色
[00:00:25.980 --> 00:00:27.980]  我們無論在職場裏面
[00:00:27.980 --> 00:00:28.920]  在家庭裏面
[00:00:28.920 --> 00:00:30.580]  在我們的鄰舍裏面
[00:00:30.580 --> 00:00:32.100]  藉著我們的好行為
[00:00:32.100 --> 00:00:33.600]  藉著我們的生命
[00:00:33.600 --> 00:00:35.600]  能夠為主作見證
[00:00:35.600 --> 00:00:37.100]  主啊,就求祢
[00:00:37.100 --> 00:00:40.920]  祢的聖靈不斷地來充滿著我們
[00:00:40.920 --> 00:00:42.500]  掌管我們的生命
[00:00:42.500 --> 00:00:46.360]  使我們每一天都能夠榮耀祢的名
[00:00:46.360 --> 00:00:49.340]  求祢今天再一次藉著祢的話語
[00:00:49.340 --> 00:00:50.920]  去提醒我們
[00:00:50.920 --> 00:00:52.040]  光照我們
[00:00:52.040 --> 00:00:53.120]  帶領我們
[00:00:53.120 --> 00:00:54.440]  聽我們的禱告
[00:00:54.440 --> 00:00:57.000]  奉耶穌基督得勝的名球
[00:00:57.000 --> 00:00:58.000]  阿們
[00:00:58.620 --> 00:01:00.620]  各位頂尖會,早晨
[00:01:00.620 --> 00:01:02.900]  不知道大家有沒有印象
[00:01:02.900 --> 00:01:04.260]  有一個廣告
[00:01:04.260 --> 00:01:05.860]  有一個小朋友
[00:01:05.860 --> 00:01:08.820]  拿著球去到球場的時候
[00:01:08.820 --> 00:01:09.860]  怎知道
[00:01:09.860 --> 00:01:11.860]  下了一場很大的雨
[00:01:11.860 --> 00:01:14.360]  接著他心裏面就說
[00:01:14.360 --> 00:01:16.740]  打球才來下雨
[00:01:16.740 --> 00:01:19.240]  難道連上天都不喜歡我?
[00:01:19.240 --> 00:01:21.160]  記不記得這個廣告?
[00:01:21.160 --> 00:01:22.560]  記得啊
[00:01:22.560 --> 00:01:25.560]  大家都是那個年代
[00:01:25.560 --> 00:01:28.760]  他身邊的朋友就跟他說
[00:01:28.760 --> 00:01:29.940]  不要緊啦
[00:01:29.940 --> 00:01:32.180]  我們明天再來
[00:01:32.180 --> 00:01:34.560]  可能明天我們可以打
[00:01:34.560 --> 00:01:36.560]  希望在明天
[00:01:36.560 --> 00:01:39.500]  不知道你是否相信
[00:01:39.500 --> 00:01:42.000]  明天真的會更好呢?
[00:01:42.000 --> 00:01:44.660]  如果你問傳道者
[00:01:44.660 --> 00:01:47.860]  這段時間我們來看傳道書
[00:01:47.860 --> 00:01:49.560]  他應該會跟你說
[00:01:49.560 --> 00:01:51.000]  不一定的
[00:01:51.000 --> 00:01:52.560]  誰知道?
[00:01:52.560 --> 00:01:53.960]  你和我
[00:01:53.960 --> 00:01:57.360]  誰知道明天會如何?
[00:01:57.360 --> 00:01:59.360]  明天會如何?
[00:01:59.360 --> 00:02:01.460]  但我們知道
[00:02:01.460 --> 00:02:05.100]  我們已經進入了逆境
[00:02:05.100 --> 00:02:08.300]  一段不短的日子
[00:02:08.300 --> 00:02:10.460]  我們不僅很需要
[00:02:10.460 --> 00:02:13.160]  身邊的家人
[00:02:13.160 --> 00:02:14.360]  弟兄姊妹
[00:02:14.360 --> 00:02:16.760]  去成為我們的同伴
[00:02:16.760 --> 00:02:18.560]  彼此來勉勵
[00:02:18.560 --> 00:02:20.360]  我們更加需要
[00:02:20.360 --> 00:02:22.060]  從上而來
[00:02:22.060 --> 00:02:24.660]  一個抗疫智慧
[00:02:24.660 --> 00:02:26.160]  今天我們已經進入
[00:02:26.160 --> 00:02:29.060]  傳道書的下半部分
[00:02:29.060 --> 00:02:32.160]  六章的十至十二節
[00:02:32.160 --> 00:02:36.860]  就是傳道書下半卷書的引言
[00:02:36.860 --> 00:02:38.760]  十二節他這樣說
[00:02:38.760 --> 00:02:41.160]  人一生虛度的日子
[00:02:41.160 --> 00:02:43.360]  就如影兒經過
[00:02:43.360 --> 00:02:46.760]  誰知道什麼與他有益呢?
[00:02:46.760 --> 00:02:50.160]  誰能告訴他身後在日光之下
[00:02:50.160 --> 00:02:53.860]  有什麼事呢?
[00:02:53.860 --> 00:02:57.260]  事實上什麼是對人生有好處呢?
[00:02:57.260 --> 00:03:03.060]  這個問題一直困擾著傳道者的思緒
[00:03:03.060 --> 00:03:04.160]  諷刺的是
[00:03:04.160 --> 00:03:07.460]  傳道者好像窮了他一生的精力
[00:03:07.460 --> 00:03:10.660]  縱然有時他知道什麼是比較好
[00:03:10.660 --> 00:03:12.460]  不過始終他是不知道
[00:03:12.460 --> 00:03:13.960]  終極來說
[00:03:13.960 --> 00:03:16.360]  什麼是最好
[00:03:16.360 --> 00:03:19.060]  這裡說到影兒
[00:03:19.060 --> 00:03:21.560]  意思是短暫
[00:03:21.560 --> 00:03:24.660]  形容短暫的人生
[00:03:24.660 --> 00:03:26.360]  人生的日子
[00:03:26.360 --> 00:03:30.260]  確是既短暫又虛空
[00:03:30.260 --> 00:03:32.460]  可能我們一直看傳道書
[00:03:32.460 --> 00:03:35.260]  從第一章一直看到第六章的時候
[00:03:35.260 --> 00:03:37.360]  我們都會覺得很灰
[00:03:37.360 --> 00:03:39.260]  如果你還記得我第一課講道的時候
[00:03:39.260 --> 00:03:40.860]  我就說了
[00:03:40.860 --> 00:03:42.960]  傳道者這個作者
[00:03:42.960 --> 00:03:45.560]  很想讓我們能夠知道
[00:03:45.560 --> 00:03:47.160]  從一個反面的教材
[00:03:47.160 --> 00:03:51.160]  讓我們知道真實的世界是怎樣
[00:03:51.160 --> 00:03:53.460]  以致我們能夠覺醒
[00:03:53.460 --> 00:03:57.060]  以致我們能夠從日光之下
[00:03:57.060 --> 00:04:00.160]  轉眼仰望神
[00:04:00.160 --> 00:04:01.260]  對傳道者來說
[00:04:01.260 --> 00:04:05.060]  人生好像很不實在
[00:04:05.060 --> 00:04:06.460]  不能夠把握
[00:04:06.460 --> 00:04:09.560]  好像沒有東西能夠抓得緊
[00:04:09.560 --> 00:04:10.960]  人的問題
[00:04:10.960 --> 00:04:15.460]  沒有因為努力在日光之下尋找
[00:04:15.460 --> 00:04:18.160]  而找到答案
[00:04:18.160 --> 00:04:19.460]  當我們進入
[00:04:19.460 --> 00:04:22.260]  傳道書的下半部分的時候
[00:04:22.260 --> 00:04:24.660]  開始我們見到光明
[00:04:24.660 --> 00:04:28.160]  開始有一些盼望
[00:04:28.160 --> 00:04:31.460]  或者有一些智慧給過我們
[00:04:31.460 --> 00:04:34.260]  讓我們能夠透過第七第八章
[00:04:34.260 --> 00:04:36.760]  來追蹤傳道者的思路
[00:04:36.760 --> 00:04:38.360]  能夠找到從上而來
[00:04:38.360 --> 00:04:41.260]  一個超越世上的智慧
[00:04:41.260 --> 00:04:43.960]  過有意義的人生
[00:04:43.960 --> 00:04:45.660]  在第七章裡面
[00:04:45.660 --> 00:04:49.560]  我們會找到很多對比的語句
[00:04:49.560 --> 00:04:52.060]  用「勝過」、「強如」
[00:04:52.060 --> 00:04:54.460]  英文的翻譯是「better than」
[00:04:54.460 --> 00:04:57.160]  成為了這一章的約詞
[00:04:57.160 --> 00:04:59.160]  從這些比較裡面
[00:04:59.160 --> 00:05:01.960]  找到「更好」
[00:05:01.960 --> 00:05:03.460]  當你找到一樣東西
[00:05:03.460 --> 00:05:07.160]  你認為是比你手上更好的時候
[00:05:07.160 --> 00:05:08.860]  你會怎樣?
[00:05:08.860 --> 00:05:10.860]  二話不說
[00:05:10.860 --> 00:05:17.960]  就立刻去擁抱這個更好的事情
[00:05:17.960 --> 00:05:19.760]  特別是在我們的生活
[00:05:19.760 --> 00:05:21.060]  在物質上
[00:05:21.060 --> 00:05:22.960]  我們經常說
[00:05:22.960 --> 00:05:24.460]  「住好一點」
[00:05:24.460 --> 00:05:25.760]  「吃好一點」
[00:05:25.760 --> 00:05:27.160]  「穿好一點」
[00:05:27.160 --> 00:05:28.860]  當你找到更好的時候
[00:05:28.860 --> 00:05:31.960]  你就會立刻接近它
[00:05:31.960 --> 00:05:33.760]  是不是呢?
[00:05:33.760 --> 00:05:36.160]  使徒保羅當他發現
[00:05:36.160 --> 00:05:38.460]  原來他知道
[00:05:38.460 --> 00:05:40.060]  他經歷到耶穌基督
[00:05:40.060 --> 00:05:41.960]  比他之前所追求的
[00:05:41.960 --> 00:05:44.660]  是更寶貴的時候
[00:05:44.660 --> 00:05:47.160]  他馬上放手
[00:05:47.160 --> 00:05:48.160]  放下
[00:05:48.160 --> 00:05:50.760]  放棄他本來的身份地位
[00:05:50.760 --> 00:05:53.660]  和他一直所自誇的
[00:05:53.660 --> 00:05:55.260]  傳道書在這裡
[00:05:55.260 --> 00:05:56.760]  再一次邀請我們
[00:05:56.760 --> 00:05:58.760]  放下本來
[00:05:58.760 --> 00:06:00.860]  我們所捉緊的
[00:06:00.860 --> 00:06:04.260]  那些我們以為的美事
[00:06:04.260 --> 00:06:06.260]  以致我們能夠得著
[00:06:06.260 --> 00:06:09.160]  一個屬天的智慧
[00:06:09.160 --> 00:06:10.860]  究竟這一刻
[00:06:10.860 --> 00:06:12.060]  有沒有一些事情
[00:06:12.060 --> 00:06:14.760]  我們經常死纏不放
[00:06:14.760 --> 00:06:18.160]  而神不斷去呼喚你
[00:06:18.160 --> 00:06:19.360]  放手
[00:06:19.360 --> 00:06:20.660]  交給我
[00:06:20.660 --> 00:06:23.460]  有沒有一些這樣的事情呢?
[00:06:23.460 --> 00:06:25.060]  在第七章裡面
[00:06:25.060 --> 00:06:29.060]  我們如何去擁抱這些
[00:06:29.060 --> 00:06:31.860]  超越屬地的智慧
[00:06:31.860 --> 00:06:34.660]  我們能夠經歷得到
[00:06:34.660 --> 00:06:37.160]  一個從上而來的智慧呢?
[00:06:37.160 --> 00:06:38.160]  第一件事
[00:06:38.160 --> 00:06:41.160]  在七章的一至四節裡面
[00:06:41.160 --> 00:06:43.160]  傳道者讓我們去體會
[00:06:43.160 --> 00:06:45.960]  什麼使我們能夠
[00:06:45.960 --> 00:06:48.360]  超越到一個死亡的智慧
[00:06:48.360 --> 00:06:50.560]  讓我們一起讀第一至第四節
[00:06:50.560 --> 00:06:52.060]  預備起
[00:06:52.060 --> 00:06:55.360]  名譽強如美好的膏油
[00:06:55.360 --> 00:06:59.460]  人死的日子勝過人生的日子
[00:06:59.460 --> 00:07:01.760]  往遭傷的家去
[00:07:01.760 --> 00:07:04.260]  強如往燕落的家去
[00:07:04.260 --> 00:07:07.360]  因為死是眾人的結局
[00:07:07.360 --> 00:07:11.360]  活人也必將這事放在心上
[00:07:11.360 --> 00:07:14.160]  憂愁強如嬉笑
[00:07:14.160 --> 00:07:16.260]  因為面帶愁容
[00:07:16.260 --> 00:07:18.860]  終必使心喜樂
[00:07:18.860 --> 00:07:22.360]  智慧人的心在遭傷之家
[00:07:22.360 --> 00:07:26.360]  愚昧人的心在快樂之家
[00:07:26.360 --> 00:07:29.560]  我們經常聽到電視、電影
[00:07:29.560 --> 00:07:31.660]  一些很經典的對白
[00:07:31.660 --> 00:07:34.760]  你不見棺材不流眼淚
[00:07:34.760 --> 00:07:38.160]  你當然是沒有聞過棺材的味道
[00:07:38.160 --> 00:07:41.760]  我還記得我服侍年輕的群體
[00:07:41.760 --> 00:07:43.560]  教會年輕的群體的時候
[00:07:43.560 --> 00:07:45.360]  我也有機會帶領年輕人
[00:07:45.360 --> 00:07:48.460]  去體會一些生死的體驗
[00:07:48.460 --> 00:07:49.960]  其中一個環節
[00:07:49.960 --> 00:07:53.160]  就是要躺進棺材裡面
[00:07:53.160 --> 00:07:55.560]  感受一下什麼是死亡
