
[00:00:00.000 --> 00:00:04.000]  (主席)今天和大家繼續來到「按住教會」的編排
[00:00:04.000 --> 00:00:08.000]  (主席)我們來到思想次郎選第二十一章
[00:00:08.000 --> 00:00:16.000]  (主席)這一章的聖經就講到保羅怎樣離別了第三次的旅程
[00:00:16.000 --> 00:00:20.000]  (主席)離別了耳筆鎖 準備來到回程 回到耶路撒冷
[00:00:20.000 --> 00:00:22.000]  (主席)在二十章裏面 上一個禮拜當中
[00:00:22.000 --> 00:00:26.000]  (主席)我們分享的時候都強調保羅在二十章裏面
[00:00:26.000 --> 00:00:30.000]  (主席)所帶著很深的那種情
[00:00:30.000 --> 00:00:36.000]  (主席)來和這班耳筆鎖的長老辭別
[00:00:36.000 --> 00:00:39.000]  (主席)背後當中有很多寶貴的說話
[00:00:39.000 --> 00:00:41.000]  (主席)而保羅在自己的心靈裏面
[00:00:41.000 --> 00:00:44.000]  (主席)他不怕面前的艱難困苦
[00:00:44.000 --> 00:00:49.000]  (主席)事實上他都知道聖靈已經向他講明
[00:00:49.000 --> 00:00:53.000]  (主席)他要面對這些的困所和患難
[00:00:53.000 --> 00:00:56.000]  (主席)但是保羅在二十章裏面來表達
[00:00:56.000 --> 00:01:00.000]  (主席)我迫不以性命為念 也不看為寶貴
[00:01:00.000 --> 00:01:02.000]  (主席)只要行完我的路程
[00:01:02.000 --> 00:01:07.000]  (主席)成就我從主耶穌所領受的職事
[00:01:07.000 --> 00:01:09.000]  (主席)證明神恩惠的福音
[00:01:09.000 --> 00:01:14.000]  (主席)這就是保羅自己生命的一種見證和宣言
[00:01:14.000 --> 00:01:20.000]  (主席)怎樣去面對前面的艱難和困苦
[00:01:20.000 --> 00:01:23.000]  (主席)所以保羅帶著一份很深的情
[00:01:23.000 --> 00:01:28.000]  (主席)和這群已不鎖的長老來講再見
[00:01:28.000 --> 00:01:30.000]  (主席)在二十章結尾的時候
[00:01:30.000 --> 00:01:32.000]  (主席)講到我們一起跪下來祈禱
[00:01:32.000 --> 00:01:38.000]  (主席)眾人抱著頭痛哭地分離
[00:01:38.000 --> 00:01:41.000]  (主席)因為他聽到保羅那句說話
[00:01:41.000 --> 00:01:46.000]  (主席)我以後不能再見到他們的面
[00:01:46.000 --> 00:01:48.000]  (主席)保羅在這番說話裏面
[00:01:48.000 --> 00:01:51.000]  (主席)給當時這群已不鎖的長老
[00:01:51.000 --> 00:01:55.000]  (主席)心裏面一份極沉重的感覺
[00:01:55.000 --> 00:01:58.000]  (主席)但是保羅繼續前行
[00:01:58.000 --> 00:02:00.000]  (主席)在二十章裏面
[00:02:00.000 --> 00:02:03.000]  (主席)願主的旨意成就
[00:02:03.000 --> 00:02:08.000]  (主席)是這群信徒送給保羅的一番說話
[00:02:08.000 --> 00:02:10.000]  (主席)保羅在這段路程裏面
[00:02:10.000 --> 00:02:12.000]  (主席)來到第三節的行程
[00:02:12.000 --> 00:02:13.000]  (主席)要結束的時候
[00:02:13.000 --> 00:02:15.000]  (主席)他要回去耶路撒冷
[00:02:15.000 --> 00:02:17.000]  (主席)他所經過的路程是
[00:02:17.000 --> 00:02:20.000]  (主席)講到由米利多第二十章裏面
[00:02:20.000 --> 00:02:25.000]  (主席)講到跟這群已不鎖的長老見面
[00:02:25.000 --> 00:02:27.000]  (主席)講了一番很肺腑之言
[00:02:27.000 --> 00:02:31.000]  (主席)然後保羅就坐船去到帕大拉
[00:02:31.000 --> 00:02:34.000]  (主席)然後就來到第一站
[00:02:34.000 --> 00:02:36.000]  (主席)推羅這個地方上岸
[00:02:36.000 --> 00:02:38.000]  (主席)在二十章裏面就提到
[00:02:38.000 --> 00:02:40.000]  (主席)第一個地方推羅的時間
[00:02:40.000 --> 00:02:46.000]  (主席)保羅又被聖靈提醒他
[00:02:46.000 --> 00:02:49.000]  (主席)不要上耶路撒冷去
[00:02:49.000 --> 00:02:52.000]  (主席)但保羅仍然堅持他的行程
[00:02:52.000 --> 00:02:54.000]  (主席)再去到蓋薩尼亞
[00:02:54.000 --> 00:02:55.000]  (主席)而在蓋薩尼亞的時候
[00:02:55.000 --> 00:03:01.000]  (主席)亦都有阿加布在當中提醒他
[00:03:01.000 --> 00:03:04.000]  (主席)不要上耶路撒冷
[00:03:04.000 --> 00:03:05.000]  (主席)在這個過程當中
[00:03:05.000 --> 00:03:08.000]  (主席)但保羅仍然要完成他自己的路途
[00:03:08.000 --> 00:03:10.000]  (主席)在二十章裏面就叫我們看見
[00:03:10.000 --> 00:03:14.000]  (主席)保羅怎樣留到在這個過程當中
[00:03:14.000 --> 00:03:16.000]  (主席)從伊弗所這個地方裏面
[00:03:16.000 --> 00:03:22.000]  (主席)由伍米利都一起去到帕達拉島邊的時候
[00:03:22.000 --> 00:03:25.000]  (主席)經過一段很漫長的行程
[00:03:25.000 --> 00:03:26.000]  (主席)去到推羅
[00:03:26.000 --> 00:03:28.000]  (主席)然後去到撒加利亞
[00:03:28.000 --> 00:03:32.000]  (主席)再回到耶路撒冷這個地方裏面
[00:03:32.000 --> 00:03:35.000]  (主席)我首先看保羅在這三站當中
[00:03:35.000 --> 00:03:37.000]  (主席)他所經歷到的事
[00:03:37.000 --> 00:03:40.000]  (主席)以及他的見證是怎樣
[00:03:40.000 --> 00:03:42.000]  (主席)第一個的訊息是
[00:03:42.000 --> 00:03:46.000]  (主席)在推羅裏面很強烈地表達出來
[00:03:46.000 --> 00:03:50.000]  (主席)保羅你不要上耶路撒冷去
[00:03:50.000 --> 00:03:54.000]  (主席)當保羅看見這個居比路繼續向前行
[00:03:54.000 --> 00:03:56.000]  (主席)繼續往敘利亞去的時候
[00:03:56.000 --> 00:03:59.000]  (主席)他就在推羅這個地方上船
[00:03:59.000 --> 00:04:01.000]  (主席)經過一段很漫長的
[00:04:01.000 --> 00:04:03.000]  (主席)在地中海裏面的路途
[00:04:03.000 --> 00:04:07.000]  (主席)然後他第一站就來到推羅上船
[00:04:07.000 --> 00:04:08.000]  (主席)保羅去到這些地方
[00:04:08.000 --> 00:04:10.000]  (主席)總是有一個這樣的期盼
[00:04:10.000 --> 00:04:13.000]  (主席)就是找到當地的一班基督徒
[00:04:13.000 --> 00:04:16.000]  (主席)希望在當中來分享神的恩典
[00:04:16.000 --> 00:04:20.000]  (主席)鼓勵他們繼續堅持去依靠神
[00:04:20.000 --> 00:04:24.000]  (主席)保羅就在一個推羅的地方裏面住了七天
[00:04:24.000 --> 00:04:25.000]  (主席)而聖經告訴我們
[00:04:25.000 --> 00:04:29.000]  (主席)這一班的門徒在當中被聖靈來感動
[00:04:29.000 --> 00:04:34.000]  (主席)對保羅說不要上耶路撒冷去
[00:04:34.000 --> 00:04:37.000]  (主席)聖靈會感動不同的人
[00:04:37.000 --> 00:04:42.000]  (主席)去嘗試表達出神自己的心意
[00:04:42.000 --> 00:04:43.000]  (主席)我們港島的人
[00:04:43.000 --> 00:04:46.000]  (主席)我們很希望每一次都被聖靈來感動
[00:04:46.000 --> 00:04:50.000]  (主席)去將神的話語來表達出來
[00:04:50.000 --> 00:04:54.000]  (主席)但怎樣去界定這種經驗
[00:04:54.000 --> 00:04:55.000]  (主席)我相信就算作為一個牧者
[00:04:55.000 --> 00:04:57.000]  (主席)我都仍然覺得
[00:04:57.000 --> 00:05:00.000]  (主席)我應該相信聖靈在我生命裏面工作
[00:05:00.000 --> 00:05:02.000]  (主席)所以我每一次講說話的時候
[00:05:02.000 --> 00:05:03.000]  (主席)我都深信
[00:05:03.000 --> 00:05:08.000]  (主席)我頭上聖靈在感動我將神應該要我說的話
[00:05:08.000 --> 00:05:12.000]  (主席)帶到弟兄姊妹中間
[00:05:12.000 --> 00:05:13.000]  (主席)不過作為牧師
[00:05:13.000 --> 00:05:15.000]  (主席)常常都是被師母這樣提醒的
[00:05:15.000 --> 00:05:17.000]  (主席)你們不要亂說話
[00:05:17.000 --> 00:05:20.000]  (主席)這個我也常常在學這個功課
[00:05:20.000 --> 00:05:22.000]  (主席)哪些東西是隨口說的
[00:05:22.000 --> 00:05:24.000]  (主席)哪些東西是很認真地
[00:05:24.000 --> 00:05:26.000]  (主席)經過安靜禱告之後
[00:05:26.000 --> 00:05:30.000]  (主席)很想向弟兄姊妹來表達
[00:05:30.000 --> 00:05:33.000]  (主席)在當中分享訊息的時候
[00:05:33.000 --> 00:05:36.000]  (主席)這個一定是我很認真地
[00:05:36.000 --> 00:05:38.000]  (主席)在神面前安靜
[00:05:38.000 --> 00:05:40.000]  (主席)祈禱等候的訊息
[00:05:40.000 --> 00:05:42.000]  (主席)不過我少少注腳
[00:05:42.000 --> 00:05:45.000]  (主席)有時有些例子是隨口說的
[00:05:45.000 --> 00:05:47.000]  (主席)即是突然間隨心說出來
[00:05:47.000 --> 00:05:50.000]  (主席)那些例子我都不知道是聖靈的感動
[00:05:50.000 --> 00:05:52.000]  (主席)自己亂說話都不出事
[00:05:52.000 --> 00:05:54.000]  (主席)但在預備講到這個過程裏面
[00:05:54.000 --> 00:05:56.000]  (主席)真的很認真地安靜
[00:05:56.000 --> 00:05:58.000]  (主席)等候神要我寫下每一個事情
[00:05:58.000 --> 00:06:01.000]  (主席)我相信這是神給我的領袖
[00:06:01.000 --> 00:06:02.000]  (主席)在這個過程裏面
[00:06:02.000 --> 00:06:05.000]  (主席)這班門徒就是被聖靈感動
[00:06:05.000 --> 00:06:09.000]  (主席)很善意地提醒保羅
[00:06:09.000 --> 00:06:12.000]  (主席)希望他不要去耶路撒冷
[00:06:12.000 --> 00:06:14.000]  (主席)不知道他們在甚麼情況下
[00:06:14.000 --> 00:06:17.000]  (主席)感受到在聖靈當中的感動
[00:06:17.000 --> 00:06:19.000]  (主席)是叫他不要去耶路撒冷
[00:06:19.000 --> 00:06:21.000]  (主席)但我相信其中一個最大的感覺
