
[00:00:00.000 --> 00:00:04.000]  我今天跟大家來思想一段經文
[00:00:04.000 --> 00:00:08.000]  就是在新約的《路加福音》十七章
[00:00:08.000 --> 00:00:10.000]  十一至十九節
[00:00:10.000 --> 00:00:17.000]  一個很熟悉關於一班帶麻風的病人的故事
[00:00:17.000 --> 00:00:25.000]  我想跟大家從兩方面來看這個事蹟
[00:00:25.000 --> 00:00:30.000]  第一就是麻風病和罪的比較
[00:00:30.000 --> 00:00:34.000]  因為麻風病是罪最好的寫照
[00:00:34.000 --> 00:00:37.000]  今天的世界充滿了罪惡
[00:00:37.000 --> 00:00:39.000]  我們怎樣來看罪呢
[00:00:39.000 --> 00:00:44.000]  我們自己是從罪裡面被拯救出來的人
[00:00:44.000 --> 00:00:46.000]  罪有多麼可怕
[00:00:46.000 --> 00:00:48.000]  我們要明白要了解
[00:00:48.000 --> 00:00:53.000]  然後我們能夠幫助今天的世界今天的社會
[00:00:53.000 --> 00:00:56.000]  第二件事我們要從這個故事來思想的
[00:00:56.000 --> 00:01:01.000]  就是救恩的奇妙和偉大
[00:01:01.000 --> 00:01:03.000]  救恩的奇妙和偉大
[00:01:03.000 --> 00:01:06.000]  我們一起來讀這段經文
[00:01:24.000 --> 00:01:26.000]  進入一個村子
[00:01:26.000 --> 00:01:30.000]  有十個長大麻風的靈面而來
[00:01:30.000 --> 00:01:32.000]  遠遠的站著
[00:01:32.000 --> 00:01:37.000]  高聲說:耶穌、夫子可憐我們吧
[00:01:37.000 --> 00:01:40.000]  耶穌看見就對他們說
[00:01:40.000 --> 00:01:43.000]  你們去把身體及祭司擦汗
[00:01:43.000 --> 00:01:47.000]  他們去的時候就潔淨了
[00:01:47.000 --> 00:01:50.000]  內中有一個見自己已經好了
[00:01:50.000 --> 00:01:53.000]  就回來大聲歸榮耀與神
[00:01:53.000 --> 00:01:57.000]  又俯伏在耶穌腳前感謝他
[00:01:57.000 --> 00:02:00.000]  這人是撒瑪利亞人
[00:02:00.000 --> 00:02:04.000]  耶穌說:潔淨了的不是十個人嗎
[00:02:04.000 --> 00:02:06.000]  那九個在哪裡呢
[00:02:06.000 --> 00:02:08.000]  除了這外族人
[00:02:08.000 --> 00:02:13.000]  再沒有別人回來歸榮耀與神嗎
[00:02:13.000 --> 00:02:15.000]  就對那人說
[00:02:15.000 --> 00:02:20.000]  站起來,走吧,夠了你了
[00:02:20.000 --> 00:02:24.000]  一個很熟悉的故事
[00:02:24.000 --> 00:02:29.000]  耶穌是醫治十個長麻風的人
[00:02:29.000 --> 00:02:31.000]  這班人在哪裡呢
[00:02:31.000 --> 00:02:48.000]  這班人是在加利利與撒瑪利亞交界的地方
[00:02:48.000 --> 00:02:51.000]  耶穌遇到這班人的時候
[00:02:51.000 --> 00:02:56.000]  他們把握機會就求耶穌來醫治
[00:02:56.000 --> 00:02:59.000]  這個何等寶貴的機會呢
[00:02:59.000 --> 00:03:04.000]  有多可能在那些地方遇到主耶穌基督呢
[00:03:04.000 --> 00:03:08.000]  所以十個長大麻風的人得到醫治
[00:03:08.000 --> 00:03:10.000]  結果只有一個
[00:03:10.000 --> 00:03:12.000]  而且是撒瑪利亞人
[00:03:12.000 --> 00:03:15.000]  他回來感謝主耶穌基督
[00:03:15.000 --> 00:03:17.000]  其他九個
[00:03:17.000 --> 00:03:20.000]  耶穌很感慨
[00:03:20.000 --> 00:03:25.000]  耶穌說:那九個在哪裡呢
[00:03:25.000 --> 00:03:28.000]  那九個在哪裡呢
[00:03:28.000 --> 00:03:31.000]  我想耶穌這裡有個意思就是說
[00:03:31.000 --> 00:03:34.000]  蒙恩得救的人很多
[00:03:34.000 --> 00:03:37.000]  但真正能夠過一個感恩的生活的人
[00:03:37.000 --> 00:03:40.000]  是多麼少呢
[00:03:40.000 --> 00:03:42.000]  只有一個
[00:03:42.000 --> 00:03:45.000]  全感恩的心過日子
[00:03:45.000 --> 00:03:48.000]  然後耶穌說:你的信夠了你
[00:03:48.000 --> 00:03:52.000]  對那個回來感恩的人
[00:03:52.000 --> 00:03:55.000]  其他九個他們是肉體
[00:03:55.000 --> 00:03:59.000]  得蒙恩,得蒙恩醫治,得蒙恩拯救
[00:03:59.000 --> 00:04:05.000]  但他們心靈都未曾得到耶穌基督的拯救
[00:04:05.000 --> 00:04:09.000]  只有這個回來的,憑信心
[00:04:09.000 --> 00:04:13.000]  耶穌是全人的來醫治他
[00:04:13.000 --> 00:04:15.000]  很多人都是這樣
[00:04:15.000 --> 00:04:20.000]  好像這九個長大麻風的人一樣
[00:04:20.000 --> 00:04:22.000]  我們蒙恩得救
[00:04:22.000 --> 00:04:26.000]  我們沒有真正全人的得救
[00:04:26.000 --> 00:04:31.000]  來走耶穌要我們走的道路
[00:04:31.000 --> 00:04:36.000]  我們在這十個長大麻風的人身上
[00:04:36.000 --> 00:04:41.000]  你要看第一就是罪的可怕
[00:04:41.000 --> 00:04:47.000]  因為聖經很多時候將大麻風和罪來做一個比較
[00:04:47.000 --> 00:04:50.000]  因為罪就好像大麻風一樣
[00:04:50.000 --> 00:04:56.000]  究竟有多少地方罪和長大麻風一樣呢?
[00:04:56.000 --> 00:05:00.000]  第一就是罪好像麻風病一樣
[00:05:00.000 --> 00:05:02.000]  是不治的絕症
[00:05:02.000 --> 00:05:04.000]  現今你說不是
[00:05:04.000 --> 00:05:07.000]  現今這個麻風病已經可以醫得好的
[00:05:07.000 --> 00:05:16.000]  在喜靈州那個香港住的麻風病人都已經不存在了
[00:05:16.000 --> 00:05:20.000]  因為麻風病現在是可以醫的
