
[00:00:00.000 --> 00:00:01.940]  奉旨命名帶去尖端平安
[00:00:01.940 --> 00:00:03.940]  奉旨 奉旨命名帶去尖端平安
[00:00:03.940 --> 00:00:10.840]  我們來讀英文來講這個約西亞
[00:00:10.840 --> 00:00:12.840]  英文來講是約西亞
[00:00:12.840 --> 00:00:14.840]  應該是第四港了
[00:00:14.840 --> 00:00:16.840]  應該是第四港
[00:00:16.840 --> 00:00:20.840]  猶太退伍軍王夏儀約西亞的成就
[00:00:20.840 --> 00:00:24.840]  猶大最好的君王約西亞夏二
[00:00:24.840 --> 00:00:26.840]  約西亞的成就
[00:00:26.840 --> 00:00:28.840]  我開始想說幾句在我們一生當中呢
[00:00:28.840 --> 00:00:32.840]  我開始想說幾句在我們一生當中呢
[00:00:32.840 --> 00:00:36.840]  我們會見到不少對主忠心的人
[00:00:36.840 --> 00:00:38.840]  我們見到不少對主真心的人
[00:00:38.840 --> 00:00:40.840]  人生不如意
[00:00:40.840 --> 00:00:41.840]  人生不如意
[00:00:41.840 --> 00:00:42.840]  多有苦難
[00:00:42.840 --> 00:00:43.840]  多有苦辣
[00:00:43.840 --> 00:00:45.840]  甚至應年早逝
[00:00:45.840 --> 00:00:47.840]  甚至應年早逝
[00:00:47.840 --> 00:00:50.840]  反而那些作奸犯科對主不忠的人
[00:00:50.840 --> 00:00:54.840]  反而那些不少作奸犯科對主不忠的人
[00:00:54.840 --> 00:00:55.840]  名成利就
[00:00:55.840 --> 00:00:57.840]  名成利就
[00:00:57.840 --> 00:00:59.840]  毫無苦難
[00:00:59.840 --> 00:01:00.840]  毫無苦辣
[00:01:00.840 --> 00:01:01.840]  甚至搶命
[00:01:01.840 --> 00:01:02.840]  甚至搶縮
[00:01:02.840 --> 00:01:03.840]  我們會問
[00:01:03.840 --> 00:01:04.840]  我們就會問
[00:01:04.840 --> 00:01:06.840]  為什麼上帝這麼不公平
[00:01:06.840 --> 00:01:08.840]  為什麼上帝不公平
[00:01:08.840 --> 00:01:09.840]  為什麼上帝不公平
[00:01:09.840 --> 00:01:11.840]  在我做工的時候呢
[00:01:11.840 --> 00:01:13.840]  我有個同事
[00:01:13.840 --> 00:01:14.840]  西人來的
[00:01:14.840 --> 00:01:16.840]  當我在原來做工的時候
[00:01:16.840 --> 00:01:18.840]  我有一個同事是西人
[00:01:18.840 --> 00:01:19.840]  他跟我好好談的
[00:01:19.840 --> 00:01:21.840]  他跟我關係很好的
[00:01:21.840 --> 00:01:23.840]  他對我很多誇獎的
[00:01:23.840 --> 00:01:25.840]  他對我有很多誇獎
[00:01:25.840 --> 00:01:29.840]  但是我的仕途很坎坷
[00:01:29.840 --> 00:01:32.840]  仕途坎坷
[00:01:32.840 --> 00:01:34.840]  但是我的仕途坎坷
[00:01:34.840 --> 00:01:35.840]  什麼時候他跟我說這句話
[00:01:35.840 --> 00:01:36.840]  他跟我講了一句話
[00:01:36.840 --> 00:01:38.840]  Who said the world is fair
[00:01:38.840 --> 00:01:40.840]  誰說這個世界是公平的
[00:01:40.840 --> 00:01:42.840]  這個是西人講的
[00:01:42.840 --> 00:01:43.840]  這是西人講的
[00:01:43.840 --> 00:01:44.840]  你叻
[00:01:44.840 --> 00:01:45.840]  你厲害
[00:01:45.840 --> 00:01:47.840]  你未必是一定得到上師
[00:01:47.840 --> 00:01:48.840]  你未必是一定得到上師
[00:01:48.840 --> 00:01:49.840]  或者收為人認同
[00:01:49.840 --> 00:01:51.840]  你未必能夠得到上師的認同
[00:01:51.840 --> 00:01:52.840]  一般來說當然是你衰
[00:01:52.840 --> 00:01:53.840]  一般來講
[00:01:53.840 --> 00:01:55.840]  當然是你做的差
[00:01:55.840 --> 00:01:56.840]  但是我這個朋友是很好的朋友
[00:01:56.840 --> 00:01:59.840]  他是一個很有學問的人
[00:01:59.840 --> 00:02:01.840]  這個朋友很有學問
[00:02:01.840 --> 00:02:02.840]  我介紹他
[00:02:02.840 --> 00:02:06.840]  因為他媽媽是UofT教授
[00:02:06.840 --> 00:02:09.840]  因為他母親是多倫多大學教授
[00:02:09.840 --> 00:02:10.840]  所以他是一個聰明人
[00:02:10.840 --> 00:02:11.840]  他是一個聰明人
[00:02:11.840 --> 00:02:12.840]  本身是MBA
[00:02:12.840 --> 00:02:15.840]  他本身也是一個MBA
[00:02:15.840 --> 00:02:16.840]  他講這句話
[00:02:16.840 --> 00:02:17.840]  我介紹
[00:02:17.840 --> 00:02:19.840]  Who said the world is fair
[00:02:19.840 --> 00:02:21.840]  誰說這個世界是公平的
[00:02:21.840 --> 00:02:23.840]  在聖經還有八誡
[00:02:23.840 --> 00:02:26.840]  你讀聖經有八誡
[00:02:26.840 --> 00:02:27.840]  公平嗎
[00:02:27.840 --> 00:02:28.840]  公平嗎
[00:02:28.840 --> 00:02:29.840]  在第一章
[00:02:29.840 --> 00:02:31.840]  在第一章
[00:02:31.840 --> 00:02:33.840]  他全家
[00:02:33.840 --> 00:02:36.840]  他全家
[00:02:36.840 --> 00:02:37.840]  財產
[00:02:37.840 --> 00:02:38.840]  財產
[00:02:38.840 --> 00:02:41.840]  沒有了
[00:02:41.840 --> 00:02:43.840]  但是在聖經當中
[00:02:43.840 --> 00:02:45.840]  但是在聖經當中
[00:02:45.840 --> 00:02:47.840]  我將他們比較
[00:02:47.840 --> 00:02:49.840]  整個人都比較
[00:02:49.840 --> 00:02:50.840]  整個人都比較
[00:02:50.840 --> 00:02:52.840]  你覺得耶穌的壽苦是最厲害的
[00:02:52.840 --> 00:02:54.840]  100%壽苦呢
[00:02:54.840 --> 00:02:58.840]  如果耶穌比100%壽苦呢
[00:02:58.840 --> 00:03:00.840]  100是50
[00:03:00.840 --> 00:03:02.840]  100是50
[00:03:02.840 --> 00:03:04.840]  你聽不聽得懂我這句話
[00:03:04.840 --> 00:03:06.840]  100的壽苦跟耶穌的比呢
[00:03:06.840 --> 00:03:09.840]  如果100的壽苦跟耶穌比呢
[00:03:09.840 --> 00:03:10.840]  一半而已
[00:03:10.840 --> 00:03:12.840]  一半
[00:03:12.840 --> 00:03:14.840]  我跟100比呢
[00:03:14.840 --> 00:03:15.840]  我跟100比呢
[00:03:15.840 --> 00:03:16.840]  我就零
[00:03:16.840 --> 00:03:17.840]  我就零
[00:03:17.840 --> 00:03:18.840]  你不明白嗎
[00:03:18.840 --> 00:03:20.840]  你不要隨便說我是100
[00:03:20.840 --> 00:03:22.840]  不能隨便說我是100
[00:03:22.840 --> 00:03:24.840]  有一個很出名的
[00:03:24.840 --> 00:03:28.840]  你未有來啊
[00:03:28.840 --> 00:03:30.840]  你等著了
[00:03:30.840 --> 00:03:32.840]  你還沒有到這個資格
[00:03:32.840 --> 00:03:34.840]  你還沒有到這個資格
[00:03:34.840 --> 00:03:36.840]  看到沒有
[00:03:36.840 --> 00:03:38.840]  這全部是好的
[00:03:38.840 --> 00:03:40.840]  最好的主耶穌
[00:03:40.840 --> 00:03:41.840]  最好的主耶穌
[00:03:41.840 --> 00:03:43.840]  他的苦
[00:03:43.840 --> 00:03:45.840]  接下來我們
[00:03:45.840 --> 00:03:47.840]  兩個禮拜後就是復活節
[00:03:47.840 --> 00:03:49.840]  兩個禮拜後就是復活節
[00:03:49.840 --> 00:03:51.840]  我們復活節之前就要說壽苦節
[00:03:51.840 --> 00:03:53.840]  你想一下耶穌受不受苦
[00:03:53.840 --> 00:03:55.840]  耶穌受不受苦
[00:03:55.840 --> 00:03:57.840]  耶穌短不短命
[00:03:57.840 --> 00:03:59.840]  33歲
[00:03:59.840 --> 00:04:01.840]  沒有結婚
[00:04:01.840 --> 00:04:03.840]  沒有孩子
[00:04:03.840 --> 00:04:05.840]  看人來看
[00:04:05.840 --> 00:04:07.840]  非常慘
[00:04:07.840 --> 00:04:09.840]  但是在上帝來看呢
[00:04:09.840 --> 00:04:11.840]  在上帝來看呢
[00:04:11.840 --> 00:04:13.840]  是不是100分
[00:04:13.840 --> 00:04:15.840]  其實他不止100分
[00:04:15.840 --> 00:04:17.840]  這個約西亞100分
[00:04:17.840 --> 00:04:19.840]  耶穌多少呢
[00:04:19.840 --> 00:04:21.840]  100分以上
[00:04:21.840 --> 00:04:23.840]  其實我想說這個約西亞
[00:04:23.840 --> 00:04:25.840]  我剛才說英文說不到
[00:04:25.840 --> 00:04:27.840]  他超標
[00:04:27.840 --> 00:04:29.840]  我剛才想說
[00:04:29.840 --> 00:04:31.840]  約西亞超標
[00:04:31.840 --> 00:04:33.840]  超標
[00:04:33.840 --> 00:04:35.840]  超過標準
[00:04:35.840 --> 00:04:37.840]  用什麼句子來支持我
[00:04:37.840 --> 00:04:39.840]  我等一下會說
[00:04:39.840 --> 00:04:41.840]  哪一句話是支持我剛才說的
[00:04:41.840 --> 00:04:43.840]  所以約西亞是一個
[00:04:43.840 --> 00:04:45.840]  在上帝額外忠心的人
[00:04:45.840 --> 00:04:47.840]  約西亞是一個在上帝額外忠心的人
[00:04:47.840 --> 00:04:49.840]  一生致力於改革
[00:04:49.840 --> 00:04:51.840]  一生致力於改革
[00:04:51.840 --> 00:04:53.840]  是改是什麼呢
[00:04:53.840 --> 00:04:55.840]  是想改善他的子民
[00:04:55.840 --> 00:04:57.840]  就是上帝託付的子民
[00:04:57.840 --> 00:04:59.840]  和上帝的關係
[00:04:59.840 --> 00:05:01.840]  想改善他的子民
[00:05:01.840 --> 00:05:03.840]  就是上帝所託付的子民
[00:05:03.840 --> 00:05:05.840]  和上帝的關係
[00:05:05.840 --> 00:05:07.840]  但是不能夠享受他的奴婦的成就
[00:05:07.840 --> 00:05:09.840]  但是不能享受他的奴婦的成就
[00:05:09.840 --> 00:05:11.840]  但是不能享受他的奴婦的成就
[00:05:11.840 --> 00:05:13.840]  生於一個什麼世代呢
[00:05:13.840 --> 00:05:15.840]  生於一個什麼世代呢
[00:05:15.840 --> 00:05:17.840]  生於一個什麼世代呢
[00:05:17.840 --> 00:05:19.840]  國際風雲洶湧的時代
[00:05:19.840 --> 00:05:21.840]  國際風雲洶湧的時代
[00:05:21.840 --> 00:05:23.840]  國際風雲洶湧的時代
[00:05:23.840 --> 00:05:25.840]  生不逢其時
[00:05:25.840 --> 00:05:27.840]  生不逢其時
[00:05:27.840 --> 00:05:29.840]  他為了阻止
[00:05:29.840 --> 00:05:31.840]  他為了阻止
[00:05:31.840 --> 00:05:33.840]  埃及軍北上託付亞述國
[00:05:33.840 --> 00:05:35.840]  埃及軍北上託付亞述國
