
[00:00:00.000 --> 00:00:02.000]  讓我們一起同心低頭禱告仰望
[00:00:02.000 --> 00:00:04.000]  我們主愛地神
[00:00:04.000 --> 00:00:07.000]  示威父神多謝祢
[00:00:07.000 --> 00:00:09.000]  讓我們能夠再次在祢的根前
[00:00:09.000 --> 00:00:10.000]  去一起的仰望
[00:00:10.000 --> 00:00:14.000]  一同的在祢的真理上面去學習
[00:00:14.000 --> 00:00:17.000]  求上主祢的帶領和幫助
[00:00:17.000 --> 00:00:19.000]  特別祢的聖靈
[00:00:19.000 --> 00:00:20.000]  沒有了祢的聖靈
[00:00:20.000 --> 00:00:22.000]  我們所聽的
[00:00:22.000 --> 00:00:24.000]  都只不過是一些人的說話
[00:00:24.000 --> 00:00:27.000]  但是透過聖靈的引導
[00:00:27.000 --> 00:00:30.000]  讓我們能夠再次進入到上帝
[00:00:30.000 --> 00:00:32.000]  祢的心胸胸懷的裡面
[00:00:32.000 --> 00:00:34.000]  去明白主祢的心思意念
[00:00:34.000 --> 00:00:37.000]  我們將以下這段聽到的時間
[00:00:37.000 --> 00:00:38.000]  將它交上
[00:00:38.000 --> 00:00:41.000]  無論在線上線下的每一個弟兄姊妹
[00:00:41.000 --> 00:00:42.000]  我們祈求主祢
[00:00:42.000 --> 00:00:44.000]  讓我們每一個都能夠在
[00:00:44.000 --> 00:00:46.000]  這段經文裡面重新得力
[00:00:46.000 --> 00:00:48.000]  能夠更加準確去了解
[00:00:48.000 --> 00:00:50.000]  怎樣去侍奉主
[00:00:50.000 --> 00:00:51.000]  我們同心地禱告
[00:00:51.000 --> 00:00:54.000]  奉教主耶穌基督德性的名字
[00:00:54.000 --> 00:00:55.000]  阿們
[00:00:56.000 --> 00:00:58.000]  好 今天和大家一起思想的題目
[00:00:58.000 --> 00:01:00.000]  是出自於《馬太福音》第23章
[00:01:00.000 --> 00:01:01.000]  第1至12節
[00:01:01.000 --> 00:01:03.000]  23章很長的
[00:01:03.000 --> 00:01:06.000]  所以我分開幾次和大家去說
[00:01:06.000 --> 00:01:10.000]  而且23章是不容易解釋的一段聖經
[00:01:10.000 --> 00:01:11.000]  因為很多地方
[00:01:11.000 --> 00:01:12.000]  通常我們都明白
[00:01:12.000 --> 00:01:13.000]  又聽過
[00:01:13.000 --> 00:01:17.000]  不過究竟裡面實際上想說些什麼呢
[00:01:17.000 --> 00:01:20.000]  我們缺乏了內文背景
[00:01:20.000 --> 00:01:23.000]  可能就會很容易斷章取義
[00:01:23.000 --> 00:01:24.000]  今天給個題目
[00:01:24.000 --> 00:01:25.000]  和大家一起分享
[00:01:25.000 --> 00:01:28.000]  就是揭開主流基督教的醜陋
[00:01:28.000 --> 00:01:30.000]  運作的一面
[00:01:30.000 --> 00:01:33.000]  讓我們去看看這段經文說些什麼
[00:01:33.000 --> 00:01:36.000]  首先在我自己
[00:01:36.000 --> 00:01:38.000]  侍奉這麼多年的日子裡面
[00:01:38.000 --> 00:01:40.000]  其實都有不少的人
[00:01:40.000 --> 00:01:43.000]  主動來很認真地問我
[00:01:43.000 --> 00:01:44.000]  問我什麼問題呢
[00:01:44.000 --> 00:01:45.000]  他就說
[00:01:45.000 --> 00:01:48.000]  黃牧師 有沒有一些好的教會
[00:01:48.000 --> 00:01:51.000]  你可以介紹我去參加聚會
[00:01:51.000 --> 00:01:54.000]  最近我和湯傳道聊天的時候
[00:01:54.000 --> 00:01:56.000]  他和我也有留意到一點
[00:01:56.000 --> 00:01:57.000]  他說
[00:01:57.000 --> 00:01:58.000]  你有沒有留意到
[00:01:58.000 --> 00:02:01.000]  上帝帶領你去侍奉的時候
[00:02:01.000 --> 00:02:02.000]  有一個特色
[00:02:02.000 --> 00:02:04.000]  就是往往是對於一些
[00:02:04.000 --> 00:02:06.000]  曾經在教會裡面受過傷的
[00:02:06.000 --> 00:02:08.000]  或者在教會裡面
[00:02:08.000 --> 00:02:13.000]  不能夠滿足明白上帝道理的人
[00:02:13.000 --> 00:02:17.000]  你又會接觸得到他
[00:02:17.000 --> 00:02:19.000]  譬如很簡單的例子
[00:02:19.000 --> 00:02:22.000]  以馬利華人振信會我侍奉了二十幾年
[00:02:22.000 --> 00:02:24.000]  是不是二十幾年不記得了
[00:02:24.000 --> 00:02:25.000]  很多年了
[00:02:25.000 --> 00:02:27.000]  在這麼多年的裡面
[00:02:27.000 --> 00:02:29.000]  其實來我們教會很多的人
[00:02:29.000 --> 00:02:32.000]  有些可能是過客的
[00:02:32.000 --> 00:02:33.000]  來旅行的
[00:02:33.000 --> 00:02:36.000]  有些因為某種原因
[00:02:36.000 --> 00:02:38.000]  在本地的教會
[00:02:38.000 --> 00:02:40.000]  轉轉轉轉就來了我們教會
[00:02:40.000 --> 00:02:41.000]  後來又離開了
[00:02:41.000 --> 00:02:42.000]  去了別的地方
[00:02:42.000 --> 00:02:45.000]  所以他又去了別的教會
[00:02:45.000 --> 00:02:47.000]  他們都會經常問這條問題
[00:02:47.000 --> 00:02:50.000]  黃牧師 有沒有好的教會介紹
[00:02:50.000 --> 00:02:53.000]  其實這個問題不是他們問的
[00:02:53.000 --> 00:02:56.000]  湯傳道和我也經常去問的
[00:02:56.000 --> 00:02:59.000]  特別我們譬如我來算
[00:02:59.000 --> 00:03:01.000]  有時候我未必在本地
[00:03:01.000 --> 00:03:04.000]  可能去了旅行的時候
[00:03:04.000 --> 00:03:05.000]  我也會去找一下
[00:03:05.000 --> 00:03:07.000]  有什麼教會可以去參加
[00:03:07.000 --> 00:03:09.000]  譬如有時候我回去香港
[00:03:09.000 --> 00:03:11.000]  探望家人的時候
[00:03:11.000 --> 00:03:12.000]  都有人問
[00:03:12.000 --> 00:03:15.000]  黃牧師你有沒有好教會介紹
[00:03:15.000 --> 00:03:18.000]  我也想找一間好教會
[00:03:20.000 --> 00:03:22.000]  什麼叫好教會呢
[00:03:22.000 --> 00:03:25.000]  事實上這條問題
[00:03:25.000 --> 00:03:27.000]  應該是你和我會去問的問題
[00:03:27.000 --> 00:03:28.000]  因為今天的教會
[00:03:28.000 --> 00:03:31.000]  實在是五花八門
[00:03:31.000 --> 00:03:35.000]  是很容易令不信主的人
[00:03:35.000 --> 00:03:37.000]  已經不知道怎麼選擇
[00:03:37.000 --> 00:03:38.000]  信了主的人
[00:03:38.000 --> 00:03:39.000]  有時候都不知道
[00:03:39.000 --> 00:03:41.000]  去哪一間教會好
[00:03:41.000 --> 00:03:44.000]  因為這種情況的混亂
[00:03:44.000 --> 00:03:46.000]  導致到今天我們發覺
[00:03:46.000 --> 00:03:51.000]  即使我們只是依靠於一些中派的招牌
[00:03:51.000 --> 00:03:57.000]  都開始不能斷定教會的信仰是怎麼樣
[00:03:57.000 --> 00:04:02.000]  不要說我們自己是浸信會
[00:04:02.000 --> 00:04:04.000]  其實你會留意到
[00:04:04.000 --> 00:04:06.000]  在近年來很多教會
[00:04:06.000 --> 00:04:08.000]  他們很喜歡改名字
[00:04:08.000 --> 00:04:11.000]  將名字改成沒有中派
[00:04:11.000 --> 00:04:13.000]  譬如明明是浸信會
[00:04:13.000 --> 00:04:16.000]  又改成沒有浸信會這個字眼
[00:04:16.000 --> 00:04:17.000]  例如宣道會
[00:04:17.000 --> 00:04:20.000]  特意要改成沒有宣道會這個字眼
[00:04:20.000 --> 00:04:22.000]  要改成一些很平民化
[00:04:22.000 --> 00:04:25.000]  好像社區這樣的中心的介紹
[00:04:25.000 --> 00:04:28.000]  譬如以前我們認識的有些教會
[00:04:28.000 --> 00:04:29.000]  甚至不再叫浸信會
[00:04:29.000 --> 00:04:31.000]  我們叫社區教會
[00:04:31.000 --> 00:04:32.000]  兼收並出
[00:04:32.000 --> 00:04:35.000]  什麼人都可以來到當中
[00:04:35.000 --> 00:04:39.000]  因為中派會導致到有些人會覺得
[00:04:39.000 --> 00:04:42.000]  教會只是信某一些東西
[00:04:42.000 --> 00:04:45.000]  這個中派是分門分黨
[00:04:45.000 --> 00:04:47.000]  甚至有些基督徒不了解中派的出現
[00:04:47.000 --> 00:04:51.000]  還說不同的中派其實只不過是分裂教會
[00:04:51.000 --> 00:04:54.000]  這些其實都是一些對於信教
[00:04:54.000 --> 00:04:57.000]  在教會裏面的歷史不明白
[00:04:57.000 --> 00:04:59.000]  所導致的一些錯誤
[00:04:59.000 --> 00:05:02.000]  所以其實以前如果大家明白到
[00:05:02.000 --> 00:05:05.000]  我在教會通常過某一段時間
[00:05:05.000 --> 00:05:07.000]  我就會講一下新舊約概覽
[00:05:07.000 --> 00:05:10.000]  過一段時間我就會講一些教會歷史的東西
[00:05:10.000 --> 00:05:12.000]  為什麼要這樣做呢
[00:05:12.000 --> 00:05:14.000]  這樣做可以幫助大興之妹明白多一些
[00:05:14.000 --> 00:05:17.000]  我們的背景是怎樣來到今天
[00:05:17.000 --> 00:05:19.000]  如果我們不明白
[00:05:19.000 --> 00:05:21.000]  為什麼我們今天會有浸信會
[00:05:21.000 --> 00:05:23.000]  不明白為什麼會有宣道會
[00:05:23.000 --> 00:05:25.000]  不明白為什麼會有聖公會
[00:05:25.000 --> 00:05:26.000]  甚至有些教會
[00:05:26.000 --> 00:05:28.000]  甚至沒有中派的教會
[00:05:28.000 --> 00:05:29.000]  超中派
[00:05:29.000 --> 00:05:31.000]  其實沒有超中派的
[00:05:31.000 --> 00:05:33.000]  超中派即是沒有原則的差不多
[00:05:33.000 --> 00:05:36.000]  在這樣的狀態之下
[00:05:36.000 --> 00:05:41.000]  教會究竟怎樣才去栽培信徒呢
[00:05:41.000 --> 00:05:43.000]  今天的教會你回到教會
[00:05:43.000 --> 00:05:46.000]  會不會也只是帶你去一個
[00:05:46.000 --> 00:05:48.000]  沒有方向的狀態
[00:05:48.000 --> 00:05:54.000]  而去成為一個以為信徒的一個信仰群體呢
[00:05:54.000 --> 00:05:56.000]  今天這段聖經就是最好的一個例子
[00:05:56.000 --> 00:05:58.000]  因為從這段聖經裏面
[00:05:58.000 --> 00:05:59.000]  可以幫助到我們
[00:05:59.000 --> 00:06:02.000]  特別我們作為一個真正屬神的子民
[00:06:02.000 --> 00:06:03.000]  或者我們簡單一點來講
[00:06:03.000 --> 00:06:05.000]  主裏面的大興姊妹
[00:06:05.000 --> 00:06:10.000]  我們應該怎樣去面對不同的教會
[00:06:10.000 --> 00:06:11.000]  甚至特別在今天
[00:06:11.000 --> 00:06:15.000]  有很多很吸引人的假的基督教教會
[00:06:15.000 --> 00:06:16.000]  和教會領袖
[00:06:16.000 --> 00:06:19.000]  他們怎樣去引導很多信徒
[00:06:19.000 --> 00:06:22.000]  走跟一條錯誤的屬靈的道路
[00:06:22.000 --> 00:06:24.000]  而我們今天透過這段聖經
[00:06:24.000 --> 00:06:25.000]  也幫助到我們
[00:06:25.000 --> 00:06:30.000]  怎樣不至於陷入這種假冒偽善的信仰
[00:06:30.000 --> 00:06:33.000]  這個也是今天很多不信主的人
[00:06:33.000 --> 00:06:36.000]  去攻擊教會的主因
