
[00:00:00.000 --> 00:00:02.800]  頂姐妹,今天來到你們的當中
[00:00:02.800 --> 00:00:08.440]  我們希望能夠將我們過去一幅堂
[00:00:08.440 --> 00:00:13.080]  由一百多人發展到現在一萬多人
[00:00:13.080 --> 00:00:16.440]  我們面對著前面的路要怎麼走
[00:00:16.440 --> 00:00:18.440]  我們有一個很溫馨的
[00:00:18.440 --> 00:00:21.640]  好像家庭教會一樣的教會
[00:00:21.640 --> 00:00:24.320]  一直發展到現在的時候
[00:00:24.320 --> 00:00:26.160]  人數是多的
[00:00:26.160 --> 00:00:31.000]  但當好幾年前頂姐妹感覺到愈來愈疏離
[00:00:31.000 --> 00:00:33.080]  行政愈來愈多
[00:00:33.080 --> 00:00:35.960]  管理愈來愈多
[00:00:35.960 --> 00:00:39.840]  我們刻意要改善這種現象
[00:00:39.840 --> 00:00:42.440]  因為教會不是program
[00:00:42.440 --> 00:00:45.520]  教會是生命,建立生命
[00:00:45.520 --> 00:00:47.880]  所以怎樣由上到下
[00:00:47.880 --> 00:00:52.040]  來建立一個以門訓為主導的健康教會
[00:00:52.040 --> 00:00:55.640]  讓每一個人無論你在團體有多大
[00:00:55.640 --> 00:00:58.840]  因為團體有些已經有五百多人
[00:00:58.840 --> 00:01:00.720]  長青的團是因為太多人
[00:01:00.720 --> 00:01:02.400]  一個分為兩個
[00:01:02.400 --> 00:01:05.920]  但現在每個都已經有五百多人
[00:01:05.920 --> 00:01:08.600]  所以現在長青有千多人
[00:01:08.600 --> 00:01:10.480]  抗立團由一個開始
[00:01:10.480 --> 00:01:12.280]  現在變成十幾個
[00:01:12.280 --> 00:01:15.120]  職籤的團體由一個、兩個、三個
[00:01:15.120 --> 00:01:17.760]  現在去到十七個以上的團體
[00:01:17.760 --> 00:01:24.920]  成人的團,就是那些金陵的團體
[00:01:24.920 --> 00:01:27.800]  亦都增加到有成好幾個
[00:01:27.800 --> 00:01:29.920]  我們面對一個這樣的挑戰
[00:01:29.920 --> 00:01:31.880]  我們怎樣走前面的路
[00:01:31.880 --> 00:01:38.480]  我本身今年九月這個年
[00:01:38.480 --> 00:01:41.040]  我應該正式可以退休
[00:01:41.040 --> 00:01:43.400]  但教會都是要延長
[00:01:43.400 --> 00:01:44.840]  希望我多留幾年
[00:01:44.840 --> 00:01:46.560]  我說我最多留兩年
[00:01:46.560 --> 00:01:48.680]  但就在這段時間當中
[00:01:48.680 --> 00:01:50.880]  其實五年前已經部署
[00:01:50.880 --> 00:01:53.600]  到底我們怎樣去找接洽人呢
[00:01:53.600 --> 00:01:56.200]  這個就是我們現在當今
[00:01:56.200 --> 00:01:58.720]  非常重要的一個抉擇
[00:01:58.720 --> 00:01:59.680]  但另一方面
[00:01:59.680 --> 00:02:02.680]  亦都是因為我們有這種危機感
[00:02:02.680 --> 00:02:05.400]  能夠知道教會我們要面對的是甚麼
[00:02:05.400 --> 00:02:08.760]  以致我們能夠及早去做一個儲備
[00:02:08.760 --> 00:02:10.160]  各位頂尖姐妹
[00:02:10.160 --> 00:02:11.480]  危機感
[00:02:11.480 --> 00:02:16.520]  是今天全球人類都需要有的
[00:02:16.520 --> 00:02:18.560]  特別在我們教會當中
[00:02:18.560 --> 00:02:21.040]  如果我們缺乏這種危機感
[00:02:21.040 --> 00:02:24.120]  我們很容易就好似一個實驗
[00:02:24.120 --> 00:02:26.440]  這個實驗就是將一隻牛蛙
[00:02:26.440 --> 00:02:28.920]  放在一個大的水煲裏
[00:02:28.920 --> 00:02:31.360]  來煮一個實驗
[00:02:31.360 --> 00:02:33.520]  有些科學家就將一個大的牛蛙
[00:02:33.520 --> 00:02:36.680]  牛蛙差不多等於三、四隻青蛙那麼大
[00:02:36.680 --> 00:02:41.000]  很大的一個這樣的牛蛙
[00:02:41.000 --> 00:02:43.200]  為了要做這個實驗
[00:02:43.200 --> 00:02:44.480]  他就將這個牛蛙
[00:02:44.480 --> 00:02:47.640]  放在一個差不多滾的水裏
[00:02:47.640 --> 00:02:49.480]  一放下去就蓋上
[00:02:49.480 --> 00:02:51.200]  誰知道沒有想到
[00:02:51.200 --> 00:02:52.720]  快到不得了
[00:02:52.720 --> 00:02:54.480]  隻手都未離開
[00:02:54.480 --> 00:02:57.040]  個蓋飛了上十多呎高
[00:02:57.040 --> 00:02:59.200]  然後那隻牛蛙就跳了出來
[00:02:59.200 --> 00:03:04.320]  在那個實驗室周圍亂跳
[00:03:04.320 --> 00:03:05.960]  這些科學家在捉牠
[00:03:05.960 --> 00:03:08.200]  都不容易捉得到
[00:03:08.200 --> 00:03:10.520]  周圍就是這樣走
[00:03:10.520 --> 00:03:12.280]  接著第二個實驗
[00:03:12.280 --> 00:03:14.960]  科學家就將一隻牛蛙
[00:03:14.960 --> 00:03:18.200]  就放在一個凍水的煲裏
[00:03:18.200 --> 00:03:19.560]  凍的水
[00:03:19.560 --> 00:03:20.680]  誰知道一放下去
[00:03:20.680 --> 00:03:22.800]  牛蛙就潛到煲底
[00:03:22.800 --> 00:03:24.240]  就趴在那裏
[00:03:24.240 --> 00:03:26.120]  他們就蓋上蓋子
[00:03:26.120 --> 00:03:27.120]  蓋上蓋子之後
[00:03:27.120 --> 00:03:29.440]  就慢火來炆
[00:03:29.440 --> 00:03:30.880]  逐步逐步
[00:03:30.880 --> 00:03:33.120]  逐小逐小來煲
[00:03:33.120 --> 00:03:34.840]  過了十分鐘
[00:03:34.840 --> 00:03:37.200]  那些水差不多已經
[00:03:37.200 --> 00:03:38.520]  差不多要滾了
[00:03:38.520 --> 00:03:39.960]  但很沒有凍靜
[00:03:39.960 --> 00:03:41.920]  來來去去都是這樣
[00:03:41.920 --> 00:03:44.800]  再煲煲下有煙出
[00:03:44.800 --> 00:03:46.760]  所以他們就揭開煲蓋
[00:03:46.760 --> 00:03:48.800]  煲蓋一揭開
[00:03:48.800 --> 00:03:51.360]  他們發覺牛蛙已經犯了肚
[00:03:51.360 --> 00:03:53.160]  原來已經死了
[00:03:53.160 --> 00:03:54.960]  為什麼會這樣呢
[00:03:54.960 --> 00:03:56.480]  科學家就說
[00:03:56.480 --> 00:04:00.840]  原來因為牛蛙和青蛙一樣
[00:04:00.840 --> 00:04:02.640]  牠們是一個涼血的動物
[00:04:02.640 --> 00:04:05.000]  牠們的體溫隨著外面的溫度
[00:04:05.000 --> 00:04:06.560]  逐步調節
[00:04:06.560 --> 00:04:08.160]  你突然之間
[00:04:08.160 --> 00:04:09.080]  那些刺激
[00:04:09.080 --> 00:04:10.720]  牠就會有很大的反應
[00:04:10.720 --> 00:04:12.000]  但當牠們的體溫
[00:04:12.000 --> 00:04:15.160]  和外面那些逐步逐步調節的時候
[00:04:15.160 --> 00:04:16.800]  牠就不知不覺
[00:04:16.800 --> 00:04:18.880]  就可能睡著一樣
[00:04:18.880 --> 00:04:20.680]  牛蛙在水底
[00:04:20.680 --> 00:04:24.400]  是不知不覺地睡著了
[00:04:24.400 --> 00:04:26.400]  睡著了之後
[00:04:26.400 --> 00:04:28.080]  死了都不知道
[00:04:28.080 --> 00:04:29.360]  我們有沒有想到
[00:04:29.360 --> 00:04:31.200]  我們今天的教會
[00:04:31.200 --> 00:04:32.760]  今天的社會
[00:04:32.760 --> 00:04:34.160]  今天很多的人
[00:04:34.160 --> 00:04:35.680]  都是好像這隻
[00:04:35.680 --> 00:04:38.520]  在凍水的牛蛙一樣
[00:04:38.520 --> 00:04:40.680]  我們是在沉睡
[00:04:40.680 --> 00:04:42.720]  我們睡著了
[00:04:42.720 --> 00:04:45.240]  我們對這個世界的危機
[00:04:45.240 --> 00:04:48.440]  我們懵然不覺
[00:04:48.440 --> 00:04:50.240]  我們看到敘利亞
[00:04:50.240 --> 00:04:51.400]  你發覺到
[00:04:51.400 --> 00:04:54.120]  俄羅斯來幫政府軍
[00:04:54.120 --> 00:04:55.600]  歐洲、美國
[00:04:55.600 --> 00:04:57.360]  他們幫那些反對派
[00:04:57.360 --> 00:04:59.120]  然後本來就是裡面
[00:04:59.120 --> 00:05:00.800]  敘利亞本國的時候
[00:05:00.800 --> 00:05:03.040]  政府軍和反對派在那裡打
[00:05:03.040 --> 00:05:04.080]  剩下的時間
[00:05:04.080 --> 00:05:05.280]  俄羅斯出軍
[00:05:05.280 --> 00:05:06.640]  來幫政府軍打
[00:05:06.640 --> 00:05:09.720]  然後歐洲那邊
[00:05:09.720 --> 00:05:11.720]  歐盟和美國又出兵
[00:05:11.720 --> 00:05:14.880]  來幫那些反對派在那裡打
[00:05:14.880 --> 00:05:19.560]  導致四、五百萬的難民
[00:05:19.560 --> 00:05:21.640]  從敘利亞離開
[00:05:21.640 --> 00:05:23.600]  我去到德國的時間
[00:05:23.600 --> 00:05:25.440]  有很多的頂曉會指給我看
[00:05:25.440 --> 00:05:26.760]  哪些是難民營
[00:05:26.760 --> 00:05:28.280]  就是因為過去曾經發覺到
[00:05:28.280 --> 00:05:29.160]  難民營裡面
[00:05:29.160 --> 00:05:31.720]  有些難民強姦德國人
[00:05:31.720 --> 00:05:33.400]  他們將難民營
[00:05:33.400 --> 00:05:36.640]  難民就全部全部難
[00:05:36.640 --> 00:05:38.200]  就
[00:05:38.200 --> 00:05:40.240]  我不知道叫不叫做運
[00:05:40.240 --> 00:05:41.960]  其實這個都叫做運
[00:05:41.960 --> 00:05:45.240]  是在一個難民營裡面居住
[00:05:45.240 --> 00:05:48.520]  他們不可以隨便出來
[00:05:48.520 --> 00:05:49.600]  為什麼會這樣
[00:05:49.600 --> 00:05:50.920]  是為了保安
[00:05:50.920 --> 00:05:51.840]  但當然他們就說
[00:05:51.840 --> 00:05:54.280]  也是為了保護那些難民
[00:05:54.280 --> 00:05:55.520]  所以我們去到那邊的時間
[00:05:55.520 --> 00:05:57.400]  有一個很深的感覺
[00:05:57.400 --> 00:05:58.240]  另一方面
[00:05:58.240 --> 00:05:59.160]  我們去到英國
[00:05:59.160 --> 00:06:02.040]  同樣都是有很多這些的難民營
[00:06:02.040 --> 00:06:03.680]  但是被這些的難民
[00:06:03.680 --> 00:06:05.520]  進駐到他們的當中
[00:06:05.520 --> 00:06:07.160]  你有沒有看到這些的難民
[00:06:07.160 --> 00:06:08.840]  敘利亞的光景
[00:06:08.840 --> 00:06:12.600]  是和耶穌基督和舊約聖經的預言
[00:06:12.600 --> 00:06:14.360]  息息相關
[00:06:14.360 --> 00:06:17.000]  俄羅斯和美國
[00:06:17.000 --> 00:06:19.440]  和歐盟敵對的
[00:06:19.440 --> 00:06:21.520]  一個這樣對峙的局面
[00:06:21.520 --> 00:06:22.200]  你有沒有看到
[00:06:22.200 --> 00:06:24.320]  這個是一個末世危機
[00:06:24.320 --> 00:06:25.680]  已經顯現出來
[00:06:25.680 --> 00:06:27.120]  一個的跡象
[00:06:27.120 --> 00:06:28.840]  當我們看烏克蘭
[00:06:28.840 --> 00:06:31.080]  他們自己國家的內面
[00:06:31.080 --> 00:06:32.040]  來去打
[00:06:32.040 --> 00:06:34.600]  反對派和那些政府軍去打
[00:06:34.600 --> 00:06:35.720]  俄羅斯就出軍
[00:06:35.720 --> 00:06:37.640]  然後接著歐盟又出軍
[00:06:37.640 --> 00:06:38.720]  你有沒有看得見
[00:06:38.720 --> 00:06:40.480]  這個的跡象
[00:06:40.480 --> 00:06:42.520]  其實在以色列書
[00:06:42.520 --> 00:06:44.400]  38章39章
[00:06:44.400 --> 00:06:46.640]  但以你書的9到11章
[00:06:46.640 --> 00:06:49.120]  其實已經顯露出來
[00:06:49.120 --> 00:06:53.160]  現在已經去到那個這樣的地步
[00:06:53.160 --> 00:06:55.160]  當你看到ISIS
[00:06:55.160 --> 00:06:59.560]  他要將一些不屬於他們的人
[00:06:59.560 --> 00:07:02.160]  特別是基督徒斬頭
[00:07:02.160 --> 00:07:04.560]  去將歐盟的國家
[00:07:04.560 --> 00:07:05.920]  美國的國家
[00:07:05.920 --> 00:07:07.000]  抓到的人質
[00:07:07.000 --> 00:07:08.640]  將他們斬頭
[00:07:08.640 --> 00:07:10.440]  你有沒有看到斬頭
[00:07:10.440 --> 00:07:11.880]  這件事
[00:07:11.880 --> 00:07:13.400]  原來啟示錄
[00:07:13.400 --> 00:07:16.000]  最終迫害那些信神的人
[00:07:16.000 --> 00:07:17.560]  這種的手段
[00:07:17.560 --> 00:07:20.160]  原來現在已經開始顯露出來
[00:07:20.160 --> 00:07:23.000]  而當我們看到整個的道德
[00:07:23.000 --> 00:07:25.800]  同性戀的婚姻合法化
[00:07:25.800 --> 00:07:28.160]  多元婚姻已經出來
[00:07:28.160 --> 00:07:30.840]  性已經開始完全的
[00:07:30.840 --> 00:07:33.280]  不同的詮釋
[00:07:33.280 --> 00:07:35.280]  12歲
[00:07:35.280 --> 00:07:38.880]  那些人可以自己選擇自己的性別
[00:07:38.880 --> 00:07:39.920]  你是男生
[00:07:39.920 --> 00:07:40.880]  但你可以改
[00:07:40.880 --> 00:07:43.240]  我現在發覺我是女生
[00:07:43.240 --> 00:07:45.440]  你有沒有看到現在的
[00:07:45.440 --> 00:07:46.600]  更衣室
[00:07:46.600 --> 00:07:48.000]  洗手間
[00:07:48.000 --> 00:07:51.760]  已經在一些國家裏面推行
[00:07:51.760 --> 00:07:54.920]  不能夠攔阻一個多元
[00:07:54.920 --> 00:07:57.440]  或者不同性傾向的人
[00:07:57.440 --> 00:08:00.080]  去進到任何一個洗手間
[00:08:00.080 --> 00:08:01.560]  如果一個男人
[00:08:01.560 --> 00:08:05.520]  他說我一直都知道我是女人
[00:08:05.520 --> 00:08:07.120]  你有沒有看我的外面
[00:08:07.120 --> 00:08:08.760]  我外面是一個男人
[00:08:08.760 --> 00:08:10.760]  其實我裏面是一個女人
[00:08:10.760 --> 00:08:13.520]  那他要去女人的洗手間
[00:08:13.520 --> 00:08:15.520]  去女人的更衣室
[00:08:15.520 --> 00:08:17.240]  如果你在那個地方
[00:08:17.240 --> 00:08:18.280]  來去批評
[00:08:18.280 --> 00:08:19.160]  來去說
[00:08:19.160 --> 00:08:21.080]  你可能會幻想
[00:08:21.080 --> 00:08:23.800]  幻想一個叫做性別的歧視
[00:08:23.800 --> 00:08:25.480]  我們看到很多這些跡象
[00:08:25.480 --> 00:08:27.440]  是令到我們非常的不安
[00:08:27.440 --> 00:08:28.720]  但你有沒有看到
[00:08:28.720 --> 00:08:32.800]  原來這個正正就是末世的預兆
[00:08:32.800 --> 00:08:34.280]  我們再來看到今天
[00:08:34.280 --> 00:08:35.600]  離婚率越來越多
[00:08:35.600 --> 00:08:36.800]  你有沒有看到原來這個
[00:08:36.800 --> 00:08:38.240]  都是一個末世的預兆
[00:08:38.240 --> 00:08:40.000]  當我們看到東方閃電出來
[00:08:40.000 --> 00:08:42.040]  異端邪教越來越多
[00:08:42.040 --> 00:08:42.920]  你有沒有看到
[00:08:42.920 --> 00:08:45.720]  原來這個都是一個末世的預兆
[00:08:45.720 --> 00:08:47.040]  各位親愛的弟兄姊妹
[00:08:47.040 --> 00:08:49.920]  我們今天面對著教會
[00:08:49.920 --> 00:08:53.560]  我們都有很多不同的一些衝擊
[00:08:53.560 --> 00:08:55.320]  我去完德國 去完英國
[00:08:55.320 --> 00:08:57.120]  我們看到的就是這些跡象
[00:08:57.120 --> 00:08:58.280]  我們一起看看
[00:08:58.280 --> 00:08:59.040]  這個跡象
[00:08:59.040 --> 00:09:00.480]  很多教堂
[00:09:00.480 --> 00:09:02.360]  德國每條街都有教堂
[00:09:02.360 --> 00:09:04.520]  教堂建得非常堅固
[00:09:04.520 --> 00:09:05.520]  非常漂亮
[00:09:05.520 --> 00:09:07.360]  英國很多教堂
[00:09:07.360 --> 00:09:09.200]  每條街都有教堂
[00:09:09.200 --> 00:09:11.040]  教堂非常精緻
[00:09:11.040 --> 00:09:12.040]  非常美
[00:09:12.040 --> 00:09:13.440]  去到裏面是什麼呢
[00:09:13.440 --> 00:09:14.680]  不是教會
[00:09:14.680 --> 00:09:16.760]  去到裏面很多是酒吧
[00:09:16.760 --> 00:09:18.520]  很多是食肆
[00:09:18.520 --> 00:09:19.560]  更慘的就是說
[00:09:19.560 --> 00:09:21.920]  在德國已經有不少的教堂
[00:09:21.920 --> 00:09:25.120]  變成了回教的回教寺
[00:09:25.120 --> 00:09:27.920]  有些變成了佛教他們的地方
[00:09:27.920 --> 00:09:29.720]  然後有些比較好的
[00:09:29.720 --> 00:09:31.400]  就被華人的教會
[00:09:31.400 --> 00:09:32.160]  就買了它
[00:09:32.160 --> 00:09:33.880]  在那個地方來聚會
[00:09:33.880 --> 00:09:35.600]  我們再繼續看下去的時候
[00:09:35.600 --> 00:09:38.000]  都會令到我們心裏面心寒
[00:09:38.000 --> 00:09:41.080]  美國一樣是走回同樣的路
[00:09:41.080 --> 00:09:43.280]  一段三十多年前
[00:09:43.280 --> 00:09:45.680]  我們在那邊目會和讀神學的時候
[00:09:45.680 --> 00:09:48.800]  非常興旺的一些教會
[00:09:48.800 --> 00:09:50.680]  現在變成怎樣呢
[00:09:50.680 --> 00:09:53.600]  你們都認識這個教會
[00:09:53.600 --> 00:09:55.600]  Crystal Cathedral
[00:09:55.600 --> 00:09:57.040]  他們人多的時間
[00:09:57.040 --> 00:10:00.720]  差不多一個星期有十萬人
[00:10:00.720 --> 00:10:04.040]  來參與他們的崇拜聚會
[00:10:04.040 --> 00:10:06.680]  到處都塞滿人
[00:10:06.680 --> 00:10:10.560]  人車的聚會是由這個教會來開始
[00:10:10.560 --> 00:10:11.960]  在當時
[00:10:11.960 --> 00:10:13.440]  我曾經冒名
[00:10:13.440 --> 00:10:15.080]  探望他們的牧者
[00:10:15.080 --> 00:10:16.040]  他們的牧者說
[00:10:16.040 --> 00:10:17.920]  你要將最好的人放在講壇
[00:10:17.920 --> 00:10:19.720]  最好的人去講見證
[00:10:19.720 --> 00:10:21.160]  最正的人
[00:10:21.160 --> 00:10:25.840]  來去敬拜
[00:10:25.840 --> 00:10:28.200]  最好的人 最正的人才
[00:10:28.200 --> 00:10:30.600]  來參與這個樂器各方面的侍奉
[00:10:30.600 --> 00:10:33.520]  你就一定自然地很多人去到
[00:10:33.520 --> 00:10:36.160]  他們的見拜是非常有吸引力
[00:10:36.160 --> 00:10:38.200]  他們的見證往往都是用一些
[00:10:38.200 --> 00:10:41.560]  報紙上賣出來的名人來講見證
[00:10:41.560 --> 00:10:42.880]  而帶來的震撼
[00:10:42.880 --> 00:10:45.520]  令到很多人湧去那個地方
[00:10:45.520 --> 00:10:48.240]  但當這個老牧師退了下去之後
[00:10:48.240 --> 00:10:50.240]  短短幾年的時間
[00:10:50.240 --> 00:10:51.680]  這間教會
[00:10:51.680 --> 00:10:54.680]  賣的地越來越多
[00:10:54.680 --> 00:10:56.480]  賣的物業越來越多
[00:10:56.480 --> 00:10:57.440]  沒有了
[00:10:57.440 --> 00:10:59.280]  連他們最後
[00:10:59.280 --> 00:11:02.400]  這個水晶禮拜堂
[00:11:02.400 --> 00:11:05.080]  都要賣給天主教教會
[00:11:05.080 --> 00:11:07.160]  他們現在是租用它來聚會
[00:11:07.160 --> 00:11:09.160]  人數大跌
[00:11:09.160 --> 00:11:12.440]  以前從來沒有試過這麼疏落的
[00:11:12.440 --> 00:11:13.480]  但是現在
[00:11:13.480 --> 00:11:14.560]  我們看得見
[00:11:14.560 --> 00:11:15.920]  這個教會本身
[00:11:15.920 --> 00:11:18.640]  大部分時間是比較疏落
[00:11:18.640 --> 00:11:20.320]  所以我們看到這個現象的時候
[00:11:20.320 --> 00:11:21.440]  我們就問
[00:11:21.440 --> 00:11:22.840]  為什麼
[00:11:22.840 --> 00:11:24.760]  為什麼這個世界
[00:11:24.760 --> 00:11:27.720]  一度曾經非常強勁的教會
[00:11:27.720 --> 00:11:29.520]  這麼興旺的教會
[00:11:29.520 --> 00:11:31.120]  現在變得好像
