
[00:00:00.000 --> 00:00:02.420]  我們開始的時候一起做個祈禱
[00:00:02.420 --> 00:00:08.900]  天父我們感謝你讓我們在一周的中間
[00:00:08.900 --> 00:00:12.400]  在星期三的晚上有機會可以
[00:00:12.400 --> 00:00:16.900]  慢慢進入狀態去思想你的華語
[00:00:16.900 --> 00:00:19.900]  更深入地去思想你的華語
[00:00:19.900 --> 00:00:24.400]  願我們今天晚上的思緒會帶我們
[00:00:24.400 --> 00:00:29.900]  直接慢慢一步一步進入周末的境懷當中
[00:00:30.400 --> 00:00:34.400]  願我們每天的思緒都是離不開你的天國
[00:00:34.400 --> 00:00:36.400]  你天國裏面偉大
[00:00:36.400 --> 00:00:39.400]  為我們寫了十字架上的君王
[00:00:39.400 --> 00:00:42.400]  叫我們每天追求的是
[00:00:42.400 --> 00:00:46.400]  在耶穌基督裏面所得到的意義
[00:00:46.400 --> 00:00:47.900]  亦都是追求
[00:00:47.900 --> 00:00:49.400]  祂在地上
[00:00:49.400 --> 00:00:52.400]  祂在將來為我們預備的天國
[00:00:52.400 --> 00:00:54.400]  追求祢幫助我們
[00:00:54.400 --> 00:01:00.800]  今天晚上我們要進入路德的這本書裏面
[00:01:00.800 --> 00:01:02.800]  好像很簡單的一本書
[00:01:02.800 --> 00:01:06.300]  但裏面藏著很多的寶藏
[00:01:06.300 --> 00:01:08.300]  當中亦都是有很多
[00:01:08.300 --> 00:01:12.300]  可能我們已經有舊有的一些思想
[00:01:12.300 --> 00:01:16.300]  覺得這本書就是講這些東西的時候
[00:01:16.300 --> 00:01:19.300]  可能我們需要你幫我們去拆毀
[00:01:19.300 --> 00:01:21.800]  然後再去重建
[00:01:21.800 --> 00:01:26.300]  願我們可以耐心地去接受你的教導
[00:01:26.300 --> 00:01:28.300]  主要特別為我自己祈禱
[00:01:28.300 --> 00:01:30.800]  叫我可以講得清楚
[00:01:30.800 --> 00:01:37.300]  叫我可以將那些複雜的事情可以簡單化
[00:01:37.300 --> 00:01:42.300]  亦都讓弟兄姊妹有精神可以接收到
[00:01:42.300 --> 00:01:45.300]  我們祝福我們在路上的弟兄姊妹
[00:01:45.300 --> 00:01:47.300]  期待你們很快和你一起
[00:01:47.300 --> 00:01:49.300]  不單止在一起聆聽的時候
[00:01:49.300 --> 00:01:53.300]  亦都在小組裏面分享祈禱的時候
[00:01:53.300 --> 00:01:54.300]  再次感謝祢
[00:01:54.300 --> 00:01:58.300]  我們這樣祝福今晚的聚會
[00:01:58.300 --> 00:02:00.300]  這樣祈禱為主耶穌基督明求
[00:02:00.300 --> 00:02:02.300]  阿們
[00:02:02.300 --> 00:02:08.300]  容許我去回一些上星期很重要的思想
[00:02:08.300 --> 00:02:12.300]  就是我們怎樣學習去看路德記
[00:02:12.300 --> 00:02:14.300]  我們去看一個故事的時候
[00:02:14.300 --> 00:02:18.300]  很容易一是將自己代入了故事裏
[00:02:18.300 --> 00:02:21.300]  二是將那個故事套入我們生活中
[00:02:21.300 --> 00:02:26.300]  這樣的悉經或者這樣的靈修
[00:02:26.300 --> 00:02:31.300]  這樣的應用其實是太隨便
[00:02:31.300 --> 00:02:35.300]  而這樣是很容易會有出錯的
[00:02:35.300 --> 00:02:38.300]  這本書也很有趣
[00:02:38.300 --> 00:02:41.300]  這本書的題目其實是一本真的書
[00:02:41.300 --> 00:02:44.300]  好像樓下也有賣
[00:02:44.300 --> 00:02:49.300]  它叫做The Story of Ruth, Twelve Moments in Every Woman's Life
[00:02:49.300 --> 00:02:54.300]  路德的故事,女性生命中十二個關鍵時刻
[00:02:54.300 --> 00:02:56.300]  厲不厲害
[00:02:56.300 --> 00:02:57.300]  所以如果你是女士的話
[00:02:57.300 --> 00:02:59.300]  你應該買這本書
[00:02:59.300 --> 00:03:04.300]  看看通過路德記看你女性生命中十二個關鍵時刻
[00:03:04.300 --> 00:03:07.300]  一聽題目就知道解錯經了
[00:03:07.300 --> 00:03:09.300]  真的
[00:03:09.300 --> 00:03:11.300]  我不認識這本書的作者
[00:03:11.300 --> 00:03:14.300]  英文翻譯回來
[00:03:14.300 --> 00:03:15.300]  不過你一聽到題目
[00:03:15.300 --> 00:03:17.300]  你知道他想做些什麼
[00:03:17.300 --> 00:03:19.300]  你大概心裏說
[00:03:19.300 --> 00:03:22.300]  路德記不可能是這樣解的
[00:03:22.300 --> 00:03:24.300]  所以我覺得
[00:03:24.300 --> 00:03:27.300]  當我們讀聖經的時候
[00:03:27.300 --> 00:03:29.300]  其中一樣很小心的就是
[00:03:29.300 --> 00:03:32.300]  怎樣讀才是正確的讀法呢
[00:03:32.300 --> 00:03:34.300]  我知道有些人
[00:03:34.300 --> 00:03:36.300]  剛才也有同學來問我
[00:03:36.300 --> 00:03:38.300]  我們靈修的時候
[00:03:38.300 --> 00:03:41.300]  有些人就advocate你不要用太多腦
[00:03:41.300 --> 00:03:43.300]  就空了它
[00:03:43.300 --> 00:03:45.300]  看看上帝怎樣感動你想到些什麼
[00:03:45.300 --> 00:03:47.300]  就是那些
[00:03:47.300 --> 00:03:51.300]  其實你要知道一個人是不可能不用腦的
[00:03:51.300 --> 00:03:53.300]  但有可能你用錯腦
[00:03:53.300 --> 00:03:55.300]  所以其實如果你說
[00:03:55.300 --> 00:03:56.300]  我不用腦
[00:03:56.300 --> 00:03:58.300]  然後我不想神學
[00:03:58.300 --> 00:04:00.300]  我不想解經
[00:04:00.300 --> 00:04:01.300]  我就這樣去用腦
[00:04:01.300 --> 00:04:03.300]  想到些什麼就想到
[00:04:03.300 --> 00:04:05.300]  其實你用錯腦
[00:04:05.300 --> 00:04:06.300]  就不是沒有用腦
[00:04:06.300 --> 00:04:07.300]  其實你是有用腦的
[00:04:07.300 --> 00:04:09.300]  不過你用錯了你的腦
[00:04:09.300 --> 00:04:12.300]  所以我就覺得
[00:04:12.300 --> 00:04:15.300]  你一定要思考
[00:04:15.300 --> 00:04:16.300]  每一段聖經的時候
[00:04:16.300 --> 00:04:20.300]  你覺得它的解釋取向應該是怎樣
[00:04:20.300 --> 00:04:25.300]  當然我不是叫你每天花幾個小時這樣去解經
[00:04:25.300 --> 00:04:27.300]  但你要很意識到
[00:04:27.300 --> 00:04:29.300]  有一些解經的取向
[00:04:29.300 --> 00:04:31.300]  本身是有一些問題的
[00:04:31.300 --> 00:04:34.300]  包括我希望你記得我上個星期說
[00:04:34.300 --> 00:04:38.300]  但以理書不是說搬屋的
[00:04:38.300 --> 00:04:41.300]  為什麼我們可以將但以理書說成搬屋呢
[00:04:41.300 --> 00:04:44.300]  或者留學的時候上帝會報仇你
[00:04:44.300 --> 00:04:46.300]  是因為我們很喜歡將自己代入故事
[00:04:46.300 --> 00:04:49.300]  或者將故事套入我們的世界
[00:04:49.300 --> 00:04:54.300]  而這樣的解經是很危險的
[00:04:54.300 --> 00:05:00.300]  所以我們凡事都要由基本的東西開始
[00:05:00.300 --> 00:05:03.300]  然後繼續展開
[00:05:03.300 --> 00:05:06.300]  如果你記得我上個星期跟你說史詩記的時候
[00:05:06.300 --> 00:05:08.300]  你要去明白史詩記
[00:05:08.300 --> 00:05:09.300]  最關鍵的就是
[00:05:09.300 --> 00:05:12.300]  史詩記為什麼會寫了這本書
[00:05:12.300 --> 00:05:14.300]  為什麼這本書會在聖經裡面
[00:05:14.300 --> 00:05:17.300]  其實是有歷史背景的
[00:05:17.300 --> 00:05:18.300]  是有理由這本書
[00:05:18.300 --> 00:05:21.300]  你記得我說史詩記和路德記
[00:05:21.300 --> 00:05:24.300]  其實聖經學者都相信
[00:05:24.300 --> 00:05:27.300]  是在素羅死之後
[00:05:27.300 --> 00:05:32.300]  大衛還沒有做整個以色列王國的君王
[00:05:32.300 --> 00:05:35.300]  中間有七年半的時間
[00:05:35.300 --> 00:05:38.300]  是不知道最後誰會承繼王位的
[00:05:38.300 --> 00:05:44.300]  究竟是素羅的後代還是大衛
[00:05:44.300 --> 00:05:45.300]  不知道的
[00:05:45.300 --> 00:05:47.300]  於是在那個情況之下
[00:05:47.300 --> 00:05:49.300]  是寫了史詩記
[00:05:49.300 --> 00:05:53.300]  在那個情況之下寫了路德記
[00:05:53.300 --> 00:05:56.300]  所以史詩記的主題就是
[00:05:56.300 --> 00:05:58.300]  素羅十非皆損
[00:05:58.300 --> 00:06:00.300]  而路德記的主題是
[00:06:00.300 --> 00:06:02.300]  大衛才是炎溫
[00:06:02.300 --> 00:06:04.300]  一個就是說不要損素羅
[00:06:04.300 --> 00:06:06.300]  一個就說損大衛
[00:06:06.300 --> 00:06:09.300]  這個當然還沒完的
[00:06:09.300 --> 00:06:12.300]  因為聖經不只是只有路德記
