
[00:00:00.000 --> 00:00:01.000]  菩提姐妹 早晨
[00:00:01.000 --> 00:00:03.320]  讓我們一起再次聆聽主道以先
[00:00:03.320 --> 00:00:04.800]  同心低頭禱告
[00:00:04.800 --> 00:00:08.120]  仰望愛主愛你 神
[00:00:08.120 --> 00:00:08.880]  父神多謝祢
[00:00:08.880 --> 00:00:10.520]  讓我們能夠再次回來
[00:00:10.520 --> 00:00:13.240]  在祢的寶貴說話當中去學習
[00:00:13.240 --> 00:00:15.960]  並且從當中學習
[00:00:15.960 --> 00:00:20.200]  怎樣作為一個在末世時代
[00:00:20.200 --> 00:00:26.440]  所見到的種種歪曲、缽謀的事情
[00:00:26.440 --> 00:00:29.960]  我們仍然對上主祢不離不棄
[00:00:29.960 --> 00:00:33.960]  並且從當中學習怎樣去察驗
[00:00:33.960 --> 00:00:37.520]  上主祢的心思意念
[00:00:37.520 --> 00:00:39.080]  從而我們在這個世界當中
[00:00:39.080 --> 00:00:42.400]  活出一個合神心意應有的生命
[00:00:42.400 --> 00:00:47.000]  並從當中見證出一個真正相信上主的人
[00:00:47.000 --> 00:00:48.360]  應有的生命
[00:00:48.360 --> 00:00:50.480]  我們為此獻上感恩
[00:00:50.480 --> 00:00:51.760]  讓我們有這樣的福氣
[00:00:51.760 --> 00:00:53.520]  能夠有這樣的涉獵
[00:00:53.520 --> 00:00:55.080]  求祢的聖靈與我們同在
[00:00:55.080 --> 00:00:57.120]  無論在上上下下
[00:00:57.120 --> 00:00:59.040]  每一個弟兄姊妹
[00:00:59.040 --> 00:01:02.640]  都能夠同樣蒙受聖靈的引導
[00:01:02.640 --> 00:01:07.960]  能夠準確掌握到上主祢的心思
[00:01:07.960 --> 00:01:12.080]  還可以在我們每一天的生命裏面
[00:01:12.080 --> 00:01:13.960]  能夠一同的仰望祢
[00:01:13.960 --> 00:01:17.280]  祈禱奉靠主耶穌的德性的明智而求
[00:01:17.280 --> 00:01:18.320]  阿們
[00:01:18.320 --> 00:01:24.560]  在聖經當中記載到有一位人物
[00:01:24.560 --> 00:01:27.400]  他的名字叫摩西
[00:01:27.400 --> 00:01:31.440]  摩西是一個很特別的領袖
[00:01:31.440 --> 00:01:34.000]  他特別在哪一樣東西呢?
[00:01:34.000 --> 00:01:37.800]  他是承諾上帝的使命
[00:01:37.800 --> 00:01:44.200]  帶領神的子民離開這個遺老的埃及地
[00:01:44.200 --> 00:01:49.280]  進入到他上帝的應許之地當中
[00:01:49.280 --> 00:01:55.320]  但是在整個四十年的帶領的過程裏面
[00:01:55.320 --> 00:01:57.840]  最終他換來的
[00:01:57.840 --> 00:02:03.200]  卻是不能夠進入到這個應許地的裏面
[00:02:03.200 --> 00:02:06.280]  從很多人的角度看
[00:02:06.280 --> 00:02:11.520]  一個這麼忠心在上帝裏面的僕人
[00:02:11.520 --> 00:02:14.720]  竟然落得這樣的下場
[00:02:14.720 --> 00:02:17.560]  好像替他很不值得
[00:02:17.560 --> 00:02:20.600]  但是如果當我們去看回聖經
[00:02:20.600 --> 00:02:24.160]  在文素記的第27章
[00:02:24.160 --> 00:02:29.760]  尤其是從第12至23節裏面的記載
[00:02:29.760 --> 00:02:33.360]  卻又給我們一幅很不同的圖畫
[00:02:33.360 --> 00:02:38.040]  我們的上帝當時帶領摩西
[00:02:38.040 --> 00:02:42.320]  當他到達了這個所謂阿巴林山
[00:02:42.320 --> 00:02:47.160]  Abraham Ridge的地方的時候
[00:02:47.160 --> 00:02:51.840]  耶和華神就帶領這位的僕人
[00:02:51.840 --> 00:02:54.480]  去到看一下那一片
[00:02:54.480 --> 00:03:00.080]  上帝要賜給所有以色列人的應許地
[00:03:00.080 --> 00:03:03.640]  究竟是怎樣的一塊地
[00:03:03.640 --> 00:03:06.440]  而後來我們可以參考
[00:03:06.440 --> 00:03:12.800]  在生命記第34章第1至第4節裏面
[00:03:12.800 --> 00:03:19.600]  上帝甚至帶摩西上到尼泊爾山
[00:03:19.600 --> 00:03:24.120]  與耶利哥相對的一個山頂
[00:03:24.120 --> 00:03:28.240]  叫做比斯加山的上面
[00:03:28.240 --> 00:03:32.960]  向摩西逐一親自介紹
[00:03:32.960 --> 00:03:38.040]  上帝賜給以色列民這一片的應許之地
[00:03:38.040 --> 00:03:42.560]  究竟是怎樣的一片的土地
[00:03:42.560 --> 00:03:46.560]  而在生命記第34章第4節裏面
[00:03:46.560 --> 00:03:49.240]  就有一個很精準的記載
[00:03:49.240 --> 00:03:51.080]  在當中講到
[00:03:51.080 --> 00:03:57.040]  耶和華於是向那個正在遠遠遙望著
[00:03:57.040 --> 00:04:01.080]  這片應許地的摩西跟他這樣講
[00:04:01.080 --> 00:04:04.840]  他說我已經給你看見了
[00:04:04.840 --> 00:04:11.320]  但你沒有份進入到應許地
[00:04:11.320 --> 00:04:19.120]  上帝雖然給摩西看到這個應許地是怎樣一回事
[00:04:19.120 --> 00:04:21.640]  亦都清楚介紹給他聽
[00:04:21.640 --> 00:04:26.920]  這片應許地有些什麼的特色、特點
[00:04:26.920 --> 00:04:32.680]  是上帝特別賜給猶太人或者希伯來人
[00:04:32.680 --> 00:04:38.440]  但是卻向他宣告了一個這樣的判決
[00:04:38.440 --> 00:04:42.720]  你沒有份進入這個應許地
[00:04:42.720 --> 00:04:48.840]  其實這個判決不是在這一刻才去落實的
[00:04:48.840 --> 00:04:54.080]  早在摩西去客擊打盤石出水的時候
[00:04:54.080 --> 00:04:58.920]  上帝已經將這個判汝加了給摩西
[00:04:58.920 --> 00:05:01.200]  並且告知給他們
[00:05:01.200 --> 00:05:03.840]  但為什麼上帝去到最後
[00:05:03.840 --> 00:05:05.160]  我是可以這樣講
[00:05:05.160 --> 00:05:07.080]  臨門前一腳
[00:05:07.080 --> 00:05:09.680]  如果喜歡踢球的人就會了解到
[00:05:09.680 --> 00:05:14.640]  臨門前一腳踢進去就入球的時候
[00:05:14.640 --> 00:05:22.640]  卻要向他宣告一個這麼不友善的決定
[00:05:22.640 --> 00:05:30.520]  很多弟兄姊妹讀摩西他人生的時候很不明白
[00:05:30.520 --> 00:05:37.360]  有很多弟兄姊妹甚至為摩西抱打不平
[00:05:37.360 --> 00:05:39.440]  當然他們都不敢再講
[00:05:39.440 --> 00:05:42.640]  用廣東話就說不敢「衣牙鬆槓」
[00:05:42.640 --> 00:05:45.240]  因為這是上帝的決定
[00:05:45.240 --> 00:05:47.600]  但為什麼摩西沒有份
[00:05:47.600 --> 00:05:52.880]  而上帝還要再講一次給他知道呢
[00:05:52.880 --> 00:06:01.320]  當我們去看見上帝和他的僕人這一番交往的時候
[00:06:01.320 --> 00:06:03.680]  我們來看淡爾里
[00:06:03.680 --> 00:06:09.480]  淡爾里同樣有一個類似的經歷
[00:06:09.480 --> 00:06:13.800]  淡爾里可以從上帝的僕人
[00:06:13.800 --> 00:06:17.880]  包括我們一會兒所看的加伯列
[00:06:17.880 --> 00:06:23.000]  知道很多有關於上帝將要發生在
[00:06:23.000 --> 00:06:26.680]  以色列民身上的異象
[00:06:26.680 --> 00:06:29.640]  將要怎樣逐一發生
[00:06:29.640 --> 00:06:35.640]  但是卻同樣講給淡爾里知道
[00:06:35.640 --> 00:06:44.080]  雖然整個秘魯的計劃在70年這個時間空間裏面發生
[00:06:44.080 --> 00:06:49.080]  而且已經將近到要發生的時間
[00:06:49.080 --> 00:06:54.840]  也就是接近70年這個時限最後的一段時日
[00:06:54.840 --> 00:07:01.080]  但是同樣上帝卻要告訴淡爾里知道
[00:07:01.080 --> 00:07:08.120]  你沒有份經歷這個回歸以色列
[00:07:08.120 --> 00:07:12.760]  英許地這片土地
[00:07:12.760 --> 00:07:15.200]  這種有得看
[00:07:15.200 --> 00:07:18.640]  或者有份知
[00:07:18.640 --> 00:07:21.600]  但是卻沒有份參與
[00:07:21.600 --> 00:07:26.400]  似乎好像就是上帝和他的僕人
[00:07:26.400 --> 00:07:31.560]  一個很獨特的關係
[00:07:31.560 --> 00:07:40.000]  是在他的有生侍奉的時間要發生的事情
[00:07:40.000 --> 00:07:44.560]  當我們如果看見聖經有這樣的重複的記載的時候
[00:07:44.560 --> 00:07:46.960]  我們就會問
[00:07:46.960 --> 00:07:53.720]  難道上帝只是叫他的工人或者僕人有份做
[00:07:53.720 --> 00:07:58.400]  而沒有份分享那份成果嗎?
[00:07:58.400 --> 00:08:02.080]  這個聖經的陳述
[00:08:02.080 --> 00:08:08.480]  對於今天我們很多的基督徒來算是很大衝突的事情
[00:08:08.480 --> 00:08:13.120]  因為在基督教會裏面很多時候我們所聽的傳道人就是說
[00:08:13.120 --> 00:08:15.080]  當你信了耶穌之後
[00:08:15.080 --> 00:08:17.840]  能夠專心仰望侍奉主
[00:08:17.840 --> 00:08:19.920]  參與教會的侍奉
[00:08:19.920 --> 00:08:23.920]  然後你就可以同樣得到進入天國的裏面
[00:08:23.920 --> 00:08:29.880]  為什麼好像似乎這個未必是上帝的做法呢?
[00:08:29.880 --> 00:08:34.840]  上帝是不是不讓屬神的子民相信他的人進入天國?
[00:08:34.840 --> 00:08:36.040]  不是
[00:08:36.040 --> 00:08:40.280]  同樣但以你都能夠享受在上帝的裏面
[00:08:40.280 --> 00:08:41.480]  一個很特殊的身份
[00:08:41.480 --> 00:08:43.320]  我一會兒會去看
[00:08:43.320 --> 00:08:47.080]  但是當我們看見侍奉的過程當中
[00:08:47.080 --> 00:08:51.360]  能夠參與在上帝侍奉的侍奉人士
[00:08:51.360 --> 00:08:54.560]  尤其是專心仰望在上帝裏面的
[00:08:54.560 --> 00:08:57.240]  無論是適合的摩西
[00:08:57.240 --> 00:08:58.920]  而我們今天所看的
[00:08:58.920 --> 00:09:02.520]  但以你這位這麼專心仰望上帝的先知
[00:09:02.520 --> 00:09:06.920]  以及我們從其他的書卷裏面所留意到的
[00:09:06.920 --> 00:09:11.280]  好像甚至是阿伯拉罕
[00:09:11.280 --> 00:09:17.040]  他們每一個似乎上帝到最後都要給一個測試他們
[00:09:17.040 --> 00:09:19.240]  這個是甚麼測試?
[00:09:19.240 --> 00:09:21.760]  就是你知道上帝的工作
[00:09:21.760 --> 00:09:24.560]  但是你沒有份參與在其中
[00:09:24.560 --> 00:09:26.560]  你說是嗎?
[00:09:26.560 --> 00:09:28.200]  阿伯拉罕也是這樣嗎?
[00:09:28.200 --> 00:09:28.960]  沒錯
[00:09:28.960 --> 00:09:32.240]  上帝給阿伯拉罕知道的是甚麼?
