
[00:00:00.000 --> 00:00:02.720]  首先再次歡迎大家
[00:00:02.720 --> 00:00:07.440]  其實我做牧師做了幾十年了
[00:00:07.440 --> 00:00:10.320]  所以接觸了很多不同的人
[00:00:10.320 --> 00:00:14.720]  我發覺很多不相信耶穌的朋友
[00:00:14.720 --> 00:00:18.080]  其實他們不是不相信耶穌這個人
[00:00:18.080 --> 00:00:20.080]  曾經在世界上出現過
[00:00:20.080 --> 00:00:22.320]  他們相信耶穌是一個歷史人物
[00:00:22.320 --> 00:00:23.600]  曾經出現過
[00:00:23.600 --> 00:00:25.360]  他們也會相信什麼呢?
[00:00:25.360 --> 00:00:27.360]  其實很多人都相信的
[00:00:27.360 --> 00:00:29.280]  就算你不信基督教也好
[00:00:29.280 --> 00:00:31.280]  冥冥足是有主宰的
[00:00:31.280 --> 00:00:34.560]  但如果你說「那你要相信耶穌了」
[00:00:34.560 --> 00:00:36.080]  說到這件事的時候
[00:00:36.080 --> 00:00:37.680]  很多人就豎起來了
[00:00:37.680 --> 00:00:38.800]  就很緊張了
[00:00:38.800 --> 00:00:39.680]  為什麼呢?
[00:00:39.680 --> 00:00:42.720]  就怕信耶穌之後會不會這件事又不行
[00:00:42.720 --> 00:00:44.480]  那件事又不好
[00:00:44.480 --> 00:00:47.440]  還有禮拜日又要回禮拜堂敬拜
[00:00:47.440 --> 00:00:49.440]  你們回來酒店敬拜吧
[00:00:49.440 --> 00:00:53.600]  會不會好像失去了一些自由
[00:00:53.600 --> 00:00:56.480]  失去了一些自主權呢?
[00:00:56.480 --> 00:00:59.600]  所以他們不是反對信耶穌的
[00:00:59.600 --> 00:01:00.480]  為什麼呢?
[00:01:00.480 --> 00:01:02.240]  他們覺得基督徒是不錯的
[00:01:02.240 --> 00:01:03.680]  你的基督徒朋友也挺好的
[00:01:03.680 --> 00:01:04.960]  也很友善
[00:01:04.960 --> 00:01:06.000]  不單單友善
[00:01:06.000 --> 00:01:07.520]  有時候愛心爆棚的
[00:01:07.520 --> 00:01:10.240]  但一到叫他們信耶穌的時候
[00:01:10.240 --> 00:01:13.280]  就有點緊張
[00:01:13.280 --> 00:01:17.280]  那就是牧師經驗
[00:01:17.280 --> 00:01:19.120]  我留意到其實
[00:01:19.120 --> 00:01:22.400]  那些不願意相信耶穌的朋友
[00:01:22.400 --> 00:01:25.200]  大概分開是四大類
[00:01:25.200 --> 00:01:26.720]  第一類是什麼呢?
[00:01:26.720 --> 00:01:28.320]  他們覺得不需要
[00:01:28.320 --> 00:01:30.000]  不需要一個救主
[00:01:30.000 --> 00:01:32.880]  既然不需要救主就不需要信耶穌
[00:01:32.880 --> 00:01:35.200]  通常我認識這些人的時候
[00:01:35.200 --> 00:01:36.480]  他們覺得我都挺好的
[00:01:36.480 --> 00:01:38.000]  我生活得不錯
[00:01:38.000 --> 00:01:40.160]  我又沒有什麼缺乏
[00:01:40.160 --> 00:01:43.200]  不需要一個救主來幫助我
[00:01:43.200 --> 00:01:44.000]  是不是?
[00:01:44.000 --> 00:01:45.200]  我們是不是這樣呢?
[00:01:45.200 --> 00:01:46.480]  有沒有認識過這樣的人?
[00:01:46.480 --> 00:01:49.200]  I don't need it 我不需要
[00:01:49.200 --> 00:01:52.480]  如果我再多一點去了解這些朋友的時候
[00:01:52.480 --> 00:01:54.800]  其實在人生當中來講
[00:01:54.800 --> 00:01:58.640]  可能從小就開始被保護的動物
[00:01:58.640 --> 00:02:02.640]  或者是多一些家人關心和照顧
[00:02:02.640 --> 00:02:04.400]  不單如此
[00:02:04.400 --> 00:02:06.160]  做事其實都很順利
[00:02:06.160 --> 00:02:08.080]  讀書、出來找工作
[00:02:08.080 --> 00:02:10.800]  各樣的事情都是一帆風順
[00:02:10.800 --> 00:02:12.560]  就算什麼問題
[00:02:12.560 --> 00:02:14.800]  有什麼人生的難處
[00:02:14.800 --> 00:02:16.160]  沒有問題
[00:02:16.160 --> 00:02:20.400]  有錢、有辦法、有人事脈絡
[00:02:20.400 --> 00:02:22.480]  家裡可以幫你擺平
[00:02:22.480 --> 00:02:24.800]  擺平了你就又順利了
[00:02:24.800 --> 00:02:27.040]  所以你會覺得我做事沒問題
[00:02:27.040 --> 00:02:28.240]  我一樣覺得好
[00:02:28.240 --> 00:02:30.400]  所以我不需要信耶穌
[00:02:30.400 --> 00:02:35.440]  這些人通常都沒有大跌過
[00:02:35.440 --> 00:02:38.640]  即是沒有大跌過
[00:02:38.640 --> 00:02:40.800]  沒有試過人生有時候
[00:02:40.800 --> 00:02:44.960]  原來會碰到焦頭爛額
[00:02:44.960 --> 00:02:46.640]  師母在香港讀書
[00:02:46.640 --> 00:02:48.400]  是珍光的 師母是珍光珠
[00:02:48.400 --> 00:02:50.880]  有沒有珍光珠在這裡?
[00:02:50.880 --> 00:02:52.560]  大家知道嗎?
[00:02:52.560 --> 00:02:53.920]  還有珍光珠
[00:02:53.920 --> 00:02:55.200]  這個前輩
[00:02:55.200 --> 00:02:57.440]  師母在香港讀書時是珍光讀書的
[00:02:57.440 --> 00:02:58.800]  她有一個中學同學
[00:02:58.800 --> 00:03:00.400]  在香港彈琴
[00:03:00.400 --> 00:03:01.600]  很厲害
[00:03:01.600 --> 00:03:03.200]  手舞飛揚
[00:03:03.200 --> 00:03:05.200]  在香港拿了很多獎
[00:03:05.200 --> 00:03:06.880]  這個是音樂天才
[00:03:06.880 --> 00:03:08.080]  家裡也很開心
[00:03:08.080 --> 00:03:09.040]  經常拿獎
[00:03:09.040 --> 00:03:09.760]  於是怎樣呢?
[00:03:09.760 --> 00:03:12.240]  就送她去美國讀書
[00:03:12.240 --> 00:03:14.080]  學鋼琴
[00:03:14.080 --> 00:03:15.760]  來了之後才發覺
[00:03:15.760 --> 00:03:18.800]  在香港被人稱讚是音樂天才
[00:03:18.800 --> 00:03:21.120]  來到美國的名校讀書時
[00:03:21.120 --> 00:03:23.440]  原來是不入流的
[00:03:23.440 --> 00:03:24.560]  那又怎樣呢?
[00:03:24.560 --> 00:03:25.840]  忽然之間
[00:03:25.840 --> 00:03:27.600]  整個崩潰了
[00:03:27.600 --> 00:03:28.720]  就是玩抑鬱
[00:03:28.720 --> 00:03:30.800]  我以為自己很厲害
[00:03:30.800 --> 00:03:33.040]  來到的時候原來不行的
[00:03:33.040 --> 00:03:34.640]  於是抑鬱到什麼地步呢?
[00:03:34.640 --> 00:03:36.160]  讀不了書
[00:03:36.160 --> 00:03:38.080]  結果就不再學鋼琴
[00:03:38.080 --> 00:03:39.360]  回到香港
[00:03:39.360 --> 00:03:41.440]  從那天開始
[00:03:41.440 --> 00:03:43.920]  不再點鋼琴
[00:03:43.920 --> 00:03:45.360]  因為以前未跌過的時候
[00:03:45.360 --> 00:03:46.800]  一跌下來的時候
[00:03:46.800 --> 00:03:50.080]  可能會有這樣的結果
[00:03:50.080 --> 00:03:51.840]  所以有些人覺得
[00:03:51.840 --> 00:03:53.040]  我現在不需要耶穌
[00:03:53.040 --> 00:03:54.480]  我相信祢
[00:03:54.480 --> 00:03:56.560]  但是人生不如意的事
[00:03:56.560 --> 00:03:57.680]  十之八九
[00:03:57.680 --> 00:03:58.240]  現在沒有
[00:03:58.240 --> 00:04:00.320]  將來不可能沒有的
[00:04:00.320 --> 00:04:01.520]  必定會有的
[00:04:01.520 --> 00:04:02.720]  是不是?
[00:04:02.720 --> 00:04:04.800]  第二類人我發覺是什麼呢?
[00:04:04.800 --> 00:04:06.000]  信耶穌
[00:04:06.000 --> 00:04:06.800]  不是不好
[00:04:06.800 --> 00:04:09.040]  不過我怕被人排斥
[00:04:09.040 --> 00:04:09.920]  信耶穌之後
[00:04:09.920 --> 00:04:12.000]  我怕被人針對
[00:04:12.000 --> 00:04:13.200]  甚至可能會
[00:04:13.200 --> 00:04:16.320]  因為信耶穌受苦難
[00:04:16.320 --> 00:04:19.440]  第一樣事情
[00:04:19.440 --> 00:04:20.640]  我們都要考慮自己
[00:04:20.640 --> 00:04:22.240]  信耶穌之後
[00:04:22.240 --> 00:04:23.360]  會不會失去了
[00:04:23.360 --> 00:04:25.280]  我以前那些
[00:04:25.280 --> 00:04:26.480]  未信耶穌的朋友呢?
[00:04:26.480 --> 00:04:27.760]  以前都是手忙腳亂
[00:04:27.760 --> 00:04:28.800]  很多朋友
[00:04:28.800 --> 00:04:29.920]  他們都不信主
[00:04:29.920 --> 00:04:30.880]  信了之後
[00:04:30.880 --> 00:04:33.840]  會不會沒有了這些朋友呢?
[00:04:33.840 --> 00:04:34.640]  或者
[00:04:34.640 --> 00:04:35.440]  信耶穌之後
[00:04:35.440 --> 00:04:36.800]  家人
[00:04:36.800 --> 00:04:37.840]  譬如我家裡拜神
[00:04:37.840 --> 00:04:38.400]  我信耶穌的時候
[00:04:38.400 --> 00:04:39.440]  經常被我奶奶罵
[00:04:39.440 --> 00:04:40.160]  不上街
[00:04:40.160 --> 00:04:41.360]  經常去教會
[00:04:41.360 --> 00:04:42.800]  沒有阻止我
[00:04:42.800 --> 00:04:44.400]  不過經常在背後罵我
[00:04:44.400 --> 00:04:46.720]  你聽到是不舒服的
[00:04:46.720 --> 00:04:48.240]  會不會家人不開心
[00:04:48.240 --> 00:04:49.520]  家人不喜歡
[00:04:49.520 --> 00:04:50.320]  OK
[00:04:50.320 --> 00:04:52.320]  如果我們生活在一些比較
[00:04:52.320 --> 00:04:53.360]  一些所謂
