
[00:00:00.000 --> 00:00:01.640]  好 等姐妹平安
[00:00:01.640 --> 00:00:04.680]  今日的安排就是
[00:00:04.680 --> 00:00:08.080]  基本上去到登山部份的尾段
[00:00:08.080 --> 00:00:10.300]  所以大家會見到
[00:00:10.300 --> 00:00:13.740]  有閘門 兩種果樹
[00:00:13.740 --> 00:00:14.840]  即是
[00:00:14.840 --> 00:00:17.840]  蓋 即是兩種
[00:00:17.840 --> 00:00:20.400]  起屋的一個描述
[00:00:20.400 --> 00:00:25.120]  我都預備這段經文的時候
[00:00:25.120 --> 00:00:27.780]  都 即是都是有
[00:00:27.780 --> 00:00:29.500]  一個很大的
[00:00:30.120 --> 00:00:33.080]  即是停頓 即是新徵口
[00:00:33.080 --> 00:00:35.260]  講完這些經文
[00:00:35.260 --> 00:00:38.560]  總是好像不湊米氣 不太應節
[00:00:38.560 --> 00:00:40.760]  但是是主耶穌的說話
[00:00:40.760 --> 00:00:43.760]  其實裏面應該是帶著一些福氣
[00:00:43.760 --> 00:00:47.140]  那就 即是都在講道的開始
[00:00:47.140 --> 00:00:49.820]  都一定要祝大家新年快樂
[00:00:49.820 --> 00:00:53.140]  主恩滿日 恩上加恩 力上加力
[00:00:53.140 --> 00:00:55.940]  那大家會 這麼久在留意下
[00:00:55.940 --> 00:00:57.900]  寫給大家的
[00:00:57.900 --> 00:01:00.440]  一些生日卡裏面 你見到的
[00:01:00.440 --> 00:01:02.580]  我都是寫這幾句事 事實上都是
[00:01:02.580 --> 00:01:05.080]  事實上都是的
[00:01:05.080 --> 00:01:08.420]  即是在這段經文裏去引申
[00:01:08.420 --> 00:01:11.640]  即是一個新徵口固然是要講一些
[00:01:11.640 --> 00:01:13.500]  恭賀祝福的說話
[00:01:13.500 --> 00:01:16.020]  但同時間 在恭賀祝福的
[00:01:16.020 --> 00:01:19.000]  即是同時 即是另外一面
[00:01:19.000 --> 00:01:21.800]  就是我們亦都是需要在新年裏面
[00:01:21.800 --> 00:01:23.840]  有一些的立志和提醒
[00:01:23.840 --> 00:01:26.860]  我想好明顯 大家呢
[00:01:26.860 --> 00:01:28.900]  有沒有行花市呀 大家有沒有去呀
[00:01:28.900 --> 00:01:31.180]  我想有去呀 今年沒有去
[00:01:31.180 --> 00:01:34.080]  我想你之前可能都會有去啦
[00:01:34.080 --> 00:01:38.200]  那你會發現 我給一件事大家去觀察下
[00:01:38.200 --> 00:01:41.340]  就是你去新年不單止是買那些
[00:01:41.340 --> 00:01:43.080]  攤檔那些物品
[00:01:43.080 --> 00:01:46.120]  你有沒有行過蓮花那兩條巷
[00:01:46.120 --> 00:01:48.260]  那兩條隊呢 有啦 是不是
[00:01:48.260 --> 00:01:50.000]  怎樣都要行一行的
[00:01:50.000 --> 00:01:53.320]  OK 基本上我學是一個
[00:01:53.320 --> 00:01:54.960]  喜歡種花的人
[00:01:54.960 --> 00:01:58.040]  那我特別喜歡種蘭花 近時
[00:01:58.040 --> 00:02:01.480]  那會留意呢 即是那些花種呢
[00:02:01.480 --> 00:02:04.480]  即是現在都 到處都是蝴蝶蘭啦 是不是
[00:02:04.480 --> 00:02:05.760]  那但都要留意
[00:02:05.760 --> 00:02:07.320]  給兩樣東西大家去看
[00:02:07.320 --> 00:02:09.320]  那些花基本上分兩種而已
[00:02:09.320 --> 00:02:12.320]  OK 行年宵的時候
[00:02:12.320 --> 00:02:15.680]  你大概你想下 給一些
[00:02:15.680 --> 00:02:18.460]  即是大家去設計下 大家思考
[00:02:18.460 --> 00:02:21.000]  你會將那些花怎樣分成兩種呢
[00:02:22.560 --> 00:02:26.520]  那跟今天的經文呢 有少少罅隘的 基本上
[00:02:26.520 --> 00:02:27.960]  你會怎樣分呢
[00:02:27.960 --> 00:02:31.800]  給少少提示大家 你看下你們前面
[00:02:31.800 --> 00:02:34.200]  即是大堂二樓前面 有四盤桔
[00:02:34.200 --> 00:02:40.720]  四盤桔 OK 四盤桔 OK
[00:02:40.720 --> 00:02:42.320]  還有呢
[00:02:42.320 --> 00:02:48.160]  你會發現在 可能在你們家或者是其他店鋪
[00:02:48.800 --> 00:02:55.240]  有些呢 有些是一枝枝插住 或者整棵插住 雙牆
[00:02:55.240 --> 00:03:01.040]  你會發現有甚麼分別呢 在這兩種形態裏面
[00:03:01.040 --> 00:03:07.160]  有些已經 啊行啦 醒目啦 估到啦有些
[00:03:07.160 --> 00:03:09.960]  有些呢 就是插了在這裏
[00:03:09.960 --> 00:03:11.520]  有沒有根的呢
[00:03:11.520 --> 00:03:14.200]  沒有根 你種不到
[00:03:14.200 --> 00:03:16.440]  但是我們這四盤桔呢
[00:03:16.440 --> 00:03:18.440]  有根的
[00:03:18.440 --> 00:03:22.640]  當他開完之後 你上四樓天台 你會繼續發現
[00:03:22.640 --> 00:03:26.240]  即是他的蹤跡 即是繼續生存在四樓天台那裏
[00:03:26.240 --> 00:03:28.720]  大概這個就是一個
[00:03:28.720 --> 00:03:33.680]  一個很重要的提醒 兩種果樹 兩種根基
[00:03:33.680 --> 00:03:35.040]  基本上
[00:03:35.040 --> 00:03:39.440]  即是對我一個喜歡種花的人來講 第一樣最關心就是
[00:03:39.440 --> 00:03:41.240]  你有沒有根那盤東西
[00:03:41.240 --> 00:03:43.120]  即是如果沒有根 我大概指點操作
[00:03:43.120 --> 00:03:46.440]  即是擺完沒有 扔了它 幾日之後
[00:03:46.440 --> 00:03:48.440]  那就很容易處理
[00:03:48.440 --> 00:03:50.000]  但如果他有根的呢
[00:03:50.000 --> 00:03:53.000]  那我有個直覺就是
[00:03:53.000 --> 00:03:57.120]  我怎樣都想去種下他 看看種不種得生
[00:03:57.120 --> 00:03:59.760]  但是即是你在新年買回來的那些 你會發現
[00:03:59.760 --> 00:04:02.960]  你一揭開 如果你一換盤的時候一揭開
[00:04:02.960 --> 00:04:06.560]  大概原來裏面是剛剛都是擺下去的
[00:04:06.560 --> 00:04:08.160]  原來都不是種了很久
[00:04:08.160 --> 00:04:10.160]  那你要重新處理過那些
[00:04:10.160 --> 00:04:13.720]  即是壞死了那些根部 再重新來種過
[00:04:13.720 --> 00:04:15.320]  一種是有根
[00:04:15.320 --> 00:04:17.440]  一種是沒有根
[00:04:17.440 --> 00:04:19.840]  那配合登山補訓
[00:04:19.840 --> 00:04:23.920]  最後環節那個教導的時候 兩種根基
[00:04:23.920 --> 00:04:28.480]  基本上我們今天就要明白這段經文對我們在今天
[00:04:28.480 --> 00:04:30.280]  即是帶來的意義
[00:04:30.280 --> 00:04:35.320]  我們怎樣在裏面 即是來到去發現當中的意義呢
[00:04:35.320 --> 00:04:38.720]  那我是有少少兵行險著 今天
[00:04:38.720 --> 00:04:43.560]  既然想到這一步 那我覺得都是這樣預備 是不是
[00:04:43.560 --> 00:04:46.480]  但是在新星頭裏面 我試一下
[00:04:46.480 --> 00:04:53.040]  如果配合今天有根有基這一種的講道就是
[00:04:53.040 --> 00:04:56.960]  我想從登山補訓的結構
[00:04:56.960 --> 00:04:59.280]  大家聽到結構 嘔了嘴
[00:04:59.280 --> 00:05:02.720]  大佬 即是還有一些小學生在那裏 趕了一下
[00:05:02.720 --> 00:05:05.280]  但是不要緊 既然有根有基
[00:05:05.280 --> 00:05:08.880]  我們都需要向下紮根 深一點點
[00:05:08.880 --> 00:05:10.720]  我估大家是可以處理到
[00:05:10.720 --> 00:05:12.400]  所以一開始的時候
[00:05:12.400 --> 00:05:16.280]  第一件事就是大家 重新打開這部聖經
[00:05:16.280 --> 00:05:22.720]  如果蓋上 因為有一些經文牽涉到第五 第六和第七章
[00:05:22.720 --> 00:05:25.280]  那你就不要打 不要揭開聖經
[00:05:25.280 --> 00:05:32.240]  否則就跟不上入籍路
[00:05:32.240 --> 00:05:36.000]  基本上從經文的結構裏面
[00:05:36.000 --> 00:05:41.520]  即是我們看見其實登山補訓是一段很工整的結構
[00:05:41.520 --> 00:05:46.120]  由之前幾個星期開始 莫生開始講登山補訓
[00:05:46.120 --> 00:05:49.040]  去到今天 即是去到結尾的時候
[00:05:49.040 --> 00:05:54.200]  可以這樣說 是從有三段的警告來到結尾
[00:05:54.200 --> 00:05:59.160]  在當中來到去 怎樣我們看他領受上帝的說話
[00:05:59.160 --> 00:06:03.000]  如果大家揭開第五章 第三節開始
[00:06:03.000 --> 00:06:04.840]  即是你們耳熟能詳的了
[00:06:04.840 --> 00:06:07.760]  在當中來到去 開始了登山補訓
[00:06:07.760 --> 00:06:10.880]  然後去到第七章尾的時候
[00:06:10.880 --> 00:06:14.320]  就結束了這段經文的講道
[00:06:14.320 --> 00:06:18.720]  而且還是經過有三段的警告來到結束
[00:06:18.720 --> 00:06:22.880]  而大家 我想你們都會有一種感覺
[00:06:22.880 --> 00:06:26.440]  就是前後 有前有後
[00:06:26.440 --> 00:06:27.600]  那中間呢?
[00:06:27.600 --> 00:06:32.480]  那中間就是登山補訓裏面一個很重要的提醒
[00:06:32.480 --> 00:06:36.120]  而裏面的論述 主耶穌裏面的提醒
[00:06:36.120 --> 00:06:44.000]  就是一前一後裏面所要提醒的精華的所在
[00:06:44.000 --> 00:06:48.760]  這個精華就是由五章十七節至到七章十二節
[00:06:48.760 --> 00:06:51.800]  就是在說要紮根的地方
[00:06:51.800 --> 00:06:54.120]  而這個在說紮根的地方
[00:06:54.120 --> 00:06:57.600]  甚至在當中來到去提到
[00:06:57.600 --> 00:07:01.160]  你甚至可以從裏面的提醒來到去分辨
[00:07:01.160 --> 00:07:04.320]  真假 即是這個情況
[00:07:04.320 --> 00:07:08.480]  所以從經文的結構的內容裏面
[00:07:08.480 --> 00:07:13.960]  其實裏面的提醒已經是很豐富
[00:07:13.960 --> 00:07:15.720]  讓我們來到去看看
[00:07:15.720 --> 00:07:20.920]  怎樣可以從裏面我們又找出三個的向導
[00:07:20.920 --> 00:07:25.120]  來到去打穩我們信仰的根基
[00:07:25.120 --> 00:07:29.600]  從第五 第六章裏面的提醒
[00:07:29.600 --> 00:07:34.480]  即是在登山部分之後就是說登山部分的延續
[00:07:34.480 --> 00:07:40.000]  而第五 第六章基本上裏面有一個正
[00:07:40.000 --> 00:07:42.080]  一個反的提醒
[00:07:42.080 --> 00:07:45.160]  第五章裏面帶出一個正面的提醒
[00:07:45.160 --> 00:07:47.040]  就是要弟兄姊妹
[00:07:47.040 --> 00:07:50.840]  你們要承傳律法的精神
[00:07:50.840 --> 00:07:52.840]  即是我們要下山
[00:07:52.840 --> 00:07:55.720]  怎樣承傳律法的精神呢?
[00:07:55.720 --> 00:07:59.640]  在當中不單止不犯法
[00:07:59.640 --> 00:08:03.440]  即是只是滿足律法最低的要求
[00:08:03.440 --> 00:08:05.680]  之前我都略略有提過
[00:08:05.680 --> 00:08:08.080]  當講到這段經文的時候
[00:08:08.080 --> 00:08:10.320]  不單止不犯法
[00:08:10.320 --> 00:08:14.000]  更加要在一個最低的要求底下
[00:08:14.000 --> 00:08:18.640]  我們要去提升去滿足律法的精神
[00:08:18.640 --> 00:08:21.520]  馬太在聖經裏面
[00:08:21.520 --> 00:08:27.200]  她當中從舊約一些條文裏面提出一些新的解釋
[00:08:27.200 --> 00:08:28.280]  是否釋法呢?
[00:08:28.280 --> 00:08:31.960]  主耶穌要釋法當然是沒有意義的
[00:08:31.960 --> 00:08:35.480]  她分成兩組來解釋
[00:08:35.480 --> 00:08:37.320]  大家來看
[00:08:37.320 --> 00:08:42.600]  而這兩組的經文分別在第五章二十一節
[00:08:42.600 --> 00:08:44.920]  和五章三十三節
[00:08:44.920 --> 00:08:46.960]  這兩組的經文裏面
[00:08:46.960 --> 00:08:51.800]  分別作出每一組有三項的提醒
[00:08:51.800 --> 00:08:56.040]  大家可以略略記錄下來
[00:08:56.040 --> 00:08:58.040]  而這兩組的提醒裏面
[00:08:58.040 --> 00:09:00.080]  包括有什麼提醒呢?
[00:09:00.080 --> 00:09:04.280]  裏面提到不可殺人
[00:09:04.280 --> 00:09:07.240]  在當中是對應著我們的心
[00:09:07.240 --> 00:09:11.040]  你不要對人產生怨恨
[00:09:11.040 --> 00:09:12.800]  特別是新星頭
[00:09:12.800 --> 00:09:19.320]  很多我們家族之間可能很多恩怨情仇
[00:09:19.320 --> 00:09:21.240]  恩恩怨怨
[00:09:21.240 --> 00:09:22.360]  化解了它
[00:09:22.360 --> 00:09:23.880]  或者放下了它
[00:09:23.880 --> 00:09:26.040]  包括我自己在內
[00:09:26.040 --> 00:09:28.120]  其實在家族裏面
[00:09:28.120 --> 00:09:29.600]  在家庭當中
[00:09:29.600 --> 00:09:32.480]  可以因為很少的事
[00:09:32.480 --> 00:09:36.200]  我覺得是一粒芝麻綠豆的小事
[00:09:36.200 --> 00:09:37.080]  不知為何
[00:09:37.080 --> 00:09:38.360]  非理性的一些事
[00:09:38.360 --> 00:09:39.560]  可以引爆到
[00:09:39.560 --> 00:09:43.200]  我覺得要不要弄得這麼複雜
[00:09:43.200 --> 00:09:44.120]  我看你這樣
[00:09:44.120 --> 00:09:45.000]  你又看我這樣
[00:09:45.000 --> 00:09:48.760]  會不會在新星頭裏面
[00:09:48.760 --> 00:09:49.960]  在經文裏面開始
[00:09:49.960 --> 00:09:52.240]  讓我們在直覺聖經裏面
[00:09:52.240 --> 00:09:53.920]  重新去想
[00:09:53.920 --> 00:09:55.480]  怎樣可以化解了
[00:09:55.480 --> 00:09:59.200]  或者放下這些心裏面的怨恨呢?
[00:09:59.200 --> 00:10:03.080]  以致我們從不可殺人
[00:10:03.080 --> 00:10:04.160]  這句說話裏面
[00:10:04.160 --> 00:10:08.720]  來給我們提升和提醒
[00:10:08.720 --> 00:10:11.280]  第二是不可姦淫
[00:10:11.280 --> 00:10:13.720]  他提到是眼睛
[00:10:13.720 --> 00:10:14.520]  眼睛裏面
[00:10:14.520 --> 00:10:18.320]  我們會不會帶著很多的情慾呢?
[00:10:18.320 --> 00:10:21.840]  進而在這些眼睛的情慾裏面
[00:10:21.840 --> 00:10:23.520]  作出進一步的行動
[00:10:23.520 --> 00:10:26.400]  聖經說到就是優妻這件事
[00:10:26.400 --> 00:10:27.760]  見到有個靚女
[00:10:27.760 --> 00:10:29.280]  又年輕
[00:10:29.280 --> 00:10:30.640]  樣靚身材正
[00:10:30.640 --> 00:10:34.000]  那就不要自己糟糠之妻
[00:10:34.000 --> 00:10:35.400]  我想在社會裏面
[00:10:35.400 --> 00:10:38.960]  久不久我們都會有聽聞這些事情發生
[00:10:38.960 --> 00:10:41.640]  但是對我們的弟兄姊妹
[00:10:41.640 --> 00:10:43.600]  我們作為跟從主的人
[00:10:43.600 --> 00:10:45.080]  我們會不會因此
[00:10:45.080 --> 00:10:47.960]  真的跟隨了一些世俗的文化
[00:10:47.960 --> 00:10:48.760]  或者觀念
[00:10:48.760 --> 00:10:53.000]  因為一些事情而吸引了我們的眼目
[00:10:53.000 --> 00:10:54.960]  而放下了我們真正
[00:10:54.960 --> 00:11:00.560]  要去持守的一些關係和親情呢?
[00:11:00.560 --> 00:11:03.280]  接著第二組的提醒裏面
[00:11:03.280 --> 00:11:06.360]  在當中提醒我們不可背誓
[00:11:06.360 --> 00:11:07.800]  即是不可背讓
[00:11:07.800 --> 00:11:10.600]  在裏面提醒我們
[00:11:10.600 --> 00:11:12.760]  如果你真的講真話
[00:11:12.760 --> 00:11:14.480]  你真的很坦誠
[00:11:14.480 --> 00:11:16.720]  來面對我們的事實
[00:11:16.720 --> 00:11:20.000]  或者是我們面對一些真實的時候
[00:11:20.000 --> 00:11:23.560]  其實你不需要去起誓
[00:11:23.560 --> 00:11:24.520]  是就是
[00:11:24.520 --> 00:11:25.880]  不是就不是
[00:11:25.880 --> 00:11:30.000]  這個亦都是在我們的信仰生活裏面
[00:11:30.000 --> 00:11:35.240]  可以來作出一個很重要的提醒
[00:11:35.240 --> 00:11:37.600]  而在我們一個叫做
[00:11:37.600 --> 00:11:40.920]  時常面對網絡的文化當中
[00:11:40.920 --> 00:11:46.240]  其實這件事是可以很容易就踩了線
[00:11:46.240 --> 00:11:50.480]  在近日和一些弟兄姊妹去討論一些
[00:11:50.480 --> 00:11:53.480]  網上的一些買賣
[00:11:53.480 --> 00:11:56.440]  交易或者交收的事情
[00:11:56.440 --> 00:12:02.440]  原來是可以讓一些
[00:12:02.440 --> 00:12:04.600]  其實沒有的東西
[00:12:04.600 --> 00:12:08.440]  我們是可以去讓人誤以為
[00:12:08.440 --> 00:12:11.040]  我們是有這件事
[00:12:11.040 --> 00:12:15.240]  在當中原來在網絡上面
[00:12:15.240 --> 00:12:17.760]  這件事是可以是很泛濫
[00:12:17.760 --> 00:12:19.760]  聊天的時候
[00:12:19.760 --> 00:12:23.240]  其實投機炒賣都是類似的事情
[00:12:23.240 --> 00:12:27.040]  難怪當時金融風暴、雷曼爆破
[00:12:27.040 --> 00:12:28.880]  原本你可能沒有這件事
[00:12:28.880 --> 00:12:31.240]  或者你不是完全擁有這件事
[00:12:31.240 --> 00:12:32.800]  但是你吹到
[00:12:32.800 --> 00:12:35.960]  你講到你好像真的有這件事的時候
[00:12:35.960 --> 00:12:41.120]  這個都是一個信仰值得反省的地方
[00:12:41.120 --> 00:12:43.400]  接著他再提醒就是
[00:12:43.400 --> 00:12:46.200]  不要以眼還眼,以牙還牙
[00:12:46.200 --> 00:12:49.720]  要用愛來回應
[00:12:49.720 --> 00:12:52.240]  我用一個這樣的對比
[00:12:52.240 --> 00:12:54.240]  就是以眼還牙,以牙還牙
[00:12:54.240 --> 00:12:56.240]  是一種報復的行動
[00:12:56.240 --> 00:12:58.760]  但是你知道了
[00:12:58.760 --> 00:13:00.760]  作為中國人
[00:13:00.760 --> 00:13:02.760]  我們不講報復
[00:13:02.760 --> 00:13:04.760]  好像心裡有點不舒服
[00:13:04.760 --> 00:13:06.760]  君子報仇
[00:13:06.760 --> 00:13:08.360]  幾多年了?
[00:13:08.360 --> 00:13:11.960]  十年都不遲嘛,是吧?
[00:13:11.960 --> 00:13:13.560]  所以我覺得
[00:13:13.560 --> 00:13:16.360]  我將本色化許的時候就是
[00:13:16.360 --> 00:13:20.160]  我們怎樣去代入這句話
[00:13:20.160 --> 00:13:22.160]  君子報仇,十年未晚
[00:13:22.160 --> 00:13:24.160]  以牙還牙,以牙還牙
[00:13:24.160 --> 00:13:26.160]  我要用十倍來報復你
[00:13:26.160 --> 00:13:29.160]  相對上,可不可以用一個報復
[00:13:29.160 --> 00:13:32.160]  這種情緒,這種衝動
[00:13:32.160 --> 00:13:36.160]  用愛來填補
[00:13:36.160 --> 00:13:39.160]  意思就是說
[00:13:39.160 --> 00:13:42.160]  我可不可以用愛
[00:13:42.160 --> 00:13:44.160]  好像你報仇那樣報
[00:13:44.160 --> 00:13:47.160]  以愛來報愛呢?
[00:13:47.160 --> 00:13:50.160]  我們詩歌也有唱,我覺得很有意思
[00:13:50.160 --> 00:13:53.160]  之前,邵華也有帶過唱
[00:13:53.160 --> 00:13:55.160]  Hazel也有帶過唱
[00:13:55.160 --> 00:13:58.160]  一次,穆華在青崇也有帶過來唱
[00:13:58.160 --> 00:14:01.160]  就是一首歌叫以愛還愛
[00:14:01.160 --> 00:14:03.160]  大家記不記得?
[00:14:03.160 --> 00:14:05.160]  我通常都在柴浸司聽到
[00:14:05.160 --> 00:14:06.160]  時常都聽到這首詩
