
[00:00:00.000 --> 00:00:05.000]  感謝神透過剛才的詩班唱了一首很優美的詩歌
[00:00:05.000 --> 00:00:10.000]  沒有十家,我們就不會有真正的冠冕
[00:00:10.000 --> 00:00:15.000]  沒有基督的眼淚,我們就不會有真正的安慰
[00:00:15.000 --> 00:00:20.000]  沒有祂的死亡,我們也不會有生命
[00:00:20.000 --> 00:00:24.000]  沒有祂的鞭傷,我們也不會得著醫治
[00:00:25.000 --> 00:00:30.000]  人生其實有很多這些際遇,讓我們明白
[00:00:30.000 --> 00:00:33.000]  究竟我們作為一個基督的群體
[00:00:33.000 --> 00:00:37.000]  我們究竟是否信了耶穌,無災無難
[00:00:37.000 --> 00:00:41.000]  我們一直可以很平順去面對
[00:00:41.000 --> 00:00:45.000]  其實正正現實的生活告訴我們不是
[00:00:45.000 --> 00:00:48.000]  這是充滿著苦難和罪惡的世界
[00:00:48.000 --> 00:00:53.000]  但我們也被提醒,神要透過他的獨生愛子耶穌
[00:00:54.000 --> 00:00:59.000]  被差遣,來到這個世界,祂道成為肉身
[00:00:59.000 --> 00:01:02.000]  充充滿滿的有恩典,也有真理
[00:01:02.000 --> 00:01:06.000]  耶穌不是來到這個世界失宿一角
[00:01:06.000 --> 00:01:13.000]  祂但是要進入人群裏面,去撫平我們裏頭內心一切的憂傷
[00:01:13.000 --> 00:01:17.000]  主耶穌也可以看見我們每一個人心底裏面
[00:01:17.000 --> 00:01:20.000]  你今天掙扎的任何一個位置
[00:01:21.000 --> 00:01:25.000]  主是要我們去明白,不是你單獨去掙扎
[00:01:25.000 --> 00:01:31.000]  而是你可以和他所建立的地上教會,就是基督的群體
[00:01:31.000 --> 00:01:35.000]  我們一齊去面對,一齊去靠著他
[00:01:35.000 --> 00:01:41.000]  我們去過一個蒙釋放和醫治的生活
[00:01:41.000 --> 00:01:44.000]  我今天和大家看的這段經文
[00:01:44.000 --> 00:01:47.000]  正是接續上一次李文耀博士在我們當中
[00:01:48.000 --> 00:01:51.000]  《哥羅西書》第三章,大家都記得很清楚
[00:01:51.000 --> 00:01:54.000]  他從第一節講到第十一節
[00:01:54.000 --> 00:02:00.000]  頭四節是講到我們基督徒的新生命的人生
[00:02:00.000 --> 00:02:04.000]  是源自我們因為耶穌基督從死裏復活
[00:02:04.000 --> 00:02:06.000]  這種能力是恩典
[00:02:06.000 --> 00:02:09.000]  這個憑據叫我們今天知道
[00:02:09.000 --> 00:02:12.000]  我們基督徒的生命所不同的地方
[00:02:12.000 --> 00:02:17.000]  不是靠自己的意志努力,我們去活得出來
[00:02:18.000 --> 00:02:21.000]  而是讓基督的生命藏在我們裏面
[00:02:21.000 --> 00:02:24.000]  而我們去體驗,而且去實踐
[00:02:24.000 --> 00:02:31.000]  第五到第十一節,上一次他和我們講到救人,救我這個生命
[00:02:31.000 --> 00:02:34.000]  我們要去勝過這些邪惡
[00:02:34.000 --> 00:02:37.000]  包括我們心裏的邪情私慾
[00:02:37.000 --> 00:02:41.000]  也包括我們口裏的污言穢語
[00:02:41.000 --> 00:02:44.000]  這兩樣東西我們都需要被拆毀
[00:02:44.000 --> 00:02:47.000]  我們要過一個新人的生活
[00:02:48.000 --> 00:02:50.000]  這個由第十二節開始會講
[00:02:50.000 --> 00:02:54.000]  所以我們讀這段經文之先和大家先有一個祈禱
[00:02:54.000 --> 00:02:58.000]  天父上帝我們願祢真理的聖靈指教我們
[00:02:58.000 --> 00:03:02.000]  讓我們打開你的聖經,我們願意你自己的說話
[00:03:02.000 --> 00:03:05.000]  親自去觸摸我們每一個人
[00:03:05.000 --> 00:03:08.000]  讓我們有一個受教的耳朵
[00:03:08.000 --> 00:03:12.000]  有一個樂意去聽道行動的心靈
[00:03:12.000 --> 00:03:15.000]  我們去盛載不單止是上帝的說話
[00:03:15.000 --> 00:03:17.000]  當我們明白了祢的旨意之後
[00:03:18.000 --> 00:03:21.000]  願意樂意去實踐在我們每一天的生活當中
[00:03:21.000 --> 00:03:25.000]  求主你親自在我們當中與我們同在
[00:03:25.000 --> 00:03:28.000]  讓講的聽的我們同感一靈
[00:03:28.000 --> 00:03:31.000]  同德造就,同上天恩的滋味
[00:03:31.000 --> 00:03:34.000]  我們同心祈禱,奉耶穌基督的聖名求,阿們
[00:03:34.000 --> 00:03:37.000]  讓我們一起讀這六節的聖經
[00:03:37.000 --> 00:03:39.000]  我們一起讀
[00:03:39.000 --> 00:03:44.000]  所以你們是時辰的選民,聖潔無礙的人
[00:03:45.000 --> 00:03:49.000]  要穿上蓮紋,恩慈,謙虛,溫柔和忍耐
[00:03:49.000 --> 00:03:56.000]  倘若這人與那人有嫌隙,總要彼此容忍,彼此饒恕
[00:03:56.000 --> 00:04:01.000]  主怎樣饒恕了你們,你們也要怎樣饒恕人
[00:04:01.000 --> 00:04:07.000]  除此以外,還要穿上愛心,因為愛是貫通全德的
[00:04:07.000 --> 00:04:13.000]  你們要讓基督所賜的和平在你們心裡作主
[00:04:14.000 --> 00:04:17.000]  也為此蒙照,歸為一體
[00:04:17.000 --> 00:04:22.000]  你們還要傳感謝的心,當用各樣的智慧
[00:04:22.000 --> 00:04:26.000]  擺在基督的道,豐豐富富的存在心裡
[00:04:26.000 --> 00:04:31.000]  用詩篇讚美詩,靈哥彼此教導
[00:04:31.000 --> 00:04:35.000]  互相勸誡,以感恩的心,歌頌神
[00:04:35.000 --> 00:04:40.000]  你們無論做什麼,或說話,或行事
[00:04:41.000 --> 00:04:45.000]  都要奉主耶穌的名,借著祂感謝父神
[00:05:11.000 --> 00:05:14.000]  當我們願意讓基督的生命在我們裡面彰顯的時候
[00:05:14.000 --> 00:05:18.000]  你發覺我們是可以感恩的,不是你自己個人感恩
[00:05:18.000 --> 00:05:24.000]  是我們可以和我們周圍的基督群體的每一個一起去感謝神
[00:05:24.000 --> 00:05:29.000]  教會也好,我們的家庭也好,我們工作的環境也好
[00:05:29.000 --> 00:05:32.000]  當基督徒是生活在這些處境底下
[00:05:32.000 --> 00:05:35.000]  我們知道原來信仰是承托著我們
[00:05:35.000 --> 00:05:38.000]  而且給我們一個真正的出路
[00:05:39.000 --> 00:05:43.000]  我們不是被困在一些眼前地上的掙扎
[00:05:43.000 --> 00:05:46.000]  或者一些極度困難的處境裡面
[00:05:46.000 --> 00:05:51.000]  讓我們來看看保羅如何提醒我們
[00:05:51.000 --> 00:05:54.000]  基督的群體在我們說我們怎樣生活之前
[00:05:54.000 --> 00:05:57.000]  我們要明白我們是什麼身份
[00:05:57.000 --> 00:06:02.000]  所以基於前文說舊人之後
[00:06:02.000 --> 00:06:06.000]  既然我們有這個新的被造的可能性
[00:06:07.000 --> 00:06:09.000]  我們能夠有一個不一樣的生活態度
[00:06:09.000 --> 00:06:12.000]  我們應該要知道我們的身份
[00:06:12.000 --> 00:06:14.000]  這裡用三方面介紹
[00:06:14.000 --> 00:06:18.000]  是神的選民,聖潔,蒙愛的人
[00:06:18.000 --> 00:06:23.000]  這個揀選是出於上帝的恩典
[00:06:23.000 --> 00:06:26.000]  我們去年用了一年去講羅馬書
[00:06:26.000 --> 00:06:30.000]  希望你今天不會還在想著
[00:06:30.000 --> 00:06:35.000]  我們作為神的兒女要靠努力去行善或者守住律法
[00:06:36.000 --> 00:06:38.000]  不是說這些東西不好
[00:06:38.000 --> 00:06:41.000]  但是你無法靠這些東西來跟神交換
[00:06:41.000 --> 00:06:45.000]  你根本沒有條件可以跟神交換救恩
[00:06:45.000 --> 00:06:48.000]  我們今天是百百蒙恩得救的人
[00:06:48.000 --> 00:06:51.000]  我們被稱為一個很大的恩典聯盟
[00:06:51.000 --> 00:06:53.000]  就是出於神的揀選
[00:06:53.000 --> 00:06:56.000]  神的揀選在這裡說
[00:06:56.000 --> 00:06:58.000]  聖潔蒙愛一樣
[00:06:58.000 --> 00:07:01.000]  神揀選我們要分別出來
[00:07:01.000 --> 00:07:03.000]  在這個世上的萬俗裡面
[00:07:04.000 --> 00:07:06.000]  將他榮耀的心意
[00:07:06.000 --> 00:07:10.000]  將他怎樣愛世人的心懷
[00:07:10.000 --> 00:07:13.000]  透過他的兒女們彰顯出來
[00:07:13.000 --> 00:07:16.000]  如果我們今天明白我們這個身份的時候
[00:07:16.000 --> 00:07:18.000]  正是保羅要回應
[00:07:18.000 --> 00:07:21.000]  哥羅西這個教會當時的背景
[00:07:21.000 --> 00:07:24.000]  第二將他處理了那些假先知假師父
[00:07:24.000 --> 00:07:26.000]  一些假的教導
[00:07:26.000 --> 00:07:28.000]  叫我們不要跟隨
[00:07:28.000 --> 00:07:30.000]  你不是靠律法主義去稱義
[00:07:30.000 --> 00:07:33.000]  你不是靠這些拜天使
[00:07:34.000 --> 00:07:35.000]  唯一的忠報
[00:07:35.000 --> 00:07:37.000]  唯一的至高者
[00:07:37.000 --> 00:07:39.000]  就是這位基督耶穌
[00:07:39.000 --> 00:07:42.000]  在神和人中間只有這位忠報
[00:07:42.000 --> 00:07:44.000]  我們要感謝神
[00:07:44.000 --> 00:07:49.000]  就是舊約的選民和新約的教會
[00:07:49.000 --> 00:07:52.000]  大家這個身份都是一致的
[00:07:52.000 --> 00:07:54.000]  上帝不是出爾反爾
[00:07:54.000 --> 00:07:57.000]  當時有些假師父就是說
[00:07:57.000 --> 00:07:59.000]  神沒有揀選內邦人
[00:07:59.000 --> 00:08:02.000]  神只是揀選以色列民
[00:08:03.000 --> 00:08:04.000]  他們是誤解了神的心意
[00:08:04.000 --> 00:08:07.000]  在舊約神都已經很清楚
[00:08:07.000 --> 00:08:09.000]  去彰顯他這個救贖
[00:08:09.000 --> 00:08:12.000]  由阿伯拉罕被揀選蒙召
