
[00:00:00.000 --> 00:00:02.000]  讓我們在聆聽主導語先
[00:00:02.000 --> 00:00:04.200]  讓我們一起同心低頭禱告
[00:00:04.200 --> 00:00:05.760]  仰望我們主我們的神
[00:00:05.760 --> 00:00:08.360]  讓我們同心低頭禱告
[00:00:08.360 --> 00:00:09.600]  慈悲的天父多謝祢
[00:00:09.600 --> 00:00:13.900]  讓我們能夠再次回到祢寶貴的說話的面前
[00:00:13.900 --> 00:00:16.000]  能夠藉著祢的啟示
[00:00:16.000 --> 00:00:19.800]  讓我們能夠一同去明白主祢的心思意念
[00:00:19.800 --> 00:00:21.100]  求祢的幫助
[00:00:21.100 --> 00:00:23.120]  讓我們每一個能夠
[00:00:23.120 --> 00:00:24.800]  無論是講的、聽的
[00:00:24.800 --> 00:00:26.700]  都同夢主祢的恩福
[00:00:26.700 --> 00:00:28.300]  藉著聖靈的引導
[00:00:28.300 --> 00:00:30.800]  使我們能夠更了解
[00:00:30.800 --> 00:00:33.400]  在我們每一天的生命生活裏面
[00:00:33.400 --> 00:00:35.900]  能夠活出主祢的樣式
[00:00:35.900 --> 00:00:37.000]  求祢的幫助
[00:00:37.000 --> 00:00:38.500]  我們同心的禱告
[00:00:38.500 --> 00:00:41.100]  奉靠主耶穌基督德性的名字
[00:00:41.100 --> 00:00:43.300]  阿門
[00:00:43.300 --> 00:00:45.800]  今天和大家一起思想的經文
[00:00:45.800 --> 00:00:49.800]  是出自於《馬太福音》的第五章
[00:00:49.800 --> 00:00:52.000]  從第十三節至第十六節
[00:00:52.000 --> 00:00:55.000]  今天和大家一起思想的題目是叫做
[00:00:55.000 --> 00:00:58.500]  叫人尊敬上帝
[00:00:58.500 --> 00:01:02.700]  正如我們在先前一直已經開始打開去看
[00:01:02.700 --> 00:01:06.400]  登山補訓這段經文的時候
[00:01:06.400 --> 00:01:09.400]  我已經和大家一起去提及過
[00:01:09.400 --> 00:01:12.900]  登山補訓其實其中一個最重要的目的
[00:01:12.900 --> 00:01:16.600]  就是主耶穌基督藉著這一篇的講章
[00:01:16.600 --> 00:01:21.500]  將祂在對於上帝祂的說話的詮釋
[00:01:21.500 --> 00:01:25.800]  能夠清楚地傳遞給當時的猶太人
[00:01:25.800 --> 00:01:27.800]  甚至猶太人的基督徒
[00:01:27.800 --> 00:01:29.700]  他們去明白得到
[00:01:29.700 --> 00:01:31.700]  為什麼耶穌要這樣做呢?
[00:01:31.700 --> 00:01:33.300]  因為很多時候
[00:01:33.300 --> 00:01:36.600]  他們以為已經耳熟能詳的經文
[00:01:36.600 --> 00:01:40.500]  或者他們已經熟悉到無可再熟悉的經文
[00:01:40.500 --> 00:01:43.200]  他們應該是十拿九穩的了
[00:01:43.200 --> 00:01:44.100]  沒什麼問題
[00:01:44.100 --> 00:01:49.600]  應該絕對能夠清楚掌握上帝在當中的教訓
[00:01:49.600 --> 00:01:52.500]  但是在前文我已經和大家講過了
[00:01:52.500 --> 00:01:55.900]  很多時候我們越熟悉的經文
[00:01:55.900 --> 00:02:00.400]  反而就是因為我們太過多人去講的時候
[00:02:00.400 --> 00:02:05.100]  越來越將這段聖經的原本的意思將它混淆
[00:02:05.100 --> 00:02:08.600]  甚至變成有曲解聖經的現象
[00:02:08.600 --> 00:02:10.900]  猶太人也都有這個問題
[00:02:10.900 --> 00:02:16.600]  因為當他們自從在從摩西去領受這個十誡開始
[00:02:16.600 --> 00:02:20.200]  後來直到上帝與他們同行的時候
[00:02:20.200 --> 00:02:22.400]  怎樣直接在摩西五經裡面
[00:02:22.400 --> 00:02:26.600]  將律法能夠清楚啟明之後
[00:02:26.600 --> 00:02:31.400]  很多的經文漸漸被很多的猶太人開始去曲解
[00:02:31.400 --> 00:02:35.500]  甚至是有一種亂用的現象
[00:02:35.500 --> 00:02:38.100]  所以今天我就和大家一起
[00:02:38.100 --> 00:02:41.800]  去在這個耶穌基督的講解
[00:02:41.800 --> 00:02:45.500]  這段登山補訓的動機的基礎之下
[00:02:45.500 --> 00:02:50.300]  我們一起去看看一段我們非常熟悉的經文
[00:02:50.300 --> 00:02:51.900]  在這段經文當中
[00:02:51.900 --> 00:02:54.500]  我相信能夠給大家看
[00:02:54.500 --> 00:02:58.400]  才會在過去這麼多年聽到的訊息
[00:02:58.400 --> 00:03:00.700]  關於這段經文的時候
[00:03:00.700 --> 00:03:03.100]  今天可能會給你一個
[00:03:03.100 --> 00:03:07.400]  截然不同更加大開眼界的一個解釋
[00:03:07.400 --> 00:03:09.700]  今天想和大家一起去思想的
[00:03:09.700 --> 00:03:13.700]  就是這個炎和光的比喻這段經文
[00:03:13.700 --> 00:03:16.600]  也可以說是登山補訓
[00:03:16.600 --> 00:03:20.500]  它的引言的第二個部分
[00:03:20.500 --> 00:03:24.400]  好了,讓我們大家一起去翻翻這段聖經
[00:03:24.400 --> 00:03:27.800]  讓我們一起去讀一下這段經文
[00:03:27.800 --> 00:03:29.200]  越熟悉的經文
[00:03:29.200 --> 00:03:31.000]  就可能越容易錯解
[00:03:31.000 --> 00:03:32.900]  或者有些東西是漏了
[00:03:32.900 --> 00:03:37.300]  在當中,其實我們一直都忘記了的東西
[00:03:37.300 --> 00:03:38.300]  好了,讓我們一起
[00:03:38.300 --> 00:03:42.400]  先一起同心讀這個和合本的版本經文
[00:03:42.400 --> 00:03:45.900]  好嗎?讓我們熟悉一下這段經文的內容
[00:03:45.900 --> 00:03:48.900]  好,馬太福音第五章
[00:03:48.900 --> 00:03:52.300]  第十三節至第十六節
[00:03:52.300 --> 00:03:55.200]  「你們是世上的鹽
[00:03:55.200 --> 00:03:57.600]  鹽若失了味
[00:03:57.600 --> 00:04:00.400]  怎能叫它再鹹呢?
[00:04:00.400 --> 00:04:02.000]  以後無用
[00:04:02.000 --> 00:04:04.400]  不過凋在外面
[00:04:04.400 --> 00:04:06.900]  被人踐踏了
[00:04:06.900 --> 00:04:10.200]  你們是世上的光
[00:04:10.200 --> 00:04:14.600]  承造在山上是不能隱藏的
[00:04:14.600 --> 00:04:16.100]  人點燈
[00:04:16.100 --> 00:04:18.300]  不放在斗底下
[00:04:18.300 --> 00:04:21.500]  是放在燈台上
[00:04:21.500 --> 00:04:24.300]  就照亮一家的人
[00:04:24.300 --> 00:04:28.400]  你們的光也當這樣照在人前
[00:04:28.400 --> 00:04:31.600]  叫他們看見你們的好行為
[00:04:31.600 --> 00:04:39.400]  便將榮耀歸給你們在天上的虎」
[00:04:39.400 --> 00:04:41.200]  在這段經文裡面
[00:04:41.200 --> 00:04:43.500]  我們會看到
[00:04:43.500 --> 00:04:47.400]  承接上文八福的經文
[00:04:47.400 --> 00:04:50.900]  作者繼續記錄耶穌基督
[00:04:50.900 --> 00:04:56.100]  他這段講道的內容是什麼
[00:04:56.100 --> 00:04:58.200]  原來耶穌有一個動機
[00:04:58.200 --> 00:05:00.200]  在這段聖經裡面
[00:05:00.200 --> 00:05:02.500]  其實是希望幫助
[00:05:02.500 --> 00:05:06.800]  無論是讀者或者他當時第一批的聽眾
[00:05:06.800 --> 00:05:09.600]  當他們清楚界定了
[00:05:09.600 --> 00:05:13.900]  知道他們成為蒙福的人之後
[00:05:13.900 --> 00:05:17.200]  這群人既然成為蒙福的人
[00:05:17.200 --> 00:05:19.300]  又聽到上帝的訊息
[00:05:19.300 --> 00:05:22.800]  究竟他的目的是何在呢?
[00:05:22.800 --> 00:05:25.300]  聽訊息有什麼目的呢?
[00:05:25.300 --> 00:05:28.800]  今天很多時候我們教會經常說
[00:05:28.800 --> 00:05:30.800]  聽道
[00:05:30.800 --> 00:05:32.600]  甚至我們經常說
[00:05:32.600 --> 00:05:35.900]  聽道要行道
[00:05:35.900 --> 00:05:40.200]  但是在這個大原則之下
[00:05:40.200 --> 00:05:42.700]  究竟我們應該怎樣走呢?
[00:05:42.700 --> 00:05:46.700]  上帝的目的要我們走到什麼地步
[00:05:46.700 --> 00:05:49.200]  是想我們達至什麼目的呢?
[00:05:49.200 --> 00:05:52.700]  這個反而是一個更加重要的題目
[00:05:52.700 --> 00:05:54.500]  不只是念口講講
[00:05:54.500 --> 00:05:56.500]  我們要聽道行道
[00:05:56.500 --> 00:05:57.800]  學道
[00:05:57.800 --> 00:05:59.000]  就這麼簡單
[00:05:59.000 --> 00:06:01.300]  很多時候基督徒聽了道
[00:06:01.300 --> 00:06:04.100]  其實眼雲煙或者胡亂使用
[00:06:04.100 --> 00:06:07.600]  反而可能成為了上帝的羞辱
[00:06:07.600 --> 00:06:09.900]  今天我們就從這段聖經
[00:06:09.900 --> 00:06:12.600]  去看看究竟什麼意思
[00:06:12.600 --> 00:06:16.900]  其實這段聖經有一個很重要的基礎
[00:06:16.900 --> 00:06:19.700]  尤其是去談論到
[00:06:19.700 --> 00:06:22.200]  怎樣去散發出
[00:06:22.200 --> 00:06:26.900]  神的子民應有他們的樣式
[00:06:26.900 --> 00:06:30.000]  在聖經裏面
[00:06:30.000 --> 00:06:32.000]  其實這個談論到
[00:06:32.000 --> 00:06:36.900]  上帝的樣式其實不應該是陌生的題目
[00:06:36.900 --> 00:06:40.600]  早在創世紀的時候
[00:06:40.600 --> 00:06:43.400]  其實上帝已經談論到
[00:06:43.400 --> 00:06:50.200]  祂的樣式和人本身應有的互動關係
[00:06:50.200 --> 00:06:55.200]  如果大家還記得在創世紀的第一章
[00:06:55.200 --> 00:07:01.200]  從第26節至第28節的經文裏面
[00:07:01.200 --> 00:07:05.000]  上帝有一些很詳細的記載
[00:07:05.000 --> 00:07:08.000]  關於為什麼祂要做人
[00:07:08.000 --> 00:07:09.300]  這個原因
[00:07:09.300 --> 00:07:12.000]  或者我簡單再讀一次
[00:07:12.000 --> 00:07:15.400]  創世紀從第26節上帝這樣說
[00:07:15.400 --> 00:07:19.100]  我們要照著我們的形象
