
[00:00:00.000 --> 00:00:01.180]  丁姊妹 早晨
[00:00:01.180 --> 00:00:04.060]  很高興能夠在這裡再次跟大家一起
[00:00:04.060 --> 00:00:05.800]  去分享神的說話
[00:00:05.800 --> 00:00:10.300]  要一起以主的道理成為我們整個敬拜的中心
[00:00:10.300 --> 00:00:12.200]  讓在聆聽主道以先
[00:00:12.200 --> 00:00:16.080]  我們一起低頭禱告仰望在主的面前
[00:00:16.080 --> 00:00:17.340]  七位天父 多謝祢
[00:00:17.340 --> 00:00:19.340]  讓我們能夠再次回來
[00:00:19.340 --> 00:00:23.280]  在祢的說話的面前一起同心的學習
[00:00:23.280 --> 00:00:26.080]  求祢的聖靈帶領我們
[00:00:26.080 --> 00:00:29.180]  讓我們有一個準確的身心靈
[00:00:29.180 --> 00:00:32.060]  能夠明白主祢的心思、意念
[00:00:32.060 --> 00:00:33.600]  求祢的幫助
[00:00:33.600 --> 00:00:35.740]  因為單靠我們自己的能力
[00:00:35.740 --> 00:00:39.160]  我們所能夠得到的智慧是很有限的
[00:00:39.160 --> 00:00:41.700]  但是隨著祢的聖靈的誘導
[00:00:41.700 --> 00:00:45.000]  我們更加清楚明白主祢的心思
[00:00:45.000 --> 00:00:48.200]  讓我們能夠在生命的上面被祢模造
[00:00:48.200 --> 00:00:51.320]  求祢的幫助 阿們
[00:00:51.320 --> 00:00:54.660]  好 今天我們會再次回來
[00:00:54.660 --> 00:00:58.580]  去到《若疑書》最初頭的部分
[00:00:58.580 --> 00:01:00.740]  一起思想一個題目
[00:01:00.740 --> 00:01:05.560]  「當遇見天災時,我們當想起的事」
[00:01:05.560 --> 00:01:09.020]  讓我們能夠透過在今天《若疑書》的第一章
[00:01:09.020 --> 00:01:12.100]  第二節至第四節的部分
[00:01:12.100 --> 00:01:15.860]  一起去準確了解到我們今天
[00:01:15.860 --> 00:01:18.000]  所處身的這個世界
[00:01:18.000 --> 00:01:20.500]  我們在一個什麼樣的光景裏面
[00:01:20.500 --> 00:01:22.460]  而在這個世界當中
[00:01:22.460 --> 00:01:25.980]  我們也都應該怎樣去面對
[00:01:25.980 --> 00:01:29.580]  好 讓我們首先去聽神的導議
[00:01:29.580 --> 00:01:32.340]  讓我們先熟悉一下這段經文
[00:01:32.340 --> 00:01:34.740]  《若疑書》的第一章
[00:01:34.740 --> 00:01:37.580]  從第二節至第四節
[00:01:37.580 --> 00:01:41.000]  好 找到之後我們一起去讀這段經文
[00:01:41.000 --> 00:01:45.060]  好不好?我們會從第二節讀到第四節
[00:01:45.060 --> 00:01:47.800]  「老人啊!當聽我的話
[00:01:47.800 --> 00:01:52.060]  國中的居民啊 都要則以而聽
[00:01:52.060 --> 00:01:57.020]  在你們的日子 或你們列祖的日子
[00:01:57.020 --> 00:01:59.300]  曾有這樣的事嗎?
[00:01:59.300 --> 00:02:02.580]  你們要將這事傳語子
[00:02:02.580 --> 00:02:06.940]  子傳語孫 孫傳語後代
[00:02:06.940 --> 00:02:10.500]  輾從靜下的黃蟲來吃
[00:02:10.500 --> 00:02:14.300]  黃蟲靜下的男子來吃
[00:02:14.300 --> 00:02:19.660]  男子靜下的馬駕來吃」
[00:02:19.660 --> 00:02:22.900]  天災很多時候都會發生的
[00:02:22.900 --> 00:02:26.940]  來到我們今天這個21世紀
[00:02:26.940 --> 00:02:32.020]  以科技為主導的這個世界當中
[00:02:32.020 --> 00:02:34.900]  我們成為這個世界的一份子
[00:02:34.900 --> 00:02:38.940]  我們應該怎樣去理解天災
[00:02:38.940 --> 00:02:41.460]  和天災出現的時候
[00:02:41.460 --> 00:02:44.460]  我們也都應該怎樣去面對呢?
[00:02:44.460 --> 00:02:47.420]  我們是不是去著重怎樣
[00:02:47.420 --> 00:02:49.700]  去找一些什麼科技
[00:02:49.700 --> 00:02:53.220]  能夠幫助我們去將這些天災擊退
[00:02:53.220 --> 00:02:56.820]  還是我們又說利用人的意志
[00:02:56.820 --> 00:03:01.620]  人的手段 特別是政治上的手段
[00:03:01.620 --> 00:03:07.020]  去阻止天災為我們帶來更大的破壞呢?
[00:03:07.020 --> 00:03:11.700]  自從在2020年 就是去年的時間
[00:03:11.700 --> 00:03:14.820]  3月左右的春天時間
[00:03:14.820 --> 00:03:17.860]  直到現在大家大英姐妹都會留意到
[00:03:17.860 --> 00:03:19.580]  我一直都沒有和大家去
[00:03:19.580 --> 00:03:21.980]  真的很詳細去講一下
[00:03:21.980 --> 00:03:28.380]  有關於這個新冠狀病毒肺炎 COVID-19
[00:03:28.380 --> 00:03:31.900]  這個這樣的病究竟對於我們來講
[00:03:31.900 --> 00:03:33.580]  我們應該怎樣應對
[00:03:33.580 --> 00:03:37.020]  很多大英姐妹都沒有直接的聽到我去
[00:03:37.020 --> 00:03:40.340]  很詳細的為了這件事去禱告
[00:03:40.340 --> 00:03:42.420]  或者是為了這件事
[00:03:42.420 --> 00:03:45.540]  究竟我們的應對應該是怎樣的
[00:03:45.540 --> 00:03:50.060]  因為其實我一直都在等一個適合的時間
[00:03:50.060 --> 00:03:54.340]  禱告 祈求上帝給一個準確的時候給我
[00:03:54.340 --> 00:03:58.020]  可以將這個課題能夠更全面
[00:03:58.020 --> 00:04:02.900]  也都更仔細的去幫助弟兄姐妹明白
[00:04:02.900 --> 00:04:07.940]  來到今天 終於我可以有這樣的適合的時間
[00:04:07.940 --> 00:04:12.100]  上帝打開了約爾書這個部份
[00:04:12.100 --> 00:04:16.940]  讓我們去真是正正式式的去面對一次
[00:04:16.940 --> 00:04:19.980]  我們來到這些天災的時候
[00:04:19.980 --> 00:04:22.340]  一個這麼嚴肅的問題
[00:04:22.340 --> 00:04:25.180]  我們應該怎樣去面對
[00:04:25.180 --> 00:04:29.300]  今天當我們去打開約爾書的時候
[00:04:29.300 --> 00:04:33.220]  我們就會馬上會看見天災的發生
[00:04:33.220 --> 00:04:41.180]  也可以說是先知約爾去申述給當時的猶太人
[00:04:41.180 --> 00:04:42.740]  他們明白到
[00:04:42.740 --> 00:04:48.140]  他們將會面對一連串的這些天災的事情
[00:04:48.140 --> 00:04:49.940]  或者其實記載的時候
[00:04:49.940 --> 00:04:54.300]  可能這些事件已經頻頻在發生的了
[00:04:54.300 --> 00:04:57.820]  究竟他們怎樣去處理呢?
[00:04:57.820 --> 00:05:00.860]  是不是真是好像今天的人這麼說
[00:05:00.860 --> 00:05:03.060]  看人有些什麼能力
[00:05:03.060 --> 00:05:06.380]  用科技或者甚至去
[00:05:06.380 --> 00:05:12.300]  真是發明一些我們所謂疫苗等等的這些應對方式
[00:05:12.300 --> 00:05:16.980]  我們就能夠將這些天災人禍
[00:05:16.980 --> 00:05:20.100]  可以減到最低的傷亡
[00:05:20.100 --> 00:05:25.820]  或者甚至我們可以將這些天災能夠去擊退呢?
[00:05:25.820 --> 00:05:30.380]  首先第一樣我想和大家一起去明白一件事的
[00:05:30.380 --> 00:05:32.620]  所謂天災呢
[00:05:32.620 --> 00:05:39.020]  其實很多時候是人需要負很大的責任的
[00:05:39.020 --> 00:05:42.460]  很多時候有些人
[00:05:42.460 --> 00:05:45.980]  當他們去面對一些問題的時候
[00:05:45.980 --> 00:05:49.660]  他平時就會覺得自己天下無敵的
[00:05:49.660 --> 00:05:52.980]  但是當一出了事的時候他就賴天賴地
[00:05:52.980 --> 00:05:55.740]  譬如很簡單的一個現象
[00:05:55.740 --> 00:05:57.140]  就是譬如有些人
[00:05:57.140 --> 00:06:01.300]  我是明知道那個地方是很危險的
[00:06:01.300 --> 00:06:04.340]  譬如有一個例子就是說
[00:06:04.340 --> 00:06:10.980]  有一些地方根本是不適合建造一些高樓大廈的
[00:06:10.980 --> 00:06:17.100]  那些地方是由淤泥所組成的一些土壤
[00:06:17.100 --> 00:06:21.140]  其實我自己以前是讀地理學的
[00:06:21.140 --> 00:06:22.940]  對這方面也都很有興趣
[00:06:22.940 --> 00:06:26.940]  經常去研究有關於很多建築啊
[00:06:26.940 --> 00:06:30.820]  結構啊、地質啊等等這些的題目的
[00:06:30.820 --> 00:06:36.220]  那我曾經看過好幾條的這些紀錄片
[00:06:36.220 --> 00:06:40.220]  或者一些我們稱之為Documentary
[00:06:40.220 --> 00:06:44.380]  裡面介紹到在現今這個世界很多國家的人
[00:06:44.380 --> 00:06:49.660]  為著要顯出他自己國家的影響力
[00:06:49.660 --> 00:06:52.740]  那個經濟的成就
[00:06:52.740 --> 00:06:59.500]  於是乎甚至在一個很不適合建造一些高樓大廈的地方
[00:06:59.500 --> 00:07:04.260]  去建一些所謂世界上最高的摩天大廈
[00:07:04.260 --> 00:07:08.420]  在建的過程當中他們就去做很多探討
[00:07:08.420 --> 00:07:10.500]  其實我以前都學過的
[00:07:10.500 --> 00:07:14.180]  怎樣去探討土壤的特質
[00:07:14.180 --> 00:07:18.380]  他們就發現到原來很多這些的高樓大廈
[00:07:18.380 --> 00:07:19.660]  去建築的地方
[00:07:19.660 --> 00:07:23.420]  他們本身的地基層原本根本就不是一個盆石
[00:07:23.420 --> 00:07:29.100]  是一些淤泥、是一些浮動水分很高的一些土壤
[00:07:29.100 --> 00:07:32.780]  是完全不適合建造一些高樓大廈
[00:07:32.780 --> 00:07:35.780]  因為每一個高樓大廈當它建造起來
[00:07:35.780 --> 00:07:38.060]  它們都會有很大的重量
[00:07:38.060 --> 00:07:44.180]  而那個重量如果是建築在一個不穩固的根基上面的時候
[00:07:44.180 --> 00:07:48.860]  就很容易這些高樓大廈就會傾斜或者變形
[00:07:48.860 --> 00:07:51.620]  甚至會有倒塌的危機
[00:07:51.620 --> 00:07:56.500]  人今天就很喜歡向這些這樣的難度挑戰的
[00:07:56.500 --> 00:07:59.500]  原本不適合的地方他們就去做一些
[00:07:59.500 --> 00:08:05.300]  他們認為自己下指著科技能力可以做到的事情
[00:08:05.300 --> 00:08:08.660]  更加顯出自己有多麼的了不起
[00:08:08.660 --> 00:08:12.980]  有多麼的高超的科技能力
[00:08:12.980 --> 00:08:15.980]  在這個世界去表揚一下自己
[00:08:15.980 --> 00:08:19.260]  但是卻是發現到很多時候
[00:08:19.260 --> 00:08:22.180]  當突然間可能有一些天災
[00:08:22.180 --> 00:08:27.940]  比如大洪水啊 雨災啊等等發生的時候
[00:08:27.940 --> 00:08:33.540]  這些流雨不約而同的就會發生很多的問題出來了
[00:08:33.540 --> 00:08:37.180]  出來的時候往往那個情況是怎麼樣
[00:08:37.180 --> 00:08:38.660]  他們都會抵賴
[00:08:38.660 --> 00:08:43.220]  這些百年一遇的 這些災難不是經常有的
[00:08:43.220 --> 00:08:45.860]  但是問題就是 弟兄姊妹
[00:08:45.860 --> 00:08:50.020]  如果你明知道那個地方是一個危險的地方
[00:08:50.020 --> 00:08:54.940]  你明知道如果將自己置身在一個危機的邊緣
[00:08:54.940 --> 00:09:00.180]  但是你仍然是要希望在這些地方上面去下手
[00:09:00.180 --> 00:09:03.020]  去顯出自己的威風
[00:09:03.020 --> 00:09:07.140]  彩它就拿了 當得到這些建造起來的時候
