
[00:00:00.000 --> 00:00:04.500]  《錄音或錄影》
[00:00:04.500 --> 00:00:06.500]  此錄音或錄影的版權
[00:00:06.500 --> 00:00:09.500]  是屬於基督教宣導會北角堂所有
[00:00:09.500 --> 00:00:11.500]  我們的屬靈傳統之一
[00:00:11.500 --> 00:00:13.500]  是以真理教導為本
[00:00:13.500 --> 00:00:16.500]  歡迎您將此錄音或錄影的連結
[00:00:16.500 --> 00:00:17.500]  傳給親友
[00:00:17.500 --> 00:00:19.000]  懇請注意
[00:00:19.000 --> 00:00:20.500]  未經授權
[00:00:20.500 --> 00:00:23.500]  請勿轉錄或剪輯本錄音或錄影
[00:00:23.500 --> 00:00:28.500]  甚願好像《仕途行傳》20章32節下所說
[00:00:28.500 --> 00:00:30.500]  這道能建立你們
[00:00:30.500 --> 00:00:32.500]  叫你們和一切聖聖的人
[00:00:32.500 --> 00:00:34.500]  同得基業
[00:00:34.500 --> 00:00:40.500]  讓我們再一起祈禱
[00:00:40.500 --> 00:00:47.500]  真理的靈
[00:00:47.500 --> 00:00:49.500]  願祢在以下的時間
[00:00:49.500 --> 00:00:51.500]  帶領我們進入真理
[00:00:51.500 --> 00:00:53.500]  讓我們不單單明白
[00:00:53.500 --> 00:00:55.500]  上帝的說話
[00:00:55.500 --> 00:00:57.500]  更加讓我們對上帝的說話
[00:00:57.500 --> 00:00:59.500]  有感動 有回應
[00:00:59.500 --> 00:01:01.500]  願以下這段時間
[00:01:01.500 --> 00:01:03.500]  你因待說的 聽的
[00:01:03.500 --> 00:01:04.500]  都蒙恩慰
[00:01:04.500 --> 00:01:06.500]  奉耶穌基督名求
[00:01:06.500 --> 00:01:08.500]  阿們
[00:01:27.500 --> 00:01:29.500]  在第一章第四至第七節裏面
[00:01:29.500 --> 00:01:31.500]  曾經提過
[00:01:31.500 --> 00:01:33.500]  恩賜
[00:01:33.500 --> 00:01:35.500]  Gifts of Grace
[00:01:35.500 --> 00:01:37.500]  恩典的禮物
[00:01:37.500 --> 00:01:39.500]  恩賜有很多種
[00:01:39.500 --> 00:01:41.500]  卻是同一位聖靈所賜
[00:01:41.500 --> 00:01:45.500]  聖靈彰顯在各人的身上
[00:01:45.500 --> 00:01:47.500]  是為要使人得益
[00:01:47.500 --> 00:01:51.500]  這裏很清楚說
[00:01:51.500 --> 00:01:53.500]  恩賜是聖靈給的
[00:01:53.500 --> 00:01:56.500]  恩賜有很多不同的禮物
[00:01:56.500 --> 00:01:58.500]  但是目的是甚麼
[00:01:58.500 --> 00:02:00.500]  使人得益
[00:02:00.500 --> 00:02:02.500]  這裏說的
[00:02:02.500 --> 00:02:05.500]  不單止是使對方得益
[00:02:05.500 --> 00:02:07.500]  其實是說
[00:02:07.500 --> 00:02:09.500]  一切
[00:02:09.500 --> 00:02:11.500]  無論是
[00:02:11.500 --> 00:02:13.500]  有恩賜的人
[00:02:13.500 --> 00:02:15.500]  或者說
[00:02:15.500 --> 00:02:17.500]  領受恩賜之後
[00:02:17.500 --> 00:02:19.500]  被侍奉所得著的好處
[00:02:19.500 --> 00:02:21.500]  For the common good
[00:02:21.500 --> 00:02:23.500]  這是很多英文 日本的翻譯
[00:02:23.500 --> 00:02:25.500]  是一個共同的好
[00:02:25.500 --> 00:02:27.500]  一個共同的美善
[00:02:27.500 --> 00:02:31.500]  第十二章保羅
[00:02:31.500 --> 00:02:33.500]  就由這裏開始說
[00:02:33.500 --> 00:02:35.500]  恩賜
[00:02:35.500 --> 00:02:37.500]  然後他說在第八節
