
[00:00:00.000 --> 00:00:02.000]  我不知道大家是否覺得
[00:00:02.000 --> 00:00:05.880]  其實我們身處的環境
[00:00:05.880 --> 00:00:10.600]  很多時候有很多嘈雜的聲音
[00:00:10.600 --> 00:00:16.320]  甚至在公共交通工具上都是這樣
[00:00:16.320 --> 00:00:18.320]  都不記得多少年前
[00:00:18.320 --> 00:00:22.480]  搭巴士已經開始有road show
[00:00:22.480 --> 00:00:28.480]  有些短訊 有些廣告 諸如此類
[00:00:28.480 --> 00:00:32.800]  近年連搭地鐵都有
[00:00:32.800 --> 00:00:37.480]  有些新聞 有些資訊節目等等
[00:00:37.480 --> 00:00:40.240]  現在連搭的士都有
[00:00:40.240 --> 00:00:47.880]  所以似乎這些資訊是用了不同的方法
[00:00:47.880 --> 00:00:49.880]  千方百計
[00:00:49.880 --> 00:00:52.400]  甚至有些時候都感覺
[00:00:52.400 --> 00:00:55.560]  那些資訊都有點不等使
[00:00:55.560 --> 00:00:59.040]  都要走進我們的耳朵
[00:00:59.040 --> 00:01:02.800]  甚至是走進我們的腦海當中
[00:01:02.800 --> 00:01:08.360]  問題是究竟我們是否懂得如何篩選
[00:01:08.360 --> 00:01:14.600]  有一個印第安人長期住在山區
[00:01:14.600 --> 00:01:20.800]  有一天他的紐約朋友聯絡他
[00:01:20.800 --> 00:01:23.440]  說不如過來紐約玩玩
[00:01:23.440 --> 00:01:27.960]  於是他就搭飛機到紐約
[00:01:27.960 --> 00:01:31.120]  這個紐約朋友接他的飛機
[00:01:31.120 --> 00:01:34.680]  帶他出機場去搭車
[00:01:34.680 --> 00:01:37.240]  在過馬路的時候
[00:01:37.240 --> 00:01:42.720]  這個印第安人突然捉住他的紐約朋友
[00:01:42.720 --> 00:01:47.440]  說你聽不聽到有色咻聲
[00:01:47.440 --> 00:01:54.480]  他說這條路再出一點已經是一條高速公路
[00:01:54.480 --> 00:01:59.600]  那邊正在修路怎麼會有色咻聲
[00:01:59.600 --> 00:02:01.600]  他就二話不說
[00:02:01.600 --> 00:02:06.480]  這個印第安人就捉了他的紐約朋友
[00:02:06.480 --> 00:02:11.000]  去到馬路旁邊有個安全島
[00:02:11.000 --> 00:02:18.960]  當時有一棵枯木橫躺在地上
[00:02:18.960 --> 00:02:21.280]  他就掀開一塊木
[00:02:21.280 --> 00:02:24.960]  竟然見到兩隻色咻在唱歌
[00:02:24.960 --> 00:02:28.720]  這個紐約朋友就說你真厲害
[00:02:28.720 --> 00:02:30.720]  耳朵這麼厲害
[00:02:30.720 --> 00:02:34.240]  這個印第安人就說你也行
[00:02:34.240 --> 00:02:37.040]  不如這樣我們做個實驗
[00:02:37.040 --> 00:02:43.160]  你銀包裏面有沒有一些零錢
[00:02:43.160 --> 00:02:45.160]  不如你借給我
[00:02:45.160 --> 00:02:48.120]  就找了一堆給你
[00:02:48.120 --> 00:02:54.240]  當這個印第安人接了那堆的硬幣之後
[00:02:54.240 --> 00:02:55.840]  他就二話不說
[00:02:55.840 --> 00:03:00.000]  就將他扔在地上
[00:03:00.000 --> 00:03:02.000]  就叮叮噹噹
[00:03:02.000 --> 00:03:08.840]  誰知有一些已經過了龍的紐約人
[00:03:08.840 --> 00:03:11.880]  就是其他街上的人轉頭看看
[00:03:11.880 --> 00:03:15.640]  聽到這些聲音
[00:03:15.640 --> 00:03:21.000]  於是這個印第安人就跟他的紐約朋友說
[00:03:21.000 --> 00:03:23.480]  其實大家的耳朵都差不多
[00:03:23.480 --> 00:03:27.680]  不過你們這些紐約人只聽到錢的聲音
[00:03:27.680 --> 00:03:32.120]  我們在山區生活慣了
[00:03:32.120 --> 00:03:36.120]  所以可以聽到大自然的聲音
[00:03:36.120 --> 00:03:43.240]  正因為我們沒有專注到一些應該專注的地方
[00:03:43.240 --> 00:03:47.440]  有時候我們的耳朵
[00:03:47.440 --> 00:03:50.520]  需要聽的東西就聽不到
[00:03:50.520 --> 00:03:56.120]  不應該聽或者不需要聽的東西就全聽了
[00:03:56.120 --> 00:04:01.440]  有一個法國啟蒙時代的思想家、哲學家叫做伏爾泰
[00:04:01.440 --> 00:04:03.800]  他曾經說過一句這樣的說話
[00:04:03.800 --> 00:04:08.080]  他說耳朵是通往心靈的道路
[00:04:08.080 --> 00:04:11.640]  有一節很熟悉的詩篇
[00:04:11.640 --> 00:04:14.040]  46篇第10節
[00:04:14.040 --> 00:04:15.600]  就告訴我們
[00:04:15.600 --> 00:04:18.760]  你們要休息要知道我是神
[00:04:18.760 --> 00:04:23.200]  休息其實並不等於我們停下來
[00:04:23.200 --> 00:04:25.200]  繞著手不要動的意思
[00:04:25.200 --> 00:04:27.800]  英文是be still
[00:04:27.800 --> 00:04:31.000]  當我們來到安靜下來
[00:04:31.000 --> 00:04:33.640]  我們才能夠好好地去想想事情
[00:04:33.640 --> 00:04:37.560]  又或者好好地去聽一下神的聲音
[00:04:37.560 --> 00:04:41.520]  按照教會講道的編排
[00:04:41.520 --> 00:04:46.440]  今天就輪到聖本督會規的第四章55條
[00:04:46.440 --> 00:04:49.280]  裡面的內容就是教導我們
[00:04:49.280 --> 00:04:52.680]  to listen willingly to holy reading
[00:04:52.680 --> 00:04:56.200]  中文的翻譯就是愛聽聖書
[00:04:56.200 --> 00:05:01.680]  而聖本督就著這個聆聽主的主題
[00:05:01.680 --> 00:05:04.720]  就引用了兩段的聖經
[00:05:04.720 --> 00:05:09.960]  就是剛才大家讀過傳道書第五章第一至第二節
[00:05:09.960 --> 00:05:13.400]  和《約翰福音》十章二十七節
[00:05:13.400 --> 00:05:20.160]  如果大家曾經比較仔細地去看過
[00:05:20.160 --> 00:05:22.960]  或者查考過傳道書的話
[00:05:22.960 --> 00:05:24.760]  不知道你們知不知道
[00:05:24.760 --> 00:05:29.240]  在語氣上由第五章開始
[00:05:29.240 --> 00:05:33.480]  和上文其實有一個很大的轉變
[00:05:33.480 --> 00:05:36.560]  上文的意思就是頭四章
[00:05:36.560 --> 00:05:43.520]  全部頭四章都是用一些敘述性的句子
[00:05:43.520 --> 00:05:48.600]  由第五章開始全部都是命令
[00:05:48.600 --> 00:05:53.600]  給讀者一連串的警告和勸導
[00:05:53.600 --> 00:05:56.160]  如果你從結構來看
[00:05:56.160 --> 00:06:02.120]  第五章一至第七節其實是一個完整的段落
[00:06:02.120 --> 00:06:07.720]  因為這七節的聖經用了很多次重複的
[00:06:07.720 --> 00:06:12.800]  一些口字、發言、聲音、許願、說
[00:06:12.800 --> 00:06:16.680]  全部這些字都是和說話有關係的
[00:06:16.680 --> 00:06:18.920]  而它的主題和內容
[00:06:18.920 --> 00:06:23.800]  就是警告人要在神面前謹慎
[00:06:23.800 --> 00:06:27.600]  當然特別是在說話方面
[00:06:27.600 --> 00:06:29.480]  而相對於說話
[00:06:29.480 --> 00:06:32.240]  當然另外一面就是聽
[00:06:32.240 --> 00:06:35.880]  傳道書第五章第一節就說
[00:06:35.880 --> 00:06:38.360]  「你到神的殿要謹慎腳步
[00:06:38.360 --> 00:06:42.040]  因為近前聽聖歌如梅人獻祭
[00:06:42.040 --> 00:06:46.440]  他們本不知道所作的是惡」
[00:06:46.440 --> 00:06:50.480]  這位超越的上帝聖者
[00:06:50.480 --> 00:06:52.240]  臨到地上
[00:06:52.240 --> 00:06:55.480]  當我們要去親近他的時候
[00:06:55.480 --> 00:06:58.800]  就必須帶著一顆敬畏的心
[00:06:58.800 --> 00:07:01.000]  要謹慎腳步
[00:07:01.000 --> 00:07:04.800]  謹慎在其他中文聖經的翻譯就譯得比較白
[00:07:04.800 --> 00:07:07.360]  它說要小心
[00:07:07.360 --> 00:07:10.440]  這個也是整本傳道書
[00:07:10.440 --> 00:07:13.440]  所發出第一次的命令
[00:07:13.440 --> 00:07:15.440]  第一個命令式的動詞
[00:07:15.440 --> 00:07:20.240]  叫我們在行事為人上留心
[00:07:20.240 --> 00:07:24.320]  當傳道者提出了一個整體的教導
[00:07:24.320 --> 00:07:27.920]  叫我們謹慎這個命令之後
[00:07:27.920 --> 00:07:33.520]  接著它就進入到今天我們要思想的主題
[00:07:33.520 --> 00:07:36.760]  對於來到神的殿的人
[00:07:36.760 --> 00:07:41.200]  第一個要求就是近前聽
[00:07:41.200 --> 00:07:43.200]  可能大家覺得
[00:07:43.200 --> 00:07:46.320]  我們進來教會相對來說
[00:07:46.320 --> 00:07:50.200]  在這個地方敬拜都是安靜的
[00:07:50.200 --> 00:07:53.320]  沒有甚麼吵吵的聲音
[00:07:53.320 --> 00:07:54.920]  外面沒有而已
[00:07:54.920 --> 00:07:56.920]  裡面呢?
[00:07:56.920 --> 00:08:00.640]  究竟我們的內心當中
[00:08:00.640 --> 00:08:03.120]  會不會有一份吵吵
[00:08:03.120 --> 00:08:10.200]  只不過是被一個屬靈的包裝所掩蓋了呢?
[00:08:10.200 --> 00:08:13.480]  來到神的殿去敬拜
[00:08:13.480 --> 00:08:15.480]  第一件事要搞清楚的
[00:08:15.480 --> 00:08:18.280]  其實就是我們的心態
[00:08:18.280 --> 00:08:20.960]  今天大家來到港福
[00:08:20.960 --> 00:08:23.400]  這個上帝的殿去敬拜
[00:08:23.400 --> 00:08:27.200]  我不知道你有沒有帶著一個近前聽
[00:08:27.200 --> 00:08:29.480]  這個心態而來
[00:08:29.480 --> 00:08:32.440]  主耶穌在《約翰第四章》
[00:08:32.440 --> 00:08:35.880]  曾經和一個撒瑪利亞婦人來探討
[00:08:35.880 --> 00:08:38.360]  裡面22至24節
[00:08:38.360 --> 00:08:41.960]  是一段大家非常非常熟悉的教導
[00:08:41.960 --> 00:08:43.960]  主耶穌說
[00:08:43.960 --> 00:08:46.360]  「你們所拜的你們不知道
[00:08:46.360 --> 00:08:48.440]  我們所拜的我們知道
[00:08:48.440 --> 00:08:51.440]  因為救恩是從猶太人出來的
[00:08:51.440 --> 00:08:52.960]  時候將到
[00:08:52.960 --> 00:08:54.600]  如今就是了
[00:08:54.600 --> 00:08:56.280]  那真正拜父的
[00:08:56.280 --> 00:08:59.000]  要用心靈和誠實拜他
[00:08:59.000 --> 00:09:01.480]  因為父要這樣的人拜他
[00:09:01.480 --> 00:09:02.680]  神是個靈
[00:09:02.680 --> 00:09:03.880]  所以拜他的
[00:09:03.880 --> 00:09:07.000]  必須用心靈和誠實拜他」
[00:09:07.000 --> 00:09:10.040]  這個心靈其實就是聖靈
[00:09:10.040 --> 00:09:11.840]  因為約翰福音
[00:09:11.840 --> 00:09:14.480]  每一次出現「靈」的時候
[00:09:14.480 --> 00:09:16.000]  其實都是在說聖靈的
[00:09:16.000 --> 00:09:19.680]  而他在第三章第六節更加是指出
[00:09:19.680 --> 00:09:23.880]  從肉身生的就是肉身
[00:09:23.880 --> 00:09:26.680]  從靈生的就是靈
[00:09:26.680 --> 00:09:31.160]  所以一個未被聖靈所喚醒的靈
[00:09:31.160 --> 00:09:32.680]  其實是死的
[00:09:32.680 --> 00:09:37.560]  而這個心靈就和外在
[00:09:37.560 --> 00:09:41.680]  外表形成了一個強烈的對比
[00:09:41.680 --> 00:09:43.160]  而另一方面
[00:09:43.160 --> 00:09:48.480]  這個誠實也可以被翻譯成真實、真理
[00:09:48.480 --> 00:09:49.800]  意思就是說
[00:09:49.800 --> 00:09:51.880]  究竟我們的敬拜
[00:09:51.880 --> 00:09:54.880]  能不能通過我們的頭腦
[00:09:54.880 --> 00:09:58.480]  如果沒有心靈的敬拜
[00:09:58.480 --> 00:10:02.480]  其實只不過是一個教條式的敬拜
[00:10:02.480 --> 00:10:04.160]  我的說法就是
[00:10:04.160 --> 00:10:07.520]  「肉體在,靈魂不在」
[00:10:07.520 --> 00:10:11.880]  有些時候我都掉進了一個陷阱裏面
[00:10:11.880 --> 00:10:15.400]  見到有些認識的人生日
[00:10:15.400 --> 00:10:17.160]  就很忙
[00:10:17.160 --> 00:10:21.480]  但是都很想有些表示
[00:10:21.480 --> 00:10:23.280]  禮物買不及了
[00:10:23.280 --> 00:10:25.880]  在一些很匆忙的
[00:10:25.880 --> 00:10:29.160]  卡拉的時間衝去買一張卡
[00:10:29.160 --> 00:10:32.680]  然後簽個名
[00:10:32.680 --> 00:10:33.800]  是這樣的
[00:10:33.800 --> 00:10:37.200]  這個其實是什麼樣的表示呢?
[00:10:37.200 --> 00:10:40.280]  值得自己去反省一下
[00:10:40.280 --> 00:10:41.800]  相反地
[00:10:41.800 --> 00:10:44.600]  如果我們的敬拜裏面
[00:10:44.600 --> 00:10:49.640]  只有心靈沒有了誠實
[00:10:49.640 --> 00:10:54.320]  其實只會帶來一些空洞的激情
[00:10:54.320 --> 00:10:58.320]  純粹是觀感的感受
[00:10:58.320 --> 00:10:59.600]  話說回來
[00:10:59.600 --> 00:11:06.320]  不知道大家會否能夠像傳道書第五章第一節所說
[00:11:06.320 --> 00:11:08.920]  帶著一個「聽」的心
[00:11:08.920 --> 00:11:11.520]  來參與崇拜
[00:11:11.520 --> 00:11:18.840]  早前我們為青少年崇拜的發展
[00:11:18.840 --> 00:11:20.440]  一路來開會
[00:11:20.440 --> 00:11:24.760]  檢討進展如何
[00:11:24.760 --> 00:11:30.360]  有沒有需要去更動甚至改善的地方
[00:11:30.360 --> 00:11:34.800]  我們分享到現在的青少年
[00:11:34.800 --> 00:11:38.240]  年輕人很喜歡玩手機
[00:11:38.240 --> 00:11:39.240]  看手機
[00:11:39.240 --> 00:11:40.720]  其實不止年輕人
[00:11:40.720 --> 00:11:44.480]  幾十歲的人都不斷地拿著手機
[00:11:44.480 --> 00:11:49.280]  我們說連崇拜的時候都機不離手
[00:11:49.280 --> 00:11:55.440]  不過有一個我們意想不到的情況是怎樣呢?
[00:11:55.440 --> 00:11:56.720]  一般來說
[00:11:56.720 --> 00:12:03.040]  青少年崇拜為了營造一個敬拜的氣氛
[00:12:03.040 --> 00:12:09.280]  都會將燈光調得比較柔和和暗
[00:12:09.280 --> 00:12:10.960]  有情調一點
[00:12:10.960 --> 00:12:12.640]  但是正因為這樣
[00:12:12.640 --> 00:12:14.080]  我不知道大家知不知道
[00:12:14.080 --> 00:12:16.120]  在很暗的情況下
[00:12:16.120 --> 00:12:18.800]  如果你拿著手機出來看會怎樣呢?
[00:12:18.800 --> 00:12:21.200]  會很光的
[00:12:21.200 --> 00:12:24.320]  所以當你在那個情況下
[00:12:24.320 --> 00:12:27.640]  來看手機那麼光的時候
[00:12:27.640 --> 00:12:31.520]  即是全世界都知道你在看手機
[00:12:31.520 --> 00:12:32.520]  這樣就好了
[00:12:32.520 --> 00:12:35.520]  因為很尷尬
[00:12:35.520 --> 00:12:39.640]  所以不如乖乖地收起電話
[00:12:39.640 --> 00:12:42.280]  專心來去敬拜
[00:12:42.280 --> 00:12:47.200]  聽聽神有什麼要跟我們說
[00:12:47.200 --> 00:12:49.480]  神對我們的要求是
[00:12:49.480 --> 00:12:54.200]  我們擺上生命的全部
[00:12:54.200 --> 00:12:56.920]  《新約聖經》裏面所說到的
[00:12:56.920 --> 00:12:58.960]  兩大誡命之首
[00:12:58.960 --> 00:13:03.240]  就是當耶穌去面對法尼塞人的試探的時候
[00:13:03.240 --> 00:13:04.560]  祂所提出的
[00:13:04.560 --> 00:13:07.520]  《馬達方》第22章37、38節
[00:13:07.520 --> 00:13:10.920]  你要盡心盡性盡義愛主你的神
[00:13:10.920 --> 00:13:13.280]  因為這個是誡命裏面第一
[00:13:13.280 --> 00:13:16.080]  而且是最大的
[00:13:16.080 --> 00:13:19.640]  先前我都在報章當中
[00:13:19.640 --> 00:13:23.360]  看過一篇的專欄評論文章
[00:13:23.360 --> 00:13:27.000]  看完之後我心裏面都有點感慨
[00:13:27.000 --> 00:13:31.720]  它就提到現代那些怪獸家長
[00:13:31.720 --> 00:13:34.520]  有一些無理的要求
[00:13:34.520 --> 00:13:38.640]  即是做老師其實都挺難做的
[00:13:38.640 --> 00:13:41.760]  話說有某學校
[00:13:41.760 --> 00:13:45.440]  因為有一個學生遲到
[00:13:45.440 --> 00:13:49.040]  所以就將他的名字記錄在案
[00:13:49.040 --> 00:13:51.040]  就被爸爸媽媽知道了
[00:13:51.040 --> 00:13:53.520]  於是他們就心心不忿
[00:13:53.520 --> 00:13:56.640]  就要回去學校去解釋
[00:13:56.640 --> 00:14:02.240]  跟老師告訴他發生什麼事
[00:14:02.240 --> 00:14:03.920]  其實是怎樣呢?
[00:14:03.920 --> 00:14:06.720]  他的父母回去跟老師說
[00:14:06.720 --> 00:14:10.640]  說要不是我 要不太太
[00:14:10.640 --> 00:14:14.320]  就開車送我們的兒子上學
[00:14:14.320 --> 00:14:18.760]  不過學校身處的地方是一條單程路
[00:14:18.760 --> 00:14:21.800]  有很多父母親都做類似的安排
[00:14:21.800 --> 00:14:23.800]  自己開車送子女上學
[00:14:23.800 --> 00:14:25.400]  那怎麼辦呢?
[00:14:25.400 --> 00:14:27.120]  因為都是一條單程路
[00:14:27.120 --> 00:14:28.200]  每個人都是這樣做
[00:14:28.200 --> 00:14:31.520]  結果就是那條路很塞
[00:14:31.520 --> 00:14:32.920]  經常塞死
[00:14:32.920 --> 00:14:34.920]  那就遲到了
[00:14:34.920 --> 00:14:38.000]  這個老師都很耐心
[00:14:38.000 --> 00:14:42.080]  去聽父母親的解釋
[00:14:42.080 --> 00:14:44.920]  不過聽完之後
[00:14:44.920 --> 00:14:46.920]  他就說了有一個提議
[00:14:46.920 --> 00:14:48.920]  他說不如這樣
[00:14:48.920 --> 00:14:53.240]  你回去安排兒子早五分鐘起床
[00:14:53.240 --> 00:14:56.240]  然後早五分鐘出門口
[00:14:56.240 --> 00:14:59.280]  這樣就能夠解決這個問題
[00:14:59.280 --> 00:15:02.720]  你怎知道爸爸媽媽怎樣回答呢?
[00:15:02.720 --> 00:15:04.720]  這樣不行的
[00:15:04.720 --> 00:15:08.960]  早五分鐘起床影響他的睡眠質素
[00:15:08.960 --> 00:15:10.960]  這樣都可以的
[00:15:10.960 --> 00:15:16.120]  當他有這樣的回應的時候
[00:15:16.120 --> 00:15:18.120]  都令我去反思
[00:15:18.120 --> 00:15:20.120]  作為父母親的
[00:15:20.120 --> 00:15:24.800]  究竟我們是傳遞一個什麼樣的價值觀
[00:15:24.800 --> 00:15:26.800]  究竟他上學的時候
[00:15:26.800 --> 00:15:30.960]  是帶著一個什麼樣的心態去上學呢?
[00:15:30.960 --> 00:15:35.520]  現在我們是說回來敬拜了
[00:15:35.520 --> 00:15:39.480]  究竟我們是帶著一個什麼樣的心態
[00:15:39.480 --> 00:15:42.120]  回來上帝的殿呢?
[00:15:42.120 --> 00:15:44.600]  有沒有一個敬畏的心呢?
[00:15:44.600 --> 00:15:47.280]  若果我們真的遲到的話
[00:15:47.280 --> 00:15:50.760]  我們會不會說因為我們要泊車
[00:15:50.760 --> 00:15:59.440]  讓我們來改變這些遲到早退的陋習
[00:15:59.440 --> 00:16:01.440]  我們學習尊心一致
[00:16:01.440 --> 00:16:05.040]  來到上帝的殿去敬拜祂
[00:16:05.040 --> 00:16:12.920]  聽除了是說用我們的耳朵專注的來聽之外
[00:16:12.920 --> 00:16:16.720]  如果我們參考《生命記》第五章二十七節
[00:16:16.720 --> 00:16:18.720]  聖經就會告訴我們
[00:16:18.720 --> 00:16:20.720]  求你近前去聽
[00:16:20.720 --> 00:16:23.560]  遙橫我們神所要說的一切話
[00:16:23.560 --> 00:16:26.120]  將祂對你說的話都傳給我們
[00:16:26.120 --> 00:16:28.800]  我們就聽從、遵行
[00:16:28.800 --> 00:16:30.000]  你要明白了
[00:16:30.000 --> 00:16:32.000]  原來這裡所說的聽
[00:16:32.000 --> 00:16:34.920]  是帶有順從的意思的
[00:16:34.920 --> 00:16:38.400]  昔日訴羅王因為他不聽薩姆爾的話
[00:16:38.400 --> 00:16:39.600]  擅自獻祭
[00:16:39.600 --> 00:16:42.640]  結果就是被神厭棄了
[00:16:42.640 --> 00:16:47.040]  薩姆爾記上十五章二十二、二十三節這樣說
[00:16:47.040 --> 00:16:47.960]  薩姆爾說:
[00:16:47.960 --> 00:16:50.520]  「喜悅凡祭和平安祭
[00:16:50.520 --> 00:16:53.120]  喜悅喜悅人聽從他的話
[00:16:53.120 --> 00:16:54.960]  聽命、誠於獻祭
[00:16:54.960 --> 00:16:57.520]  順從、誠於供養的自由
[00:16:57.520 --> 00:17:00.640]  活逆的罪與行邪術的罪相等
[00:17:00.640 --> 00:17:04.840]  橫禁的罪與拜虛神和偶像的罪
[00:17:04.840 --> 00:17:05.800]  相同
[00:17:05.800 --> 00:17:08.040]  你既厭棄耶和華的命令
[00:17:08.040 --> 00:17:10.640]  耶和華也厭棄你作王」
[00:17:10.640 --> 00:17:13.320]  所以以上無論是新命記
[00:17:13.320 --> 00:17:14.760]  薩姆爾記上
[00:17:14.760 --> 00:17:16.440]  抑或傳道書
[00:17:16.440 --> 00:17:19.000]  這個聽從、聽命和聽
[00:17:19.000 --> 00:17:21.200]  其實全部都是同一個字
[00:17:21.200 --> 00:17:24.280]  作為一個小傑
[00:17:24.280 --> 00:17:29.800]  聽往往是神向以色列民訓示
[00:17:29.800 --> 00:17:32.560]  說話無論是叫他們遵從
[00:17:32.560 --> 00:17:34.680]  又或者祝福他們的時候
[00:17:34.680 --> 00:17:36.880]  首要的要求
[00:17:36.880 --> 00:17:40.560]  我將新命記有四段經文
[00:17:40.560 --> 00:17:42.800]  簡單抽出來給您看一看
[00:17:42.800 --> 00:17:44.200]  第四章
[00:17:44.200 --> 00:17:45.680]  「以色列人啊
[00:17:45.680 --> 00:17:48.440]  現在我所教訓你們的律例典章
[00:17:48.440 --> 00:17:50.680]  你們要聽從、遵行
[00:17:50.680 --> 00:17:51.960]  好叫你們存活」
[00:17:51.960 --> 00:17:52.960]  第五章
[00:17:52.960 --> 00:17:55.200]  「摩西將以色列眾人召了來
[00:17:55.200 --> 00:17:57.040]  召了來對他們說
[00:17:57.040 --> 00:17:58.120]  以色列人啊
[00:17:58.120 --> 00:18:00.920]  我今日曉悅你們的律例典章
[00:18:00.920 --> 00:18:02.160]  你們要聽
[00:18:02.160 --> 00:18:03.120]  可以學習
[00:18:03.120 --> 00:18:04.240]  謹守遵行」
[00:18:04.240 --> 00:18:05.640]  以色列人啊
