
[00:00:00.000 --> 00:00:02.000]  (主持人:好,大家姐妹,早晨)
[00:00:02.000 --> 00:00:06.000]  (主持人:萬世君王糊塗帳)
[00:00:06.000 --> 00:00:08.000]  (主持人:誰是萬世君王?)
[00:00:08.000 --> 00:00:10.500]  (主持人:耶穌啊)
[00:00:10.500 --> 00:00:13.000]  (主持人:喂,耶穌有糊塗帳?)
[00:00:13.000 --> 00:00:14.500]  (主持人:這麼大件事?)
[00:00:14.500 --> 00:00:16.500]  (主持人:不是說耶穌有糊塗帳)
[00:00:16.500 --> 00:00:21.000]  (主持人:是耶穌的家譜裏面的糊塗帳)
[00:00:21.000 --> 00:00:23.500]  (主持人:耶穌的家族裏面的糊塗帳)
[00:00:23.500 --> 00:00:25.500]  (主持人:很多人看聖經就說)
[00:00:25.500 --> 00:00:27.000]  (主持人:我們從第一章開始)
[00:00:27.000 --> 00:00:32.000]  (主持人:一開始我們看新約聖經)
[00:00:32.000 --> 00:00:34.000]  (主持人:新約聖經比較簡單)
[00:00:34.000 --> 00:00:36.000]  (主持人:第一本書是甚麼?)
[00:00:36.000 --> 00:00:38.000]  (主持人:《馬太方》)
[00:00:38.000 --> 00:00:40.000]  (主持人:《馬太方》第一章是甚麼?)
[00:00:40.000 --> 00:00:43.000]  (主持人:耶穌的家譜)
[00:00:43.000 --> 00:00:47.500]  (主持人:本來想跟大家讀耶穌的家譜)
[00:00:47.500 --> 00:00:51.000]  (主持人:但我一讀你們就會睡著了)
[00:00:51.000 --> 00:00:53.000]  (主持人:誰生誰,誰生誰)
[00:00:53.000 --> 00:00:55.000]  (主持人:如果你完全不知道我在說甚麼)
[00:00:55.000 --> 00:00:56.500]  (主持人:即是你從來沒有看過他的家譜)
[00:00:57.000 --> 00:01:00.500]  (主持人:看不到這個圖)
[00:01:00.500 --> 00:01:04.000]  (主持人:其實剛才的讀到)
[00:01:04.000 --> 00:01:07.000]  (主持人:是甚麼十四代十四代十四代)
[00:01:07.000 --> 00:01:10.000]  (主持人:在聖誕節)
[00:01:10.000 --> 00:01:14.000]  (主持人:在以色列的伯利恆就很厲害了)
[00:01:14.000 --> 00:01:15.000]  (主持人:很多人去的)
[00:01:15.000 --> 00:01:19.000]  (主持人:伯利恆有個叫做主誕堂)
[00:01:19.000 --> 00:01:21.000]  (主持人:即是耶穌在那裏出生的)
[00:01:21.000 --> 00:01:23.000]  (主持人:他們去到)
[00:01:23.000 --> 00:01:26.500]  (主持人:基本上就是去排隊去看一個洞)
[00:01:26.500 --> 00:01:28.000]  (主持人:這個洞就是說)
[00:01:28.000 --> 00:01:29.500]  (主持人:耶穌出生的洞)
[00:01:29.500 --> 00:01:31.500]  (主持人:那個洞那裏呢)
[00:01:31.500 --> 00:01:33.500]  (主持人:那個洞那裏就有一個)
[00:01:33.500 --> 00:01:38.500]  (主持人:十四個角的一個星星)
[00:01:38.500 --> 00:01:41.500]  (主持人:看不到圖,解釋不了給你聽)
[00:01:41.500 --> 00:01:46.500]  (主持人:為甚麼是十四個角的星星呢)
[00:01:46.500 --> 00:01:49.000]  (主持人:就是剛才所說的)
[00:01:49.000 --> 00:01:50.000]  (主持人:不如這樣)
[00:01:50.000 --> 00:01:51.000]  (主持人:我們既然未有)
[00:01:51.000 --> 00:01:52.500]  (主持人:我們打開聖經)
[00:01:52.500 --> 00:01:57.500]  (主持人:看馬太福音第一章)
[00:01:57.500 --> 00:01:59.500]  (主持人:我答應大家不會和大家讀)
[00:01:59.500 --> 00:02:02.500]  (主持人:因為讀了就會睡著)
[00:02:02.500 --> 00:02:04.500]  (主持人:馬太福音第一章)
[00:02:04.500 --> 00:02:09.500]  (主持人:如果有手機都可以用手機)
[00:02:09.500 --> 00:02:10.500]  (主持人:第十七節)
[00:02:10.500 --> 00:02:13.500]  (主持人:剛才讀過了)
[00:02:13.500 --> 00:02:15.500]  (主持人:馬太福音第一章第十七節)
[00:02:15.500 --> 00:02:18.500]  (主持人:你立在上面就知道一堆名字)
[00:02:18.500 --> 00:02:20.500]  (主持人:第十七節)
[00:02:20.500 --> 00:02:22.500]  (主持人:你一起來哭)
[00:02:22.500 --> 00:02:26.500]  (主持人:這樣從亞伯拉罕到大衛共有十四代)
[00:02:26.500 --> 00:02:32.500]  (主持人:從大衛到遷至巴比倫的時候也有十四代)
[00:02:32.500 --> 00:02:37.500]  (主持人:從遷至巴比倫的時候到基督又有十四代)
[00:02:37.500 --> 00:02:41.500]  (主持人:為什麼不斷重複十四呢?)
[00:02:41.500 --> 00:02:46.500]  (主持人:十四這個數字是一個很特別的數字)
[00:02:46.500 --> 00:02:52.500]  (主持人:因為耶穌的家譜是一個君王的家譜)
[00:02:52.500 --> 00:02:55.500]  (主持人:他們想到君王的時候典範是誰呢?)
[00:02:55.500 --> 00:02:57.500]  (主持人:就是大衛)
[00:02:57.500 --> 00:03:00.500]  (主持人:我英文叫大衛)
[00:03:00.500 --> 00:03:01.500]  (主持人:DAVID)
[00:03:01.500 --> 00:03:05.500]  (主持人:在希伯來文裡面是不用響音的)
[00:03:05.500 --> 00:03:08.500]  (主持人:AEIOU不計算的)
[00:03:08.500 --> 00:03:14.500]  (主持人:而每一個字母都有它的數字等值)
[00:03:14.500 --> 00:03:16.500]  (主持人:例如D)
[00:03:16.500 --> 00:03:18.500]  (主持人:我們用英文也知道)
[00:03:18.500 --> 00:03:23.500]  (主持人:ABCDD在希伯來文也是4)
[00:03:23.500 --> 00:03:26.500]  (主持人:DAV的V就是6)
[00:03:26.500 --> 00:03:28.500]  (主持人:所以DVD)
[00:03:28.500 --> 00:03:31.500]  (主持人:不是看電影的那些)
[00:03:31.500 --> 00:03:34.500]  (主持人:DVD加起來是多少?)
[00:03:34.500 --> 00:03:35.500]  (主持人:14)
[00:03:35.500 --> 00:03:37.500]  (主持人:4加6加4)
[00:03:37.500 --> 00:03:39.500]  (主持人:所以14是這個意思)
[00:03:39.500 --> 00:03:42.500]  (主持人:你看看耶穌的家譜)
[00:03:42.500 --> 00:03:44.500]  (主持人:分開三個階段)
[00:03:44.500 --> 00:03:46.500]  (主持人:第一個階段)
[00:03:46.500 --> 00:03:53.500]  (主持人:從神父阿伯拉罕到大衛有14代)
[00:03:53.500 --> 00:03:57.500]  (主持人:大衛到巴比倫)
[00:03:57.500 --> 00:04:02.500]  (主持人:因為以色列人曾經被擄到巴比倫)
[00:04:02.500 --> 00:04:04.500]  (主持人:又是14代)
[00:04:04.500 --> 00:04:09.500]  (主持人:由巴比倫到耶穌這個時代又是14代)
[00:04:09.500 --> 00:04:12.500]  (主持人:原來你這個神多麼有計劃)
[00:04:12.500 --> 00:04:14.500]  (主持人:多麼工整)
[00:04:14.500 --> 00:04:18.500]  (主持人:14,14,14)
[00:04:18.500 --> 00:04:23.500]  (主持人:我們又看看是不是真的這樣)
[00:04:23.500 --> 00:04:27.500]  (主持人:首先)
[00:04:27.500 --> 00:04:29.500]  (主持人:我還是不會跟大家讀)
[00:04:29.500 --> 00:04:32.500]  (主持人:因為這不是一個好的做法)
[00:04:32.500 --> 00:04:39.500]  (主持人:從阿伯拉罕到大衛有多少代)
[00:04:39.500 --> 00:04:41.500]  (主持人:如果你數一下)
[00:04:41.500 --> 00:04:44.500]  (主持人:有14個名字)
[00:04:44.500 --> 00:04:45.500]  (主持人:阿伯拉罕)
[00:04:45.500 --> 00:04:48.500]  (主持人:我們看第二節)
[00:04:48.500 --> 00:04:50.500]  (主持人:你相信我就算了)
[00:04:50.500 --> 00:04:53.500]  (主持人:我不跟大家數了,數不完)
[00:04:53.500 --> 00:04:58.500]  (主持人:阿伯拉罕到大衛有14個君王的名字)
[00:04:58.500 --> 00:05:01.500]  (主持人:大衛到巴比倫)
[00:05:01.500 --> 00:05:06.500]  (主持人:OK,可以)
[00:05:06.500 --> 00:05:10.500]  (主持人:好了,可以了,不要搞了)
[00:05:10.500 --> 00:05:14.500]  (主持人:阿伯拉罕到大衛有多少個名字)
[00:05:14.500 --> 00:05:18.500]  (主持人:上面5個,中間5個,下面4個)
[00:05:18.500 --> 00:05:21.500]  (主持人:14,是不是?)
[00:05:21.500 --> 00:05:25.500]  (主持人:好了,大衛到秘魯呢)
[00:05:25.500 --> 00:05:30.500]  (主持人:上面5個,中間5個,下面4個)
[00:05:30.500 --> 00:05:35.500]  (主持人:耶哥尼亞就是約阿根,14,是不是?)
[00:05:35.500 --> 00:05:38.500]  (主持人:好了,秘魯到耶穌)
[00:05:38.500 --> 00:05:46.500]  (主持人:上面4個,中間5個,下面5個,是不是14?)
[00:05:46.500 --> 00:05:49.500]  (主持人:有沒有問題?)
[00:05:49.500 --> 00:05:52.500]  (主持人:沒有問題?)
[00:05:52.500 --> 00:05:56.500]  (主持人:重複了,是剛才有的)
