
[00:00:00.000 --> 00:00:01.680]  如果大家記得的話
[00:00:01.680 --> 00:00:05.000]  我在講這個系列的介紹的時候
[00:00:05.000 --> 00:00:07.520]  我是用了一箇舊約的例子
[00:00:07.520 --> 00:00:11.960]  是講以利沙如何成爲以利亞的門徒
[00:00:11.960 --> 00:00:13.760]  我們就能夠學習
[00:00:13.760 --> 00:00:17.440]  我們如何成爲耶穌基督的門徒
[00:00:17.440 --> 00:00:19.600]  我當時是講了有三點
[00:00:19.600 --> 00:00:21.160]  不知道大家記不記得
[00:00:21.160 --> 00:00:26.000]  第一點就是我們要寫記來跟從耶穌基督
[00:00:26.000 --> 00:00:30.960]  第二點我說是有一個很昂貴的代價
[00:00:30.960 --> 00:00:33.480]  第三點就是我們今天要講的
[00:00:33.480 --> 00:00:38.600]  是要任憑主來差遣我們去作祂的事工
[00:00:38.600 --> 00:00:44.800]  今天的經文是記載在《馬太福音》第十章第五至十五節
[00:00:44.800 --> 00:00:47.640]  我們剛纔已經讀過經文
[00:00:47.640 --> 00:00:51.160]  我們不妨看看《馬太福音》的背景
[00:00:51.160 --> 00:00:56.920]  《馬太福音》是馬太要來證實耶穌基督就是尼賽亞
[00:00:56.920 --> 00:00:59.640]  祂就是那位道成肉身的神
[00:00:59.640 --> 00:01:04.240]  祂就是那位舊約應許給以色列人的王
[00:01:04.240 --> 00:01:06.440]  祂就是那位救世主
[00:01:06.440 --> 00:01:08.600]  是那位拯救者
[00:01:08.600 --> 00:01:09.960]  祂來到這個世上
[00:01:09.960 --> 00:01:13.120]  祂要做的是實現神的應許
[00:01:13.120 --> 00:01:17.160]  祂是要實踐神同人納的約
[00:01:17.160 --> 00:01:21.960]  祂是要贖回這個世界來贖予祂自己
[00:01:21.960 --> 00:01:25.360]  在《馬太福音》一至九章
[00:01:25.360 --> 00:01:27.440]  我們見到耶穌基督
[00:01:27.440 --> 00:01:31.680]  我們見到馬太用了很多很多的證據
[00:01:31.680 --> 00:01:37.440]  來證明耶穌基督就是尼賽亞的身份
[00:01:37.440 --> 00:01:40.560]  我們在這些證據當中
[00:01:40.560 --> 00:01:44.480]  我們見到其中有耶穌基督的家寶
[00:01:44.480 --> 00:01:47.040]  也有耶穌基督的出身
[00:01:47.040 --> 00:01:48.120]  當祂出身的時候
[00:01:48.120 --> 00:01:52.040]  我們見到有東方的博士來朝拜祂
[00:01:52.040 --> 00:01:53.800]  來敬拜祂
[00:01:53.800 --> 00:01:55.600]  我們也見到祂的出身
[00:01:55.600 --> 00:01:59.440]  是給希律王有很大很大的威脅
[00:01:59.440 --> 00:02:02.920]  我們也見到耶穌基督長大後
[00:02:02.920 --> 00:02:07.360]  祂的講道 祂的教導
[00:02:07.360 --> 00:02:09.840]  另外還有祂的神蹟奇事
[00:02:09.840 --> 00:02:12.240]  和祂的權柄
[00:02:12.240 --> 00:02:14.120]  一切一切都證實
[00:02:14.120 --> 00:02:16.120]  耶穌基督就是尼賽亞
[00:02:16.120 --> 00:02:17.960]  就是神的兒子
[00:02:17.960 --> 00:02:19.720]  但很可惜我們見到
[00:02:19.720 --> 00:02:22.880]  猶太人見盡這一切的證據
[00:02:22.880 --> 00:02:26.280]  他們始終都沒有接受耶穌基督
[00:02:26.280 --> 00:02:29.560]  我們見到在第九章的尾
[00:02:29.560 --> 00:02:35.040]  耶穌基督醫好了一個被鬼附的啞巴
[00:02:35.040 --> 00:02:38.400]  在猶太人拉比自己的教導裏面說
[00:02:38.400 --> 00:02:40.640]  這種病症很難醫好
[00:02:40.640 --> 00:02:43.880]  只有尼賽亞才能夠醫好
[00:02:43.880 --> 00:02:48.200]  但是當耶穌基督醫好了這個被鬼附的啞巴之後
[00:02:48.200 --> 00:02:53.960]  居然法利塞人說他是靠着鬼王的能力來趕鬼
[00:02:53.960 --> 00:02:58.960]  他們徹徹底底地拒絕了接受耶穌基督
[00:02:58.960 --> 00:03:00.640]  但是在另一方面
[00:03:00.640 --> 00:03:05.600]  我們也見到耶穌基督仍然是非常憐憫
[00:03:05.600 --> 00:03:08.000]  祂是關心這羣猶太人
[00:03:08.000 --> 00:03:10.720]  在《馬太福音》九章三十五節
[00:03:10.720 --> 00:03:13.920]  說祂仍然走各城各鄉
[00:03:13.920 --> 00:03:16.600]  在會堂裏面來教訓人
[00:03:16.600 --> 00:03:20.280]  祂是宣講天國的福音
[00:03:20.280 --> 00:03:25.440]  祂又是醫治了各樣的病症
[00:03:25.440 --> 00:03:27.320]  我們稍後會見到
[00:03:27.320 --> 00:03:31.840]  宣講天國的福音和醫治各樣不同的病症
[00:03:31.840 --> 00:03:38.200]  這正是耶穌基督差派十二個門徒出去所做的事
[00:03:38.200 --> 00:03:41.000]  稍後大家也會見到
[00:03:41.000 --> 00:03:44.240]  在《馬太福音》九章三十六至三十七節
[00:03:44.240 --> 00:03:47.480]  經文說耶穌基督見到有很多人
[00:03:47.480 --> 00:03:49.680]  祂就憐憫他們
[00:03:49.680 --> 00:03:54.280]  然後祂覺得他們好像是揚舞了木人一樣
[00:03:54.280 --> 00:03:55.920]  到處流離
[00:03:55.920 --> 00:03:57.400]  祂和門徒說
[00:03:57.400 --> 00:04:00.600]  祂說你要收的莊稼多
[00:04:00.600 --> 00:04:03.080]  但是作供的人少
[00:04:03.080 --> 00:04:06.080]  耶穌基督說要收的莊稼多
[00:04:06.080 --> 00:04:07.680]  作供的人少
[00:04:07.680 --> 00:04:10.960]  究竟耶穌基督說的這個莊稼
[00:04:10.960 --> 00:04:13.400]  是代表什麼東西
[00:04:13.400 --> 00:04:17.560]  在聖經裏我們知道有兩種不同的莊稼
[00:04:17.560 --> 00:04:19.840]  一種是屬神的莊稼
[00:04:19.840 --> 00:04:22.360]  一種是好的莊稼
[00:04:22.360 --> 00:04:26.760]  這些在聖經裏通常是用物質來代表
[00:04:26.760 --> 00:04:29.440]  在和田裏的莊稼
[00:04:29.440 --> 00:04:30.720]  如果我們記得
[00:04:30.720 --> 00:04:33.240]  在《約翰福音》第四章
[00:04:33.240 --> 00:04:36.120]  耶穌基督是遇見撒瑪利亞婦人
[00:04:36.120 --> 00:04:40.520]  這個撒瑪利亞婦人帶着很多撒瑪利亞人信主
[00:04:40.520 --> 00:04:41.800]  耶穌基督說
[00:04:41.800 --> 00:04:44.440]  在《約翰福音》第四章35節
[00:04:44.440 --> 00:04:45.760]  「我告訴你們
