
[00:00:00.000 --> 00:00:03.520]  我相信我們剛纔所讀的以西節珠37章中
[00:00:03.520 --> 00:00:05.440]  以西節所看見
[00:00:05.440 --> 00:00:09.240]  那個平原中充滿駭骨的景象
[00:00:09.240 --> 00:00:14.400]  就是一個最好的需求復興的描述
[00:00:14.400 --> 00:00:17.440]  我們看見今天我們所處的環境
[00:00:17.440 --> 00:00:21.720]  真的是一個充滿死亡氣息的環境
[00:00:21.720 --> 00:00:26.240]  不但這個世界好像是動盪不安
[00:00:26.240 --> 00:00:31.120]  好像是動盪不安 連我們生活的美國
[00:00:31.120 --> 00:00:33.800]  無論是在道德觀、價值觀
[00:00:33.800 --> 00:00:36.840]  都是越來越遠離神
[00:00:36.840 --> 00:00:38.640]  我還記得有一次我到華盛頓DC
[00:00:38.640 --> 00:00:40.880]  參加一個轉化的特會
[00:00:40.880 --> 00:00:43.160]  其中一位講員就特別講到說
[00:00:43.160 --> 00:00:48.440]  今天美國是被一個法老的靈所捆綁
[00:00:48.440 --> 00:00:51.880]  就好像當年法老王怎麼樣捆綁
[00:00:51.880 --> 00:00:55.640]  並且奴隸當時的以色列人在埃及
[00:00:55.640 --> 00:00:58.560]  同樣今天在美國的上空
[00:00:58.560 --> 00:01:01.400]  有一種無形的法老的靈
[00:01:01.400 --> 00:01:05.680]  正在捆鎖着美國人心跟文化
[00:01:05.680 --> 00:01:08.640]  那這個法老的靈是什麼呢
[00:01:08.640 --> 00:01:13.920]  英文字法老這個字是P-H-A-R-A-O-H
[00:01:13.920 --> 00:01:17.480]  每個字母都可以代表一種捆鎖
[00:01:17.480 --> 00:01:18.680]  我們一同來看
[00:01:18.680 --> 00:01:23.080]  這裏講到P是Pornography 色情的靈
[00:01:23.080 --> 00:01:26.800]  H Homosexual 同性戀的靈
[00:01:26.800 --> 00:01:29.880]  A Abortion 墮胎的靈
[00:01:29.880 --> 00:01:33.200]  R Rebellion 是個背叛的靈
[00:01:33.200 --> 00:01:37.360]  A Addiction 是成立成癮的一個靈
[00:01:37.360 --> 00:01:40.640]  Other Occultism 是異教的靈
[00:01:40.640 --> 00:01:44.640]  H Humanism 是一個人道主義的靈
[00:01:44.640 --> 00:01:50.160]  這七種靈好像隱藏在美國的社會跟人心當中
[00:01:50.160 --> 00:01:51.880]  捆鎖着美國
[00:01:51.880 --> 00:01:55.760]  使得人的心越來越遠離神的恩典
[00:01:55.760 --> 00:02:00.360]  不能夠享受在神裏面的恩典跟自由
[00:02:00.360 --> 00:02:04.200]  不但我們的環境是一個充滿死亡的環境
[00:02:04.200 --> 00:02:06.640]  而且我們看見今天神的百姓
[00:02:06.640 --> 00:02:09.800]  常常也有一種沉睡的靈
[00:02:09.800 --> 00:02:11.880]  在一種沉睡的光景當中
[00:02:11.880 --> 00:02:14.080]  好像我們看不見神的作爲
[00:02:14.080 --> 00:02:16.640]  也聽不見神的聲音
[00:02:16.640 --> 00:02:19.560]  第二個我們真的需要一個屬靈的覺醒
[00:02:19.560 --> 00:02:23.480]  我們需要神的復興降臨在我們中間
[00:02:23.480 --> 00:02:26.120]  周馬田博士Martin Lloyd-Jones
[00:02:26.120 --> 00:02:29.560]  在他所寫的《復興的真意》這本書裏面
[00:02:29.560 --> 00:02:32.760]  他提到爲什麼我們需要復興呢
[00:02:32.760 --> 00:02:36.440]  他提到我們需要復興的兩個原因
[00:02:36.440 --> 00:02:39.760]  第一個原因他說爲了要使神的百姓
[00:02:39.760 --> 00:02:44.080]  認識到我們有一位非凡的神
[00:02:44.080 --> 00:02:46.600]  第二個原因他說爲了使世人
[00:02:46.600 --> 00:02:50.120]  能夠知道主的手大有能力
[00:02:50.120 --> 00:02:51.640]  Hallelujah
[00:02:51.640 --> 00:02:54.000]  爲了要使神的百姓
[00:02:54.000 --> 00:02:57.680]  認識到我們有位非凡的神
[00:02:57.680 --> 00:03:03.640]  要教世人知道我們的主的手大有能力
[00:03:03.640 --> 00:03:06.240]  我的心深深的Amen
[00:03:06.240 --> 00:03:07.560]  也渴望
[00:03:07.560 --> 00:03:09.040]  是的主啊
[00:03:09.040 --> 00:03:12.960]  願禰的復興降臨在我們中間
[00:03:12.960 --> 00:03:14.160]  Amen
[00:03:14.160 --> 00:03:16.080]  什麼是復興呢
[00:03:16.080 --> 00:03:19.080]  今天早上從三方面我們來看
[00:03:19.080 --> 00:03:19.960]  第一個
[00:03:19.960 --> 00:03:22.280]  復興是神的聖靈
[00:03:22.280 --> 00:03:24.600]  澆灌在他百姓中間
[00:03:24.600 --> 00:03:25.400]  給你媽說
[00:03:25.400 --> 00:03:26.720]  復興是神聖靈的澆灌
[00:03:26.720 --> 00:03:27.920]  你跟她說
[00:03:27.920 --> 00:03:32.640]  要注意當我在這裏講到說
[00:03:32.640 --> 00:03:35.000]  復興是聖靈的工作的時候
[00:03:35.000 --> 00:03:36.280]  我所說的
[00:03:36.280 --> 00:03:40.680]  不是講到是聖靈的內助的工作
[00:03:40.680 --> 00:03:42.840]  聖靈的內助是當每一位信徒
[00:03:42.840 --> 00:03:45.200]  當我們接受耶穌做我們個人救助的時候
[00:03:45.200 --> 00:03:47.320]  聖靈就住在我們的裏面
[00:03:47.320 --> 00:03:48.360]  聖經上說
[00:03:48.360 --> 00:03:52.240]  聖靈在我們的裏面像一個印記一樣
[00:03:52.240 --> 00:03:54.480]  好像蓋在我們生命上
[00:03:54.480 --> 00:03:55.560]  表明什麼呢
[00:03:55.560 --> 00:03:58.360]  表明我們是屬於神的
[00:03:58.360 --> 00:03:59.800]  約翰福音14章16節
[00:03:59.800 --> 00:04:01.040]  我們非常熟悉的經文
[00:04:01.040 --> 00:04:02.560]  主耶穌說我要求父
[00:04:02.560 --> 00:04:04.840]  父就另外賜給你們一位寶慧士
[00:04:04.840 --> 00:04:06.320]  叫祂怎麼樣
[00:04:06.320 --> 00:04:08.600]  永遠與你們同在
[00:04:08.600 --> 00:04:12.120]  聖靈住在我們裏面是永遠住在我們裏面
[00:04:12.120 --> 00:04:14.080]  永遠不離開我們
[00:04:14.080 --> 00:04:17.800]  表明我們永遠是屬於神的
[00:04:17.800 --> 00:04:21.280]  跟你們說你永遠是屬於神的
[00:04:21.280 --> 00:04:21.640]  第二節
[00:04:21.640 --> 00:04:24.760]  今天你要非常清楚明白這個真理
[00:04:24.760 --> 00:04:25.400]  因爲否則的話
[00:04:25.400 --> 00:04:28.160]  仇敵常常欺騙我們
[00:04:28.160 --> 00:04:31.520]  仇敵常常叫我們懷疑我們的救恩
[00:04:31.520 --> 00:04:34.640]  懷疑我們是不是還屬於神
[00:04:34.640 --> 00:04:35.920]  以前是屬於神
[00:04:35.920 --> 00:04:38.200]  現在屬於神嗎
[00:04:38.200 --> 00:04:40.600]  不大清楚
[00:04:40.600 --> 00:04:42.600]  不但仇敵會欺騙我們
[00:04:42.600 --> 00:04:45.000]  仇敵也常常會控告我們
[00:04:45.000 --> 00:04:47.560]  仇敵常常會控告你看看你這個樣子
[00:04:47.560 --> 00:04:49.840]  你還叫你是基督徒嗎
[00:04:49.840 --> 00:04:51.600]  其實有時候不需要仇敵控告
[00:04:51.600 --> 00:04:54.440]  我們的另一半就常常控告我們不是嗎
[00:04:54.440 --> 00:04:55.680]  你看你這個樣子
[00:04:55.680 --> 00:04:58.200]  這不是基督徒的樣子
[00:04:58.200 --> 00:04:59.360]  但弟兄姐妹
[00:04:59.360 --> 00:05:00.360]  無論如何
[00:05:00.360 --> 00:05:02.200]  你要明白一件事情
