
[00:00:00.000 --> 00:00:02.000]  馬丁路德有句名言
[00:00:02.000 --> 00:00:09.380]  他說:福音的真理乃是基督教信仰教義的核心
[00:00:09.380 --> 00:00:11.800]  我們必須要認識這個核心
[00:00:11.800 --> 00:00:15.740]  我們每一個人都要認識究竟福音是什麼
[00:00:15.740 --> 00:00:17.740]  用心去教導人
[00:00:17.740 --> 00:00:23.540]  持續不斷地將他/她/她們的腦袋裡
[00:00:23.540 --> 00:00:24.580]  英文翻譯是
[00:00:24.580 --> 00:00:28.400]  Beat it into their heads continually
[00:00:28.400 --> 00:00:31.720]  不斷地插進你的腦袋裡
[00:00:31.720 --> 00:00:32.980]  路德在說什麼?
[00:00:32.980 --> 00:00:34.200]  馬丁路德說
[00:00:34.200 --> 00:00:38.020]  當一個罪人從罪裡面悔改出來
[00:00:38.020 --> 00:00:41.580]  進入了恩典福音的學校裡面
[00:00:41.580 --> 00:00:46.520]  每一個人在上帝面前其實都是非常平庸的
[00:00:46.520 --> 00:00:48.320]  我們這裡沒有人是聰明人
[00:00:48.320 --> 00:00:51.200]  沒有人是聰明人
[00:00:51.200 --> 00:00:52.600]  沒有才高八斗
[00:00:52.600 --> 00:00:56.520]  更加沒有天才神童
[00:00:56.520 --> 00:00:58.900]  我們這裡在上帝的面前
[00:00:58.900 --> 00:00:59.940]  在宿靈上面
[00:00:59.940 --> 00:01:02.820]  我們每一個人都是傻瓜
[00:01:02.820 --> 00:01:04.260]  如果我們真的有心
[00:01:04.260 --> 00:01:07.080]  我們要在靈裡面做一點進步的時候
[00:01:07.080 --> 00:01:08.540]  我們只有一條路可以選擇
[00:01:08.540 --> 00:01:11.100]  那條路叫做將勤補拙
[00:01:11.100 --> 00:01:13.100]  寒窗苦讀
[00:01:13.100 --> 00:01:18.340]  你以為他久不久會來教會?
[00:01:18.340 --> 00:01:19.640]  聽一點道
[00:01:19.640 --> 00:01:21.520]  你就可以長進
[00:01:21.520 --> 00:01:23.840]  不可能的
[00:01:23.840 --> 00:01:25.020]  我們做牧師
[00:01:25.020 --> 00:01:29.140]  不怕人蠢 最怕人懶
[00:01:29.140 --> 00:01:32.760]  我不怕人蠢 因為每一個人都是蠢材
[00:01:32.760 --> 00:01:35.420]  包括我自己在內
[00:01:35.420 --> 00:01:38.880]  但是我最怕人懶
[00:01:38.880 --> 00:01:41.440]  如果你做了基督徒幾十年
[00:01:41.440 --> 00:01:43.480]  你連一次聖經都沒看完的時候
[00:01:43.480 --> 00:01:47.580]  我真的不知道你怎麼可以去成長
[00:01:47.580 --> 00:01:49.720]  我知道我今天說的話
[00:01:49.720 --> 00:01:53.140]  很多教會已經不再說了
[00:01:53.140 --> 00:01:55.140]  你做了一個缺志
[00:01:55.140 --> 00:01:56.620]  你有空來教會
[00:01:56.620 --> 00:01:57.820]  我們已經很開心
[00:01:57.820 --> 00:02:03.320]  但是這個不是基督徒
[00:02:03.320 --> 00:02:04.660]  老德說得對
[00:02:04.660 --> 00:02:09.580]  那些真理要進入我們腦子裡面
[00:02:09.580 --> 00:02:13.280]  我們要持續不斷地將這個真理
[00:02:13.280 --> 00:02:18.080]  除進我們的腦子裡面
[00:02:18.080 --> 00:02:20.080]  因為我是一個蠢牧師
[00:02:20.080 --> 00:02:22.740]  所以我每個星期要花上好幾十個小時
[00:02:22.740 --> 00:02:24.460]  去思考上帝的話語
[00:02:24.460 --> 00:02:29.620]  去預備一篇兩篇的讀
[00:02:29.620 --> 00:02:31.040]  因為我蠢
[00:02:31.040 --> 00:02:34.440]  我必須要將勤補拙
[00:02:34.440 --> 00:02:38.460]  但最終到不單止會有人說
[00:02:38.460 --> 00:02:40.740]  也會有人聽
[00:02:40.740 --> 00:02:42.020]  用心地聽
[00:02:42.020 --> 00:02:44.020]  細心地去聽
[00:02:44.020 --> 00:02:46.460]  不斷持續地聽
[00:02:46.460 --> 00:02:47.880]  重重地聽
[00:02:47.880 --> 00:02:49.940]  大大的聽
[00:02:49.940 --> 00:02:52.940]  整全地去聽
[00:02:52.940 --> 00:02:55.160]  我們的主日的講道
[00:02:55.160 --> 00:02:56.760]  好像如果你開車
[00:02:56.760 --> 00:02:58.640]  叫Car Alignment
[00:02:58.640 --> 00:02:59.840]  你知道你走得久
[00:02:59.840 --> 00:03:03.720]  你的車輪會歪的
[00:03:03.720 --> 00:03:07.100]  你每個星期需要回來這裡入廠
[00:03:07.100 --> 00:03:08.420]  你需要有偏差
[00:03:08.420 --> 00:03:10.620]  你要修正
