
[00:00:00.000 --> 00:00:06.000]  最近六四學生領袖柴玲公開發表了一些言論
[00:00:06.000 --> 00:00:09.000]  她說因為她基督教信仰的緣故
[00:00:09.000 --> 00:00:14.000]  她原諒和寬恕鄧小平和李鵬
[00:00:14.000 --> 00:00:17.000]  此言一出就引起極大的爭議
[00:00:17.000 --> 00:00:19.000]  一方面其他的學生領袖
[00:00:19.000 --> 00:00:21.000]  譬如王丹或者其他就指出
[00:00:21.000 --> 00:00:25.000]  她的言論是對那些死去學生的父母
[00:00:25.000 --> 00:00:27.000]  是一種侮辱
[00:00:27.000 --> 00:00:29.000]  是非常不智
[00:00:29.000 --> 00:00:32.000]  陶傑更加在明報的專欄
[00:00:32.000 --> 00:00:36.000]  乘機批評一下基督教是愚蠢和沒有道理
[00:00:36.000 --> 00:00:40.000]  但另一方面也有不少人附和柴玲這種說法
[00:00:40.000 --> 00:00:44.000]  她並不是代表所有學生的說法
[00:00:44.000 --> 00:00:47.000]  她只是個人自己的操守
[00:00:47.000 --> 00:00:48.000]  是自己的信仰
[00:00:48.000 --> 00:00:53.000]  因為她的信仰而寬恕鄧小平和李鵬
[00:00:53.000 --> 00:00:56.000]  我想柴玲她說這句話
[00:00:56.000 --> 00:01:00.000]  是因為耶穌基督在十字架上曾經說過一句話
[00:01:00.000 --> 00:01:02.000]  當耶穌基督被釘死的時候
[00:01:02.000 --> 00:01:04.000]  他說父啊赦免他們
[00:01:04.000 --> 00:01:06.000]  因為他們所做他們不了得
[00:01:06.000 --> 00:01:08.000]  耶穌基督在十字架上
[00:01:08.000 --> 00:01:11.000]  也能夠寬恕那些被釘死的人
[00:01:11.000 --> 00:01:15.000]  為什麼基督徒不可以寬恕那些傷害我們的人呢
[00:01:15.000 --> 00:01:20.000]  我相信柴玲是根據這樣來做出這樣的結論
[00:01:20.000 --> 00:01:24.000]  但我也想和大家去想一想這個非常有趣的問題
[00:01:24.000 --> 00:01:27.000]  其實不單有趣也是一個非常實際的問題
[00:01:27.000 --> 00:01:30.000]  我想大家想一想
[00:01:30.000 --> 00:01:32.000]  你猜在天堂裡面
[00:01:32.000 --> 00:01:37.000]  你會不會看到那些釘耶穌在十字架上的大祭司阿拿
[00:01:37.000 --> 00:01:39.000]  或者其他的長老呢
[00:01:39.000 --> 00:01:42.000]  你猜在天堂裡面會不會看到他們呢
[00:01:42.000 --> 00:01:48.000]  雖然聖經沒有說
[00:01:48.000 --> 00:01:52.000]  但是我相信我不會看到他們
[00:01:52.000 --> 00:01:54.000]  為什麼呢
[00:01:54.000 --> 00:01:57.000]  耶穌會不會在十字架裡面說
[00:01:57.000 --> 00:01:59.000]  父啊赦免他們
[00:01:59.000 --> 00:02:01.000]  他們所做他們不知道嗎
[00:02:01.000 --> 00:02:03.000]  其實很簡單一樣
[00:02:03.000 --> 00:02:06.000]  沒有悔改沒有認罪
[00:02:06.000 --> 00:02:11.000]  沒有接受耶穌基督做他個人救主和主宰
[00:02:11.000 --> 00:02:13.000]  沒有得到耶穌的救贖
[00:02:13.000 --> 00:02:15.000]  怎麼會得到寬恕呢
[00:02:15.000 --> 00:02:17.000]  沒錯
[00:02:17.000 --> 00:02:22.000]  上帝耶穌隨時會寬恕我們
[00:02:22.000 --> 00:02:25.000]  但我們不知道我們自己有罪
[00:02:25.000 --> 00:02:28.000]  我們也不肯去悔改認罪的時候
[00:02:28.000 --> 00:02:32.000]  怎麼可以能夠接受到耶穌基督的救贖呢
[00:02:32.000 --> 00:02:34.000]  留意啊
[00:02:34.000 --> 00:02:36.000]  耶穌並不是像柴玲那樣說
[00:02:36.000 --> 00:02:39.000]  我赦免了他們
[00:02:39.000 --> 00:02:41.000]  耶穌不是這樣說的
[00:02:41.000 --> 00:02:43.000]  你看清楚耶穌怎麼說
[00:02:43.000 --> 00:02:45.000]  耶穌在十字架祈禱的時候
[00:02:45.000 --> 00:02:48.000]  他說父啊赦免他們
[00:02:48.000 --> 00:02:50.000]  耶穌是一個祈禱來的
[00:02:50.000 --> 00:02:53.000]  耶穌是將他赦罪的權柄
[00:02:53.000 --> 00:02:56.000]  赦免的權柄交給父神
[00:02:56.000 --> 00:03:00.000]  雖然耶穌基督自己本身有赦罪的權柄
[00:03:00.000 --> 00:03:02.000]  他對著犯奸淫的婦人說
[00:03:02.000 --> 00:03:04.000]  我都不定你的罪了
[00:03:04.000 --> 00:03:06.000]  你可以平平安安去吧
[00:03:06.000 --> 00:03:08.000]  耶穌基督是有赦罪的權柄
[00:03:08.000 --> 00:03:12.000]  他尚且將這個權柄交給神
[00:03:12.000 --> 00:03:15.000]  更何況我們沒有赦罪權柄的人
[00:03:15.000 --> 00:03:17.000]  我們哪有資格
[00:03:17.000 --> 00:03:21.000]  哪有權柄去做赦免的工作呢
[00:03:21.000 --> 00:03:23.000]  或者你會問
[00:03:23.000 --> 00:03:25.000]  赦免和寬恕不同
[00:03:25.000 --> 00:03:26.000]  原諒不同
[00:03:26.000 --> 00:03:28.000]  是有分別的
[00:03:28.000 --> 00:03:30.000]  沒錯,是有分別的
[00:03:30.000 --> 00:03:32.000]  其實寬恕這個字或者原諒這個字
[00:03:32.000 --> 00:03:34.000]  希臘文有一個很有趣的字
[00:03:34.000 --> 00:03:36.000]  希臘文的字叫阿婆女王
[00:03:36.000 --> 00:03:39.000]  阿婆女王是由兩個字組成一個阿婆
[00:03:39.000 --> 00:03:41.000]  很容易記得
[00:03:41.000 --> 00:03:43.000]  類似我們廣東話的阿婆
[00:03:43.000 --> 00:03:46.000]  阿婆就是from,就是離開
[00:03:46.000 --> 00:03:48.000]  女王就是from
[00:03:48.000 --> 00:03:51.000]  所以這個字是解釋為釋放
[00:03:51.000 --> 00:03:53.000]  英文叫let go
[00:03:53.000 --> 00:03:57.000]  其實寬恕最大的釋放
[00:03:57.000 --> 00:04:00.000]  不單是寬恕傷害你的人
[00:04:00.000 --> 00:04:02.000]  是寬恕了你自己
[00:04:02.000 --> 00:04:04.000]  不再存有苦澀
[00:04:04.000 --> 00:04:06.000]  不再存有痛恨
[00:04:06.000 --> 00:04:09.000]  不再存有報復的心理
[00:04:09.000 --> 00:04:13.000]  因為憎恨一個人是非常痛苦的
[00:04:13.000 --> 00:04:20.000]  所以當程翔在寫他那本千日無悔這本書
[00:04:20.000 --> 00:04:23.000]  他被監禁的時候
[00:04:23.000 --> 00:04:26.000]  他內心是很苦澀
[00:04:26.000 --> 00:04:29.000]  我一生為中國
[00:04:29.000 --> 00:04:32.000]  但中國為我做了什麼呢
[00:04:32.000 --> 00:04:36.000]  內心有一個很大的掙扎在裡面
[00:04:36.000 --> 00:04:39.000]  但當他信了耶穌的時候
[00:04:39.000 --> 00:04:42.000]  兩個字浮了出來
[00:04:42.000 --> 00:04:44.000]  就是寬恕
[00:04:44.000 --> 00:04:47.000]  突然間他內心得到一個釋放
[00:04:47.000 --> 00:04:52.000]  內心的釋放是一個很重要的
[00:04:52.000 --> 00:04:54.000]  阿婆女王
[00:04:54.000 --> 00:05:03.000]  我用點水釋放一下我的喉嚨
[00:05:03.000 --> 00:05:15.000]  所以寬恕釋放不意味著不平反
[00:05:15.000 --> 00:05:18.000]  不意味著不訴諸於法
[00:05:18.000 --> 00:05:20.000]  是兩件事
[00:05:20.000 --> 00:05:23.000]  我記得很久以前
[00:05:23.000 --> 00:05:26.000]  有一個基督徒的故事
[00:05:26.000 --> 00:05:29.000]  我聽到這個故事都很氣憤很不安
[00:05:29.000 --> 00:05:32.000]  有一個基督徒的女孩子
[00:05:32.000 --> 00:05:34.000]  不幸被強姦
[00:05:34.000 --> 00:05:36.000]  她事後對那個強姦犯說
[00:05:36.000 --> 00:05:38.000]  我是一個基督徒
[00:05:38.000 --> 00:05:40.000]  雖然你做的事是一件惡事
[00:05:40.000 --> 00:05:42.000]  但我會原諒你
[00:05:42.000 --> 00:05:45.000]  有沒有搞錯
[00:05:45.000 --> 00:05:50.000]  對這個強姦犯說這番說話
[00:05:50.000 --> 00:05:54.000]  是無形中鼓勵他再去害人
[00:05:54.000 --> 00:05:59.000]  難道基督教是這麼沒人性的嗎
[00:05:59.000 --> 00:06:03.000]  難道這個女孩子沒有生氣嗎
[00:06:03.000 --> 00:06:07.000]  生氣是否反罪呢
[00:06:07.000 --> 00:06:09.000]  絕對不是
[00:06:09.000 --> 00:06:11.000]  我想我們今天的問題在哪裡
[00:06:11.000 --> 00:06:16.000]  第一個我們不明白什麼是寬恕
[00:06:16.000 --> 00:06:20.000]  另一方面我們也不明白上帝
[00:06:20.000 --> 00:06:23.000]  我們的神學有問題
