
[00:00:00.000 --> 00:00:03.400]  剛才聽大令敬拜鼎先生講
[00:00:03.400 --> 00:00:06.400]  似乎大家現在的注意力就看世界盃
[00:00:06.400 --> 00:00:09.400]  因為如果看世界盃的話
[00:00:09.400 --> 00:00:13.160]  世界盃OK 看世界盃就令我們有很多時候
[00:00:13.160 --> 00:00:16.120]  拗頭 莫名其妙
[00:00:16.120 --> 00:00:21.440]  亦引起很多震驚或驚訝的事情發生
[00:00:21.440 --> 00:00:23.480]  所以有很多時候到一個地步
[00:00:23.480 --> 00:00:28.960]  我們都不想去理會世界發生了甚麼事
[00:00:28.960 --> 00:00:30.960]  如果看世界盃的話
[00:00:30.960 --> 00:00:36.240]  現在最影響我們的經濟和政治
[00:00:36.240 --> 00:00:39.120]  從年初開始到現在
[00:00:39.120 --> 00:00:42.760]  那些發展是超乎我們能夠理解的
[00:00:42.760 --> 00:00:47.920]  但如果你撇開政治 經濟 世界盃不講的時候
[00:00:47.920 --> 00:00:51.480]  我相信另一個最難的題目就是
[00:00:51.480 --> 00:00:57.040]  人工智能或人工智能製造出來的機器人
[00:00:57.040 --> 00:01:01.480]  對我們的工作和日常生活所造成的影響
[00:01:01.480 --> 00:01:04.880]  所以為何我們會講這個題目 就是這個意思
[00:01:04.880 --> 00:01:07.800]  所以到底它對我們的生活造成甚麼影響
[00:01:07.800 --> 00:01:10.200]  這就見仁見智了 OK
[00:01:10.200 --> 00:01:12.200]  先看一個影片
[00:01:12.200 --> 00:01:17.760]  聽起來好像很恐怖
[00:01:17.760 --> 00:01:23.280]  現在我相信不單是大學畢業生
[00:01:23.280 --> 00:01:26.360]  找工作比以前艱難很多
[00:01:26.360 --> 00:01:29.680]  特別是讀高科技 讀電腦的話
[00:01:29.680 --> 00:01:32.240]  現在找工作是越來越艱難
[00:01:32.240 --> 00:01:34.640]  或者要等更長的時間
[00:01:34.640 --> 00:01:37.280]  但現在我們在座的是平民百姓
[00:01:37.280 --> 00:01:39.320]  但是平民百姓之中
[00:01:39.320 --> 00:01:42.400]  現在有誰沒有手機的
[00:01:42.400 --> 00:01:44.200]  竟然沒有手機
[00:01:44.200 --> 00:01:46.480]  這是少數中的少數
[00:01:46.480 --> 00:01:48.960]  現在我們有的不單是手機
[00:01:48.960 --> 00:01:50.880]  還要是智能手機
[00:01:50.880 --> 00:01:52.400]  智能手機就不得了
[00:01:52.400 --> 00:01:54.080]  每天看見智能手機
[00:01:54.080 --> 00:01:56.200]  你收到多少個短訊
[00:01:56.200 --> 00:01:57.560]  不單是短訊
[00:01:57.560 --> 00:02:03.360]  而且你會收到很多由智能AI創造出來的
[00:02:03.360 --> 00:02:07.040]  不同的程式
[00:02:07.040 --> 00:02:08.880]  包括遊戲很多
[00:02:08.880 --> 00:02:11.000]  有關傳媒、社交媒體
[00:02:11.000 --> 00:02:14.440]  有關藝術作品、寶劍
[00:02:14.440 --> 00:02:19.520]  還有跟我們生活點點滴滴有關的應用程式
[00:02:19.520 --> 00:02:22.280]  所以除非你不看智能手機
[00:02:22.280 --> 00:02:26.400]  一打開很多應用程式就來臨臨總總
[00:02:26.400 --> 00:02:29.720]  吸引你下載這些應用程式
[00:02:29.720 --> 00:02:32.000]  所以人始終是軟弱的
[00:02:32.000 --> 00:02:33.840]  經過一段時間
[00:02:33.840 --> 00:02:35.600]  我們的注意力很多時候
[00:02:35.600 --> 00:02:39.960]  就被拉到這些生活的細節上面
[00:02:39.960 --> 00:02:44.360]  比如說我們要解決日常生活的一些困難的時候
[00:02:44.360 --> 00:02:45.080]  那你怎樣
[00:02:45.080 --> 00:02:46.440]  你就去問智能手機
[00:02:46.440 --> 00:02:48.880]  問智能手機怎樣解決
[00:02:48.880 --> 00:02:53.200]  現在不單單是幫我們解決問題
[00:02:53.200 --> 00:02:55.120]  你現在用我們的智能手機的時候
[00:02:55.120 --> 00:02:58.440]  我這張舊照片可不可以翻新
[00:02:58.440 --> 00:03:00.480]  我這個樣子拍起來不漂亮
[00:03:00.480 --> 00:03:02.280]  可不可以弄好一點
[00:03:02.280 --> 00:03:03.800]  智能手機可以幫你解決
[00:03:03.800 --> 00:03:06.440]  你下載一個程式就行了
[00:03:06.440 --> 00:03:09.000]  我有空的時候會種花
[00:03:09.000 --> 00:03:09.720]  什麼花來的
[00:03:09.720 --> 00:03:10.560]  我都不知道
[00:03:10.560 --> 00:03:11.920]  照一照
[00:03:11.920 --> 00:03:12.520]  拍照
[00:03:12.520 --> 00:03:14.160]  馬上告訴你這是什麼花
[00:03:14.160 --> 00:03:15.000]  還要
[00:03:15.000 --> 00:03:15.800]  你的手機是什麼
[00:03:15.800 --> 00:03:16.320]  你照一照
[00:03:16.320 --> 00:03:20.600]  你知道你現在這棵植物到底是缺水還是缺營養
[00:03:20.600 --> 00:03:21.280]  告訴你
[00:03:21.280 --> 00:03:23.600]  你就知道你的做法
[00:03:23.600 --> 00:03:25.640]  當然我們老人家
[00:03:25.640 --> 00:03:26.920]  怎樣吃什麼
[00:03:26.920 --> 00:03:28.520]  可以防止三高
[00:03:28.520 --> 00:03:32.280]  這個已經是放在網上很久了
[00:03:32.280 --> 00:03:33.800]  還有些東西很厲害的
[00:03:33.800 --> 00:03:35.760]  現在可以幫你安排自由行
[00:03:35.760 --> 00:03:37.840]  不需要經過Agent了
[00:03:37.840 --> 00:03:39.400]  上網問一問你AI
[00:03:39.400 --> 00:03:42.480]  就幫你編排去哪裡住什麼地方
[00:03:42.480 --> 00:03:44.760]  各式各樣任你去選
[00:03:44.760 --> 00:03:48.080]  很多東西現在你會發現
[00:03:48.080 --> 00:03:49.560]  不用自己做了
[00:03:49.560 --> 00:03:52.760]  AI可以幫我們去做
[00:03:52.760 --> 00:03:56.960]  所以我們不知不覺就落在AI的世界當中
[00:03:56.960 --> 00:03:58.480]  這個AI的出現
[00:03:58.480 --> 00:04:00.760]  不知道大家有沒有留意到
[00:04:00.760 --> 00:04:04.600]  是取代了神在我們心目當中
[00:04:04.600 --> 00:04:07.520]  那個偉大的地位
[00:04:07.520 --> 00:04:10.600]  有很多人覺得現在的科技真的很厲害
[00:04:10.600 --> 00:04:12.160]  現在的科技真的很厲害
[00:04:12.160 --> 00:04:14.240]  特別是AI真的很厲害
[00:04:14.240 --> 00:04:16.760]  做到一些我們想像我們不能夠做的事情
[00:04:16.760 --> 00:04:18.520]  都不知道是怎樣搞出來的
[00:04:18.520 --> 00:04:20.240]  現在我們發覺
[00:04:20.240 --> 00:04:21.440]  人很厲害
[00:04:21.440 --> 00:04:22.880]  做出這樣的AI
[00:04:22.880 --> 00:04:24.320]  以致很多時候
[00:04:24.320 --> 00:04:26.360]  我們是推崇人
[00:04:26.360 --> 00:04:31.240]  多過將榮耀歸給創造人的神
[00:04:31.240 --> 00:04:33.680]  這個就是我們今天姜濤
[00:04:33.680 --> 00:04:37.200]  所面對的其中一個挑戰
[00:04:37.200 --> 00:04:39.560]  過去那兩堂我沒有和你們分享
[00:04:39.560 --> 00:04:40.720]  我在其他教會也有說
[00:04:40.720 --> 00:04:42.800]  其他campus也有說
[00:04:42.800 --> 00:04:44.760]  AI其實大家知道
[00:04:44.760 --> 00:04:51.680]  人工智能應該是用來幫人管理世界的工具
[00:04:51.680 --> 00:04:53.960]  但不知為何慢慢就變成了
[00:04:53.960 --> 00:04:56.760]  讓人可以躺平
[00:04:56.760 --> 00:04:57.960]  甚麼都叫AI做
[00:04:57.960 --> 00:05:00.520]  自己不做的一個工具
[00:05:00.520 --> 00:05:03.320]  從壞一點的角度來看
[00:05:03.320 --> 00:05:07.120]  現在人工智能AI還可以用來操控人
[00:05:07.120 --> 00:05:08.560]  去對付人
[00:05:08.560 --> 00:05:10.520]  因為你的資料都在他手上
[00:05:10.520 --> 00:05:12.600]  他怎樣搞你都可以
[00:05:12.600 --> 00:05:14.840]  所以很多時候
[00:05:14.840 --> 00:05:17.440]  當我們生活在AI的世代裏面的時候
[00:05:17.440 --> 00:05:21.800]  我們要面對這些種種的挑戰
[00:05:21.800 --> 00:05:24.360]  當然我們都不講政治
[00:05:24.360 --> 00:05:25.360]  不講那些東西
[00:05:25.360 --> 00:05:27.440]  我們只是普通人
[00:05:27.440 --> 00:05:29.560]  所以牧師你講那些怎樣控制人
[00:05:29.560 --> 00:05:31.560]  操控人那些不關我們事
[00:05:31.560 --> 00:05:34.040]  操控我都無所謂
[00:05:34.040 --> 00:05:35.320]  但很多時候
[00:05:35.320 --> 00:05:37.840]  AI這個人工智能
[00:05:37.840 --> 00:05:44.440]  又會容易讓我們迷失在舒適、享樂和便利當中
[00:05:44.440 --> 00:05:47.360]  讓我們發覺原來AI可以做這麼多東西
[00:05:47.360 --> 00:05:50.080]  所以AI可以幫助我們
[00:05:50.080 --> 00:05:54.880]  滿足我們自己的需要和慾望
[00:05:54.880 --> 00:05:59.160]  人特別當我們生活環境質素好一點的時候
[00:05:59.160 --> 00:06:03.280]  我們就是為了吃喝玩樂而去生活
[00:06:03.280 --> 00:06:06.280]  當然你說都要做工的
[00:06:06.280 --> 00:06:12.120]  你覺得現在做工是比較容易還是比較難
[00:06:12.120 --> 00:06:16.120]  現在AI可以讓你隨時放假
[00:06:16.120 --> 00:06:18.520]  以前你用放假去申請
[00:06:18.520 --> 00:06:19.760]  現在都不用怎麼說
[00:06:19.760 --> 00:06:21.440]  你去哪裏放假
[00:06:21.440 --> 00:06:22.480]  什麼時候想去
[00:06:22.480 --> 00:06:24.240]  你就去
[00:06:24.240 --> 00:06:25.160]  為什麼呢
[00:06:25.160 --> 00:06:28.640]  因為你在放假旅遊的地方
[00:06:28.640 --> 00:06:32.840]  繼續可以透過上網AI做工
[00:06:32.840 --> 00:06:36.920]  你要做工我們就知道在公司要不要做工
[00:06:36.920 --> 00:06:38.720]  要 要不要開會
[00:06:38.720 --> 00:06:42.360]  要 回到家要不要做工
[00:06:42.360 --> 00:06:43.720]  要不要開會
[00:06:43.720 --> 00:06:47.200]  要 去旅行呢 放假呢
[00:06:47.200 --> 00:06:48.640]  要不要做工
[00:06:48.640 --> 00:06:50.680]  要不要開會
[00:06:50.680 --> 00:06:54.600]  要 除非你不是做AI那一行
[00:06:54.600 --> 00:06:56.520]  無論世界哪個角落
[00:06:56.520 --> 00:06:58.040]  你只要一部手機一部電腦
[00:06:58.040 --> 00:06:59.480]  你都要上班你都要工作
[00:06:59.480 --> 00:07:01.280]  你都要開會
[00:07:01.280 --> 00:07:04.120]  而且開會的時間看你在哪個地區
[00:07:04.120 --> 00:07:05.840]  可能是24/7
[00:07:05.840 --> 00:07:09.440]  你睡覺沒有那一覺好睡
[00:07:09.440 --> 00:07:11.200]  所以一方面好像令我們
[00:07:11.200 --> 00:07:13.480]  可以過一個比較舒適自由的生活
[00:07:13.480 --> 00:07:16.880]  多了很多的flexibility彈性
[00:07:16.880 --> 00:07:18.680]  但與此同時來說
[00:07:18.680 --> 00:07:22.120]  可能其實我們比以前變得更加忙
[00:07:22.120 --> 00:07:24.640]  更加沒有時間能夠坐下來
[00:07:24.640 --> 00:07:28.800]  讓自己的心能夠靜一靜
[00:07:28.800 --> 00:07:29.880]  靜來做什麼
[00:07:29.880 --> 00:07:32.080]  可以去休息一下去想一下
[00:07:32.080 --> 00:07:35.000]  到底我們做人是為了什麼原因
[00:07:35.000 --> 00:07:37.760]  這個人工智能
[00:07:37.760 --> 00:07:40.360]  在我們不知不覺在我們無意中
[00:07:40.360 --> 00:07:44.360]  就被它剝奪了我們做人
[00:07:44.360 --> 00:07:48.120]  可以有反思reflection這樣的時間
[00:07:48.120 --> 00:07:50.160]  我們沒有時間去問
[00:07:50.160 --> 00:07:52.880]  到底我們這麼忙是為了什麼
[00:07:52.880 --> 00:07:55.640]  我們的生活的意義在哪裡
[00:07:55.640 --> 00:07:56.920]  我們做人的價值
[00:07:56.920 --> 00:08:01.680]  應該用什麼去衡量去評估呢
[00:08:01.680 --> 00:08:03.080]  所以今天跟大家說這個題目
[00:08:03.080 --> 00:08:04.560]  應該有一個question mark
[00:08:04.560 --> 00:08:09.280]  AI人工智能是不是剝奪了我們人的價值呢
[00:08:09.280 --> 00:08:12.640]  這個是我們今天要去解決的一個問題
[00:08:12.640 --> 00:08:15.720]  我希望能夠藉著今天跟大家分享這個訊息
[00:08:15.720 --> 00:08:18.120]  能夠幫助大家看到
[00:08:18.120 --> 00:08:20.600]  到底神創造這個世界宇宙
[00:08:20.600 --> 00:08:21.760]  目的是什麼
[00:08:21.760 --> 00:08:25.400]  神創造我們人放在地球上的原因
[00:08:25.400 --> 00:08:26.720]  目的是什麼
[00:08:26.720 --> 00:08:29.600]  看看我們可不可以在聖經裡面
[00:08:29.600 --> 00:08:34.480]  能夠找回我們做人的價值和意義
[00:08:34.480 --> 00:08:37.760]  首先第一件事我覺得要和大家分享的就是
[00:08:37.760 --> 00:08:41.600]  神創造宇宙萬物的目的是什麼呢
[00:08:41.600 --> 00:08:44.560]  我們看幾節聖經
[00:08:44.560 --> 00:08:48.400]  這個是詩篇 詩人所描述的
[00:08:48.400 --> 00:08:52.280]  我們是詩篇第十九篇的第一到第四節
[00:08:52.280 --> 00:08:53.160]  這裡說
[00:08:53.160 --> 00:08:55.880]  諸天述說上帝的榮耀
[00:08:55.880 --> 00:08:58.520]  窮創全家的手段
[00:08:58.520 --> 00:09:00.720]  這日到那日發出言語
[00:09:00.720 --> 00:09:04.120]  這夜到那夜是傳出知識
[00:09:04.120 --> 00:09:05.680]  但是人見不見到
[00:09:05.680 --> 00:09:06.800]  聽不聽到
[00:09:06.800 --> 00:09:08.480]  聽不到看不見
[00:09:08.480 --> 00:09:10.480]  聖經說無言無語
[00:09:10.480 --> 00:09:11.960]  也就是沒有聲音可填
[00:09:11.960 --> 00:09:14.720]  在宇宙當中是不是這樣的情況呢
[00:09:14.720 --> 00:09:19.000]  但是他們的聲浪
[00:09:19.000 --> 00:09:20.880]  原文的翻譯是準繩
[00:09:20.880 --> 00:09:22.840]  一個master cake
[00:09:22.840 --> 00:09:28.880]  全遍天下 他的言語是傳到地極的
[00:09:28.880 --> 00:09:30.200]  如果我們看聖經的時候
[00:09:30.200 --> 00:09:33.960]  會發現神創造宇宙萬物的目的原來很簡單
