
[00:00:00.000 --> 00:00:04.100]  讓我們一起來玩一個聖經的猜謎遊戲
[00:00:04.100 --> 00:00:06.140]  聖經人物猜謎
[00:00:06.140 --> 00:00:07.940]  聽聽看喔
[00:00:07.940 --> 00:00:11.020]  這個人博學多聞 能力過人
[00:00:11.020 --> 00:00:13.060]  膽大心細 領導力十足
[00:00:13.060 --> 00:00:17.920]  而且是一隻打不死的小強
[00:00:17.920 --> 00:00:19.460]  是誰
[00:00:19.460 --> 00:00:20.480]  應該很明顯吧
[00:00:20.480 --> 00:00:21.500]  就是保羅嘛
[00:00:21.500 --> 00:00:23.300]  保羅他真的是
[00:00:23.300 --> 00:00:26.360]  這個非常厲害的領導者
[00:00:26.360 --> 00:00:27.900]  再猜猜看另外一個人
[00:00:27.900 --> 00:00:32.000]  我想不用猜你都知道我在猜誰了
[00:00:32.000 --> 00:00:33.020]  聽聽看
[00:00:33.020 --> 00:00:35.580]  這個人膽小怕事
[00:00:35.580 --> 00:00:38.660]  優柔寡斷 體弱多病
[00:00:38.660 --> 00:00:41.460]  覺得自己太年輕 不夠資格領導
[00:00:41.460 --> 00:00:43.260]  這個人是誰
[00:00:43.260 --> 00:00:46.580]  如果你剛剛都猜對請舉手一下
[00:00:46.580 --> 00:00:48.900]  我還真的以為沒猜對
[00:00:48.900 --> 00:00:52.480]  來給自己鼓勵一下不錯不錯
[00:00:52.480 --> 00:00:54.280]  我不知道你們有沒有想過一個問題
[00:00:54.280 --> 00:00:58.640]  為什麼這麼厲害的一個領導者
[00:00:58.640 --> 00:01:01.700]  他竟然會選一個如此
[00:01:01.700 --> 00:01:04.000]  好像沒有領導力的一個人
[00:01:04.000 --> 00:01:05.300]  作為他的一個
[00:01:05.300 --> 00:01:08.360]  好像其中一位代表性的
[00:01:08.360 --> 00:01:11.180]  下一代的教會領袖
[00:01:11.180 --> 00:01:14.760]  那提摩太又是如何能夠勝過
[00:01:14.760 --> 00:01:16.820]  所謂的一顆膽怯的心
[00:01:16.820 --> 00:01:19.380]  很多的焦慮 很多的憂愁
[00:01:19.380 --> 00:01:22.440]  最後成為那位成先啟後
[00:01:22.440 --> 00:01:26.540]  拓展神國的好領袖呢
[00:01:26.540 --> 00:01:28.580]  那不知道在我們當中是否有些人覺得說
[00:01:28.580 --> 00:01:30.900]  好像跟提摩太一樣
[00:01:30.900 --> 00:01:35.500]  其實有很多的生活上的一些問題困擾
[00:01:35.500 --> 00:01:37.280]  面對很多的風暴
[00:01:37.280 --> 00:01:40.620]  真是還沒開始來侍奉
[00:01:40.620 --> 00:01:41.900]  還沒開始來面對
[00:01:41.900 --> 00:01:43.940]  這一天就過不太下去了
[00:01:43.940 --> 00:01:45.220]  好吧 讓我們來看看
[00:01:45.220 --> 00:01:48.300]  透過提摩太後書第一章
[00:01:48.300 --> 00:01:52.660]  如何讓保羅能夠讓提摩太
[00:01:52.660 --> 00:01:55.720]  能夠得著一些豐富的屬靈產業
[00:01:55.720 --> 00:01:57.780]  導致他之後至終
[00:01:57.780 --> 00:02:01.100]  成為被稱重用的一個神國的使徒
[00:02:01.100 --> 00:02:02.640]  我們就來看提摩太後書一章
[00:02:02.640 --> 00:02:05.960]  1到7節和12到14節
[00:02:05.960 --> 00:02:09.300]  讓我來唸
[00:02:09.300 --> 00:02:10.320]  奉神旨意
[00:02:10.320 --> 00:02:12.880]  照著在基督耶穌裡生命的應許
[00:02:12.880 --> 00:02:15.440]  作為基督耶穌使徒的保羅
[00:02:15.440 --> 00:02:18.000]  寫信給我親愛的兒子提摩太
[00:02:18.000 --> 00:02:19.540]  願恩惠憐憫平安
[00:02:19.540 --> 00:02:23.120]  從父神和我們主基督耶穌歸於你
[00:02:23.120 --> 00:02:24.400]  我感謝神
[00:02:24.400 --> 00:02:26.960]  就是我接續祖先
[00:02:26.960 --> 00:02:29.520]  用清潔的良心所侍奉的神
[00:02:29.520 --> 00:02:31.320]  祈禱的時候
[00:02:31.320 --> 00:02:32.600]  不住的想念你
[00:02:32.600 --> 00:02:36.180]  紀念你的眼淚晝夜竊竊的想要見你
[00:02:36.180 --> 00:02:38.480]  好叫我滿心快樂
[00:02:38.480 --> 00:02:41.560]  想到你心裡無畏之信
[00:02:41.560 --> 00:02:44.880]  這信是先在你外祖母羅以
[00:02:44.880 --> 00:02:47.180]  和你母親有尼姬心裡的
[00:02:47.180 --> 00:02:50.760]  我深信也在你的心裡
[00:02:50.760 --> 00:02:53.060]  為此我提醒你使你將
[00:02:53.060 --> 00:02:57.160]  神借我暗手所給你的恩賜
[00:02:57.160 --> 00:02:59.720]  再如火挑旺起來
[00:02:59.720 --> 00:03:02.540]  因為神賜給我們不是膽怯的心
[00:03:02.540 --> 00:03:05.360]  那是剛強仁愛謹守的心
[00:03:05.360 --> 00:03:07.920]  這是one of my favorite Bible verses
[00:03:07.920 --> 00:03:11.240]  第12節為這緣故我也受這些苦難
[00:03:11.240 --> 00:03:13.540]  然而我不以為恥
[00:03:13.540 --> 00:03:15.600]  因為知道我所信的是誰
[00:03:15.600 --> 00:03:18.680]  也深信祂能保全我所教父祂的
[00:03:18.680 --> 00:03:20.460]  直到那日
[00:03:20.460 --> 00:03:22.000]  接下來13、14節我們一起來念
[00:03:22.000 --> 00:03:23.020]  來
[00:03:23.020 --> 00:03:27.120]  你從我聽的那純正話語的規模
[00:03:27.120 --> 00:03:30.960]  要用在基督耶穌裡的信心和愛心
[00:03:30.960 --> 00:03:32.760]  常常守著
[00:03:32.760 --> 00:03:35.060]  從前所教託你的善道
[00:03:35.060 --> 00:03:39.140]  你要靠著那住在我們裡面的聖靈
[00:03:39.140 --> 00:03:41.200]  牢牢的守著
[00:03:41.200 --> 00:03:45.040]  為什麼提摩太會有膽怯的心
[00:03:45.040 --> 00:03:47.600]  因為他眼睛看到的
[00:03:47.600 --> 00:03:50.680]  是讓他膽怯的事情
[00:03:50.680 --> 00:03:53.240]  那麼他後來如何能夠
[00:03:53.240 --> 00:03:56.040]  提起這個剛強仁愛謹守的心呢
[00:03:56.040 --> 00:03:58.600]  因為保羅提醒他
[00:03:58.600 --> 00:04:03.220]  你要專注在那能夠使你剛強
[00:04:03.220 --> 00:04:05.000]  能夠使你仁愛
[00:04:05.000 --> 00:04:08.340]  能夠使你謹守的事情上面
[00:04:08.340 --> 00:04:11.400]  今天我們所看到的是什麼
[00:04:11.400 --> 00:04:14.740]  就會決定我們的心態如何
[00:04:14.740 --> 00:04:17.300]  所以在剛才提摩太後書第一章
[00:04:17.300 --> 00:04:19.860]  保羅要提摩太看見的
[00:04:19.860 --> 00:04:21.920]  原來其實提摩太
[00:04:21.920 --> 00:04:26.260]  你是有非常豐富的屬靈的產業
[00:04:26.260 --> 00:04:30.860]  是遠遠勝過你現在所面對一切自我的懷疑
[00:04:30.860 --> 00:04:34.720]  或是你所面對一切的狂風巨浪的
[00:04:34.720 --> 00:04:37.520]  所以今天求神讓我們也看見
[00:04:37.520 --> 00:04:39.320]  原來在我們生命當中
[00:04:39.320 --> 00:04:43.160]  也有非常豐富的屬靈的產業
[00:04:43.160 --> 00:04:46.480]  而我們今天憑著信心眼睛看見
[00:04:46.480 --> 00:04:49.820]  我們就能夠拒絕那膽怯的心
[00:04:49.820 --> 00:04:54.160]  我們就能夠有那剛強仁愛謹守的心
[00:04:54.160 --> 00:04:55.960]  讓我們一起來dive in
[00:04:55.960 --> 00:04:59.540]  首先保羅對提摩太說
[00:04:59.540 --> 00:05:01.340]  你有第一個屬靈產業
[00:05:01.340 --> 00:05:04.920]  就是屬靈祖先的應許
[00:05:04.920 --> 00:05:09.780]  我們一起來說屬靈祖先的應許
[00:05:09.780 --> 00:05:11.040]  提摩太後書一章三節
[00:05:11.040 --> 00:05:15.920]  保羅說我感謝神就是我接續祖先
[00:05:15.920 --> 00:05:17.720]  用清潔的良心所侍奉的神
[00:05:17.720 --> 00:05:21.960]  我祈禱的時候不住的想念著祢
[00:05:21.960 --> 00:05:24.360]  保羅清楚的知道
[00:05:24.360 --> 00:05:27.640]  他自己他不是一個人在服侍
[00:05:27.640 --> 00:05:33.260]  他清楚知道他是接續祖先在服侍
[00:05:33.260 --> 00:05:35.720]  這邊為什麼保羅特別強調接續祖先
[00:05:35.720 --> 00:05:36.960]  他有兩個用意
[00:05:36.960 --> 00:05:40.280]  首先他要對當時的猶太人強調
[00:05:40.280 --> 00:05:42.720]  基督的信仰與猶太人是
[00:05:42.720 --> 00:05:44.680]  源於同一個根源的
[00:05:44.680 --> 00:05:46.320]  所服侍的都是亞伯拉罕
[00:05:46.320 --> 00:05:48.040]  以撒亞哥的神
[00:05:48.040 --> 00:05:51.880]  所以不但基督徒沒有與猶太的祖先決裂
[00:05:51.880 --> 00:05:54.520]  反而是延續了先祖的信心
[00:05:54.520 --> 00:05:56.680]  這對當時這個猶太人來說
[00:05:56.680 --> 00:05:59.080]  是非常重要的一個真理
[00:05:59.080 --> 00:06:01.520]  而第二保羅提到接續祖先
[00:06:01.520 --> 00:06:02.920]  是要提醒提摩太
[00:06:02.920 --> 00:06:05.600]  我們的信仰是遠超過
[00:06:05.600 --> 00:06:07.800]  眼前所看見的局限的
[00:06:07.800 --> 00:06:12.000]  我們的信仰是從先祖開始
[00:06:12.000 --> 00:06:16.520]  那位開篇闢遞創始承重的神
[00:06:16.520 --> 00:06:18.800]  賜給他所有的祖先
[00:06:18.800 --> 00:06:21.120]  所有的應許祝福
[00:06:21.120 --> 00:06:23.840]  都是我們可以來擷取
[00:06:23.840 --> 00:06:26.120]  可以來信靠的
[00:06:26.120 --> 00:06:30.160]  首先神與亞伯拉罕的約定
[00:06:30.160 --> 00:06:32.280]  也與我們有關
[00:06:32.280 --> 00:06:35.200]  難怪保羅他是這麼有底氣
[00:06:35.200 --> 00:06:37.520]  因為他服侍從來不是看我有什麼
[00:06:37.520 --> 00:06:41.800]  而是看到原來我有這麼豐富的應許
[00:06:41.800 --> 00:06:44.560]  從歷世歷來的先祖
[00:06:44.560 --> 00:06:47.040]  都是一直累積在其中
[00:06:47.040 --> 00:06:49.280]  我們來看神與亞伯拉罕的約
[00:06:49.280 --> 00:06:50.800]  也與我們有關
[00:06:50.800 --> 00:06:54.240]  創世紀二十二章十七十八節說
[00:06:54.240 --> 00:06:57.640]  論福我必賜大福給你
[00:06:57.640 --> 00:07:00.040]  論子孫我必教你的子孫
[00:07:00.040 --> 00:07:01.320]  躲起來如同天上的星
[00:07:01.320 --> 00:07:02.640]  海邊的沙
[00:07:02.640 --> 00:07:05.520]  你子孫必得著仇敵的城門
[00:07:05.520 --> 00:07:10.320]  如果你覺得這個應許是給亞伯拉罕的
[00:07:10.320 --> 00:07:12.840]  那你就虧大了 我告訴你
[00:07:12.840 --> 00:07:15.040]  因為我們都是亞伯拉罕的後裔
[00:07:15.040 --> 00:07:17.520]  我們是亞伯拉罕屬靈的後裔
[00:07:17.520 --> 00:07:19.160]  所以這個應許其實是
[00:07:19.160 --> 00:07:21.800]  與我們有直接的關係的
[00:07:21.800 --> 00:07:23.600]  你可以想像一下
[00:07:23.600 --> 00:07:24.880]  我必賜大福給你
[00:07:24.880 --> 00:07:26.240]  論子孫我必教你的子孫
[00:07:26.240 --> 00:07:28.160]  如天上的星 海邊的沙
[00:07:28.160 --> 00:07:32.360]  意思就是無限大
[00:07:32.360 --> 00:07:33.760]  如果你學數學就知道
[00:07:33.760 --> 00:07:36.720]  無限就是你怎麼除怎麼除
[00:07:36.720 --> 00:07:38.680]  除到後來還是怎麼樣
[00:07:38.680 --> 00:07:40.400]  還是無限
[00:07:40.400 --> 00:07:41.320]  所以你知道嗎
[00:07:41.320 --> 00:07:43.320]  前一陣子我就想說
[00:07:43.320 --> 00:07:47.160]  如果亞伯拉罕的子孫是無限多的話
[00:07:47.160 --> 00:07:49.480]  那麼亞伯拉罕的子孫
[00:07:49.480 --> 00:07:52.240]  他們的子孫是多少
[00:07:52.240 --> 00:07:54.200]  應該也是無限多吧
[00:07:54.200 --> 00:07:56.040]  這make sense嗎
[00:07:56.040 --> 00:07:57.040]  不要數學make sense
[00:07:57.040 --> 00:07:59.520]  講到這邊你突然就不make sense
[00:07:59.520 --> 00:08:03.000]  所以如果你和我都是亞伯拉罕的子孫
[00:08:03.000 --> 00:08:06.360]  那麼我們的子孫是怎麼樣
[00:08:06.360 --> 00:08:09.920]  也可以無限多對吧
[00:08:09.920 --> 00:08:13.440]  Amen就是無限多
[00:08:13.440 --> 00:08:16.840]  你的子孫也可以無限多Amen
[00:08:16.840 --> 00:08:19.320]  所以為什麼保羅這麼有底氣
[00:08:19.320 --> 00:08:21.200]  他不管遇到多大的艱難
[00:08:21.200 --> 00:08:25.240]  他說是的亞伯拉罕的子孫是無限多
[00:08:25.240 --> 00:08:27.960]  所以我在回應神的呼召
[00:08:27.960 --> 00:08:29.360]  要傳主的福音
[00:08:29.360 --> 00:08:33.040]  這個果效也是無限多的果效
[00:08:33.040 --> 00:08:36.000]  不論環境有多麼的困難
[00:08:36.000 --> 00:08:37.320]  多麼的挑戰
[00:08:37.320 --> 00:08:38.760]  多少人拒絕我
[00:08:38.760 --> 00:08:41.400]  神說無限多就會無限多
[00:08:41.400 --> 00:08:41.960]  所以聽我解釋
[00:08:41.960 --> 00:08:45.600]  你的小組未來是什麼樣的應許
[00:08:45.600 --> 00:08:48.000]  無限多Amen
[00:08:48.000 --> 00:08:50.960]  哇 你相信就拍手一下好不好
[00:08:50.960 --> 00:08:52.080]  你說哇塞亞森公子
[00:08:52.080 --> 00:08:54.520]  你今天有點誇張
[00:08:54.520 --> 00:08:58.560]  well 這個上帝對亞伯拉罕說的嗎
[00:08:58.560 --> 00:08:59.680]  天上的星 海邊的山
[00:08:59.680 --> 00:09:02.000]  你說你星星數不完嗎
[00:09:02.000 --> 00:09:05.400]  這就是保羅的底氣
[00:09:05.400 --> 00:09:06.520]  接下來他說
[00:09:06.520 --> 00:09:11.760]  你的子孫必得著仇敵的城門
[00:09:11.760 --> 00:09:14.360]  亞伯拉罕的子孫是誰
[00:09:14.360 --> 00:09:15.680]  就我們
[00:09:15.680 --> 00:09:18.120]  保羅肯定對號入座
[00:09:18.120 --> 00:09:19.880]  這肯定是我
[00:09:19.880 --> 00:09:21.840]  所以今天我就是那
[00:09:21.840 --> 00:09:24.680]  得著仇敵城門的子孫
[00:09:24.680 --> 00:09:26.080]  哇 所以他去福祉
[00:09:26.080 --> 00:09:27.400]  完全是蠻有信心
[00:09:27.400 --> 00:09:29.960]  不是他覺得他很厲害
[00:09:29.960 --> 00:09:31.160]  他有底氣
[00:09:31.160 --> 00:09:34.200]  因為他知道他是接續他的祖先
[00:09:34.200 --> 00:09:35.800]  在福祉的
[00:09:35.800 --> 00:09:36.880]  各位姐妹們4月13號
[00:09:36.880 --> 00:09:39.640]  我們教會有全教會的禱告行徑
[00:09:39.640 --> 00:09:41.520]  我們要帶著這個應許
[00:09:41.520 --> 00:09:43.360]  去禱告行徑Amen
[00:09:43.360 --> 00:09:44.560]  我們要在各地
[00:09:44.560 --> 00:09:48.600]  要來得著仇敵的城門
[00:09:48.600 --> 00:09:51.560]  這我們雙腳不是只用來慢跑的
[00:09:51.560 --> 00:09:53.560]  我們雙腳是要來宣告
[00:09:53.560 --> 00:09:55.680]  要來得著仇敵的城門Amen
[00:09:55.680 --> 00:09:56.720]  Hallelujah
[00:09:56.720 --> 00:09:58.000]  那麼第三 這邊講到
[00:09:58.000 --> 00:10:03.600]  萬國都必因你的厚義得福
[00:10:03.600 --> 00:10:04.560]  亞伯拉罕的子孫
[00:10:04.560 --> 00:10:07.280]  不但是能夠自己蒙福
[00:10:07.280 --> 00:10:12.240]  他要能夠使萬國因他們得福
[00:10:12.240 --> 00:10:12.720]  所以各位姐妹們
[00:10:12.720 --> 00:10:14.720]  保羅他去做跨文化的士風
[00:10:14.720 --> 00:10:16.400]  他有底氣的
[00:10:16.400 --> 00:10:17.800]  不是他
[00:10:17.800 --> 00:10:20.040]  不是他有什麼了不起
[00:10:20.040 --> 00:10:21.800]  是因為他知道這是神
[00:10:21.800 --> 00:10:24.840]  透過祂祖先給他的應許
[00:10:24.840 --> 00:10:26.840]  還有神對他的護照
[00:10:26.840 --> 00:10:27.400]  弟兄姐妹
[00:10:27.400 --> 00:10:29.560]  今天你真的能夠成為
[00:10:29.560 --> 00:10:33.800]  使萬國成為祝福的器皿
[00:10:33.800 --> 00:10:36.920]  關鍵就是你是否願意相信
[00:10:36.920 --> 00:10:41.640]  這是神在你生命中的心意和計畫
[00:10:41.640 --> 00:10:42.400]  所以我感謝神
[00:10:42.400 --> 00:10:44.360]  因為生命河就是因為
[00:10:44.360 --> 00:10:46.160]  有一顆單純的心
[00:10:46.160 --> 00:10:47.200]  相信是的
[00:10:47.200 --> 00:10:50.720]  我們要去使萬國成為主的門徒
[00:10:50.720 --> 00:10:51.960]  所以今天我們都是在
[00:10:51.960 --> 00:10:54.960]  這樣的一個祝福應許當中
[00:10:54.960 --> 00:10:56.440]  當然我們都知道這樣的應許
[00:10:56.440 --> 00:10:59.240]  是在耶穌基督裡面
[00:10:59.240 --> 00:11:01.600]  能夠得以最後的實現的
[00:11:01.600 --> 00:11:04.280]  所以透過耶穌基督的新約
[00:11:04.280 --> 00:11:08.680]  我們看到透過耶穌基督的新約
[00:11:08.680 --> 00:11:10.560]  這些祝福都領到了
[00:11:10.560 --> 00:11:15.600]  保羅他所說到的接續祖先的約定
[00:11:15.600 --> 00:11:16.440]  第二個是講到
[00:11:16.440 --> 00:11:17.800]  神與大衛的約定
[00:11:17.800 --> 00:11:19.760]  也是與我們有關的
[00:11:19.760 --> 00:11:22.120]  桑姆爾記下七章十二十三節
[00:11:22.120 --> 00:11:25.840]  神透過拿丹對大衛說
