
[00:00:00.000 --> 00:00:01.760]  聖嬰姐妹平安
[00:00:01.760 --> 00:00:04.040]  我們一起祈禱
[00:00:04.040 --> 00:00:07.300]  教會的主
[00:00:07.300 --> 00:00:09.980]  你是次下聖靈的主
[00:00:09.980 --> 00:00:13.140]  感謝你讓我們活在眾信徒
[00:00:13.140 --> 00:00:15.740]  都可以被聖靈充滿的時代
[00:00:15.740 --> 00:00:18.120]  由揀選我們
[00:00:18.120 --> 00:00:20.900]  成為有份見證你的群體
[00:00:20.900 --> 00:00:23.860]  願主幫助我們在今天的訊息裡
[00:00:23.860 --> 00:00:25.960]  再次被聖靈觸動
[00:00:25.960 --> 00:00:29.820]  以致我們可以勇敢闖開自己的生命
[00:00:29.820 --> 00:00:32.920]  被聖靈繼續透過我們的敬拜
[00:00:32.920 --> 00:00:36.040]  禱告、團契、經歷裡面
[00:00:36.040 --> 00:00:40.000]  塑造我們成為流露基督同在的群體
[00:00:40.000 --> 00:00:41.740]  我們的同心禱告
[00:00:41.740 --> 00:00:43.680]  奉主耶穌基督的聖名祈求
[00:00:43.680 --> 00:00:44.680]  阿門
[00:00:44.680 --> 00:00:46.860]  聖嬰姐妹
[00:00:46.860 --> 00:00:49.400]  不知道大家有沒有在社交媒體
[00:00:49.400 --> 00:00:51.640]  或者地鐵的廣告上面
[00:00:51.640 --> 00:00:52.740]  有聽聞過
[00:00:52.740 --> 00:00:56.300]  或者你也有玩一個遊戲叫皮克文呢
[00:00:56.300 --> 00:00:58.220]  好像沒有什麼
[00:00:58.220 --> 00:01:00.700]  因為沒有人見過這樣的東西
[00:01:00.700 --> 00:01:02.580]  總之地鐵可能會見到
[00:01:02.580 --> 00:01:03.980]  你們下次留意一下吧
[00:01:03.980 --> 00:01:08.460]  根據官方的說法
[00:01:08.460 --> 00:01:12.540]  這一堆的生物是半生物半植物
[00:01:12.540 --> 00:01:14.700]  在皮克文這個遊戲裡面
[00:01:14.700 --> 00:01:18.440]  它會陪著你去走路和探險
[00:01:18.440 --> 00:01:23.020]  會去收集果實、種花
[00:01:23.020 --> 00:01:26.020]  在累積足夠的友好度的時候
[00:01:26.020 --> 00:01:28.660]  它們也會回到自己的出生地
[00:01:28.660 --> 00:01:30.380]  去得到一些裝飾
[00:01:30.380 --> 00:01:33.660]  這個遊戲透過不同的設計
[00:01:33.660 --> 00:01:38.620]  想鼓勵玩的人多走路、多走動
[00:01:38.620 --> 00:01:43.220]  在遊戲裡面有一些可以個人努力的部分
[00:01:43.220 --> 00:01:45.740]  例如你每天走多少路
[00:01:45.740 --> 00:01:47.980]  你去了多少地方
[00:01:47.980 --> 00:01:51.620]  你怎樣跟自己的皮克文互動
[00:01:51.620 --> 00:01:53.940]  你有沒有餵它們吃東西
[00:01:53.940 --> 00:01:58.460]  或者去收集裝飾、活動徽章等等
[00:01:58.460 --> 00:02:03.100]  同時也有一些有社群性的元素
[00:02:03.100 --> 00:02:06.700]  例如你可以寄明信片給你的朋友
[00:02:06.700 --> 00:02:09.740]  你可以跟你的朋友組成五個人一隊
[00:02:09.740 --> 00:02:12.580]  去每個星期一起走十萬步
[00:02:12.580 --> 00:02:15.780]  或者在遊戲裡面的戰鬥的時候
[00:02:15.780 --> 00:02:19.500]  你就呼叫你的朋友幫忙
[00:02:19.500 --> 00:02:24.380]  我本身兩年前已經有下載這個遊戲
[00:02:24.380 --> 00:02:26.260]  在我的電話裡面
[00:02:26.260 --> 00:02:30.100]  但就是一種有空拿出來玩一下
[00:02:30.100 --> 00:02:32.340]  有空就沒有玩的一個狀態
[00:02:32.340 --> 00:02:37.660]  當時我身邊也不多人有玩這個遊戲
[00:02:37.660 --> 00:02:41.060]  但是去到今年二、三月的時候
[00:02:41.060 --> 00:02:45.140]  就突然由台灣開始掀起了一輪皮克文的風潮
[00:02:45.140 --> 00:02:48.660]  就熱到來香港
[00:02:48.660 --> 00:02:52.100]  突然有一次在我服侍的初職團體裡面
[00:02:52.100 --> 00:02:55.500]  聽到有些人聊天的時候提起皮克文這三個字
[00:02:55.500 --> 00:02:59.740]  我就衝進去加入這個對話
[00:02:59.740 --> 00:03:02.140]  然後我們就聯繫了
[00:03:02.140 --> 00:03:05.100]  我們開始在皮克文裡面做朋友
[00:03:05.100 --> 00:03:08.180]  開始叫其他人一起下載
[00:03:08.180 --> 00:03:11.140]  我們就可以一起走路
[00:03:11.140 --> 00:03:16.180]  當我們越來越多人玩的時候
[00:03:16.180 --> 00:03:21.700]  我們聽到或者自己也有經歷到一些生活模式上的改變
[00:03:21.700 --> 00:03:24.300]  有些人去上班放午餐的時候
[00:03:24.300 --> 00:03:27.820]  他不再留在座位上看YouTube或者睡覺
[00:03:27.820 --> 00:03:30.420]  他會選擇出去散步
[00:03:30.420 --> 00:03:33.900]  有些人在回家之前會選擇去繞路
[00:03:33.900 --> 00:03:36.060]  就是為了多走一些路
[00:03:36.060 --> 00:03:37.580]  我也有一個朋友
[00:03:37.580 --> 00:03:39.420]  本身有一些狀況
[00:03:39.420 --> 00:03:42.300]  不是很喜歡出門口
[00:03:42.300 --> 00:03:45.420]  又很怕一些人多的地方
[00:03:45.420 --> 00:03:49.180]  但他為了玩皮克文去儲這些裝飾
[00:03:49.180 --> 00:03:52.740]  他得到足夠的力量去過海
[00:03:52.740 --> 00:03:54.820]  是很奇妙的
[00:03:54.820 --> 00:04:01.820]  在社交媒體也看到有些人邀請了他的父母一起玩
[00:04:01.820 --> 00:04:04.980]  因此跟父母多了對話互動
[00:04:04.980 --> 00:04:08.420]  以及共同用的術語
[00:04:08.420 --> 00:04:11.740]  這個遊戲令我發現
[00:04:11.740 --> 00:04:15.300]  原來皮克文沒有說不可以自己玩
[00:04:15.300 --> 00:04:19.420]  但原來有人一起玩的體驗是完整得多
[00:04:19.420 --> 00:04:20.940]  有趣得多
[00:04:20.940 --> 00:04:22.900]  而且也是這樣一起玩
[00:04:22.900 --> 00:04:29.980]  才帶來真正對日常生活有很大幅度的改變
[00:04:29.980 --> 00:04:34.940]  在這幾個月裡經歷很多人一起玩
[00:04:34.940 --> 00:04:37.740]  很多人一起研究不同的攻略的時候
[00:04:37.740 --> 00:04:40.620]  也有不斷想起我們的信仰
[00:04:40.620 --> 00:04:44.620]  我覺得我們的信仰帶來的改變也是這樣
[00:04:44.620 --> 00:04:48.780]  我們信仰的群體也一樣這麼重要
[00:04:48.780 --> 00:04:53.860]  我們今天說的「士徒人轉移章」37-47節
[00:04:53.860 --> 00:04:58.020]  是說五旬節後的群體如何形成
[00:04:58.020 --> 00:05:01.860]  他們又是有什麼樣的面貌
[00:05:01.860 --> 00:05:04.180]  之前已經說了
[00:05:04.180 --> 00:05:07.740]  門徒一起禱告等候聖靈
[00:05:07.740 --> 00:05:09.100]  聖靈降臨
[00:05:09.100 --> 00:05:11.300]  他們旁邊的人的反應
[00:05:11.300 --> 00:05:14.660]  到今天這個部分就是五旬節
[00:05:14.660 --> 00:05:17.700]  聖靈降臨的故事發展到尾聲
[00:05:17.700 --> 00:05:23.740]  一個被聖靈充滿和改變的群體就形成了
[00:05:23.740 --> 00:05:26.620]  我們先來一些上回提要
[00:05:26.620 --> 00:05:29.660]  在耶穌設立聖餐的余節之後
[00:05:29.660 --> 00:05:32.900]  第五十天來到五旬節
[00:05:32.900 --> 00:05:34.740]  在這五十天裡
[00:05:34.740 --> 00:05:37.300]  跟隨耶穌的信徒已經經歷了
[00:05:37.300 --> 00:05:43.420]  耶穌被捕、受苦、受死、復活、升天
[00:05:43.420 --> 00:05:47.220]  到他們現在沒有了耶穌
[00:05:47.220 --> 00:05:50.420]  跟他們肉身上同在的時候
[00:05:50.420 --> 00:05:52.860]  他們等候聖靈
[00:05:52.860 --> 00:05:55.260]  當他們聚在一起祈禱
[00:05:55.260 --> 00:05:57.260]  然後聖靈降臨的時候
[00:05:57.260 --> 00:06:00.580]  每個人都欣著聖靈充滿
[00:06:00.580 --> 00:06:02.980]  而可以說起別國的話
[00:06:02.980 --> 00:06:07.780]  他們就用別國的話來講論神的作為
[00:06:07.780 --> 00:06:10.500]  而有一群被聖靈降臨的時候
[00:06:10.500 --> 00:06:14.060]  那個大響聲所吸引來聚集的猶太人
[00:06:14.060 --> 00:06:17.780]  見到他們這樣的情景既疑惑又驚奇
[00:06:17.780 --> 00:06:21.780]  有些人選擇去笑他們只是聚酒
[00:06:21.780 --> 00:06:26.260]  彼得就發表了《士徒行傳》裡的第一篇《道》
[00:06:26.260 --> 00:06:30.180]  透過去詮釋約爾書和詩篇的預言
[00:06:30.180 --> 00:06:33.620]  去解釋聖靈降臨是什麼一回事
[00:06:33.620 --> 00:06:36.420]  並且用這件事去論述
