
[00:00:00.000 --> 00:00:03.640]  各位姐妹很開心一日又一齊讀聖經
[00:00:03.640 --> 00:00:05.480]  《生命樹宣揚網絡》
[00:00:05.480 --> 00:00:06.920]  《聖經人》《聖經事》
[00:00:06.920 --> 00:00:08.720]  在《聖經》裏面的上帝
[00:00:08.720 --> 00:00:12.000]  今天來到《撒姆爾記》上的第二章
[00:00:12.000 --> 00:00:16.000]  說一個很悲慘的宣告
[00:00:16.000 --> 00:00:21.800]  就是你的兩個兒子必一日同死
[00:00:21.800 --> 00:00:25.600]  這件《聖經》裏面的事真是慘了
[00:00:25.600 --> 00:00:30.800]  《聖經》人物就是以利濟斯撒姆爾的師傅
[00:00:30.800 --> 00:00:34.400]  和以利濟斯的兩個兒子的遭遇
[00:00:34.400 --> 00:00:38.200]  這兩個兒子其實真是活該
[00:00:38.200 --> 00:00:42.600]  有一個神人來到說這個宣告
[00:00:42.600 --> 00:00:44.600]  我們又去看看經文
[00:00:44.600 --> 00:00:47.400]  你這兩個兒子必一日同死
[00:00:47.400 --> 00:00:48.800]  就是今天的主題
[00:00:48.800 --> 00:00:52.400]  《撒姆爾記》上第二章第三十節
[00:00:52.400 --> 00:00:56.000]  因此耶和華已熄滅的神說
[00:00:56.000 --> 00:01:01.600]  我曾說你和你夫家必永遠行在我面前
[00:01:01.600 --> 00:01:05.000]  不過現在我倒轉了卻說
[00:01:05.000 --> 00:01:07.000]  缺不容你這樣行
[00:01:07.000 --> 00:01:10.000]  因為尊重我的我必尊重他
[00:01:10.000 --> 00:01:13.400]  藐視我的他必被輕視
[00:01:13.400 --> 00:01:14.800]  這一句呢
[00:01:14.800 --> 00:01:17.600]  這一次《聖經》是昨天講過的
[00:01:17.600 --> 00:01:20.800]  不過我引用進入今天的題目
[00:01:20.800 --> 00:01:24.200]  大家知道這件事是在講什麼呢
[00:01:24.200 --> 00:01:28.800]  就是撒姆爾的師傅以利濟斯
[00:01:28.800 --> 00:01:32.800]  你說他昏庸又不是
[00:01:32.800 --> 00:01:34.400]  靈性應該不錯的
[00:01:34.400 --> 00:01:36.400]  對神的心都挺好的
[00:01:36.400 --> 00:01:39.200]  只不過教子無方
[00:01:39.200 --> 00:01:40.400]  縱容了兩個兒子
[00:01:40.400 --> 00:01:42.400]  他兩個兒子都是濟斯
[00:01:42.400 --> 00:01:44.400]  有人來獻祭
[00:01:44.400 --> 00:01:45.800]  很多人來獻祭
[00:01:45.800 --> 00:01:48.200]  整個以色列民這麼多
[00:01:48.200 --> 00:01:51.600]  只是出埃及也有百多二百萬人
[00:01:51.600 --> 00:01:54.000]  已經住定在迦南地
[00:01:54.000 --> 00:01:56.800]  來獻祭的人真是絡繹不絕
[00:01:56.800 --> 00:01:59.000]  這個濟斯做很大生意
[00:01:59.000 --> 00:02:01.200]  因為有很多肉食
[00:02:01.200 --> 00:02:04.800]  以往的人吃麥餅多
[00:02:04.800 --> 00:02:06.200]  吃肉很少
[00:02:06.200 --> 00:02:09.400]  但他以利那兩個兒子就很多肉食
[00:02:09.400 --> 00:02:11.000]  因為叫僕人利
[00:02:11.000 --> 00:02:14.200]  就是你獻祭在煮肉是吧
[00:02:14.200 --> 00:02:15.800]  行那你別動
[00:02:15.800 --> 00:02:17.800]  他就找一個沙罵叉的叉
[00:02:17.800 --> 00:02:21.400]  插進你的鍋裏
[00:02:21.400 --> 00:02:23.200]  拔出來插到哪塊肉
[00:02:23.200 --> 00:02:24.200]  就是他拿走的了
[00:02:24.200 --> 00:02:25.600]  是不是很凶惡
[00:02:25.600 --> 00:02:26.600]  我都說笑了
[00:02:26.600 --> 00:02:28.400]  如果只有一塊肉被叉插進去
[00:02:28.400 --> 00:02:29.400]  那怎麼辦呢
[00:02:29.400 --> 00:02:30.200]  那就沒有了
[00:02:30.200 --> 00:02:32.400]  喝湯喝水
[00:02:32.400 --> 00:02:34.200]  當你的濟生還沒燒
[00:02:34.200 --> 00:02:36.600]  他就說我要拿些生的肉
[00:02:36.600 --> 00:02:38.400]  為什麼是因為濟斯要的
[00:02:38.400 --> 00:02:40.800]  就是他兩個以利那兩個兒子要
[00:02:40.800 --> 00:02:44.200]  那就不如讓我獻了一些膏油
[00:02:44.200 --> 00:02:45.600]  讓我割一些膏油出來
[00:02:45.600 --> 00:02:46.400]  就獻了先
[00:02:46.400 --> 00:02:48.000]  不行現在要
[00:02:48.000 --> 00:02:49.600]  不然我就搶
[00:02:49.600 --> 00:02:51.600]  我是濟斯的僕人
[00:02:51.600 --> 00:02:52.800]  讓他幫你獻祭
[00:02:52.800 --> 00:02:55.200]  讓他幫你燒這些肉
[00:02:55.200 --> 00:02:56.800]  哇惡到什麼地步
[00:02:56.800 --> 00:02:58.400]  於是有個神人來
[00:02:58.400 --> 00:02:59.200]  和以利說
[00:02:59.200 --> 00:03:01.400]  你那兩個兒子這樣真的不行了
[00:03:01.400 --> 00:03:05.000]  以前我就用你和你的傅家
[00:03:05.000 --> 00:03:06.400]  你的傅家和你
[00:03:06.400 --> 00:03:08.400]  就一直為我工作
[00:03:08.400 --> 00:03:09.600]  現在不是了
[00:03:09.600 --> 00:03:11.000]  因為你不尊重我
[00:03:11.000 --> 00:03:13.800]  我會輕視你們
[00:03:13.800 --> 00:03:16.400]  今天就進入三十一節了
[00:03:16.400 --> 00:03:17.600]  第一點
[00:03:17.600 --> 00:03:19.600]  日子必到
[00:03:19.600 --> 00:03:21.600]  我要截斷你的防備
[00:03:21.600 --> 00:03:24.000]  和你傅家的防備
[00:03:24.000 --> 00:03:27.000]  使你家中沒有一個老年人
[00:03:27.000 --> 00:03:27.800]  哇慘了
[00:03:27.800 --> 00:03:30.400]  截斷你的防備和你傅家的防備
[00:03:30.400 --> 00:03:32.600]  沒有一個老年人
[00:03:32.600 --> 00:03:35.400]  那我今天要和大家看的就是第一點
[00:03:35.400 --> 00:03:37.600]  日子必到
[00:03:37.600 --> 00:03:39.000]  請記住這四個字
[00:03:39.000 --> 00:03:41.400]  日子必到
[00:03:41.400 --> 00:03:45.200]  你想想那些以色列人
[00:03:45.200 --> 00:03:48.600]  你說他獻祭的時候多麼的灰心
[00:03:48.600 --> 00:03:50.800]  多麼的失意
[00:03:50.800 --> 00:03:53.000]  多麼的憤怒
[00:03:53.000 --> 00:03:53.800]  唉呀
[00:03:53.800 --> 00:03:55.000]  拿一隻牛來獻祭
[00:03:55.000 --> 00:03:56.800]  誰知道你叉了它
[00:03:56.800 --> 00:03:58.800]  未曾燒你就拿了它
[00:03:58.800 --> 00:04:01.400]  那什麼意思
[00:04:01.400 --> 00:04:03.800]  其實前兩段事已經說到
[00:04:03.800 --> 00:04:09.000]  令到以色列人對於去回眸獻祭
[00:04:09.000 --> 00:04:10.600]  是感到很厭煩
[00:04:10.600 --> 00:04:13.000]  感到很失禮
[00:04:13.000 --> 00:04:15.000]  感到很不想去
[00:04:15.000 --> 00:04:17.000]  很抗拒
[00:04:17.000 --> 00:04:19.000]  那神終於發怒
[00:04:19.000 --> 00:04:20.200]  這兩個祭司
[00:04:20.200 --> 00:04:22.800]  年輕人祭司濫你
[00:04:22.800 --> 00:04:25.400]  我有位我爸爸應該是大祭司
[00:04:25.400 --> 00:04:26.400]  所以呢
[00:04:26.400 --> 00:04:28.200]  怕你什麼
[00:04:28.200 --> 00:04:28.600]  唉
[00:04:28.600 --> 00:04:30.600]  不獻就不要獻
[00:04:30.600 --> 00:04:31.800]  又沒有人阻止他
[00:04:31.800 --> 00:04:33.600]  那些僕人就聽他的
[00:04:33.600 --> 00:04:35.000]  分到肉
[00:04:35.000 --> 00:04:37.000]  於是很慘了
[00:04:37.000 --> 00:04:40.400]  於是神就叫一個神人去指責以利
[00:04:40.400 --> 00:04:42.400]  他的宣告在這裡
[00:04:42.400 --> 00:04:43.600]  第一點今天說的
[00:04:43.600 --> 00:04:46.400]  入旨必到
[00:04:46.400 --> 00:04:49.000]  其實大家要相信上帝的工作
[00:04:49.000 --> 00:04:52.200]  並不會一直讓一些惡事
[00:04:52.200 --> 00:04:54.200]  到永遠的
[00:04:54.200 --> 00:04:56.200]  今天你在世界見到很多
[00:04:56.200 --> 00:04:58.200]  無惡不作的人
[00:04:58.200 --> 00:05:00.000]  無惡不作的國家
[00:05:00.000 --> 00:05:01.400]  恐怖的國家
[00:05:01.400 --> 00:05:03.400]  恐怖的人
[00:05:03.400 --> 00:05:03.800]  唉
[00:05:03.800 --> 00:05:04.800]  怎麼會這樣
[00:05:04.800 --> 00:05:06.400]  沒有人去制止他嗎
[00:05:06.400 --> 00:05:08.400]  為什麼這麼多人會附和跟隨他
[00:05:08.400 --> 00:05:11.000]  去做他的僕人是這樣的
[00:05:11.000 --> 00:05:12.600]  這個世界就是這樣的
[00:05:12.600 --> 00:05:15.600]  有魔鬼在這裡工作就是這樣的
[00:05:15.600 --> 00:05:16.000]  唉
[00:05:16.000 --> 00:05:17.400]  不過你要知道
[00:05:17.400 --> 00:05:19.600]  日子必到
[00:05:19.600 --> 00:05:21.000]  一定來的
[00:05:21.000 --> 00:05:24.400]  有一個審判的日子是必定來的
[00:05:24.400 --> 00:05:26.000]  那如果你覺得灰心
[00:05:26.000 --> 00:05:27.000]  心灰意冷
[00:05:27.000 --> 00:05:28.200]  唉
[00:05:28.200 --> 00:05:29.400]  這樣的時候
[00:05:29.400 --> 00:05:31.200]  搖頭嘆息的時候
[00:05:31.200 --> 00:05:32.600]  記住這四個字
[00:05:32.600 --> 00:05:34.600]  日子必到
[00:05:34.600 --> 00:05:36.600]  如果覺得被人害得很厲害很慘
[00:05:36.600 --> 00:05:38.200]  你記得日子必到
[00:05:38.200 --> 00:05:39.200]  我自己都經歷過
