
[00:00:00.000 --> 00:00:03.000]  所以我們一起讀約翰福音第十四章第六節
[00:00:03.000 --> 00:00:04.000]  這是他自己講的話
[00:00:04.000 --> 00:00:19.000]  他是唯一的一個曾經活在這個世界上
[00:00:19.000 --> 00:00:21.000]  唯一的一個人這樣子講話
[00:00:21.000 --> 00:00:25.000]  他說我就是道路真理生命
[00:00:25.000 --> 00:00:28.000]  若不借着我沒有人能到父那裏去
[00:00:28.000 --> 00:00:30.000]  他在這個裏面呢
[00:00:30.000 --> 00:00:33.000]  他告訴我們人生有三件很重要的事情
[00:00:33.000 --> 00:00:35.000]  第一個就是道路
[00:00:35.000 --> 00:00:36.000]  第二個就是真理
[00:00:36.000 --> 00:00:37.000]  第三個就是生命
[00:00:37.000 --> 00:00:38.000]  道路是什麼呢
[00:00:38.000 --> 00:00:40.000]  道路就是我們人生的目的
[00:00:40.000 --> 00:00:43.000]  我到底要怎麼走在這個世界上
[00:00:43.000 --> 00:00:45.000]  我爲什麼來到這個世界上
[00:00:45.000 --> 00:00:47.000]  在主耶穌身上有答案
[00:00:47.000 --> 00:00:48.000]  第二個是真理
[00:00:48.000 --> 00:00:49.000]  真理是什麼呢
[00:00:49.000 --> 00:00:51.000]  就是人的意義
[00:00:51.000 --> 00:00:53.000]  那麼人的意義是什麼
[00:00:53.000 --> 00:00:55.000]  我們和其他人的關係
[00:00:55.000 --> 00:00:58.000]  我們和我們的家裏面的人的關係
[00:00:58.000 --> 00:00:59.000]  和我們的朋友
[00:00:59.000 --> 00:01:00.000]  和我們的鄰居
[00:01:00.000 --> 00:01:03.000]  和我們同事之間的關係
[00:01:03.000 --> 00:01:06.000]  還有就是我們與這個世界上的萬物
[00:01:06.000 --> 00:01:09.000]  還有與這個宇宙我們之間的關係
[00:01:09.000 --> 00:01:13.000]  這就是人的意義
[00:01:13.000 --> 00:01:16.000]  在主耶穌身上是有答案
[00:01:16.000 --> 00:01:18.000]  他告訴我們他就是真理
[00:01:18.000 --> 00:01:20.000]  最後一個呢
[00:01:20.000 --> 00:01:22.000]  就是生命
[00:01:22.000 --> 00:01:24.000]  那麼在這裏講什麼呢
[00:01:24.000 --> 00:01:26.000]  就是人的價值
[00:01:26.000 --> 00:01:28.000]  人到底值多少
[00:01:28.000 --> 00:01:31.000]  我不再是根據我是否有錢
[00:01:31.000 --> 00:01:33.000]  我也不再根據我是否有地位
[00:01:33.000 --> 00:01:36.000]  我也不再根據我是不是有知識
[00:01:36.000 --> 00:01:39.000]  我是不是能夠很能幹
[00:01:39.000 --> 00:01:41.000]  我可以做很多的事情
[00:01:41.000 --> 00:01:42.000]  都不是了
[00:01:42.000 --> 00:01:44.000]  乃是我們在神的眼裏面
[00:01:44.000 --> 00:01:46.000]  他怎麼看我們
[00:01:46.000 --> 00:01:49.000]  主耶穌讓我們明白這三件事情
[00:01:49.000 --> 00:01:51.000]  第一件事情就是道路
[00:01:51.000 --> 00:01:53.000]  第二件事情就是真理
[00:01:53.000 --> 00:01:55.000]  第三件事情就是生命
[00:01:55.000 --> 00:01:59.000]  這是我們人活在這個世界上
[00:01:59.000 --> 00:02:01.000]  我們在不同的時間
[00:02:01.000 --> 00:02:03.000]  我們都會思想這些問題
[00:02:03.000 --> 00:02:06.000]  主耶穌他給我們的答案
[00:02:06.000 --> 00:02:07.000]  他也讓我們知道
[00:02:07.000 --> 00:02:09.000]  他說都不記得他
[00:02:09.000 --> 00:02:11.000]  沒有人能到父那裏去
[00:02:11.000 --> 00:02:12.000]  他也讓我們看見
[00:02:12.000 --> 00:02:15.000]  我們的道路真理生命
[00:02:15.000 --> 00:02:17.000]  我們人所追求的這些
[00:02:17.000 --> 00:02:19.000]  所要尋找的這些東西
[00:02:19.000 --> 00:02:21.000]  都是跟造物主有關
[00:02:21.000 --> 00:02:24.000]  他把我們跟神連在一起了
[00:02:24.000 --> 00:02:29.000]  完全都是因着他
[00:02:29.000 --> 00:02:31.000]  他要人相信他
[00:02:31.000 --> 00:02:33.000]  他要人跟從他
[00:02:33.000 --> 00:02:34.000]  因爲他知道
[00:02:34.000 --> 00:02:36.000]  他是從哪裏來的
[00:02:36.000 --> 00:02:38.000]  他也知道他要去哪裏
[00:02:38.000 --> 00:02:40.000]  他也知道他來到這個世界上
[00:02:40.000 --> 00:02:41.000]  他的目的是什麼
[00:02:41.000 --> 00:02:43.000]  所以他也讓我們曉得
[00:02:43.000 --> 00:02:45.000]  他走過了這一條路
[00:02:45.000 --> 00:02:46.000]  他也讓我們知道
[00:02:46.000 --> 00:02:48.000]  我們是從哪裏來的
[00:02:48.000 --> 00:02:50.000]  那麼我們活在這個世界上
[00:02:50.000 --> 00:02:51.000]  他的目的是什麼
[00:02:51.000 --> 00:02:53.000]  我們怎麼走這一條路
[00:02:53.000 --> 00:02:55.000]  我們怎麼走這一段人生
[00:02:55.000 --> 00:02:56.000]  然後他告訴我們
[00:02:56.000 --> 00:02:59.000]  我們也知道我們要往哪裏去
[00:02:59.000 --> 00:03:00.000]  所以在他那裏
[00:03:00.000 --> 00:03:01.000]  聖經上告訴我們
[00:03:01.000 --> 00:03:03.000]  在他那裏充滿了
[00:03:03.000 --> 00:03:06.000]  充充滿滿的
[00:03:06.000 --> 00:03:08.000]  兩個充兩個滿加在一起
[00:03:08.000 --> 00:03:11.000]  我想大概就是真的很滿
[00:03:11.000 --> 00:03:12.000]  他告訴我們在他那裏
[00:03:12.000 --> 00:03:17.000]  有充充滿滿的恩典和真理
[00:03:17.000 --> 00:03:19.000]  在過去在歷史上面
[00:03:19.000 --> 00:03:20.000]  我們從聖經上面看
[00:03:20.000 --> 00:03:23.000]  以色列有一個王很有名的
[00:03:23.000 --> 00:03:25.000]  叫做大魏
[00:03:25.000 --> 00:03:31.000]  我們一起讀這一節經文
[00:03:31.000 --> 00:03:34.000]  因爲願以善還常在我眼前
[00:03:34.000 --> 00:03:38.000]  我必須爲他安排成人
[00:03:38.000 --> 00:03:40.000]  我們再讀下面一個
[00:03:40.000 --> 00:03:54.000]  有一件事我說不明白
[00:03:54.000 --> 00:03:56.000]  這是在詩篇裏面出來的
[00:03:56.000 --> 00:03:57.000]  在這裏他告訴我們
[00:03:57.000 --> 00:03:59.000]  這是大魏他的心聲
[00:03:59.000 --> 00:04:01.000]  也是他的願望
[00:04:01.000 --> 00:04:02.000]  聖經上告訴我們
[00:04:02.000 --> 00:04:04.000]  大魏是一個很有信心的人
[00:04:04.000 --> 00:04:06.000]  因着他的信心
[00:04:06.000 --> 00:04:10.000]  所以他渴望得着神的愛
[00:04:10.000 --> 00:04:12.000]  剛纔我們念前面一個的時候
[00:04:12.000 --> 00:04:14.000]  他渴望得到神的愛
[00:04:14.000 --> 00:04:17.000]  他希望神的愛在他的面前
[00:04:17.000 --> 00:04:24.000]  他有一個被愛的需要
[00:04:24.000 --> 00:04:37.000]  我們再讀這一個經文
[00:04:37.000 --> 00:04:40.000]  喜歡不喜歡啊
[00:04:40.000 --> 00:04:43.000]  爲什麼喜歡
[00:04:43.000 --> 00:04:46.000]  因爲有滿足的喜樂
[00:04:46.000 --> 00:04:48.000]  我們在世界上的喜樂
[00:04:48.000 --> 00:04:52.000]  都是跟外面的事情
[00:04:52.000 --> 00:04:55.000]  大部分都是跟外面的事情有關
[00:04:55.000 --> 00:04:56.000]  我們有時候碰到一個人
[00:04:56.000 --> 00:04:58.000]  我們很喜歡很喜歡
[00:04:58.000 --> 00:04:59.000]  我們很高興
[00:04:59.000 --> 00:05:01.000]  每次碰到他很多都很高興
[00:05:01.000 --> 00:05:05.000]  但是忽然有一天他走掉了
[00:05:05.000 --> 00:05:08.000]  或者是我們碰到一件事情
[00:05:08.000 --> 00:05:09.000]  我們很喜歡
[00:05:09.000 --> 00:05:11.000]  但是我們很希望他
[00:05:11.000 --> 00:05:13.000]  照着我們的想法成就
