
[00:00:00.000 --> 00:00:04.000]  上一個主日和大家開始講八福山上
[00:00:04.000 --> 00:00:06.000]  靜聽主言
[00:00:06.000 --> 00:00:11.000]  我們就好像回到主耶穌基督的日子一樣
[00:00:11.000 --> 00:00:15.000]  聖靈幫助我們在這裏可以聽主的話語
[00:00:15.000 --> 00:00:20.000]  在八福山上耶穌講出天國的憲章
[00:00:20.000 --> 00:00:23.000]  以八福作開始
[00:00:23.000 --> 00:00:29.000]  我們就好像一幫渴慕神話語的弟兄姊妹
[00:00:29.000 --> 00:00:32.000]  無論是在場的或是在網上參加的
[00:00:32.000 --> 00:00:38.000]  用我們的心來聆聽主對我們的宣告
[00:00:38.000 --> 00:00:41.000]  以及他給我們的話語提醒
[00:00:41.000 --> 00:00:44.000]  第一個的福 我們上次提過的
[00:00:44.000 --> 00:00:47.000]  天國的八福第一個是甚麼?
[00:00:47.000 --> 00:00:51.000]  虛心的人有福了
[00:00:51.000 --> 00:00:54.000]  因為天國是他們的
[00:00:54.000 --> 00:00:59.000]  耶穌很清楚地開始這就是天國子民的入門
[00:00:59.000 --> 00:01:01.000]  就是先讓我們虛心
[00:01:01.000 --> 00:01:05.000]  代表我們靈裏面感受到不足
[00:01:05.000 --> 00:01:10.000]  感受到我們人生需要神的幫助
[00:01:10.000 --> 00:01:13.000]  所以神很願意來幫助我們
[00:01:13.000 --> 00:01:17.000]  但是我們先來自己謙虛自己
[00:01:17.000 --> 00:01:20.000]  來做一次承認我們的需要
[00:01:20.000 --> 00:01:22.000]  以致我們告訴神
[00:01:22.000 --> 00:01:25.000]  神是我們靈裏面的不足我們的貧窮
[00:01:25.000 --> 00:01:28.000]  需要祢的付足需要祢的幫助
[00:01:28.000 --> 00:01:30.000]  祢是樂意幫助我們的神
[00:01:30.000 --> 00:01:33.000]  所以天國的子民從這個開始
[00:01:33.000 --> 00:01:36.000]  但是我們發覺這是一個開埠
[00:01:36.000 --> 00:01:38.000]  然後耶穌講到第二個福
[00:01:38.000 --> 00:01:41.000]  大家知不知道是甚麼?
[00:01:41.000 --> 00:01:43.000]  然後第四節
[00:01:43.000 --> 00:01:46.000]  他說哀動的人有福了
[00:01:46.000 --> 00:01:47.000]  因為甚麼?
[00:01:47.000 --> 00:01:50.000]  因為他們必得安慰
[00:01:50.000 --> 00:01:54.000]  我們再說這八個福是代表著
[00:01:54.000 --> 00:01:57.000]  天國子民是一幫有福的子民
[00:01:57.000 --> 00:02:01.000]  是神願意賜福給祂的兒女
[00:02:01.000 --> 00:02:04.000]  祂角度裏面的百姓
[00:02:04.000 --> 00:02:06.000]  而這八個福也是
[00:02:06.000 --> 00:02:11.000]  用福開始代表一種蒙恩喜樂的意思
[00:02:11.000 --> 00:02:12.000]  是一個有福了
[00:02:12.000 --> 00:02:15.000]  上次我跟大家解釋過原文的意思
[00:02:15.000 --> 00:02:17.000]  就是蒙寵愛是
[00:02:17.000 --> 00:02:21.000]  充滿著快樂充滿著很幸福的一種感覺
[00:02:21.000 --> 00:02:26.000]  所以這是一種從屬天而來的
[00:02:26.000 --> 00:02:30.000]  平安喜樂賜給神的子民
[00:02:30.000 --> 00:02:33.000]  叫我們能夠蒙福
[00:02:33.000 --> 00:02:37.000]  那你說哀動的人為甚麼會有福呢?
[00:02:37.000 --> 00:02:41.000]  原因就是因為他們必得到安慰
[00:02:41.000 --> 00:02:43.000]  這兩個福是有關係的
[00:02:43.000 --> 00:02:44.000]  因為我們知道
[00:02:44.000 --> 00:02:47.000]  第一個是代表著我們承認
[00:02:47.000 --> 00:02:49.000]  我們承認我們人生
[00:02:49.000 --> 00:02:51.000]  如果只是得到物質的豐富
[00:02:51.000 --> 00:02:53.000]  其他的東西
[00:02:53.000 --> 00:02:58.000]  來充滿我們的人生
[00:02:58.000 --> 00:03:00.000]  我們心靈仍然是一種空虛
[00:03:00.000 --> 00:03:02.000]  一種空洞
[00:03:02.000 --> 00:03:03.000]  所以我們承認
[00:03:03.000 --> 00:03:04.000]  原來我們內心有一個需要
[00:03:04.000 --> 00:03:07.000]  我們內心有一種屬靈的需要
[00:03:07.000 --> 00:03:09.000]  這種屬靈的貧窮
[00:03:09.000 --> 00:03:13.000]  唯有天國的恩典
[00:03:13.000 --> 00:03:15.000]  就是成為天國的子民
[00:03:15.000 --> 00:03:17.000]  才能夠得到滿足
[00:03:17.000 --> 00:03:19.000]  這種先是承認
[00:03:19.000 --> 00:03:21.000]  然後尋求神的幫助
[00:03:21.000 --> 00:03:23.000]  但是接下來
[00:03:23.000 --> 00:03:25.000]  神叫我們更加蒙福的
[00:03:25.000 --> 00:03:28.000]  就是我們有這種哀動的心
[00:03:28.000 --> 00:03:31.000]  就是為了得罪了神
[00:03:31.000 --> 00:03:34.000]  或者為了攔阻了
[00:03:34.000 --> 00:03:37.000]  我們得屬天的福氣的罪
[00:03:37.000 --> 00:03:39.000]  來哀動
[00:03:39.000 --> 00:03:42.000]  所以在神學的意思來說
[00:03:42.000 --> 00:03:45.000]  第一個就是認罪
[00:03:45.000 --> 00:03:47.000]  承認自己不足
[00:03:47.000 --> 00:03:49.000]  英文可以叫做Confession
[00:03:49.000 --> 00:03:50.000]  就是我承認
[00:03:50.000 --> 00:03:52.000]  這是我的需要
[00:03:52.000 --> 00:03:53.000]  而進一步
[00:03:53.000 --> 00:03:56.000]  我們有一種痛悔的行動
[00:03:56.000 --> 00:03:58.000]  一種痛悔的表現
[00:03:58.000 --> 00:04:00.000]  在英文來說
[00:04:00.000 --> 00:04:02.000]  這個叫做Contrition
[00:04:02.000 --> 00:04:06.000]  就是代表我們有一種痛悔的心
[00:04:06.000 --> 00:04:08.000]  一種難過畏罪
[00:04:08.000 --> 00:04:11.000]  很願意離開這種罪惡
[00:04:11.000 --> 00:04:13.000]  離開這種不滿意的情況
[00:04:13.000 --> 00:04:15.000]  跟神隔絕了
[00:04:15.000 --> 00:04:18.000]  這種關係的破裂
[00:04:18.000 --> 00:04:20.000]  而且能夠得到修補
[00:04:20.000 --> 00:04:23.000]  所以這種從Confession
[00:04:23.000 --> 00:04:25.000]  到Contrition
[00:04:25.000 --> 00:04:27.000]  先是我們承認
[00:04:27.000 --> 00:04:30.000]  我們知道這種是不足
[00:04:30.000 --> 00:04:33.000]  接著我們能夠有行動的回應
[00:04:33.000 --> 00:04:35.000]  代表我們在情感上
[00:04:35.000 --> 00:04:36.000]  表達出
[00:04:36.000 --> 00:04:40.000]  神我願意是你親自安慰我
[00:04:40.000 --> 00:04:45.000]  離開這種痛苦的情況
[00:04:45.000 --> 00:04:47.000]  所以寶貴就在這裡
[00:04:47.000 --> 00:04:49.000]  當我們願意這樣做的時候
[00:04:49.000 --> 00:04:53.000]  神說他們必得到安慰
[00:04:53.000 --> 00:04:56.000]  我們人生都很希望得到快樂
[00:04:56.000 --> 00:04:59.000]  所以很希望得到安慰
[00:04:59.000 --> 00:05:01.000]  聖經裡面給我們看見
[00:05:01.000 --> 00:05:03.000]  什麼是真正的快樂
[00:05:03.000 --> 00:05:04.000]  真正的蒙福呢
[00:05:04.000 --> 00:05:12.000]  原來神說先從這種認罪、悔罪、畏罪、憂傷
[00:05:12.000 --> 00:05:14.000]  最後得到神的安慰
[00:05:14.000 --> 00:05:16.000]  然後而來的
[00:05:16.000 --> 00:05:19.000]  所以這是一種從根裡面的解決
[00:05:19.000 --> 00:05:22.000]  很多宗教表面化
[00:05:22.000 --> 00:05:24.000]  叫你蒙福
[00:05:24.000 --> 00:05:26.000]  叫你人生很快樂
[00:05:26.000 --> 00:05:28.000]  心想事成
[00:05:28.000 --> 00:05:31.000]  特別我們很多民間中國的宗教
[00:05:31.000 --> 00:05:33.000]  或者我們的信念
[00:05:33.000 --> 00:05:35.000]  很多都是求神拜佛
[00:05:35.000 --> 00:05:37.000]  希望祂能保佑我
[00:05:37.000 --> 00:05:39.000]  使我家肥屋潤
[00:05:39.000 --> 00:05:41.000]  使我事事平安
[00:05:41.000 --> 00:05:42.000]  使我心想事成
[00:05:42.000 --> 00:05:46.000]  橫財袖手
[00:05:46.000 --> 00:05:48.000]  但原來這些都是外面的
[00:05:48.000 --> 00:05:49.000]  好像快樂
[00:05:49.000 --> 00:05:50.000]  好像幸福
[00:05:50.000 --> 00:05:52.000]  其實不是真正解決那個根
[00:05:52.000 --> 00:05:54.000]  我們心靈裡面
[00:05:54.000 --> 00:05:55.000]  心靈空虛
[00:05:55.000 --> 00:05:57.000]  和貧乏的問題
[00:05:57.000 --> 00:05:59.000]  所以為什麼基督教
[00:05:59.000 --> 00:06:01.000]  很強調要解決這個
[00:06:01.000 --> 00:06:03.000]  是令我們不快樂
[00:06:03.000 --> 00:06:06.000]  令我們人生充滿著
[00:06:06.000 --> 00:06:10.000]  不安和痛苦的問題
[00:06:10.000 --> 00:06:13.000]  這就是罪的問題
[00:06:13.000 --> 00:06:16.000]  這就是攔阻了我們和神之間
[00:06:16.000 --> 00:06:19.000]  有一種平安快樂
[00:06:19.000 --> 00:06:22.000]  這個源頭所來的一種阻礙
[00:06:22.000 --> 00:06:25.000]  所以我們需要處理罪
[00:06:25.000 --> 00:06:26.000]  聖經裡面
[00:06:26.000 --> 00:06:29.000]  在基督教的信仰裡面
[00:06:29.000 --> 00:06:31.000]  非常強調這一點
[00:06:31.000 --> 00:06:34.000]  就是因為我們要處理根的問題
[00:06:34.000 --> 00:06:35.000]  如果我們犯罪
[00:06:35.000 --> 00:06:37.000]  或者我們做了一些不對的事
[00:06:37.000 --> 00:06:39.000]  還在嬉笑怒罵
[00:06:39.000 --> 00:06:41.000]  那你說好像很快樂
[00:06:41.000 --> 00:06:44.000]  其實心裡面一點都沒有快樂
[00:06:44.000 --> 00:06:45.000]  這種嬉笑怒罵
[00:06:45.000 --> 00:06:47.000]  反而令他越來越
[00:06:47.000 --> 00:06:49.000]  在這種犯罪的情況下
[00:06:49.000 --> 00:06:51.000]  不能夠回頭
[00:06:51.000 --> 00:06:52.000]  或者只是一個
[00:06:52.000 --> 00:06:56.000]  很表面被人看到的一種情況
[00:06:56.000 --> 00:06:57.000]  我們看到
[00:06:57.000 --> 00:07:00.000]  每個人都真的很希望得到安慰
[00:07:00.000 --> 00:07:01.000]  我們能夠得到
[00:07:01.000 --> 00:07:04.000]  心靈的慰藉和安慰
[00:07:04.000 --> 00:07:06.000]  但是神話才要解決
[00:07:06.000 --> 00:07:08.000]  就是我們人的罪的問題
[00:07:08.000 --> 00:07:11.000]  這正是耶穌說的
[00:07:11.000 --> 00:07:12.000]  第二個福
[00:07:12.000 --> 00:07:13.000]  關乎天國子民
[00:07:13.000 --> 00:07:17.000]  很需要我們得著的一種福氣
[00:07:17.000 --> 00:07:21.000]  所以哀動的是有福的
[00:07:21.000 --> 00:07:23.000]  為甚麼哀動是有福呢
[00:07:23.000 --> 00:07:26.000]  我們在這裡首先體會到
[00:07:26.000 --> 00:07:27.000]  這個根的問題
[00:07:27.000 --> 00:07:28.000]  我們看回
[00:07:28.000 --> 00:07:30.000]  我們要正視一下
[00:07:30.000 --> 00:07:35.000]  罪的真實和它的可惡
[00:07:35.000 --> 00:07:40.000]  罪是一種令我們失去了
[00:07:40.000 --> 00:07:43.000]  我們本身神創造的時候
[00:07:43.000 --> 00:07:46.000]  那種美善的一種原因
[00:07:46.000 --> 00:07:48.000]  在聖經裡面
[00:07:48.000 --> 00:07:49.000]  我們很熟悉的經文
[00:07:49.000 --> 00:07:52.000]  羅馬書第三章第二十三節
[00:07:52.000 --> 00:07:53.000]  我們一起讀一讀
[00:07:53.000 --> 00:07:54.000]  這一節很熟悉的經文
[00:07:54.000 --> 00:07:55.000]  請讀
[00:07:55.000 --> 00:07:59.000]  因為世人都犯了罪
[00:07:59.000 --> 00:08:03.000]  規決了上帝的榮耀
[00:08:03.000 --> 00:08:05.000]  原來當我們受罪的時候
[00:08:05.000 --> 00:08:06.000]  今天我們所唱的詩歌
[00:08:06.000 --> 00:08:08.000]  亞當被罪的時候
[00:08:08.000 --> 00:08:09.000]  第一個人
[00:08:09.000 --> 00:08:13.000]  他是充滿著神的一種榮美
[00:08:13.000 --> 00:08:15.000]  神看著是非常好的
[00:08:15.000 --> 00:08:18.000]  他有神的形象和樣式
[00:08:18.000 --> 00:08:20.000]  代表著他有聖潔公義
[00:08:20.000 --> 00:08:25.000]  和神所給我們人能夠享受
[00:08:25.000 --> 00:08:29.000]  在靈裡面與他相通的能力
[00:08:29.000 --> 00:08:30.000]  但是很可惜
[00:08:30.000 --> 00:08:31.000]  當人犯罪
[00:08:31.000 --> 00:08:32.000]  不單止亞當
[00:08:32.000 --> 00:08:34.000]  後來逐漸人一路犯罪
[00:08:34.000 --> 00:08:36.000]  每一個人我們都經驗到
[00:08:36.000 --> 00:08:37.000]  當我們犯罪的時候
[00:08:37.000 --> 00:08:40.000]  我們失去了那些真實的
[00:08:40.000 --> 00:08:42.000]  美善的美好的東西
[00:08:42.000 --> 00:08:44.000]  我們在罪裡面
