
[00:00:00.000 --> 00:00:06.000]  盧偉國議員
[00:00:30.000 --> 00:00:36.000]  陳志全議員
[00:01:00.000 --> 00:01:06.000]  陳志全議員
[00:01:30.000 --> 00:01:36.000]  陳志全議員
[00:02:00.000 --> 00:02:06.000]  陳志全議員
[00:02:30.000 --> 00:02:36.000]  陳志全議員
[00:03:00.000 --> 00:03:06.000]  陳志全議員
[00:03:30.000 --> 00:03:36.000]  陳志全議員
[00:03:53.000 --> 00:03:59.000]  蔣麗芸議員
[00:03:59.000 --> 00:04:15.000]  陳志全議員
[00:04:23.000 --> 00:04:29.000]  陳志全議員
[00:04:53.000 --> 00:04:59.000]  陳志全議員
[00:05:18.000 --> 00:05:24.000]  蔣麗芸議員
[00:05:48.000 --> 00:05:54.000]  陳志全議員
[00:06:18.000 --> 00:06:24.000]  陳志全議員
[00:06:48.000 --> 00:06:54.000]  陳志全議員
[00:07:18.000 --> 00:07:24.000]  陳志全議員
[00:07:48.000 --> 00:07:54.000]  陳志全議員
[00:08:18.000 --> 00:08:24.000]  陳志全議員
[00:08:48.000 --> 00:08:54.000]  陳志全議員
[00:09:19.000 --> 00:09:25.000]  陳志全議員
[00:09:48.000 --> 00:09:54.000]  陳志全議員
[00:10:18.000 --> 00:10:24.000]  陳志全議員
[00:10:48.000 --> 00:10:54.000]  陳志全議員
[00:11:18.000 --> 00:11:24.000]  陳志全議員
[00:11:49.000 --> 00:11:55.000]  陳志全議員
[00:12:19.000 --> 00:12:25.000]  陳志全議員
[00:12:49.000 --> 00:12:55.000]  陳志全議員
[00:13:18.000 --> 00:13:24.000]  陳志全議員
[00:13:48.000 --> 00:13:54.000]  陳志全議員
[00:14:18.000 --> 00:14:24.000]  陳志全議員
[00:14:49.000 --> 00:14:55.000]  陳志全議員
[00:15:19.000 --> 00:15:25.000]  陳志全議員
[00:15:49.000 --> 00:15:55.000]  陳志全議員
[00:16:19.000 --> 00:16:25.000]  陳志全議員
[00:16:49.000 --> 00:16:55.000]  陳志全議員
[00:17:19.000 --> 00:17:25.000]  陳志全議員
[00:17:49.000 --> 00:17:55.000]  陳志全議員
[00:18:19.000 --> 00:18:25.000]  主席
[00:18:49.000 --> 00:18:55.000]  陳志全議員
[00:19:19.000 --> 00:19:25.000]  陳志全議員
[00:19:49.000 --> 00:19:55.000]  陳志全議員
[00:20:19.000 --> 00:20:25.000]  陳志全議員
[00:20:49.000 --> 00:20:55.000]  陳志全議員
[00:21:19.000 --> 00:21:25.000]  陳志全議員
[00:21:49.000 --> 00:21:55.000]  陳志全議員
[00:22:19.000 --> 00:22:25.000]  陳志全議員
[00:22:49.000 --> 00:22:55.000]  陳志全議員
