
[00:00:00.000 --> 00:00:02.800]  弟兄姊妹平安。
[00:00:02.800 --> 00:00:05.960]  也歡迎網絡上的弟兄姊妹跟我們一起來敬拜詔明文的主。
[00:00:05.960 --> 00:00:11.740]  很高興能夠進到你的家中,一起來分享神的話語。
[00:00:11.740 --> 00:00:16.480]  今年教會背景行動正在如火如荼地進行。
[00:00:16.480 --> 00:00:20.420]  到目前爲止,已經有1452位弟兄姊妹註冊。
[00:00:20.420 --> 00:00:23.940]  請問你註冊舉手一下。
[00:00:23.940 --> 00:00:31.720]  但是呢,到昨天爲止,背完1月份到4月份的經文只有532位。
[00:00:31.720 --> 00:00:35.400]  大家要加油,高總管要加油。
[00:00:35.400 --> 00:00:40.020]  要繼續努力來思想背誦神的話語,因爲神的話語太重要了。
[00:00:40.020 --> 00:00:45.440]  不但我們要背誦神的話語,我們更是要在日常生活當中來應用神的話語,
[00:00:45.440 --> 00:00:50.380]  好讓神的話語真的可以成爲我們每天祝善的光、矯情的燈。
[00:00:50.380 --> 00:00:56.700]  阿們。大人小孩也是如此,要懂得如何應用神的話語。
[00:00:56.700 --> 00:01:02.360]  在正經書第22章第6節告訴我們說,教養兒童,使他走當行的道,
[00:01:02.360 --> 00:01:06.480]  就算到老,他也不偏離。
[00:01:06.480 --> 00:01:11.280]  有一天,老張三歲多的女兒就哭着來他面前跟他說,
[00:01:11.280 --> 00:01:15.800]  "弟弟坐在我的玩具上,怎麼叫他都不肯起來。"
[00:01:15.800 --> 00:01:17.720]  老張一邊刷牙一邊跟他說,
[00:01:17.720 --> 00:01:21.440]  "你要想想辦法啊。"他心裏想,
[00:01:21.440 --> 00:01:26.320]  其實我們常常做的事情就是用另外一個玩具把弟弟引開不就好了嗎?
[00:01:26.320 --> 00:01:31.360]  沒想到大概三十秒之後,聽到他對弟弟大聲地喊叫說,
[00:01:31.360 --> 00:01:36.720]  "我奉拿撒勒人耶穌基督的名叫你起來行走。"
[00:01:36.720 --> 00:01:43.080]  高中旁邊說,讀聖經的孩子是很聰明的。
[00:01:43.080 --> 00:01:49.380]  今天我們就來思想,拿撒勒人耶穌,拿撒勒人耶穌基督。
[00:01:49.380 --> 00:01:52.720]  聖經裏面很少記載耶穌基督童年的事情,
[00:01:52.720 --> 00:02:00.880]  但是唯有《路加一生》很清楚地記載一段非常有趣耶穌基督童年的一個事件。
[00:02:00.880 --> 00:02:11.580]  在馬太、馬可、約翰福音都沒有記載,唯一在《路加福音》第二章41節到52節我們可以來看這段非常有趣耶穌基督童年的一個記錄。
[00:02:11.580 --> 00:02:16.380]  這裏說,每年到育月節,他母親父母就上耶路撒冷去。
[00:02:16.380 --> 00:02:20.840]  當他十二歲的時候,他們按着節旗的規矩上去。
[00:02:20.840 --> 00:02:28.640]  守滿了節旗,他們回去,孩童耶穌仍舊在耶路撒冷,他的父母並不知道。
[00:02:28.640 --> 00:02:37.340]  42節說,以爲他在同行的人中間走了一天的路程,就在親屬和熟悉的人中找他。
[00:02:37.340 --> 00:02:40.140]  既找不着,就回耶路撒冷去找他。
[00:02:40.140 --> 00:02:48.480]  過了三天,就遇見他在店裏,坐在教室中間,一面聽,一面問。
[00:02:48.480 --> 00:02:52.480]  凡聽見他的,都稀奇他的聰明和他的應對。
[00:02:52.480 --> 00:02:55.080]  他父母看見,就很稀奇。
[00:02:55.080 --> 00:03:02.340]  他母親對他說,"我啊,爲什麼像我們這樣行呢?看啊,你父親和我三行的來找你啊。"
[00:03:02.340 --> 00:03:04.980]  49節,耶穌說,"爲什麼找我呢?
[00:03:04.980 --> 00:03:10.240]  豈不知我應當以我父的事爲念嗎?"
[00:03:10.240 --> 00:03:13.240]  他說這話,他們不明白。
[00:03:13.240 --> 00:03:17.380]  他就同他們下去,回到拿撒勒,並且順從他們。
[00:03:17.380 --> 00:03:22.680]  他母親把這一切的事都存在心裏。
[00:03:22.680 --> 00:03:24.780]  52節,我們一起來讀來。
[00:03:24.780 --> 00:03:31.780]  耶穌的智慧和聖量,並神和人喜愛他的心,都一起增長。
[00:03:31.780 --> 00:03:40.880]  再來一遍來。耶穌的智慧和聖量,並神和人喜愛他的心,都一起增長。
[00:03:40.880 --> 00:03:45.880]  這是耶穌記錄所有事件當中,記載他童年最有趣的一段事情。
[00:03:45.880 --> 00:03:47.980]  我們先來做個幾個重要的觀察。
[00:03:47.980 --> 00:03:53.380]  首先說,耶穌第十二歲的時候,他父母親按照猶太人的規矩,
[00:03:53.380 --> 00:03:58.780]  就是根據《生命紀》第十六章十六節裏面記載,
[00:03:58.780 --> 00:04:05.980]  所有猶太人的男人一年三次必須回到耶路撒冷去朝聖,敬拜神。
[00:04:05.980 --> 00:04:08.180]  特別是一月節這麼大的慶典,
[00:04:08.180 --> 00:04:16.380]  他們會襲家帶眷地一起朝向耶路撒冷,到神的殿中來敬拜神。
[00:04:16.380 --> 00:04:21.280]  成爲非常敬虔的約瑟和瑪利亞,他們肯定也一樣,
[00:04:21.280 --> 00:04:25.180]  帶着十二歲的孩子耶穌一起到耶路撒冷去。
[00:04:25.180 --> 00:04:28.780]  那你說,耶穌在人羣當中怎麼會走丟了呢?
[00:04:28.780 --> 00:04:33.980]  其實按照猶太人的習俗,他們一般上都會借伴而行,
[00:04:33.980 --> 00:04:41.080]  跟他們的親戚或者鄰居一羣人一起到耶路撒冷去來朝聖,來敬拜神。
[00:04:41.080 --> 00:04:44.180]  因此這時候,可能約瑟在想,
[00:04:44.180 --> 00:04:49.580]  因爲按照他們的習慣,通常婦女跟小孩子會走在前面,
[00:04:49.580 --> 00:04:51.580]  然後男人就在殿後。
[00:04:51.580 --> 00:04:58.680]  因此父親可能約瑟可能想,可能耶穌就在他母親的一羣人當中。
[00:04:58.680 --> 00:05:04.180]  但是他母親也以爲耶穌可能跑到後面去跟爸爸在一起了。
[00:05:04.180 --> 00:05:08.280]  結果他們到第二天的時候,
[00:05:08.280 --> 00:05:13.580]  發現走了一天的路程,可能喫點心的時候,發現耶穌不見了。
[00:05:13.580 --> 00:05:16.780]  在他們親戚當中,熟悉的人當中找不着,
[00:05:16.780 --> 00:05:18.580]  結果他們又回去耶路撒冷。
[00:05:18.580 --> 00:05:24.180]  你可知道從拿撒勒到耶路撒冷大概需要一百二十公里的路程,
[00:05:24.180 --> 00:05:25.980]  需要三到四天或者四到五天。
[00:05:25.980 --> 00:05:29.480]  他們只走了一天的路程,可能還到三分之一的路程,
[00:05:29.480 --> 00:05:34.880]  他們就發現耶穌不見了,又花了一天的路程走回到耶路撒冷,
[00:05:34.880 --> 00:05:36.880]  在那裏到處尋找耶穌。
[00:05:36.880 --> 00:05:41.880]  甚至到了第三天,找了一整天以後,在那裏找到耶穌呢?
[00:05:41.880 --> 00:05:46.480]  到聖殿裏面,看見耶穌基督坐在老師中間。
[00:05:46.480 --> 00:05:51.580]  在那裏面做什麼呢?一面坐,一面聽,一面講。
[00:05:51.580 --> 00:05:54.780]  你可知道父母親孩子不見了多麼操心啊!
[00:05:54.780 --> 00:05:59.480]  看到耶穌以後,耶穌的母親瑪利亞有一點埋怨、責備的心:
[00:05:59.480 --> 00:06:07.580]  "你爲什麼這樣待我們呢?讓我們做父母親的,到處傷心地來找你呀!"
[00:06:07.580 --> 00:06:09.480]  耶穌怎麼回答呢?
[00:06:09.480 --> 00:06:14.980]  "你們爲什麼找我呢?難道你不知道我應當、
[00:06:14.980 --> 00:06:19.480]  我必須、我一定要以父的事爲念呢?"
[00:06:19.480 --> 00:06:22.980]  "你們爲什麼找我呢?這個很有趣的一個問題,對不對?
[00:06:22.980 --> 00:06:25.980]  難道孩子不見了,父母不會找你嗎?
[00:06:25.980 --> 00:06:29.280]  怎麼耶穌基督好像心中有一點失望,
[00:06:29.280 --> 00:06:34.180]  父母親難道不了解耶穌基督他應當做的事情嗎?
[00:06:34.180 --> 00:06:36.880]  他說我應當、我必須、我一定,
[00:06:36.880 --> 00:06:42.980]  英文聖經說I must,必須以神天父的事情爲念。
