
[00:00:00.000 --> 00:00:05.880]  今日題目大家看到繼續講阿伯拉罕最後了,
[00:00:05.880 --> 00:00:09.360]  最後這一次,第七次講阿伯拉罕,
[00:00:09.360 --> 00:00:15.280]  題目這說是三樂三喜,
[00:00:15.280 --> 00:00:17.860]  為何稱為三喜三樂,
[00:00:17.860 --> 00:00:19.920]  因為三樂三喜知否為何,
[00:00:19.920 --> 00:00:22.140]  其實無何為何,
[00:00:22.140 --> 00:00:27.080]  即是屢拜屢戰及屢戰屢敗那些問題,
[00:00:28.640 --> 00:00:31.780]  記得阿伯拉罕前幾次所講,
[00:00:31.780 --> 00:00:35.760]  今次已講到第21章,
[00:00:35.760 --> 00:00:37.900]  我們看看經文,
[00:00:37.900 --> 00:00:46.600]  第21章經文故事繼續上一次的故事,
[00:00:46.600 --> 00:00:53.120]  要看看先前說眷顧了特拉,
[00:00:53.120 --> 00:01:00.020]  從亞比米勒那處放他們出來後,
[00:01:00.020 --> 00:01:03.800]  耶和華按照先前說眷顧了特拉,
[00:01:03.800 --> 00:01:06.840]  照他所講給特拉成就,
[00:01:06.840 --> 00:01:11.300]  當阿伯拉罕年老時特拉懷了人道神所說的日期,
[00:01:11.300 --> 00:01:13.700]  給阿伯拉罕生了一個兒子,
[00:01:13.700 --> 00:01:18.500]  阿伯拉罕給特拉所生的兒子起名叫爾薩,
[00:01:18.500 --> 00:01:20.320]  爾薩生下來第八日,
[00:01:20.320 --> 00:01:23.960]  阿伯拉罕照著神所吩咐的給爾薩行國禮,
[00:01:23.960 --> 00:01:27.660]  他兒子爾薩生時阿伯拉罕一百歲,
[00:01:27.660 --> 00:01:30.580]  特拉說神使我起兆,
[00:01:30.580 --> 00:01:33.440]  凡聽見的人必與我一同起兆,
[00:01:33.440 --> 00:01:38.040]  又說誰能預先對阿伯拉罕說特拉要預養嬰孩,
[00:01:38.040 --> 00:01:41.920]  因為在他年老時我給他生了一個兒子,
[00:01:41.920 --> 00:01:44.500]  孩子漸長就斷了奶,
[00:01:44.500 --> 00:01:50.660]  爾薩斷奶的日子阿伯拉罕切擺豐盛的形象,
[00:01:50.660 --> 00:01:56.920]  當時特拉看見埃及人下格給阿伯拉罕所生的兒子起兆,
[00:01:56.920 --> 00:02:01.420]  就對阿伯拉罕說你把這子女和他兒子趕出去,
[00:02:01.420 --> 00:02:06.700]  因為這子女的兒子不可與我的兒子爾薩一同承受產業,
[00:02:06.700 --> 00:02:10.920]  阿伯拉罕因他兒子的緣故很憂愁,
[00:02:10.920 --> 00:02:15.540]  神對阿伯拉罕說你不必為這童子和你的子女憂愁,
[00:02:15.540 --> 00:02:19.340]  凡特拉對你說的話你都該聽從,
[00:02:19.340 --> 00:02:23.260]  因為從爾薩生的才要稱為你的後裔,
[00:02:23.260 --> 00:02:27.500]  至於子女的兒子我也必使他的後裔成為一國,
[00:02:27.500 --> 00:02:29.720]  因為他是你所生的兒子。
[00:02:29.720 --> 00:02:35.160]  阿伯拉罕清早起來餅和一瓶水吸了下格,
[00:02:35.160 --> 00:02:40.980]  踏在他的肩上又把孩子交給他,打發他走,下格就走了,
[00:02:40.980 --> 00:02:44.980]  在蝶字花的曠野走迷了路,期待的水用盡,
[00:02:44.980 --> 00:02:47.840]  下格就把孩子撇在小樹底下,
[00:02:47.840 --> 00:02:50.960]  自己走開又有一箭之軟相對而坐說,
[00:02:50.960 --> 00:02:54.860]  我不忍見孩子死就相對而坐,放聲大哭,
[00:02:54.860 --> 00:02:59.480]  神聽見童子的聲音,神的使者從天上呼叫下格說,
[00:02:59.480 --> 00:03:04.040]  下格你為何這樣,不要害怕,神已經聽見童子的聲音了,
[00:03:04.040 --> 00:03:08.420]  起來,把童子抱在懷中,我必使他的後裔成為大國。
[00:03:08.420 --> 00:03:12.640]  神使下格的眼睛明亮,他就看見一口井,
[00:03:12.640 --> 00:03:15.800]  便去將皮袋盛滿了水,給童子喝。
[00:03:15.800 --> 00:03:20.700]  神保佑童子,他就佔掌,住在曠野,成了弓箭手,
[00:03:20.700 --> 00:03:25.520]  他住在巴拿的曠野,他母親從埃及給他娶了一個妻子。
[00:03:25.520 --> 00:03:32.380]  這裏第21章全章講述了生了二殺之後發生了什麼事情。
[00:03:34.340 --> 00:03:40.820]  大家見到,開始的時候撒拉生了一個兒子二殺之後很開心,
[00:03:40.820 --> 00:03:47.160]  因為等了幾十年,神答應了他們會有一個兒子,
[00:03:47.160 --> 00:03:52.360]  搞了很多的枝節之後,終於生了一個兒子。
[00:03:52.360 --> 00:03:59.100]  當時阿伯拉罕已經一百歲了,年老得獨子,非常開心。
[00:03:59.100 --> 00:04:06.020]  撒拉第六第七那兩句說話,你看的時候會看到圖畫,
[00:04:06.020 --> 00:04:10.780]  嘴巴合不起來,不斷在笑,非常開心。
[00:04:10.780 --> 00:04:16.680]  誰想到撒拉會為阿伯拉罕生了一個兒子呢?
[00:04:16.680 --> 00:04:26.300]  很開心的時刻,繼續到斷奶的日子擺設豐盛的宴席,慶祝。
[00:04:27.160 --> 00:04:34.100]  這個時候撒拉見到夏甲的兒子二十瑪利在氣笑,
[00:04:34.100 --> 00:04:37.320]  氣笑如果查英文是mocking,
[00:04:37.320 --> 00:04:39.880]  意思是在那個宴席當中,
[00:04:39.880 --> 00:04:43.220]  可能他的表現不是很尊重他們,
[00:04:43.220 --> 00:04:47.780]  不是很有禮貌這樣的情況。
[00:04:47.780 --> 00:04:55.460]  撒拉見到有主子叫阿伯拉罕將他們兩個趕走,
[00:04:56.360 --> 00:05:01.360]  你想想,我們常理想,沒理由這樣的,
[00:05:01.360 --> 00:05:05.600]  當日是你嫁子女給你老公,要他跟你生個兒子,
[00:05:05.600 --> 00:05:09.800]  今日到你自己生個兒子後,就叫老公趕走他,
[00:05:09.800 --> 00:05:13.660]  很無良,那些不可以不講。
[00:05:13.660 --> 00:05:19.600]  但他這樣趕出去,到婚約時有另一種解釋,
[00:05:19.600 --> 00:05:24.560]  那個不是今天的主題,不講了,講回這個故事。
[00:05:25.560 --> 00:05:29.020]  阿伯拉罕就慘了,怎樣辦呢?
[00:05:29.020 --> 00:05:32.840]  找他做磨心,我說不要聽你自己講,
[00:05:32.840 --> 00:05:35.920]  你自己講多少我不出聲,你又要我去講。
[00:05:35.920 --> 00:05:42.080]  所以很憂愁,神在這個時候出現,
[00:05:42.080 --> 00:05:46.520]  祂說不用憂愁,凡撒拉叫你講的你都聽從,
[00:05:46.520 --> 00:05:49.760]  即是撒拉叫你趕他出去,你又聽從照講。
[00:05:49.760 --> 00:05:54.820]  今次好多了,之前有幾次的情況,
[00:05:54.820 --> 00:06:00.040]  有些行動阿伯拉罕做了,原來又不合神心意,
[00:06:00.040 --> 00:06:04.700]  之後原來搞出個大流氓,今次又怎算好呢?
[00:06:04.700 --> 00:06:08.420]  老婆叫我趕仕偉下達和兒子走,
[00:06:08.420 --> 00:06:11.840]  他兒子在這兒憂愁,我相信他在這兒憂愁,
[00:06:11.840 --> 00:06:15.760]  都會心裡面呼求神,究竟怎算呢?
[00:06:15.760 --> 00:06:19.680]  神就向他顯現,你照做吧。
[00:06:19.680 --> 00:06:23.180]  所以今次做是沒有錯的,是神叫他做的。
[00:06:23.180 --> 00:06:28.600]  在人的感情上,你覺得好像拍粵語長片很無良,
[00:06:28.600 --> 00:06:32.560]  但不是的,神仍然會眷顧他們,
[00:06:32.560 --> 00:06:33.960]  我們一會兒下面會看到。
[00:06:33.960 --> 00:06:36.420]  神就說,行,你照趕他走。
[00:06:36.420 --> 00:06:41.480]  所以阿伯拉罕今次行動,老婆也是這樣叫,
[00:06:41.480 --> 00:06:45.200]  神也是這樣叫,今次是做得最對的一件事。
[00:06:45.200 --> 00:06:50.860]  老婆是這樣講,神是這樣講,他照跟著做。
[00:06:50.860 --> 00:06:57.700]  做了這個動作,為他們準備了一些水,叫他走。
[00:06:57.700 --> 00:07:00.400]  但是你知道,曠野這麼大,
[00:07:00.400 --> 00:07:03.840]  你一壺這樣的水,其實走得多遠真的不知道。
[00:07:03.840 --> 00:07:08.080]  終於發生了這件事情,走到差不多水溶盡了,
[00:07:08.080 --> 00:07:11.380]  那就慘了,溶盡了,在曠野裡沒有水喝,
[00:07:11.380 --> 00:07:12.940]  走下去就很傷心。
[00:07:12.940 --> 00:07:17.340]  神就向他顯現,答應他不用擔心,
[00:07:18.020 --> 00:07:23.280]  神會眷顧他的,會知道他成為大國,會祝福他。
[00:07:23.280 --> 00:07:26.620]  堅稱神不止一下眼前一亮,
[00:07:26.620 --> 00:07:30.280]  看到原來在他前面有一口井,就不捨得,
[00:07:30.280 --> 00:07:35.660]  就去那裡裝水給他的兒子喝,繼續他們的行程。
[00:07:35.660 --> 00:07:41.840]  之後他們在巴拿的曠野也在那裡有了生存的能力,
[00:07:41.840 --> 00:07:44.160]  成為了弓箭手,也娶了妻。
[00:07:44.700 --> 00:07:48.580]  我們看到在這一段這個故事,
[00:07:48.580 --> 00:07:52.680]  其實有一節很重要很重要的經文就是這一個,
[00:07:52.680 --> 00:07:56.760]  第十二節,神告訴他,叫他趕出去,
[00:07:56.760 --> 00:08:03.440]  「因為從已發生的,才要稱為你的後裔。」
[00:08:03.440 --> 00:08:06.000]  如果大家看聖經看得多,
[00:08:06.000 --> 00:08:08.640]  這句話有沒有些熟悉的感覺?
[00:08:08.640 --> 00:08:12.760]  有,有些熟悉的感覺,因為不單止在這裡講,
[00:08:12.760 --> 00:08:14.820]  去到哪裡還有講?
[00:08:14.820 --> 00:08:20.140]  去到在新約羅馬書那裡,還有講這句話,
[00:08:20.140 --> 00:08:25.820]  因為在新約羅馬書,保羅向信徒解釋這個信仰,
[00:08:25.820 --> 00:08:28.020]  為什麼是從猶太人而出來,
[00:08:28.020 --> 00:08:32.180]  為什麼今天傳到外邦人都成立,都有效,
[00:08:32.180 --> 00:08:36.540]  都是跟猶太人一樣的身份地位呢?
[00:08:36.540 --> 00:08:41.160]  引用了這一句聖經來解釋。
[00:08:42.760 --> 00:08:57.440]  在羅馬書九章七節,大家記住了,
[00:08:57.440 --> 00:09:01.760]  在羅馬書九章七節,保羅在解釋這個救恩時,
[00:09:01.760 --> 00:09:08.560]  他說「唯獨從已發生的,才要稱為你的後裔。」
[00:09:08.560 --> 00:09:11.720]  意思是什麼呢?意思是阿巴拉罕有兩個兒子,
[00:09:11.720 --> 00:09:13.820]  有以撒和以撒瑪利,
[00:09:13.820 --> 00:09:17.800]  以撒瑪利是他們沒有聽準神的說話,
[00:09:17.800 --> 00:09:20.480]  想自己的心思,自己的方法,
[00:09:20.480 --> 00:09:24.280]  是從血氣而生的,那個是以撒瑪利。
[00:09:24.280 --> 00:09:29.220]  但是以撒是神應許了他,說你會生一個兒子,
[00:09:29.220 --> 00:09:34.280]  到最後生了以撒,這個以撒是憑應許生的,
[00:09:34.280 --> 00:09:38.320]  所以很重要在神的事情裡面,
[00:09:38.320 --> 00:09:42.700]  就是說神應許了事情而造成的,
[00:09:42.700 --> 00:09:44.960]  那些是憑應許而成立的。
[00:09:44.960 --> 00:09:48.000]  但是很多時候我們人按照自己的聰明智慧,
