
[00:00:00.000 --> 00:00:01.640]  歷代以來
[00:00:01.640 --> 00:00:04.000]  信心的百姓
[00:00:04.000 --> 00:00:10.200]  進行不同形式的靈修和操練
[00:00:10.200 --> 00:00:13.960]  為的是要更加專注神
[00:00:13.960 --> 00:00:16.040]  更加親近神
[00:00:16.040 --> 00:00:20.880]  其中一種實踐的方式就是朝聖
[00:00:20.880 --> 00:00:26.240]  一直以來天主教和基督新教的傳統
[00:00:26.240 --> 00:00:30.200]  都有朝聖的實踐
[00:00:30.200 --> 00:00:33.440]  早期有一位女朝聖者
[00:00:33.440 --> 00:00:37.200]  她的名字叫Egeria
[00:00:37.200 --> 00:00:40.960]  她是來自今天的西班牙
[00:00:40.960 --> 00:00:45.240]  在381和384AD
[00:00:45.240 --> 00:00:48.000]  她去到地中海不同的地方
[00:00:48.000 --> 00:00:50.400]  曾經去到聖地
[00:00:50.400 --> 00:00:53.600]  她就將她的日記留下
[00:00:53.600 --> 00:00:57.960]  有些人就將她的日記編錄
[00:00:57.960 --> 00:01:02.960]  成為了朝聖實踐的一個重要文獻
[00:01:02.960 --> 00:01:06.920]  在中世紀朝聖是普遍的
[00:01:06.920 --> 00:01:11.760]  但是朝聖的活動成為了商業的活動
[00:01:11.760 --> 00:01:16.800]  帶來很多人巨大的經濟效益
[00:01:16.800 --> 00:01:19.560]  宗教改革者嘉爾文
[00:01:19.560 --> 00:01:24.400]  就不喜歡這些人花錢在朝聖的活動上
[00:01:24.400 --> 00:01:28.760]  就認為朝聖那種迷信的部分
[00:01:28.760 --> 00:01:31.800]  只會損害人的信仰
[00:01:31.800 --> 00:01:38.640]  他說基督徒應該避免去拜那些死人的骨頭
[00:01:38.640 --> 00:01:46.720]  如果基督教不是很贊成這類朝聖的活動
[00:01:46.720 --> 00:01:51.320]  不會去拜那些死了的人的骨頭
[00:01:51.320 --> 00:01:54.440]  我們怎樣可以朝聖呢?
[00:01:54.440 --> 00:01:56.720]  要朝聖
[00:01:56.720 --> 00:02:03.720]  我們一起轉向希伯來書的十一章八至十六節
[00:02:03.720 --> 00:02:07.080]  這一部分的講章
[00:02:07.080 --> 00:02:12.560]  是顯示出一個著名的朝聖之旅
[00:02:12.560 --> 00:02:14.000]  第八節
[00:02:14.000 --> 00:02:20.400]  因著信(by faith)阿伯拉罕蒙召的時候就遵命出去
[00:02:20.400 --> 00:02:25.080]  往將來要承受為基業的地方去
[00:02:25.080 --> 00:02:28.920]  他出去的時候還不知往哪裡去
[00:02:28.920 --> 00:02:35.200]  因著信(by faith)他就在所應許之地作客
[00:02:35.200 --> 00:02:45.400]  好像在異鄉居住在帳幕裡與蒙同一個應許的以撒和雅各一樣
[00:02:45.400 --> 00:02:50.120]  因為他們等候著那座有根基的城
[00:02:50.120 --> 00:02:53.400]  就是神所設計和建設的
[00:02:53.400 --> 00:03:02.000]  因著信(by faith)撒拉自己已過了生育的年齡還能懷孕
[00:03:02.000 --> 00:03:08.200]  因為他認為應許他的那位是可信的非父
[00:03:08.200 --> 00:03:11.520]  所以從一個彷彿已死的人
[00:03:11.520 --> 00:03:17.680]  竟生出子孫如同天上的星那樣眾多
[00:03:17.680 --> 00:03:22.600]  海邊的沙那樣無數
[00:03:22.600 --> 00:03:26.800]  這些人都是存著信心死的
[00:03:26.800 --> 00:03:29.320]  並沒有得著所應許的
[00:03:29.320 --> 00:03:34.320]  卻從遠處觀望且歡喜的迎接
[00:03:34.320 --> 00:03:40.160]  他們承認自己在地上是客裡是寄居的
[00:03:40.160 --> 00:03:44.600]  說者說的人士表明自己要尋找一個家鄉
[00:03:44.600 --> 00:03:47.480]  他們若想念所離開的家鄉
[00:03:47.480 --> 00:03:50.120]  還有回去的機會
[00:03:50.120 --> 00:03:54.640]  其實他們所事務的是一個更美的
[00:03:54.640 --> 00:03:56.960]  就是在天上的家鄉
[00:03:56.960 --> 00:04:02.920]  所以神並不因他們稱祂為神而覺得羞恥
[00:04:02.920 --> 00:04:07.600]  因為祂已經為他們預備了一座城
[00:04:07.600 --> 00:04:10.880]  我們同心禱告
[00:04:10.880 --> 00:04:14.760]  親愛的主多謝祢讓我們在這個空間
[00:04:14.760 --> 00:04:18.440]  我們眾弟兄姊妹們進入這個空間
[00:04:18.440 --> 00:04:19.840]  我們一同禱告
[00:04:19.840 --> 00:04:22.760]  一同去唱歌讚美祢
[00:04:22.760 --> 00:04:26.040]  我們一同去朝見祢
[00:04:26.040 --> 00:04:27.720]  多謝在過往的日子
[00:04:27.720 --> 00:04:30.040]  祢讓我們能夠回到教會
[00:04:30.040 --> 00:04:32.040]  我們一同去敬拜祢
[00:04:32.040 --> 00:04:34.640]  我們面對面可以相見
[00:04:34.640 --> 00:04:35.840]  可以團契
[00:04:35.840 --> 00:04:37.640]  一同的詩歌
[00:04:37.640 --> 00:04:42.200]  如今雖然我們是分在不同的地方
[00:04:42.200 --> 00:04:46.240]  但是我們在聽祢的話語的時候
[00:04:46.240 --> 00:04:48.920]  我們要宣揚祢的話語的時候
[00:04:48.920 --> 00:04:52.120]  就讓每一個面孔都在我們的心靈裡面
[00:04:52.120 --> 00:04:56.200]  呈現我們想著其他的人
[00:04:56.200 --> 00:04:58.480]  我們想著其他的人
[00:04:58.480 --> 00:05:00.480]  其他的弟兄姊妹
[00:05:00.480 --> 00:05:03.240]  我們一同朝見祢
[00:05:03.240 --> 00:05:05.000]  一同經歷祢
[00:05:05.000 --> 00:05:07.480]  聽祢的話
[00:05:07.480 --> 00:05:10.760]  雖然好像不能夠彼此見面
[00:05:10.760 --> 00:05:12.480]  不過是很奇妙的
[00:05:12.480 --> 00:05:15.040]  我們能夠見到祢
[00:05:15.040 --> 00:05:18.560]  一同心靈能夠相照相見
[00:05:18.560 --> 00:05:21.120]  主我們願望祢求祢恩待我們
[00:05:21.120 --> 00:05:22.400]  多謝祢
[00:05:22.400 --> 00:05:23.400]  我們的禱告
[00:05:23.400 --> 00:05:26.160]  是奉主耶穌基督的名字求
[00:05:26.160 --> 00:05:28.640]  阿門
[00:05:28.640 --> 00:05:32.720]  聖經是一個朝聖的遊記
[00:05:32.720 --> 00:05:35.680]  在創世紀阿伯拉罕和撒拉
[00:05:35.680 --> 00:05:38.640]  開展了一個著名的旅程
[00:05:38.640 --> 00:05:41.160]  尋找新的生命
[00:05:41.160 --> 00:05:44.160]  也尋找新的家園
[00:05:44.160 --> 00:05:49.120]  我們再細想這段經文
