
[00:00:00.000 --> 00:00:02.480]  《馬太福音》第十章
[00:00:02.480 --> 00:00:05.480]  我將這段經文切開三段
[00:00:05.480 --> 00:00:09.000]  第一段是報道使命的
[00:00:09.000 --> 00:00:14.800]  第五節至第八節
[00:00:14.800 --> 00:00:19.800]  第五、六節是否有經文可以顯示呢?
[00:00:19.800 --> 00:00:21.000]  應該有
[00:00:21.000 --> 00:00:22.000]  對了
[00:00:22.000 --> 00:00:25.400]  第五、六節提到耶穌撐十二個門徒出去
[00:00:25.400 --> 00:00:31.600]  這十二個門徒根據第十章一節和之前的經文
[00:00:31.600 --> 00:00:33.600]  耶穌呼召了十二個人
[00:00:33.600 --> 00:00:36.000]  這十二個門徒後來成為了使徒
[00:00:36.000 --> 00:00:38.000]  即是除了猶大
[00:00:38.000 --> 00:00:41.800]  開創了早期教會的十二個使徒
[00:00:41.800 --> 00:00:43.000]  他們出去了
[00:00:43.000 --> 00:00:45.600]  很明確吩咐他們
[00:00:45.600 --> 00:00:48.400]  「愛邦人的路你們不要走」
[00:00:48.400 --> 00:00:51.600]  「撒瑪利亞人的城你們不要進」
[00:00:51.600 --> 00:00:55.400]  「寧可往以色列迷失的羊那裡去」
[00:00:55.400 --> 00:01:00.000]  很多解經家解釋
[00:01:00.000 --> 00:01:02.800]  究竟這班門徒被差遣出去
[00:01:02.800 --> 00:01:04.800]  究竟去到甚麼地方
[00:01:04.800 --> 00:01:07.400]  大致認為在北方
[00:01:07.400 --> 00:01:08.600]  加利利省
[00:01:08.600 --> 00:01:12.800]  聖地當時分為三個省很容易理解
[00:01:12.800 --> 00:01:14.600]  北邊是加利利
[00:01:14.600 --> 00:01:16.200]  中間是撒瑪利亞
[00:01:16.200 --> 00:01:18.600]  南邊是猶大省
[00:01:18.600 --> 00:01:22.400]  現在耶穌應該在加利利省附近活動
[00:01:22.400 --> 00:01:24.600]  所以差遣這些門徒在加利利省
[00:01:24.600 --> 00:01:27.800]  特別有一個地方是加伯隆
[00:01:27.800 --> 00:01:32.000]  加伯隆是猶太人聚居的城市
[00:01:32.000 --> 00:01:34.400]  如果我們說到猶太人聚居的話
[00:01:34.400 --> 00:01:37.200]  即是周圍的地方就不是猶太人居住
[00:01:37.200 --> 00:01:38.000]  沒錯
[00:01:38.000 --> 00:01:39.800]  猶太人聚居在加伯隆
[00:01:39.800 --> 00:01:42.000]  周圍就被很多愛邦人
[00:01:42.000 --> 00:01:44.400]  和撒瑪利亞人
[00:01:44.400 --> 00:01:45.800]  重重包圍
[00:01:45.800 --> 00:01:51.400]  原來北方是一個很多民族集居的地方
[00:01:51.400 --> 00:01:53.000]  其中加伯隆這個城市
[00:01:53.000 --> 00:01:55.200]  大量聚居猶太人
[00:01:55.200 --> 00:01:57.400]  耶穌差遣到這些門徒
[00:01:57.400 --> 00:02:00.400]  進入北方的省份加利利
[00:02:00.400 --> 00:02:05.000]  特別是加伯隆這個地方
[00:02:05.000 --> 00:02:08.000]  耶穌的全度生涯
[00:02:08.000 --> 00:02:09.600]  如果是由三十歲開始
[00:02:09.600 --> 00:02:11.400]  祂三十三歲被釘十字架
[00:02:11.400 --> 00:02:13.600]  大概有三年多的時間
[00:02:13.600 --> 00:02:15.800]  是很活躍的
[00:02:15.800 --> 00:02:19.400]  祂將福音傳到周圍猶太人的地方
[00:02:19.400 --> 00:02:21.000]  即是三年多的時間
[00:02:21.000 --> 00:02:22.200]  所以對耶穌來說
[00:02:22.200 --> 00:02:25.600]  一定有一個先後次序的策略
[00:02:25.600 --> 00:02:28.000]  究竟傳給什麼人
[00:02:28.000 --> 00:02:30.400]  當然我們今天不可以照搬
[00:02:30.400 --> 00:02:31.400]  不可以照搬
[00:02:31.400 --> 00:02:32.800]  這個在歷史時段裡面
[00:02:32.800 --> 00:02:35.400]  最早期搞的歷史就對了
[00:02:35.400 --> 00:02:37.800]  耶穌就選擇了
[00:02:37.800 --> 00:02:41.200]  要求門徒選擇傳播的對象
[00:02:41.200 --> 00:02:44.200]  就是自己人猶太人
[00:02:44.200 --> 00:02:46.400]  是神的子民
[00:02:46.400 --> 00:02:48.000]  在神的心目中
[00:02:48.000 --> 00:02:53.800]  他們應該是第一班聽到福音的人
[00:02:53.800 --> 00:02:54.600]  神的心目中
[00:02:54.600 --> 00:03:00.200]  神的子民應該是第一班領受救恩的人
[00:03:00.200 --> 00:03:01.200]  在神的心目中
[00:03:01.200 --> 00:03:02.600]  這一班神的子民
[00:03:02.600 --> 00:03:07.200]  應該是第一批組成教會的人
[00:03:07.200 --> 00:03:12.400]  耶穌離開世界 復活 升天
[00:03:12.400 --> 00:03:13.200]  有沒有留意
[00:03:13.200 --> 00:03:15.200]  耶穌在升天之前
[00:03:15.200 --> 00:03:18.600]  吩咐聚集的好幾百個門徒
[00:03:18.600 --> 00:03:22.000]  一個使命 說什麼的
[00:03:22.000 --> 00:03:25.000]  當你得到聖靈能力的時候
[00:03:25.000 --> 00:03:27.200]  要從哪裡開始
[00:03:27.200 --> 00:03:29.400]  將福音傳播出去
[00:03:29.400 --> 00:03:32.000]  在耶路撒冷 猶太傳遞
[00:03:32.000 --> 00:03:34.200]  撒瑪利亞 直到地極
[00:03:34.200 --> 00:03:38.800]  這可以說是文化上的遞增
[00:03:38.800 --> 00:03:41.000]  先在本地 然後在外地
[00:03:41.000 --> 00:03:45.600]  有人認為這是民族上的不同層次
[00:03:45.600 --> 00:03:47.600]  又有人認為是地理上
[00:03:47.600 --> 00:03:50.600]  總之有很多不同的分別
[00:03:50.600 --> 00:03:53.200]  沒有用什麼角度去看
[00:03:53.200 --> 00:03:55.400]  耶穌在升天之前
[00:03:55.400 --> 00:03:56.400]  吩咐的使命
[00:03:56.400 --> 00:03:58.800]  這班門徒優先選擇
[00:03:58.800 --> 00:04:02.000]  向自己的猶太同胞傳播福音
[00:04:02.000 --> 00:04:03.000]  彼得做到了
[00:04:03.000 --> 00:04:04.200]  所以佳太書提到
[00:04:04.200 --> 00:04:09.000]  彼得與保羅行交手禮儀
[00:04:09.000 --> 00:04:14.000]  如果用一個慣例的角度來說
[00:04:14.000 --> 00:04:17.600]  彼得與保羅將勢力範圍分開了
[00:04:17.600 --> 00:04:20.200]  我專做猶太人的工作
[00:04:20.200 --> 00:04:22.400]  保羅專做外邦人的工作
[00:04:22.400 --> 00:04:27.200]  當時彼得去承接耶穌的使命
[00:04:27.200 --> 00:04:30.200]  的確是專做猶太同胞的工作
[00:04:30.200 --> 00:04:31.600]  所以他建造了耶路撒冷
[00:04:31.600 --> 00:04:33.000]  在教會裡面
[00:04:33.000 --> 00:04:35.600]  這些人大多數在外地或本地
[00:04:35.600 --> 00:04:36.600]  在五重寺的時候
[00:04:36.600 --> 00:04:38.000]  回到耶路撒冷
[00:04:38.000 --> 00:04:40.800]  彼得就說道有幾千人信主
[00:04:40.800 --> 00:04:41.800]  三千人信主之後
[00:04:41.800 --> 00:04:42.800]  又有五千人信主
[00:04:42.800 --> 00:04:46.000]  相信的人大多數都是猶太人
[00:04:46.000 --> 00:04:48.400]  在歷史上
[00:04:48.400 --> 00:04:50.400]  傳播的對象
[00:04:50.400 --> 00:04:54.000]  先後次序的確如此
[00:04:54.000 --> 00:04:55.800]  彼得是這樣
[00:04:55.800 --> 00:04:56.800]  保羅又怎樣呢
[00:04:56.800 --> 00:05:00.200]  他專做外邦人的使徒
[00:05:00.200 --> 00:05:05.000]  所以當他每去到聖地以外
[00:05:05.000 --> 00:05:06.800]  聖地以外有很多猶太人
[00:05:06.800 --> 00:05:09.600]  聚居在某些外邦人城市
[00:05:09.600 --> 00:05:11.800]  他每去到一個外邦人城市
[00:05:11.800 --> 00:05:12.800]  進去的時候
[00:05:12.800 --> 00:05:15.400]  他優先要找一些什麼人出來跟他講福音
[00:05:15.400 --> 00:05:17.400]  是猶太人
[00:05:17.400 --> 00:05:18.600]  譬如說去到河邊
[00:05:18.600 --> 00:05:19.800]  見到有個婦女
[00:05:19.800 --> 00:05:20.600]  有同學
[00:05:20.600 --> 00:05:21.600]  叫做呂底亞
[00:05:21.600 --> 00:05:22.600]  跟她講講
[00:05:22.600 --> 00:05:25.000]  呂底亞是一個猶太的婦女
[00:05:25.000 --> 00:05:28.000]  就建立了教會
[00:05:28.000 --> 00:05:30.000]  保羅的策略就是
[00:05:30.000 --> 00:05:32.000]  雖然他自己是外邦人使徒
[00:05:32.000 --> 00:05:34.200]  仍然去到某個地方
[00:05:34.200 --> 00:05:35.400]  外邦的城市
[00:05:35.400 --> 00:05:39.000]  優先將猶太人放在一個
[00:05:39.000 --> 00:05:41.800]  報道的優先對象裡面
[00:05:41.800 --> 00:05:44.200]  所以當保羅寫羅馬書的時候
[00:05:44.200 --> 00:05:46.200]  也都提到
[00:05:46.200 --> 00:05:49.400]  他說這福音是神的大能
[00:05:49.400 --> 00:05:51.000]  要救一切
[00:05:51.000 --> 00:05:54.800]  相信的先是猶太人
[00:05:54.800 --> 00:05:56.400]  後是希臘人
[00:05:56.400 --> 00:05:58.000]  所以我們看到在耶穌時代
[00:05:58.000 --> 00:05:59.200]  在使徒時代
[00:05:59.200 --> 00:06:02.800]  猶太人擁有聽福音的優先權
[00:06:02.800 --> 00:06:05.200]  領受救恩的福音權
[00:06:05.200 --> 00:06:07.600]  耶穌在第八節的下半節就指出
[00:06:07.600 --> 00:06:09.400]  救恩的本質
[00:06:09.400 --> 00:06:11.600]  如果我們多了解這個救恩的本質
[00:06:11.600 --> 00:06:13.200]  或許能夠幫助我們
[00:06:13.200 --> 00:06:14.400]  推動我們
[00:06:14.400 --> 00:06:15.600]  誘發我們
[00:06:15.600 --> 00:06:17.400]  去愛靈魂
[00:06:17.400 --> 00:06:18.600]  傳福音
[00:06:18.600 --> 00:06:19.200]  祂說什麼呢
[00:06:19.200 --> 00:06:20.600]  你們白白得來的
[00:06:20.600 --> 00:06:24.200]  也要白白地寫去
[00:06:24.200 --> 00:06:27.000]  白白是什麼意思呢
[00:06:27.000 --> 00:06:29.000]  白白
[00:06:29.000 --> 00:06:31.000]  有人理解
[00:06:31.000 --> 00:06:35.200]  將它轉為慷慨
[00:06:35.200 --> 00:06:39.000]  我得到別人慷慨給我的禮物
[00:06:39.000 --> 00:06:41.000]  我就慷慨地跟別人分享
[00:06:41.000 --> 00:06:42.600]  有幾次
[00:06:42.600 --> 00:06:44.200]  慷慨是指一個人
[00:06:44.200 --> 00:06:46.000]  他擁有一些私產
[00:06:46.000 --> 00:06:47.000]  他的態度
[00:06:47.000 --> 00:06:48.800]  他對別人的態度是怎樣
[00:06:48.800 --> 00:06:51.000]  我要慷慨自己送給別人
[00:06:51.000 --> 00:06:53.000]  這是一個對財物的態度
[00:06:53.000 --> 00:06:54.600]  但耶穌在這裡所說的白白
[00:06:54.600 --> 00:06:56.600]  不是這個意思
[00:06:56.600 --> 00:06:59.400]  而是代價方面的意思
[00:06:59.400 --> 00:07:02.000]  所以白白的真正意思
[00:07:02.000 --> 00:07:03.800]  就是免費
[00:07:03.800 --> 00:07:06.600]  不需要給任何代價
[00:07:06.600 --> 00:07:08.800]  都可以得到某樣的物件
[00:07:08.800 --> 00:07:09.800]  禮物
[00:07:09.800 --> 00:07:11.400]  這個就叫做白白
[00:07:11.400 --> 00:07:12.800]  所以這句話的意思
[00:07:12.800 --> 00:07:14.600]  我們可以這樣理解
[00:07:14.600 --> 00:07:15.600]  耶穌吩咐門徒
[00:07:15.600 --> 00:07:19.200]  你們既然無需付上任何代價
[00:07:19.200 --> 00:07:21.400]  你沒有付上任何代價
[00:07:21.400 --> 00:07:26.400]  可以得到這麼貴重的救恩
[00:07:26.400 --> 00:07:30.000]  究竟門徒是否真的沒有付上代價
[00:07:30.000 --> 00:07:31.000]  得到這個救恩呢
[00:07:31.000 --> 00:07:32.400]  今天我們也要想一想
[00:07:32.400 --> 00:07:33.400]  我們得到這個救恩
[00:07:33.400 --> 00:07:36.200]  是否沒有付上任何代價
[00:07:36.200 --> 00:07:38.200]  我們有沒有付上代價呢
[00:07:38.200 --> 00:07:42.200]  我們會不會看我們搭車
[00:07:42.200 --> 00:07:44.600]  我們所付上的車資
[00:07:44.600 --> 00:07:48.000]  我們所付上的時間成本
[00:07:48.000 --> 00:07:49.400]  我們去聆聽人
[00:07:49.400 --> 00:07:52.600]  聆聽牧師或者報道家所說的話
[00:07:52.600 --> 00:07:53.400]  都是一種代價
[00:07:53.400 --> 00:07:54.600]  是不是呢
[00:07:54.600 --> 00:07:56.800]  耶穌說的不是這樣
[00:07:56.800 --> 00:07:58.000]  既然禮物在這裡
[00:07:58.000 --> 00:07:59.600]  救恩在這裡
[00:07:59.600 --> 00:08:03.200]  我們會不會用錢去買這個救恩回來
[00:08:03.200 --> 00:08:05.000]  耶穌說
[00:08:05.000 --> 00:08:07.000]  聆聽的人不需要
[00:08:07.000 --> 00:08:08.200]  領受的人不需要
[00:08:08.200 --> 00:08:08.800]  不過
[00:08:08.800 --> 00:08:10.600]  誰付上了這個代價
[00:08:10.600 --> 00:08:12.400]  是耶穌的愛子
[00:08:12.400 --> 00:08:13.800]  是有代價的
[00:08:13.800 --> 00:08:14.400]  有的
[00:08:14.400 --> 00:08:15.600]  這個代價很貴重
[00:08:15.600 --> 00:08:18.800]  不過不是你和我領受的人去付上
[00:08:18.800 --> 00:08:22.200]  我們是白白地去接受
[00:08:22.200 --> 00:08:23.800]  上帝所付出的代價
[00:08:23.800 --> 00:08:26.000]  就是耶穌基督給我們的救恩
[00:08:26.000 --> 00:08:26.600]  好了
[00:08:26.600 --> 00:08:29.000]  既然我們無需付上代價
[00:08:29.000 --> 00:08:30.400]  得到這個寶貴救恩
[00:08:30.400 --> 00:08:35.000]  也都要無償地和別人分享
[00:08:35.000 --> 00:08:37.400]  我們要無償地和別人分享
[00:08:37.400 --> 00:08:38.400]  如果我們用錢
[00:08:38.400 --> 00:08:41.400]  很貴重的錢買了一本聖經回來
[00:08:41.400 --> 00:08:44.400]  我當然要抱著這本聖經
[00:08:44.400 --> 00:08:45.600]  我記得小時候信耶穌
[00:08:45.600 --> 00:08:46.400]  很有趣的
[00:08:46.400 --> 00:08:47.200]  我們的教會
[00:08:47.200 --> 00:08:49.200]  古靈精怪的
[00:08:49.200 --> 00:08:50.600]  每個人喜歡高舉聖經
[00:08:50.600 --> 00:08:52.200]  買了不同版本的聖經之後
[00:08:52.200 --> 00:08:53.400]  放在書架上
[00:08:53.400 --> 00:08:54.600]  就叫高舉聖經
[00:08:54.600 --> 00:08:56.000]  不看的
[00:08:56.000 --> 00:08:58.200]  特別是一些皮面金邊聖經
[00:08:58.200 --> 00:09:00.600]  我們每逢一發薪水
[00:09:00.600 --> 00:09:03.800]  就要買一本不同版本的金邊皮面聖經
[00:09:03.800 --> 00:09:06.000]  顯示我們是一班熟齡的人
[00:09:06.000 --> 00:09:08.800]  如果我買了幾百元的聖經回來
[00:09:08.800 --> 00:09:09.800]  我這麼輕易
[00:09:09.800 --> 00:09:12.200]  無條件送給別人
[00:09:12.200 --> 00:09:13.800]  我一定是很愛的人
[00:09:13.800 --> 00:09:15.000]  我才會這樣做
[00:09:15.000 --> 00:09:16.800]  是不是
[00:09:16.800 --> 00:09:19.000]  原來我們擁有的救恩
[00:09:19.000 --> 00:09:19.600]  正確地說
[00:09:19.600 --> 00:09:21.200]  我們領受了的救恩
[00:09:21.200 --> 00:09:25.200]  我們要無償地去跟別人分享
[00:09:25.200 --> 00:09:29.800]  聽眾不負分文
[00:09:29.800 --> 00:09:31.000]  我們全港的人
[00:09:31.000 --> 00:09:33.400]  或者叫做全道的人
[00:09:33.400 --> 00:09:39.400]  也不能夠收一毫斗零的錢
[00:09:39.400 --> 00:09:42.600]  全福音是免費的
[00:09:42.600 --> 00:09:43.800]  不是我們付上代價
[00:09:43.800 --> 00:09:48.800]  是耶穌基督付上了代價
[00:09:48.800 --> 00:09:50.800]  在半節經文裡面我們看到
[00:09:50.800 --> 00:09:51.800]  原來那班門徒
[00:09:51.800 --> 00:09:54.000]  包括我們今天的全道的人
[00:09:54.000 --> 00:09:55.000]  每一位弟兄姊妹
[00:09:55.000 --> 00:09:58.000]  每一位都是全道者
[00:09:58.000 --> 00:10:01.800]  我們是那個福音的傳遞者
[00:10:01.800 --> 00:10:03.400]  我們好像拿著一樣東西
[00:10:03.400 --> 00:10:06.400]  這個東西也是在我們手裡流失的
[00:10:06.400 --> 00:10:08.600]  我們要有這樣的心態
[00:10:08.600 --> 00:10:09.800]  我們是傳遞者
[00:10:09.800 --> 00:10:14.800]  不可以將它永遠的逗留在我裡面
[00:10:14.800 --> 00:10:16.000]  成為我的私有財產
[00:10:16.000 --> 00:10:17.600]  不可以這樣
[00:10:17.600 --> 00:10:18.400]  是傳遞
[00:10:18.400 --> 00:10:19.800]  傳遞什麼意思
[00:10:19.800 --> 00:10:21.000]  一個管子
[00:10:21.000 --> 00:10:22.000]  一個管道
[00:10:22.000 --> 00:10:23.800]  現在就說交通
[00:10:23.800 --> 00:10:25.000]  這個世界上說交通
[00:10:25.000 --> 00:10:26.600]  有航空
[00:10:26.600 --> 00:10:27.600]  有陸地
[00:10:27.600 --> 00:10:29.000]  有海運
[00:10:29.000 --> 00:10:32.000]  原來用一種叫做管道的交通
[00:10:32.000 --> 00:10:35.000]  油管
[00:10:35.000 --> 00:10:36.600]  一條長長的油管
[00:10:36.600 --> 00:10:38.600]  都是交通線
[00:10:38.600 --> 00:10:39.600]  不是用來行人
[00:10:39.600 --> 00:10:40.200]  不是用來行車
[00:10:40.200 --> 00:10:41.000]  行什麼
[00:10:41.000 --> 00:10:43.200]  行油的
[00:10:43.200 --> 00:10:45.600]  我們作為一個福音的傳遞者
[00:10:45.600 --> 00:10:49.600]  就是一個流通的管道
[00:10:49.600 --> 00:10:52.600]  我們沒權節水
[00:10:52.600 --> 00:10:55.600]  我們沒權關閘
[00:10:55.600 --> 00:10:59.600]  因為我們不是福音的擁有者
[00:10:59.600 --> 00:11:01.600]  我們不可以看福音私有化
[00:11:01.600 --> 00:11:03.600]  是我私人財產自己擁有
[00:11:03.600 --> 00:11:07.600]  我們很大方的跟別人分享
[00:11:07.600 --> 00:11:10.600]  在這裡值得思考的
[00:11:10.600 --> 00:11:15.600]  今天香港是一個市場主導的社會
[00:11:15.600 --> 00:11:17.600]  有沒有一些信仰
[00:11:17.600 --> 00:11:20.600]  福音跟耶穌相關的東西
[00:11:20.600 --> 00:11:25.600]  其實已經被商品化
[00:11:25.600 --> 00:11:26.600]  我剛才提到的聖經
[00:11:26.600 --> 00:11:28.600]  我都越來越警覺
[00:11:28.600 --> 00:11:32.600]  有些聖經是越賣越貴的
[00:11:32.600 --> 00:11:35.600]  我不知道聖經的成本是多少
[00:11:35.600 --> 00:11:37.600]  是不是因為有人捐很多錢
[00:11:37.600 --> 00:11:38.600]  所以聖經紙印的聖經
[00:11:38.600 --> 00:11:39.600]  印得這麼便宜
[00:11:39.600 --> 00:11:40.600]  幾十元一本買到
[00:11:40.600 --> 00:11:43.600]  甚至基癲團體買出的聖經
[00:11:43.600 --> 00:11:46.600]  是免費派發
[00:11:46.600 --> 00:11:49.600]  是不是真的值到五六百元一本
[00:11:49.600 --> 00:11:51.600]  我不知道有沒有過千元一本聖經
[00:11:51.600 --> 00:11:53.600]  慈禧版的
[00:11:53.600 --> 00:11:56.600]  慈禧修過一個宣教士的新約聖經
[00:11:56.600 --> 00:11:57.600]  現在拿出來了
[00:11:57.600 --> 00:12:00.600]  在香港的聖經展覽
[00:12:00.600 --> 00:12:01.600]  幾年前都見過了
[00:12:01.600 --> 00:12:02.600]  炒賣得很貴
[00:12:02.600 --> 00:12:03.600]  後來被李嘉誠
[00:12:03.600 --> 00:12:04.600]  令李嘉誠的兒子買了
[00:12:04.600 --> 00:12:08.600]  奉獻了出來給聖經公會
[00:12:08.600 --> 00:12:10.600]  拿出來展覽
[00:12:10.600 --> 00:12:12.600]  一定是價值不菲
[00:12:12.600 --> 00:12:14.600]  因為這是一個文物
[00:12:14.600 --> 00:12:16.600]  已經是一個古董
[00:12:16.600 --> 00:12:20.600]  今天聖經是不是已經被商品化了
[00:12:20.600 --> 00:12:22.600]  炒賣得很貴
[00:12:22.600 --> 00:12:24.600]  沒有就最好了
[00:12:24.600 --> 00:12:32.600]  有些報道會
[00:12:32.600 --> 00:12:33.600]  我聽聞
[00:12:33.600 --> 00:12:36.600]  以前澳洲有個報道會
[00:12:36.600 --> 00:12:40.600]  入場費炒到千幾二千元一張
[00:12:40.600 --> 00:12:42.600]  不知道大家是否接受到
[00:12:42.600 --> 00:12:43.600]  報道會要收錢
[00:12:43.600 --> 00:12:46.600]  我們現在有個
[00:12:46.600 --> 00:12:48.600]  有個樂園報道會
[00:12:48.600 --> 00:12:50.600]  收不收錢的
[00:12:50.600 --> 00:12:51.600]  不收錢的
[00:12:51.600 --> 00:12:52.600]  如果收錢的時候
[00:12:52.600 --> 00:12:55.600]  不知道大家對伯伯得來
[00:12:55.600 --> 00:12:56.600]  伯伯捨去
[00:12:56.600 --> 00:12:59.600]  有什麼重新的演繹呢
[00:12:59.600 --> 00:13:01.600]  報道會
[00:13:01.600 --> 00:13:02.600]  不收錢是正常的
[00:13:02.600 --> 00:13:03.600]  也有開支的
[00:13:03.600 --> 00:13:04.600]  有些叫做show go show
[00:13:04.600 --> 00:13:06.600]  不是要錢的嗎
[00:13:06.600 --> 00:13:07.600]  不收錢是不行的
[00:13:07.600 --> 00:13:08.600]  原來我問過
[00:13:08.600 --> 00:13:09.600]  不行的
[00:13:09.600 --> 00:13:11.600]  因為場館要給錢的
[00:13:11.600 --> 00:13:14.600]  燈光燈油火蠟等等
[00:13:14.600 --> 00:13:16.600]  工作人員很多的
[00:13:16.600 --> 00:13:19.600]  但為什麼報道會不用錢呢
[00:13:19.600 --> 00:13:20.600]  分別在哪裡
[00:13:20.600 --> 00:13:22.600]  是不報道嗎
[00:13:22.600 --> 00:13:24.600]  說耶穌可以收錢
[00:13:24.600 --> 00:13:26.600]  報道會就不收錢
[00:13:26.600 --> 00:13:27.600]  我想不通
[00:13:27.600 --> 00:13:28.600]  我也想不通
[00:13:28.600 --> 00:13:29.600]  不過伯伯得來伯伯捨
[00:13:29.600 --> 00:13:30.600]  我就想一下
[00:13:30.600 --> 00:13:34.600]  究竟有沒有一個答案呢
[00:13:34.600 --> 00:13:36.600]  在早幾年
[00:13:36.600 --> 00:13:37.600]  有個名人
[00:13:37.600 --> 00:13:39.600]  是不是叫力克穆斯可
[00:13:39.600 --> 00:13:41.600]  是不是來香港搞報道會
[00:13:41.600 --> 00:13:42.600]  講見證
[00:13:42.600 --> 00:13:44.600]  收不收錢的
[00:13:44.600 --> 00:13:45.600]  我猜不收
[00:13:45.600 --> 00:13:46.600]  不知道
[00:13:46.600 --> 00:13:47.600]  很多場
[00:13:47.600 --> 00:13:48.600]  不過有一件事
[00:13:48.600 --> 00:13:50.600]  我在報紙看到
[00:13:50.600 --> 00:13:53.600]  當時一些外面的報紙
[00:13:53.600 --> 00:13:55.600]  包括基督教的周報
[00:13:55.600 --> 00:13:56.600]  時代論壇
[00:13:56.600 --> 00:13:58.600]  都登過一件事
[00:13:58.600 --> 00:14:01.600]  很值得我們去反省
[00:14:01.600 --> 00:14:03.600]  反思究竟伯伯得來
[00:14:03.600 --> 00:14:06.600]  伯伯捨去是什麼意思
[00:14:06.600 --> 00:14:09.600]  開見證會 報道會等等
[00:14:09.600 --> 00:14:10.600]  很感動
[00:14:10.600 --> 00:14:12.600]  很多人都接受耶穌
[00:14:12.600 --> 00:14:13.600]  香港邀請到他們
[00:14:13.600 --> 00:14:17.600]  都是一個有福的福地
[00:14:17.600 --> 00:14:19.600]  原來有一次
[00:14:19.600 --> 00:14:21.600]  他設宴
[00:14:21.600 --> 00:14:23.600]  開酒席
[00:14:23.600 --> 00:14:25.600]  原來和他坐的位置
[00:14:25.600 --> 00:14:29.600]  要加額外的大額奉獻
[00:14:29.600 --> 00:14:31.600]  報紙都有賣出來
[00:14:31.600 --> 00:14:33.600]  很神奇
[00:14:33.600 --> 00:14:35.600]  很多街頭就讚民嘈
[00:14:35.600 --> 00:14:37.600]  為什麼要和他坐
[00:14:37.600 --> 00:14:39.600]  加多少萬才可以呢
[00:14:39.600 --> 00:14:41.600]  這麼奇怪
[00:14:41.600 --> 00:14:43.600]  最多安排一些特別的人物
[00:14:43.600 --> 00:14:45.600]  可以和他坐
[00:14:45.600 --> 00:14:48.600]  不要出高價
[00:14:48.600 --> 00:14:50.600]  有錢的人就可以和他坐
[00:14:50.600 --> 00:14:53.600]  這是否和信仰有衝突呢
[00:14:53.600 --> 00:14:55.600]  我們值得考慮
[00:14:55.600 --> 00:14:57.600]  第二方面
[00:14:57.600 --> 00:15:00.600]  在第九 第十節
[00:15:00.600 --> 00:15:05.600]  和裝備 做一個報道
[00:15:05.600 --> 00:15:07.600]  在裝備和行李方面
[00:15:07.600 --> 00:15:10.600]  耶穌吩咐門徒
[00:15:10.600 --> 00:15:14.600]  只要攜帶輕便的裝備就行
[00:15:14.600 --> 00:15:16.600]  不需要這麼繁重
[00:15:16.600 --> 00:15:17.600]  值得考慮
[00:15:17.600 --> 00:15:19.600]  我們都有短孫
[00:15:19.600 --> 00:15:21.600]  這段經文提出
[00:15:21.600 --> 00:15:23.600]  有四個不要
[00:15:23.600 --> 00:15:28.600]  不要帶金銀銅錢
[00:15:28.600 --> 00:15:30.600]  可以嗎
[00:15:30.600 --> 00:15:33.600]  不要帶口袋
[00:15:33.600 --> 00:15:36.600]  不要帶兩件掛紙
[00:15:36.600 --> 00:15:39.600]  不要帶鞋和拐杖
[00:15:39.600 --> 00:15:42.600]  用廣東話翻譯
[00:15:42.600 --> 00:15:45.600]  不要帶巨款現金
[00:15:45.600 --> 00:15:47.600]  不要帶信用卡
[00:15:47.600 --> 00:15:49.600]  不要帶布袋
[00:15:49.600 --> 00:15:50.600]  不要帶膠袋
[00:15:50.600 --> 00:15:52.600]  不要帶環保袋
[00:15:52.600 --> 00:15:54.600]  只帶一件外套
[00:15:54.600 --> 00:15:56.600]  不要兩件即是一件
[00:15:56.600 --> 00:15:58.600]  不要帶行山用的拐杖
[00:15:58.600 --> 00:16:00.600]  港狗的打狗棒
[00:16:00.600 --> 00:16:03.600]  也不要帶另一雙鞋
[00:16:03.600 --> 00:16:05.600]  穿鞋穿幾雙就行
[00:16:05.600 --> 00:16:06.600]  不要帶第二雙
[00:16:06.600 --> 00:16:08.600]  帶就不行
[00:16:08.600 --> 00:16:12.600]  當時就這樣看耶穌對門徒吩咐有道理
[00:16:12.600 --> 00:16:14.600]  是表達什麼呢
[00:16:14.600 --> 00:16:17.600]  這一次的報道
[00:16:17.600 --> 00:16:19.600]  宣教行程
