
[00:00:00.000 --> 00:00:08.000]  如果用心研究約翰福音的話,你會發現有兩個結尾。
[00:00:08.000 --> 00:00:15.000]  如果按敘事的內容,20章30至31節請雙讀出。
[00:00:15.000 --> 00:00:21.000]  耶穌在門徒面前另外行許多神蹟,沒有記在這書上。
[00:00:21.000 --> 00:00:33.000]  但這誓是要教你們信耶穌是基督,是神的兒子,並且教你們信了祂,就可以因祂的名得生命。
[00:00:33.000 --> 00:00:46.000]  如果我們稍為讀文科的人,你從語句和用詞,你明顯知道這段經文已經做了一個總結。
[00:00:46.000 --> 00:00:52.000]  那隨之而來的問題,為什麼會出現21章呢?
[00:00:52.000 --> 00:01:05.000]  當我說再見,為什麼又回過頭來又重新再講另外一些事情呢?
[00:01:05.000 --> 00:01:12.000]  敘事文學就接受21章已經收錄在聖經的正典。
[00:01:12.000 --> 00:01:27.000]  所以我們稱20章為一個短的結尾,21章是一個長的結尾,就避開一些爭論了。
[00:01:27.000 --> 00:01:38.000]  如果大家有留意的話,一連幾個讓封的場景都是講到有關愛的主題。
[00:01:38.000 --> 00:01:46.000]  12章是講馬利亞用香膏去高煮,是一種愛的表現。
[00:01:46.000 --> 00:01:58.000]  13章講耶穌離世之前為門徒洗腳,也是一種愛的表現。
[00:01:58.000 --> 00:02:09.000]  然後來到最後一個場景,耶穌問彼得你愛我嗎?
[00:02:09.000 --> 00:02:17.000]  一句大家熟悉的說話,出於不同的人有不同的理解。
[00:02:17.000 --> 00:02:37.000]  如果一對夫婦,任何一方突然向另一方問,你愛我嗎?我們推論可能會在婚姻關係裏面出現一些矛盾,或者提出一些疑問。
[00:02:37.000 --> 00:02:47.000]  我曾經講過,我在香港一間最長的教會,私奉了八年。
[00:02:47.000 --> 00:02:57.000]  我離職的時候,有一位會友通宵寫了七頁信給我。
[00:02:57.000 --> 00:03:09.000]  內容大致上都是質疑為何我要選擇離開他們。我到底是否愛他們呢?
[00:03:09.000 --> 00:03:17.000]  近日牧師聽到最多的迴響,為何我一定要年底退休呢?
[00:03:17.000 --> 00:03:28.000]  甚至我聽到一些傳聞說我會改變主意,突然改變主意。
[00:03:28.000 --> 00:03:35.000]  其實言下之意就是問我到底愛不愛大家。
[00:03:35.000 --> 00:03:39.000]  你愛我媽是一句熟悉的說話。
[00:03:39.000 --> 00:03:41.000]  你聽到些什麼呢?
[00:03:41.000 --> 00:03:45.000]  你又聽到耶穌問彼得到底想表達些什麼呢?
[00:03:45.000 --> 00:03:49.000]  你又聽到耶穌想問彼得要表達什麼呢?
[00:03:49.000 --> 00:03:52.000]  有人覺得耶穌問這句說話。
[00:03:52.000 --> 00:03:54.000]  有人覺得耶穌問這句話。
[00:03:54.000 --> 00:03:57.000]  他是提醒彼得之前曾經三次不認祂。
[00:03:57.000 --> 00:04:00.000]  他是提醒彼得,他曾經三次不認祂。
[00:04:00.000 --> 00:04:02.000]  所以我就要問足三次打個平手。
[00:04:02.000 --> 00:04:05.000]  所以我就要問三次打個平手。
[00:04:05.000 --> 00:04:09.000]  這是一個老一輩或者上一代很流行的說法。
[00:04:09.000 --> 00:04:12.000]  這是上一代老一輩很流行的講法。
[00:04:12.000 --> 00:04:16.000]  我們嘗試去推論這個可能性大不大。
[00:04:16.000 --> 00:04:19.000]  我們嘗試去推論這個可能性大不大。
[00:04:19.000 --> 00:04:22.000]  你想想,之前耶穌又為門徒洗腳。
[00:04:22.000 --> 00:04:24.000]  你想想,耶穌之前為門徒洗腳。
[00:04:24.000 --> 00:04:26.000]  之後就經歷被捕。
[00:04:26.000 --> 00:04:28.000]  經歷被捕。
[00:04:28.000 --> 00:04:30.000]  被毒打,釘十字架。
[00:04:30.000 --> 00:04:32.000]  被毒打,釘十字架。
[00:04:32.000 --> 00:04:33.000]  復活之後。
[00:04:33.000 --> 00:04:34.000]  復活之後。
[00:04:34.000 --> 00:04:39.000]  他還念念不忘彼得你這麼忘恩負義,這麼沒有義氣。
[00:04:39.000 --> 00:04:44.000]  他還念念不忘彼得你這麼忘恩負義,這麼沒有義氣。
[00:04:44.000 --> 00:04:48.000]  於是就埋伏在提比利亞海邊。
[00:04:48.000 --> 00:04:51.000]  於是就埋伏在提比利亞海邊。
[00:04:51.000 --> 00:04:55.000]  等於看著門徒整晚打不到瘀。
[00:04:55.000 --> 00:04:58.000]  等於看著門徒整晚打不到瘀。
[00:04:58.000 --> 00:05:02.000]  心裡就在想,打死你了,你活該了。
[00:05:02.000 --> 00:05:05.000]  心裡就在想,你活該了。
[00:05:05.000 --> 00:05:08.000]  然後又為門徒預備早餐。
[00:05:08.000 --> 00:05:10.000]  然後又為門徒預備早餐。
[00:05:10.000 --> 00:05:12.000]  又BBQ,又烤魚。
[00:05:12.000 --> 00:05:13.000]  又烤魚。
[00:05:13.000 --> 00:05:16.000]  之後一連串的行動只有一個目的。
[00:05:16.000 --> 00:05:18.000]  一連串的行動只有一個目的。
[00:05:18.000 --> 00:05:22.000]  就是要報復彼得三次不認他。
[00:05:22.000 --> 00:05:25.000]  就是要報復彼得三次不認他。
[00:05:25.000 --> 00:05:28.000]  你想想我們的主會不會這樣做?
[00:05:28.000 --> 00:05:31.000]  你想想我們的主耶穌會這樣做呢?
[00:05:31.000 --> 00:05:33.000]  耶穌不像牧師那樣。
[00:05:33.000 --> 00:05:35.000]  耶穌不像牧師那樣。
[00:05:35.000 --> 00:05:38.000]  小氣又記仇。
[00:05:38.000 --> 00:05:41.000]  如果是那樣,根本不值得我們相信祂。
[00:05:41.000 --> 00:05:44.000]  如果是那樣,根本不值得我們相信祂。
[00:05:44.000 --> 00:05:46.000]  有些人讀書就讀得多一點。
[00:05:46.000 --> 00:05:49.000]  有些人讀書就讀得多一點。
[00:05:49.000 --> 00:05:52.000]  我們在座的全部都讀PhD。
[00:05:52.000 --> 00:05:54.000]  我們在座的全部都讀PhD。
[00:05:54.000 --> 00:05:55.000]  我們在座的全部都讀PhD。
[00:05:55.000 --> 00:05:56.000]  我們在座的全部都讀PhD。
[00:05:56.000 --> 00:05:57.000]  我們在座的全部都讀PhD。
[00:05:57.000 --> 00:05:58.000]  我們在座的全部都讀PhD。
[00:05:58.000 --> 00:05:59.000]  我們在座的全部都讀PhD。
[00:05:59.000 --> 00:06:00.000]  他們都懂得原文。
[00:06:00.000 --> 00:06:01.000]  他們都懂得原文。
[00:06:01.000 --> 00:06:06.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:06.000 --> 00:06:07.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:07.000 --> 00:06:08.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:08.000 --> 00:06:10.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:10.000 --> 00:06:11.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:11.000 --> 00:06:12.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:12.000 --> 00:06:13.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:13.000 --> 00:06:14.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:14.000 --> 00:06:15.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:15.000 --> 00:06:16.000]  耶穌用兩個不同的希臘文去問彼得的對答。
[00:06:31.000 --> 00:06:36.000]  這個字的意思是說,是用一種親情的愛去愛耶穌。
[00:06:36.000 --> 00:06:40.000]  那整個二十一章的對答呢?
[00:06:40.000 --> 00:06:41.000]  整個二十一章的對答。
[00:06:41.000 --> 00:06:43.000]  就變成了一個原文考試了。
[00:06:43.000 --> 00:06:44.000]  就好像原文考試。
[00:06:44.000 --> 00:06:49.000]  我問你,你是不是用阿加皮來愛我?
[00:06:49.000 --> 00:06:52.000]  你用肥料來愛我不行。
[00:06:52.000 --> 00:06:55.000]  你是不是用阿加皮來愛我?
[00:06:55.000 --> 00:06:59.000]  你用肥料來愛我不行。
[00:06:59.000 --> 00:07:01.000]  我問你,你是不是用阿加皮來愛我?
[00:07:01.000 --> 00:07:03.000]  我再問你,你是不是用阿加皮來愛我?
[00:07:03.000 --> 00:07:05.000]  我用阿加皮來愛你了。
[00:07:05.000 --> 00:07:07.000]  是的,是的,我是用阿加皮來愛你了。
