
[00:00:00.000 --> 00:00:02.000]  親愛的朋友 親愛的弟兄姊妹 平安
[00:00:02.000 --> 00:00:07.000]  今天是福音主日
[00:00:07.000 --> 00:00:09.000]  什麼叫福音?
[00:00:09.000 --> 00:00:12.000]  福音就是好消息
[00:00:12.000 --> 00:00:14.000]  是關於所有人
[00:00:14.000 --> 00:00:16.000]  全世界的人
[00:00:16.000 --> 00:00:19.000]  都是耶穌所愛的
[00:00:19.000 --> 00:00:22.000]  無論你是哪個種族的人
[00:00:22.000 --> 00:00:24.000]  主都愛我們
[00:00:24.000 --> 00:00:26.000]  很想歡迎今天
[00:00:26.000 --> 00:00:28.000]  在我們中間有沒有第一次
[00:00:28.000 --> 00:00:30.000]  來到我們中間的來賓
[00:00:30.000 --> 00:00:32.000]  可不可以揮動一下
[00:00:32.000 --> 00:00:34.000]  這個程序給我看看
[00:00:34.000 --> 00:00:36.000]  哦 看到了
[00:00:36.000 --> 00:00:42.000]  山頂的朋友呢
[00:00:42.000 --> 00:00:44.000]  有 歡迎
[00:00:44.000 --> 00:00:48.000]  地下那些我看不到
[00:00:48.000 --> 00:00:50.000]  五樓那些我也看不到
[00:00:50.000 --> 00:00:54.000]  南宋愛國詩人陸尤
[00:00:54.000 --> 00:00:56.000]  有一首七言的詩
[00:00:56.000 --> 00:00:58.000]  叫做《遊山西村》
[00:00:58.000 --> 00:01:00.000]  詩歌 這一首七言詩
[00:01:00.000 --> 00:01:02.000]  是怎麼說的呢?
[00:01:02.000 --> 00:01:04.000]  莫笑農家納酒雲
[00:01:04.000 --> 00:01:07.000]  風連樓客捉雞團
[00:01:07.000 --> 00:01:10.000]  山叢水幅而無路
[00:01:10.000 --> 00:01:13.000]  柳暗花明遊日村
[00:01:13.000 --> 00:01:16.000]  蕭鼓追隨春蛇巾
[00:01:16.000 --> 00:01:19.000]  衣冠簡頗鼓風全
[00:01:19.000 --> 00:01:21.000]  從今若許閒成月
[00:01:21.000 --> 00:01:24.000]  注帳無事夜扣門
[00:01:24.000 --> 00:01:26.000]  你一定說 蔡牧師
[00:01:26.000 --> 00:01:28.000]  你是不是讀錯了
[00:01:28.000 --> 00:01:30.000]  我讀的版本明明是
[00:01:30.000 --> 00:01:32.000]  山窮水盡
[00:01:32.000 --> 00:01:34.000]  為什麼你讀山叢水幅呢
[00:01:34.000 --> 00:01:36.000]  其實山叢水幅
[00:01:36.000 --> 00:01:38.000]  才是原文
[00:01:38.000 --> 00:01:40.000]  陸尤這兩句詩
[00:01:40.000 --> 00:01:42.000]  很喜歡被後人改為
[00:01:42.000 --> 00:01:44.000]  山窮水盡而無路
[00:01:44.000 --> 00:01:46.000]  柳暗花明遊日村
[00:01:46.000 --> 00:01:48.000]  又是一個約定俗成
[00:01:48.000 --> 00:01:52.000]  這兩句詩的意思是說什麼呢?
[00:01:52.000 --> 00:01:57.000]  正當你懷疑前方已經無路可行的時候
[00:01:57.000 --> 00:02:01.000]  突然發現柳樹花草就在前面
[00:02:01.000 --> 00:02:03.000]  你馬上高興起來
[00:02:03.000 --> 00:02:05.000]  因為你知道前面是有一條村
[00:02:05.000 --> 00:02:07.000]  這裡是有人在打理
[00:02:07.000 --> 00:02:09.000]  所以有這麼漂亮的花園
[00:02:09.000 --> 00:02:11.000]  這裡不是荒蕪的
[00:02:11.000 --> 00:02:12.000]  值得注意的是
[00:02:12.000 --> 00:02:14.000]  人生本來就有很多
[00:02:14.000 --> 00:02:16.000]  令我們感到很無奈的事
[00:02:16.000 --> 00:02:19.000]  甚至是難以解開的死結
[00:02:19.000 --> 00:02:23.000]  大部分人都採取兩種策略
[00:02:23.000 --> 00:02:24.000]  第一
[00:02:24.000 --> 00:02:26.000]  要麼我們就鑽牛角尖
[00:02:26.000 --> 00:02:29.000]  要麼就放棄
[00:02:29.000 --> 00:02:32.000]  但是今天我們看這個主角
[00:02:32.000 --> 00:02:34.000]  剛才所讀的經文
[00:02:34.000 --> 00:02:36.000]  請問有沒有名字?
[00:02:36.000 --> 00:02:38.000]  有沒有說它叫什麼名字?
[00:02:38.000 --> 00:02:39.000]  沒有
[00:02:39.000 --> 00:02:40.000]  名不見經傳
[00:02:40.000 --> 00:02:41.000]  名字也沒有
[00:02:41.000 --> 00:02:43.000]  就是有一個什麼?
[00:02:43.000 --> 00:02:45.000]  女人
[00:02:45.000 --> 00:02:49.000]  她看來也是人生都去到一種山窮水盡
[00:02:49.000 --> 00:02:51.000]  而無路的時候
[00:02:51.000 --> 00:02:54.000]  但是她沒有用剛才那兩個策略
[00:02:54.000 --> 00:02:56.000]  她沒有放棄
[00:02:56.000 --> 00:03:01.000]  她終於找到她人生的希望和出路
[00:03:01.000 --> 00:03:02.000]  二十五節
[00:03:02.000 --> 00:03:06.000]  有一個女人患了什麼病?
[00:03:06.000 --> 00:03:07.000]  血流
[00:03:07.000 --> 00:03:09.000]  什麼叫血流?
[00:03:09.000 --> 00:03:11.000]  血流又叫血崩
[00:03:11.000 --> 00:03:13.000]  血流是一種婦科病
[00:03:13.000 --> 00:03:16.000]  是婦女在月經過了之後
[00:03:16.000 --> 00:03:18.000]  仍然不正常
[00:03:18.000 --> 00:03:20.000]  持續不斷地出血
[00:03:20.000 --> 00:03:22.000]  這個叫血流
[00:03:22.000 --> 00:03:25.000]  病了多少年?
[00:03:25.000 --> 00:03:27.000]  十二年
[00:03:27.000 --> 00:03:29.000]  不是十二天
[00:03:29.000 --> 00:03:31.000]  不是十二個月
[00:03:31.000 --> 00:03:33.000]  足足十二年
[00:03:33.000 --> 00:03:35.000]  是一種
[00:03:35.000 --> 00:03:40.000]  可以說是一種長期病患
[00:03:40.000 --> 00:03:44.000]  血流有什麼困難?
[00:03:44.000 --> 00:03:46.000]  你還沒有記住
[00:03:46.000 --> 00:03:48.000]  十五章二十五節這樣記載
[00:03:48.000 --> 00:03:53.000]  女人若在經期以外患多日的血流
[00:03:53.000 --> 00:03:56.000]  或是經期過長有了漏症
[00:03:56.000 --> 00:04:00.000]  她就因這漏症不潔症
[00:04:00.000 --> 00:04:01.000]  以色列人
[00:04:01.000 --> 00:04:04.000]  如果婦人有血流
[00:04:04.000 --> 00:04:07.000]  她除了要承受她肉身的痛苦之外
[00:04:07.000 --> 00:04:11.000]  她還在宗教禮儀上被視為不潔症的人
[00:04:11.000 --> 00:04:13.000]  如果她碰到某人
[00:04:13.000 --> 00:04:16.000]  某人就不潔症
[00:04:16.000 --> 00:04:20.000]  那個人也經常在禮儀上不潔症
[00:04:20.000 --> 00:04:22.000]  所以當時認識很多猶太的拉比或教師
[00:04:22.000 --> 00:04:25.000]  他們都避免在無意中
[00:04:25.000 --> 00:04:27.000]  會沾染這些不潔
[00:04:27.000 --> 00:04:32.000]  完全避免走近婦女
[00:04:32.000 --> 00:04:34.000]  從另一個角度來看
[00:04:34.000 --> 00:04:36.000]  血流的痛苦是很大的
[00:04:36.000 --> 00:04:38.000]  它並不輸大麻風
[00:04:38.000 --> 00:04:40.000]  大家知道麻風病
[00:04:40.000 --> 00:04:43.000]  當然現在已經被控制
[00:04:43.000 --> 00:04:45.000]  你知道我們每年五月一日十月一日
[00:04:45.000 --> 00:04:48.000]  我們都會去喜寧洲報道
[00:04:48.000 --> 00:04:51.000]  你知道喜寧洲當日不是監獄
[00:04:51.000 --> 00:04:52.000]  是甚麼
[00:04:52.000 --> 00:04:56.000]  麻風病要去那裏隔離
[00:04:56.000 --> 00:04:58.000]  你知道麻風病人
[00:04:58.000 --> 00:04:59.000]  如果出去的時候
[00:04:59.000 --> 00:05:01.000]  他們要喊一個口號
[00:05:01.000 --> 00:05:03.000]  甚麼口號
[00:05:03.000 --> 00:05:05.000]  大麻風來了
[00:05:05.000 --> 00:05:07.000]  這樣喊
[00:05:07.000 --> 00:05:09.000]  讓人們避開它
[00:05:09.000 --> 00:05:11.000]  但是血流呢
[00:05:11.000 --> 00:05:13.000]  血流呢
[00:05:13.000 --> 00:05:16.000]  他不可以在那裏喊
[00:05:16.000 --> 00:05:18.000]  血流的來了
[00:05:18.000 --> 00:05:22.000]  所以血流比大麻風更令人難過
[00:05:22.000 --> 00:05:28.000]  因為它是一種外表看不出來的病
[00:05:28.000 --> 00:05:30.000]  心裏更加痛苦
[00:05:30.000 --> 00:05:33.000]  更加難得到別人的同情
[00:05:33.000 --> 00:05:36.000]  患了十二年的血流
[00:05:36.000 --> 00:05:38.000]  但是怎樣
[00:05:38.000 --> 00:05:40.000]  痛苦不單止在這裏
[00:05:40.000 --> 00:05:45.000]  二十六節我們一起讀
[00:05:45.000 --> 00:05:58.000]  在好些醫生裏
[00:05:58.000 --> 00:06:00.000]  好些醫生
[00:06:00.000 --> 00:06:03.000]  眾數
[00:06:03.000 --> 00:06:07.000]  不知看了多少個醫生
[00:06:07.000 --> 00:06:09.000]  每看一次就受苦一次
