
[00:00:00.000 --> 00:00:02.000]  好的,姐妹平安
[00:00:02.000 --> 00:00:04.000]  好,今天的題目是
[00:00:04.000 --> 00:00:06.000]  就是經文裡面講到的
[00:00:06.000 --> 00:00:08.000]  以色列傳家得救
[00:00:08.000 --> 00:00:10.000]  那這是一個很特別的
[00:00:10.000 --> 00:00:12.000]  題目,我不知道大家會不會想
[00:00:12.000 --> 00:00:14.000]  現在基督徒,我們成為基督徒了
[00:00:14.000 --> 00:00:16.000]  然後
[00:00:16.000 --> 00:00:18.000]  那以色列會怎麼樣子呢
[00:00:18.000 --> 00:00:20.000]  以色列會,民族,這個民族會
[00:00:20.000 --> 00:00:22.000]  怎麼樣子呢,那其實我們在
[00:00:22.000 --> 00:00:24.000]  看爾道之劍的時候,九到
[00:00:24.000 --> 00:00:26.000]  十一章是一個很完整的
[00:00:26.000 --> 00:00:28.000]  一個的段落
[00:00:28.000 --> 00:00:30.000]  他是講到的一個很重要的
[00:00:30.000 --> 00:00:32.000]  問題就是
[00:00:32.000 --> 00:00:34.000]  福音跟以色列
[00:00:34.000 --> 00:00:36.000]  這樣的關係,福音跟以色列
[00:00:36.000 --> 00:00:38.000]  的關係
[00:00:38.000 --> 00:00:40.000]  那會問一個問題就是
[00:00:40.000 --> 00:00:42.000]  當福音臨到外邦人
[00:00:42.000 --> 00:00:44.000]  外邦人就是我們對不對,非猶太人
[00:00:44.000 --> 00:00:46.000]  就是外邦人,就是會
[00:00:46.000 --> 00:00:48.000]  形成一個新的信仰的體系
[00:00:48.000 --> 00:00:50.000]  叫做教會
[00:00:50.000 --> 00:00:52.000]  然後這個是不是意味著
[00:00:52.000 --> 00:00:54.000]  神把以色列的
[00:00:54.000 --> 00:00:56.000]  神給以色列這樣的應許
[00:00:56.000 --> 00:00:58.000]  已經說已經廢棄呢
[00:00:58.000 --> 00:01:00.000]  就是說因為
[00:01:00.000 --> 00:01:02.000]  已經有教會在
[00:01:02.000 --> 00:01:04.000]  當中了,是不是廢棄呢
[00:01:04.000 --> 00:01:06.000]  那保羅就用三章
[00:01:06.000 --> 00:01:08.000]  九十十一三章
[00:01:08.000 --> 00:01:10.000]  的內容來說是絕對
[00:01:10.000 --> 00:01:12.000]  不是的,絕對不是這樣子
[00:01:12.000 --> 00:01:14.000]  多處這樣說到
[00:01:14.000 --> 00:01:16.000]  那我看看他是怎麼講的,首先他說
[00:01:16.000 --> 00:01:18.000]  到神的應許
[00:01:18.000 --> 00:01:20.000]  從來不是只是說到
[00:01:20.000 --> 00:01:22.000]  每一個從以色列人生的
[00:01:22.000 --> 00:01:24.000]  這樣的一個血肉的一個
[00:01:24.000 --> 00:01:26.000]  以色列人都可以得到
[00:01:26.000 --> 00:01:28.000]  這樣的一個應許,不是的
[00:01:28.000 --> 00:01:30.000]  是憑著真正的信心
[00:01:30.000 --> 00:01:32.000]  憑著神的檢選,對不對
[00:01:32.000 --> 00:01:34.000]  那第二個他會講到
[00:01:34.000 --> 00:01:36.000]  現在大部分的以色列民其實是拒絕
[00:01:36.000 --> 00:01:38.000]  福音,原因是他們
[00:01:38.000 --> 00:01:40.000]  自己的責任,因為神的話
[00:01:40.000 --> 00:01:42.000]  早已向他們清楚的寫明
[00:01:42.000 --> 00:01:44.000]  就算舊約也是一樣,他們應該
[00:01:44.000 --> 00:01:46.000]  是依靠神的恩典
[00:01:46.000 --> 00:01:48.000]  依靠在基督裡面的義
[00:01:48.000 --> 00:01:50.000]  而不是依靠
[00:01:50.000 --> 00:01:52.000]  刑律法的義
[00:01:52.000 --> 00:01:54.000]  他們一直以為刑律法就可以
[00:01:54.000 --> 00:01:56.000]  得到神的一個救恩
[00:01:56.000 --> 00:01:58.000]  其實不是這樣子
[00:01:58.000 --> 00:02:00.000]  那上一遍,接著講
[00:02:00.000 --> 00:02:02.000]  第九章的一到十節,他講什麼呢
[00:02:02.000 --> 00:02:04.000]  就講到,其實呢
[00:02:04.000 --> 00:02:06.000]  部分的一些的猶太人
[00:02:06.000 --> 00:02:08.000]  以色列民已經得救了
[00:02:08.000 --> 00:02:10.000]  比如說保羅就其中一個
[00:02:10.000 --> 00:02:12.000]  保羅自己把自己的一個
[00:02:12.000 --> 00:02:14.000]  生命的見證就告訴大家
[00:02:14.000 --> 00:02:16.000]  其實我就是一個已經信福音
[00:02:16.000 --> 00:02:18.000]  得救的猶太人
[00:02:18.000 --> 00:02:20.000]  所以在教會的時期呢,神也
[00:02:20.000 --> 00:02:22.000]  部分的以色列民作為救度
[00:02:22.000 --> 00:02:24.000]  所以現在我們就進入
[00:02:24.000 --> 00:02:26.000]  第四部分,就講到今天的經文
[00:02:26.000 --> 00:02:28.000]  第十一節到三十二節
[00:02:28.000 --> 00:02:30.000]  那首先
[00:02:30.000 --> 00:02:32.000]  我想問大家一個非常簡單的問題
[00:02:32.000 --> 00:02:34.000]  我們今天讀的剛才那段
[00:02:34.000 --> 00:02:36.000]  經文是誰寫給誰的
[00:02:36.000 --> 00:02:38.000]  保羅對不對
[00:02:38.000 --> 00:02:40.000]  保羅寫給
[00:02:40.000 --> 00:02:42.000]  保羅寫給羅馬教會的
[00:02:42.000 --> 00:02:44.000]  弟兄姊妹對不對,這很好
[00:02:44.000 --> 00:02:46.000]  就是大家都看到,就是十三節
[00:02:46.000 --> 00:02:48.000]  那裡更準確的說,我對
[00:02:48.000 --> 00:02:50.000]  你們外邦人說這話
[00:02:50.000 --> 00:02:52.000]  因為我是外邦人的
[00:02:52.000 --> 00:02:54.000]  使徒,那保羅
[00:02:54.000 --> 00:02:56.000]  作為外邦人的使徒,然後向
[00:02:56.000 --> 00:02:58.000]  羅馬教會的外邦信徒
[00:02:58.000 --> 00:03:00.000]  來說話,那我們知道羅馬教會
[00:03:00.000 --> 00:03:02.000]  到那個時候其實是以外邦
[00:03:02.000 --> 00:03:04.000]  信徒為主的一個教會
[00:03:04.000 --> 00:03:06.000]  那為什麼我強調這一點呢
[00:03:06.000 --> 00:03:08.000]  因為其實裡面很重要的
[00:03:08.000 --> 00:03:10.000]  一個地方就是,我們看
[00:03:10.000 --> 00:03:12.000]  這段十一章的經文裡面
[00:03:12.000 --> 00:03:14.000]  是裡面強調有一些的
[00:03:14.000 --> 00:03:16.000]  人稱代名詞,非常重要
[00:03:16.000 --> 00:03:18.000]  一個是他們
[00:03:18.000 --> 00:03:20.000]  另外一個是你們或者你
[00:03:20.000 --> 00:03:22.000]  誰是他們
[00:03:22.000 --> 00:03:24.000]  誰是你們
[00:03:24.000 --> 00:03:26.000]  他們是誰
[00:03:26.000 --> 00:03:28.000]  對
[00:03:28.000 --> 00:03:30.000]  他們是以色列人,然後你們呢
[00:03:30.000 --> 00:03:32.000]  就是那些外邦人對不對
[00:03:32.000 --> 00:03:34.000]  所以的話,這個是非常清楚的
[00:03:34.000 --> 00:03:36.000]  因為它
[00:03:36.000 --> 00:03:38.000]  分得非常非常的開
[00:03:38.000 --> 00:03:40.000]  那這個的一個的定義
[00:03:40.000 --> 00:03:42.000]  為什麼我現在再提出來呢
[00:03:42.000 --> 00:03:44.000]  因為幫助我們更準確的
[00:03:44.000 --> 00:03:46.000]  理解整段經文的意思
[00:03:46.000 --> 00:03:48.000]  那不要混亂
[00:03:48.000 --> 00:03:50.000]  你們是外邦人
[00:03:50.000 --> 00:03:52.000]  他們是以色列人
[00:03:52.000 --> 00:03:54.000]  那這段經文非常的豐富
[00:03:54.000 --> 00:03:56.000]  因為它是一個段落
[00:03:56.000 --> 00:03:58.000]  所以我就開始選經文的時候就選了
[00:03:58.000 --> 00:04:00.000]  這樣一個很長的經文
[00:04:00.000 --> 00:04:02.000]  但是我今天著重的不會
[00:04:02.000 --> 00:04:04.000]  全部講,我會
[00:04:04.000 --> 00:04:06.000]  著重講就是十六到二十四節
[00:04:06.000 --> 00:04:08.000]  講到這個比喻,橄欖樹
[00:04:08.000 --> 00:04:10.000]  的比喻,接著講就是
[00:04:10.000 --> 00:04:12.000]  傳以色列得救這樣的一個奧秘
[00:04:12.000 --> 00:04:14.000]  那首先我們可以看那個
[00:04:14.000 --> 00:04:16.000]  奧秘那一部分,反過來看
[00:04:16.000 --> 00:04:18.000]  這裡講到
[00:04:18.000 --> 00:04:20.000]  首先講到奧秘
[00:04:20.000 --> 00:04:22.000]  奧秘在聖經裡面的意思是什麼意思呢
[00:04:22.000 --> 00:04:24.000]  其實就是講到就是
[00:04:24.000 --> 00:04:26.000]  之前不被人所明白了解
[00:04:26.000 --> 00:04:28.000]  但是現在藉著
[00:04:28.000 --> 00:04:30.000]  聖經的啟示
[00:04:30.000 --> 00:04:32.000]  讓人可以明白的一個真理
[00:04:32.000 --> 00:04:34.000]  就之前不明白
[00:04:34.000 --> 00:04:36.000]  現在啟示完之後就明白了
[00:04:36.000 --> 00:04:38.000]  就是叫奧秘,是聖經是這樣說
[00:04:38.000 --> 00:04:40.000]  不是說告訴你,這奧秘還是不明白
[00:04:40.000 --> 00:04:42.000]  這不是叫奧秘
[00:04:42.000 --> 00:04:44.000]  是啟示完之後你應該明白
[00:04:44.000 --> 00:04:46.000]  這裡的奧秘
[00:04:46.000 --> 00:04:48.000]  主要集中在講到
[00:04:48.000 --> 00:04:50.000]  以色列的救贖
[00:04:50.000 --> 00:04:52.000]  這裡講到以色列人有幾分的
[00:04:52.000 --> 00:04:54.000]  硬心,等到外邦人的
[00:04:54.000 --> 00:04:56.000]  數目填滿了
[00:04:56.000 --> 00:04:58.000]  然後傳家要得救
[00:04:58.000 --> 00:05:00.000]  那這裡是講到什麼
[00:05:00.000 --> 00:05:02.000]  其實有三個的時間段
[00:05:02.000 --> 00:05:04.000]  三個的時間段
[00:05:04.000 --> 00:05:06.000]  第一個就是
[00:05:06.000 --> 00:05:08.000]  當耶穌基督完成
[00:05:08.000 --> 00:05:10.000]  天下救恩的時候
