
[00:00:00.000 --> 00:00:02.000]  我們低頭做一個禱告
[00:00:02.000 --> 00:00:05.200]  主耶穌,我們感謝祢
[00:00:05.200 --> 00:00:08.000]  祢為我們死在十字架上
[00:00:08.000 --> 00:00:10.500]  世上一切美好的事情
[00:00:10.500 --> 00:00:12.000]  祢也不會吝嗇
[00:00:12.000 --> 00:00:16.800]  我們知道,雖然我們在人間的路上會有困難
[00:00:16.800 --> 00:00:20.100]  我們甚至會遇到一些逼迫
[00:00:20.100 --> 00:00:24.200]  但是我們知道,我們既與祢一同作後知
[00:00:24.200 --> 00:00:27.400]  今天我們所受的痛苦
[00:00:27.400 --> 00:00:32.200]  明天我們會有一個更大的榮耀等候我們
[00:00:32.200 --> 00:00:36.600]  求祢在這個聖誕的時節與祢所有的兒女同在
[00:00:36.600 --> 00:00:40.000]  讓我們面對生活各種的壓力的時候
[00:00:40.000 --> 00:00:46.600]  我們感受到天上賜下來的那份出人意外的平安
[00:00:46.600 --> 00:00:50.000]  特別與一些受逼迫的信徒
[00:00:50.000 --> 00:00:51.600]  受逼迫的兒女
[00:00:51.600 --> 00:00:59.000]  無論是在世界各地,在中東,特別是在國內的一些信徒
[00:00:59.000 --> 00:01:03.200]  他們可能面對有些坐在監獄裏面
[00:01:03.200 --> 00:01:09.400]  有些可能要被迫簽一些紙去放棄他們的信仰
[00:01:09.400 --> 00:01:13.400]  有些可能面對各種的不方便
[00:01:13.400 --> 00:01:16.000]  小知,或者都不是小了
[00:01:16.000 --> 00:01:21.400]  譬如不能夠帶小孩去主日學等等各種的困難
[00:01:21.400 --> 00:01:24.800]  求祢在這些處境裏面的祢的兒女
[00:01:24.800 --> 00:01:30.200]  特別在這個時節感受到從天上而來的那份平安喜樂
[00:01:30.200 --> 00:01:33.200]  也幫助我們在這個階節裏面
[00:01:33.200 --> 00:01:40.000]  我們的生命能夠展露出屬於耶穌的那份盼望,那份喜樂
[00:01:40.000 --> 00:01:43.000]  讓我們的生命之中有聖靈的大能
[00:01:43.000 --> 00:01:46.200]  以致我們在這個憂患的世界
[00:01:46.200 --> 00:01:49.800]  我們能夠帶給我們周圍的人盼望與喜樂
[00:01:49.800 --> 00:01:52.600]  我們今天聽到的時間
[00:01:52.600 --> 00:01:55.800]  都求祢去祝福,禱告奉耶穌基督名
[00:01:55.800 --> 00:01:59.200]  好,我們繼續去羅馬書
[00:01:59.200 --> 00:02:02.200]  每次講羅馬書都做一點溫故知新
[00:02:02.200 --> 00:02:05.200]  我講過了,羅馬書第一到第八章
[00:02:05.200 --> 00:02:09.200]  基本上都是保羅要解釋這個救恩的道理
[00:02:09.200 --> 00:02:12.000]  這個福音到底的內容是什麼
[00:02:12.000 --> 00:02:14.200]  我講過了,第一到第四章
[00:02:14.200 --> 00:02:16.800]  基本上是一個所謂反面的道理
[00:02:16.800 --> 00:02:21.800]  就是說福音不是要拒絕什麼
[00:02:21.800 --> 00:02:27.400]  保羅主要是說我們要拒絕一些不對的誇口
[00:02:27.400 --> 00:02:30.000]  無論是誇口我們的好行為
[00:02:30.000 --> 00:02:32.600]  或者是誇口我們擁有律法
[00:02:32.600 --> 00:02:34.400]  猶太人已經擁有律法了
[00:02:34.400 --> 00:02:38.400]  如果基督徒就誇口我們受了浸,我們是基督徒了
[00:02:38.400 --> 00:02:41.800]  這些都不是我們誇口的東西
[00:02:41.800 --> 00:02:46.800]  接著保羅到第五到第八章就是正面的講述
[00:02:46.800 --> 00:02:48.800]  如果我們要誇口的是什麼
[00:02:48.800 --> 00:02:50.800]  誇口神的恩典
[00:02:50.800 --> 00:02:53.800]  誇口甚至是在患難之中
[00:02:53.800 --> 00:02:58.800]  於是乎保羅主要說我們誇的是恩典
[00:02:58.800 --> 00:03:00.800]  而不是我們的成就
[00:03:00.800 --> 00:03:04.800]  保羅在第五到第八章就用幾個對比
[00:03:04.800 --> 00:03:08.800]  譬如第六章他就講到對比
