
[00:00:00.000 --> 00:00:02.880]  不知道大家有沒有聽過俗語
[00:00:02.880 --> 00:00:10.180]  「不怕生壞命,最怕改壞命」
[00:00:10.180 --> 00:00:13.860]  應該和我差不多是同一個年代
[00:00:13.860 --> 00:00:15.020]  然後馬上不敢出聲
[00:00:15.020 --> 00:00:16.540]  不是說和你同一個年代
[00:00:16.540 --> 00:00:18.940]  我預備這篇信息的時候
[00:00:18.940 --> 00:00:20.320]  我看了新聞
[00:00:20.320 --> 00:00:22.140]  好像是上個星期日
[00:00:22.140 --> 00:00:23.760]  那麼
[00:00:23.760 --> 00:00:27.360]  自訂車牌拍賣
[00:00:27.360 --> 00:00:29.320]  有沒有看過?
[00:00:29.320 --> 00:00:31.960]  一個「R」的自訂車牌
[00:00:31.960 --> 00:00:36.560]  出來新聞說拍賣了二千五百五十萬
[00:00:36.560 --> 00:00:38.480]  一個車牌
[00:00:38.480 --> 00:00:41.480]  我和我太太看了覺得厲害
[00:00:41.480 --> 00:00:44.220]  它是給最早兩年前
[00:00:44.220 --> 00:00:46.520]  二零一一年有個叫「W」的車牌
[00:00:46.520 --> 00:00:48.320]  我女兒教我是「W」
[00:00:48.320 --> 00:00:50.280]  不是「W」不是「Daddy」
[00:00:50.280 --> 00:00:54.040]  一個「W」的車牌是二千六百萬
[00:00:54.040 --> 00:00:55.560]  一個車牌差五十萬
[00:00:55.560 --> 00:00:57.080]  就是差一點點
[00:00:57.080 --> 00:00:58.800]  但是我看完之後想想那些數字
[00:00:58.800 --> 00:01:00.220]  差五十萬差一點點
[00:01:00.220 --> 00:01:01.400]  五十萬是一點點
[00:01:01.400 --> 00:01:04.000]  即是甚麼概念呢?
[00:01:04.000 --> 00:01:06.280]  所以我在想
[00:01:06.280 --> 00:01:08.600]  將來如果你自己也好
[00:01:08.600 --> 00:01:11.400]  或者你的朋友或者你的小孩
[00:01:11.400 --> 00:01:13.240]  改英文名你跟他們說
[00:01:13.240 --> 00:01:14.200]  改甚麼好?
[00:01:14.200 --> 00:01:15.960]  「R」
[00:01:15.960 --> 00:01:17.360]  改「W」
[00:01:17.360 --> 00:01:19.480]  哇,多酷啊
[00:01:19.480 --> 00:01:21.760]  改名字?改名字很重要
[00:01:21.760 --> 00:01:24.360]  今天開始講到我們開了一個新的系列
[00:01:24.360 --> 00:01:27.460]  講「Plan B」
[00:01:27.460 --> 00:01:28.120]  為甚麼呢?
[00:01:28.120 --> 00:01:32.400]  「Plan B」有個文號
[00:01:32.400 --> 00:01:35.400]  即是我們在創世紀裏面
[00:01:35.400 --> 00:01:36.960]  亞當夏娃犯罪
[00:01:36.960 --> 00:01:38.160]  大家都知道
[00:01:38.160 --> 00:01:41.520]  打破了神最初原本在創造裏面
[00:01:41.520 --> 00:01:43.360]  一個美好的心意
[00:01:43.360 --> 00:01:45.640]  神創造的很多本來好
[00:01:45.640 --> 00:01:48.320]  但是打破了神這些計劃
[00:01:48.320 --> 00:01:49.960]  所以神要出手
[00:01:49.960 --> 00:01:53.640]  要有救贖的計劃出來
[00:01:53.640 --> 00:01:57.520]  但是神救贖的目的是為了甚麼呢?
[00:01:57.520 --> 00:02:01.240]  神救贖的目的當然是想我們回到祂身邊
[00:02:01.240 --> 00:02:02.800]  跟祂再一次建立關係
[00:02:02.800 --> 00:02:04.400]  因為祂愛我們
[00:02:04.400 --> 00:02:05.760]  所以其實這個「Plan B」
[00:02:05.760 --> 00:02:06.920]  這個救贖的計劃
[00:02:06.920 --> 00:02:10.880]  這個拯救其實跟祂的「Plan A」
[00:02:10.880 --> 00:02:12.320]  是有很重要的關係
[00:02:12.320 --> 00:02:15.120]  跟祂最初的創造是有很重要的關係
[00:02:15.120 --> 00:02:17.600]  今年「YS」講到的主題
[00:02:17.600 --> 00:02:18.760]  其實你知道教會
[00:02:18.760 --> 00:02:21.160]  今年是講「活出愛」,對嗎?
[00:02:21.160 --> 00:02:22.680]  在「活出愛」裏面
[00:02:22.680 --> 00:02:23.640]  「YS」很想
[00:02:23.640 --> 00:02:27.000]  我們很想在那個焦點就是
[00:02:27.000 --> 00:02:29.560]  關於宣教、關於傳福音
[00:02:29.560 --> 00:02:30.680]  所以早兩個星期
[00:02:30.680 --> 00:02:33.480]  高sir幫我們分享的內容
[00:02:33.480 --> 00:02:36.240]  都是關於宣教
[00:02:36.240 --> 00:02:39.280]  而我們希望在前幾個星期
[00:02:39.280 --> 00:02:40.480]  或者應該是前一個禮拜
[00:02:40.480 --> 00:02:43.560]  可能多一點是透過舊約的聖經
[00:02:43.560 --> 00:02:44.640]  透過創世紀
[00:02:44.640 --> 00:02:47.800]  看看究竟這個宣教的上帝
[00:02:47.800 --> 00:02:51.040]  他透過不同的故事
[00:02:51.040 --> 00:02:54.480]  怎樣幫助我們明白神祂自己的愛
[00:02:54.480 --> 00:02:57.480]  所以今天很想為甚麼跟大家講名字呢?
[00:02:57.480 --> 00:02:59.800]  就想跟大家看那個故事
[00:02:59.800 --> 00:03:02.160]  是關於一些家譜的
[00:03:02.160 --> 00:03:02.800]  那個家譜就是
[00:03:02.800 --> 00:03:04.000]  其實我今天講的經文
[00:03:04.000 --> 00:03:06.440]  就是創世紀第四章
[00:03:06.440 --> 00:03:07.520]  就是接著下去
[00:03:07.520 --> 00:03:09.880]  之前如果你有聽Sandy講的那個經文
[00:03:09.880 --> 00:03:11.440]  就是「該隱阿伯」
[00:03:11.440 --> 00:03:13.440]  就是「該隱殺了阿伯」那個故事
[00:03:13.440 --> 00:03:15.680]  就是這個經文下去
[00:03:15.680 --> 00:03:17.200]  今天跟大家看的
[00:03:17.200 --> 00:03:20.720]  就是留意「該隱」那個兒子
[00:03:20.720 --> 00:03:25.280]  拉麥的那個故事
[00:03:25.280 --> 00:03:26.360]  一會讀經的時候
[00:03:26.360 --> 00:03:29.000]  我通常都是會想請大家讀一讀經文
[00:03:29.000 --> 00:03:31.320]  這樣有一點點印象
[00:03:31.320 --> 00:03:32.400]  你留意兩個方面
[00:03:32.400 --> 00:03:36.400]  一個就是「該隱」那個家庭的發展
[00:03:36.400 --> 00:03:40.040]  第二是「阿當」的家庭的發展
[00:03:40.040 --> 00:03:41.680]  就是兩方面
[00:03:41.680 --> 00:03:44.400]  我們一起讀完這幾節的經文好嗎?
[00:03:44.400 --> 00:03:45.240]  十七節開始
[00:03:45.240 --> 00:03:45.840]  預備
[00:03:45.840 --> 00:03:47.600]  一二三
[00:03:47.600 --> 00:03:52.200]  「該隱」要世紀同學 該隱要世紀老百姓
[00:03:52.200 --> 00:03:56.440]  新年年落 該隱要世紀老百姓
[00:03:56.440 --> 00:03:58.800]  一路光復家庭生命 一路光復家庭生命
[00:03:58.800 --> 00:04:01.360]  一路光復家庭生命
[00:04:01.360 --> 00:04:03.080]  一路光復家庭生命
[00:04:03.080 --> 00:04:05.560]  一路光復家庭生命
[00:04:05.560 --> 00:04:07.120]  一路光復家庭生命
[00:04:07.120 --> 00:04:08.800]  一路光復家庭生命
[00:04:08.800 --> 00:04:11.240]  一路光復家庭生命
[00:04:11.240 --> 00:04:13.520]  一路光復家庭生命
[00:04:13.520 --> 00:04:15.520]  一路光復家庭生命
[00:04:15.520 --> 00:04:17.520]  一路光復家庭生命
[00:04:17.520 --> 00:04:19.520]  一路光復家庭生命
[00:04:19.520 --> 00:04:21.520]  一路光復家庭生命
[00:04:21.520 --> 00:04:23.520]  一路光復家庭生命
[00:04:23.520 --> 00:04:25.520]  一路光復家庭生命
[00:04:25.520 --> 00:04:27.520]  一路光復家庭生命
[00:04:27.520 --> 00:04:29.520]  一路光復家庭生命
[00:04:29.520 --> 00:04:31.520]  一路光復家庭生命
[00:04:31.520 --> 00:04:33.520]  一路光復家庭生命
[00:04:33.520 --> 00:04:35.520]  一路光復家庭生命
[00:04:35.520 --> 00:04:37.520]  一路光復家庭生命
[00:04:37.520 --> 00:04:39.520]  一路光復家庭生命
[00:04:39.520 --> 00:04:41.520]  一路光復家庭生命
[00:04:41.520 --> 00:04:43.520]  一路光復家庭生命
[00:04:43.520 --> 00:04:45.520]  一路光復家庭生命
[00:04:45.520 --> 00:04:47.520]  一路光復家庭生命
[00:04:47.520 --> 00:04:49.520]  一路光復家庭生命
[00:04:49.520 --> 00:04:51.520]  一路光復家庭生命
[00:04:51.520 --> 00:04:53.520]  一路光復家庭生命
[00:04:53.520 --> 00:04:55.520]  一路光復家庭生命
[00:04:55.520 --> 00:04:57.520]  一路光復家庭生命
[00:04:57.520 --> 00:04:59.520]  一路光復家庭生命
[00:04:59.520 --> 00:05:01.520]  一路光復家庭生命
[00:05:01.520 --> 00:05:03.520]  一路光復家庭生命
[00:05:03.520 --> 00:05:05.520]  一路光復家庭生命
[00:05:05.520 --> 00:05:07.520]  一路光復家庭生命
[00:05:07.520 --> 00:05:09.520]  一路光復家庭生命
[00:05:09.520 --> 00:05:11.520]  一路光復家庭生命
[00:05:11.520 --> 00:05:13.520]  一路光復家庭生命
[00:05:13.520 --> 00:05:15.520]  一路光復家庭生命
[00:05:15.520 --> 00:05:17.520]  一路光復家庭生命
[00:05:17.520 --> 00:05:19.520]  一路光復家庭生命
[00:05:19.520 --> 00:05:21.520]  一路光復家庭生命
[00:05:21.520 --> 00:05:23.520]  一路光復家庭生命
[00:05:23.520 --> 00:05:25.520]  一路光復家庭生命
[00:05:25.520 --> 00:05:27.520]  一路光復家庭生命
[00:05:27.520 --> 00:05:29.520]  一路光復家庭生命
[00:05:29.520 --> 00:05:31.520]  一路光復家庭生命
[00:05:31.520 --> 00:05:33.520]  一路光復家庭生命
[00:05:33.520 --> 00:05:35.520]  一路光復家庭生命
[00:05:35.520 --> 00:05:37.520]  一路光復家庭生命
[00:05:37.520 --> 00:05:39.520]  一路光復家庭生命
[00:05:39.520 --> 00:05:41.520]  一路光復家庭生命
[00:05:41.520 --> 00:05:43.520]  一路光復家庭生命
[00:05:43.520 --> 00:05:45.520]  一路光復家庭生命
[00:05:45.520 --> 00:05:47.520]  一路光復家庭生命
[00:05:47.520 --> 00:05:49.520]  一路光復家庭生命
[00:05:49.520 --> 00:05:51.520]  一路光復家庭生命
[00:05:51.520 --> 00:05:53.520]  一路光復家庭生命
[00:05:53.520 --> 00:05:55.520]  一路光復家庭生命
[00:05:55.520 --> 00:05:57.520]  一路光復家庭生命
[00:05:57.520 --> 00:05:59.520]  一路光復家庭生命
[00:05:59.520 --> 00:06:01.520]  一路光復家庭生命
[00:06:01.520 --> 00:06:03.520]  一路光復家庭生命
[00:06:03.520 --> 00:06:05.520]  一路光復家庭生命
[00:06:05.520 --> 00:06:07.520]  一路光復家庭生命
[00:06:07.520 --> 00:06:09.520]  一路光復家庭生命
[00:06:09.520 --> 00:06:11.520]  一路光復家庭生命
[00:06:11.520 --> 00:06:13.520]  一路光復家庭生命
[00:06:13.520 --> 00:06:15.520]  一路光復家庭生命
[00:06:15.520 --> 00:06:17.520]  一路光復家庭生命
[00:06:17.520 --> 00:06:19.520]  一路光復家庭生命
[00:06:19.520 --> 00:06:21.520]  一路光復家庭生命
[00:06:21.520 --> 00:06:23.520]  一路光復家庭生命
[00:06:23.520 --> 00:06:25.520]  一路光復家庭生命
[00:06:25.520 --> 00:06:27.520]  一路光復家庭生命
[00:06:27.520 --> 00:06:29.520]  一路光復家庭生命
[00:06:29.520 --> 00:06:31.520]  一路光復家庭生命
[00:06:31.520 --> 00:06:33.520]  一路光復家庭生命
[00:06:33.520 --> 00:06:35.520]  一路光復家庭生命
[00:06:35.520 --> 00:06:37.520]  一路光復家庭生命
[00:06:37.520 --> 00:06:39.520]  一路光復家庭生命
[00:06:39.520 --> 00:06:41.520]  一路光復家庭生命
[00:06:41.520 --> 00:06:43.520]  一路光復家庭生命
[00:06:43.520 --> 00:06:45.520]  一路光復家庭生命
[00:06:45.520 --> 00:06:47.520]  一路光復家庭生命
[00:06:47.520 --> 00:06:49.520]  一路光復家庭生命
[00:06:49.520 --> 00:06:51.520]  一路光復家庭生命
[00:06:51.520 --> 00:06:53.520]  一路光復家庭生命
[00:06:53.520 --> 00:06:55.520]  一路光復家庭生命
[00:06:55.520 --> 00:06:57.520]  一路光復家庭生命
[00:06:57.520 --> 00:06:59.520]  一路光復家庭生命
[00:06:59.520 --> 00:07:01.520]  一路光復家庭生命
[00:07:01.520 --> 00:07:03.520]  一路光復家庭生命
[00:07:03.520 --> 00:07:05.520]  一路光復家庭生命
[00:07:05.520 --> 00:07:07.520]  一路光復家庭生命
[00:07:07.520 --> 00:07:09.520]  一路光復家庭生命
[00:07:09.520 --> 00:07:11.520]  一路光復家庭生命
[00:07:11.520 --> 00:07:13.520]  一路光復家庭生命
[00:07:13.520 --> 00:07:15.520]  一路光復家庭生命
[00:07:15.520 --> 00:07:17.520]  一路光復家庭生命
[00:07:17.520 --> 00:07:19.520]  一路光復家庭生命
[00:07:19.520 --> 00:07:21.520]  一路光復家庭生命
[00:07:21.520 --> 00:07:23.520]  一路光復家庭生命
[00:07:23.520 --> 00:07:25.520]  一路光復家庭生命
[00:07:25.520 --> 00:07:27.520]  一路光復家庭生命
[00:07:27.520 --> 00:07:29.520]  一路光復家庭生命
[00:07:29.520 --> 00:07:31.520]  一路光復家庭生命
[00:07:31.520 --> 00:07:33.520]  一路光復家庭生命
[00:07:33.520 --> 00:07:35.520]  一路光復家庭生命
[00:07:35.520 --> 00:07:37.520]  一路光復家庭生命
[00:07:37.520 --> 00:07:39.520]  一路光復家庭生命
[00:07:39.520 --> 00:07:41.520]  一路光復家庭生命
[00:07:41.520 --> 00:07:43.520]  一路光復家庭生命
[00:07:43.520 --> 00:07:45.520]  一路光復家庭生命
[00:07:45.520 --> 00:07:47.520]  一路光復家庭生命
[00:07:47.520 --> 00:07:49.520]  一路光復家庭生命
[00:07:49.520 --> 00:07:51.520]  一路光復家庭生命
[00:07:51.520 --> 00:07:53.520]  一路光復家庭生命
[00:07:53.520 --> 00:07:55.520]  一路光復家庭生命
[00:07:55.520 --> 00:07:57.520]  一路光復家庭生命
[00:07:57.520 --> 00:07:59.520]  一路光復家庭生命
[00:07:59.520 --> 00:08:01.520]  一路光復家庭生命
[00:08:01.520 --> 00:08:03.520]  一路光復家庭生命
[00:08:03.520 --> 00:08:05.520]  一路光復家庭生命
[00:08:05.520 --> 00:08:07.520]  一路光復家庭生命
[00:08:07.520 --> 00:08:09.520]  一路光復家庭生命
[00:08:09.520 --> 00:08:11.520]  一路光復家庭生命
[00:08:11.520 --> 00:08:13.520]  一路光復家庭生命
[00:08:13.520 --> 00:08:15.520]  一路光復家庭生命
[00:08:15.520 --> 00:08:17.520]  一路光復家庭生命
[00:08:17.520 --> 00:08:19.520]  一路光復家庭生命
[00:08:19.520 --> 00:08:21.520]  一路光復家庭生命
[00:08:21.520 --> 00:08:23.520]  一路光復家庭生命
[00:08:23.520 --> 00:08:25.520]  一路光復家庭生命
[00:08:25.520 --> 00:08:27.520]  一路光復家庭生命
[00:08:27.520 --> 00:08:29.520]  一路光復家庭生命
[00:08:29.520 --> 00:08:31.520]  一路光復家庭生命
[00:08:31.520 --> 00:08:33.520]  一路光復家庭生命
[00:08:33.520 --> 00:08:35.520]  一路光復家庭生命
[00:08:35.520 --> 00:08:37.520]  一路光復家庭生命
[00:08:37.520 --> 00:08:39.520]  一路光復家庭生命
[00:08:39.520 --> 00:08:41.520]  一路光復家庭生命
[00:08:41.520 --> 00:08:43.520]  一路光復家庭生命
[00:08:43.520 --> 00:08:45.520]  一路光復家庭生命
[00:08:45.520 --> 00:08:47.520]  一路光復家庭生命
[00:08:47.520 --> 00:08:49.520]  一路光復家庭生命
[00:08:49.520 --> 00:08:51.520]  一路光復家庭生命
[00:08:51.520 --> 00:08:53.520]  一路光復家庭生命
[00:08:53.520 --> 00:08:55.520]  一路光復家庭生命
[00:08:55.520 --> 00:08:57.520]  一路光復家庭生命
[00:08:57.520 --> 00:08:59.520]  一路光復家庭生命
[00:08:59.520 --> 00:09:01.520]  一路光復家庭生命
[00:09:01.520 --> 00:09:03.520]  一路光復家庭生命
[00:09:03.520 --> 00:09:05.520]  一路光復家庭生命
[00:09:05.520 --> 00:09:07.520]  一路光復家庭生命
[00:09:07.520 --> 00:09:09.520]  一路光復家庭生命
[00:09:09.520 --> 00:09:11.520]  一路光復家庭生命
[00:09:11.520 --> 00:09:13.520]  一路光復家庭生命
[00:09:13.520 --> 00:09:15.520]  一路光復家庭生命
[00:09:15.520 --> 00:09:17.520]  一路光復家庭生命
[00:09:17.520 --> 00:09:19.520]  一路光復家庭生命
[00:09:19.520 --> 00:09:21.520]  一路光復家庭生命
[00:09:21.520 --> 00:09:23.520]  一路光復家庭生命
[00:09:23.520 --> 00:09:25.520]  一路光復家庭生命
[00:09:25.520 --> 00:09:27.520]  一路光復家庭生命
[00:09:27.520 --> 00:09:29.520]  一路光復家庭生命
[00:09:29.520 --> 00:09:31.520]  一路光復家庭生命
[00:09:31.520 --> 00:09:33.520]  一路光復家庭生命
[00:09:33.520 --> 00:09:35.520]  一路光復家庭生命
[00:09:35.520 --> 00:09:37.520]  一路光復家庭生命
[00:09:37.520 --> 00:09:39.520]  一路光復家庭生命
[00:09:39.520 --> 00:09:41.520]  一路光復家庭生命
[00:09:41.520 --> 00:09:43.520]  一路光復家庭生命
[00:09:43.520 --> 00:09:45.520]  一路光復家庭生命
[00:09:45.520 --> 00:09:47.520]  一路光復家庭生命
[00:09:47.520 --> 00:09:49.520]  一路光復家庭生命
[00:09:49.520 --> 00:09:51.520]  一路光復家庭生命
[00:09:51.520 --> 00:09:53.520]  一路光復家庭生命
[00:09:53.520 --> 00:09:55.520]  一路光復家庭生命
[00:09:55.520 --> 00:09:57.520]  一路光復家庭生命
[00:09:57.520 --> 00:09:59.520]  一路光復家庭生命
[00:09:59.520 --> 00:10:01.520]  一路光復家庭生命
[00:10:01.520 --> 00:10:03.520]  一路光復家庭生命
[00:10:03.520 --> 00:10:05.520]  一路光復家庭生命
[00:10:05.520 --> 00:10:07.520]  一路光復家庭生命
[00:10:07.520 --> 00:10:09.520]  一路光復家庭生命
[00:10:09.520 --> 00:10:11.520]  一路光復家庭生命
[00:10:11.520 --> 00:10:13.520]  一路光復家庭生命
[00:10:13.520 --> 00:10:15.520]  一路光復家庭生命
[00:10:15.520 --> 00:10:17.520]  一路光復家庭生命
[00:10:17.520 --> 00:10:19.520]  一路光復家庭生命
[00:10:19.520 --> 00:10:21.520]  一路光復家庭生命
[00:10:21.520 --> 00:10:23.520]  一路光復家庭生命
[00:10:23.520 --> 00:10:25.520]  一路光復家庭生命
[00:10:25.520 --> 00:10:27.520]  一路光復家庭生命
[00:10:27.520 --> 00:10:29.520]  一路光復家庭生命
[00:10:29.520 --> 00:10:31.520]  一路光復家庭生命
[00:10:31.520 --> 00:10:33.520]  一路光復家庭生命
[00:10:33.520 --> 00:10:35.520]  一路光復家庭生命
[00:10:35.520 --> 00:10:37.520]  一路光復家庭生命
[00:10:37.520 --> 00:10:39.520]  一路光復家庭生命
[00:10:39.520 --> 00:10:41.520]  一路光復家庭生命
[00:10:41.520 --> 00:10:43.520]  一路光復家庭生命
