
[00:00:00.000 --> 00:00:02.000]  再一次低頭禱告
[00:00:02.000 --> 00:00:06.000]  主啊,在這個時代
[00:00:06.000 --> 00:00:08.000]  我們很需要祢的真道
[00:00:08.000 --> 00:00:10.000]  主啊
[00:00:10.000 --> 00:00:12.000]  讓我們生命的錨
[00:00:12.000 --> 00:00:17.000]  常常就是抓緊堅固的盤石上面
[00:00:17.000 --> 00:00:21.000]  讓祢成為我們生命的主人
[00:00:21.000 --> 00:00:24.000]  繼續帶領我們前行
[00:00:24.000 --> 00:00:28.000]  求祢的話語再一次成為兩項利劍
[00:00:28.000 --> 00:00:30.000]  剖開我們的心
[00:00:30.000 --> 00:00:32.000]  使我們的生命
[00:00:32.000 --> 00:00:34.000]  被祢去到去轉化
[00:00:34.000 --> 00:00:36.000]  讓我們真的能夠有一個
[00:00:36.000 --> 00:00:38.000]  屬天的智慧
[00:00:38.000 --> 00:00:41.000]  來去到看當前
[00:00:41.000 --> 00:00:43.000]  我們眼所見的事情
[00:00:43.000 --> 00:00:45.000]  願祢托帶著我們
[00:00:45.000 --> 00:00:47.000]  垂聽我們的禱告
[00:00:47.000 --> 00:00:49.000]  奉耶穌基督得勝的命求
[00:00:49.000 --> 00:00:51.000]  阿們
[00:00:51.000 --> 00:00:53.000]  各位靈姐妹早晨
[00:00:53.000 --> 00:00:55.000]  今天是阿爸節
[00:00:55.000 --> 00:00:58.000]  很盼望無論你是為人父親
[00:00:58.000 --> 00:01:00.000]  或者你是屬靈的爸爸
[00:01:00.000 --> 00:01:03.000]  我們都是繼續仰望我們的阿爸父
[00:01:03.000 --> 00:01:08.000]  繼續求神給我們有屬靈的睿智
[00:01:08.000 --> 00:01:11.000]  在此時此刻這個不容易的處境裡面
[00:01:11.000 --> 00:01:15.000]  怎樣能夠成為家庭的元首
[00:01:15.000 --> 00:01:17.000]  帶領著我們的家人
[00:01:17.000 --> 00:01:20.000]  繼續在神的心意裡面前行
[00:01:20.000 --> 00:01:24.000]  在人生裡面總是有很多交叉點
[00:01:24.000 --> 00:01:28.000]  特別在等和不等的裡面
[00:01:28.000 --> 00:01:30.000]  有一次我踏踏電梯
[00:01:30.000 --> 00:01:32.000]  突然間被困住
[00:01:32.000 --> 00:01:33.000]  電梯停了
[00:01:33.000 --> 00:01:36.000]  到門開一下關一下
[00:01:36.000 --> 00:01:38.000]  開一下關一下
[00:01:38.000 --> 00:01:39.000]  害不害怕
[00:01:39.000 --> 00:01:40.000]  很害怕
[00:01:40.000 --> 00:01:42.000]  去到一刻它真的停了
[00:01:42.000 --> 00:01:44.000]  到門的位置
[00:01:44.000 --> 00:01:46.000]  不夠一個人過
[00:01:46.000 --> 00:01:50.000]  當時它就在一層與另一層中間
[00:01:50.000 --> 00:01:52.000]  我仍然看到
[00:01:52.000 --> 00:01:55.000]  如果我跳下去的話
[00:01:55.000 --> 00:01:59.000]  應該都可以落到那層的地下
[00:01:59.000 --> 00:02:02.000]  腦海裡面有很多奇怪的現象
[00:02:02.000 --> 00:02:05.000]  會不會電梯突然間下墜呢
[00:02:05.000 --> 00:02:09.000]  又或者我用力拉開門
[00:02:09.000 --> 00:02:11.000]  以致我不如跳下去
[00:02:11.000 --> 00:02:14.000]  究竟我應該等人救好
[00:02:14.000 --> 00:02:17.000]  抑或用我自己的方法去脫險呢
[00:02:17.000 --> 00:02:19.000]  等抑或不等
[00:02:19.000 --> 00:02:21.000]  真是人生的交叉點
[00:02:21.000 --> 00:02:23.000]  有一齣話劇
[00:02:23.000 --> 00:02:25.000]  叫做等待果陀
[00:02:25.000 --> 00:02:27.000]  Waiting for Godot
[00:02:27.000 --> 00:02:31.000]  是一個愛爾蘭籍諾貝爾文學獎得主
[00:02:31.000 --> 00:02:33.000]  叫做Samuel Beckett
[00:02:33.000 --> 00:02:35.000]  所著的一個荒謬劇
[00:02:35.000 --> 00:02:37.000]  這個荒謬劇的劇情
[00:02:37.000 --> 00:02:40.000]  描述兩個流浪漢
[00:02:40.000 --> 00:02:43.000]  等一個叫做果陀的人
[00:02:43.000 --> 00:02:45.000]  這個人他們從未見過
[00:02:45.000 --> 00:02:47.000]  對他一無所知
[00:02:47.000 --> 00:02:51.000]  甚至不知道自己為什麼要等他
[00:02:51.000 --> 00:02:53.000]  是不是很荒謬
[00:02:53.000 --> 00:02:55.000]  兩個主角在劇裡面
[00:02:55.000 --> 00:02:57.000]  你看我我看你
[00:02:57.000 --> 00:02:59.000]  他們有一句對白
[00:02:59.000 --> 00:03:01.000]  其中一個說不如我們走吧
[00:03:01.000 --> 00:03:04.000]  另一個說不行我們不能走
[00:03:04.000 --> 00:03:06.000]  那個就問為什麼
[00:03:06.000 --> 00:03:08.000]  因為我們要等待果陀
[00:03:08.000 --> 00:03:10.000]  這句說話對白
[00:03:10.000 --> 00:03:12.000]  重重複複地出現
[00:03:12.000 --> 00:03:14.000]  他們等啊等啊等
[00:03:14.000 --> 00:03:17.000]  等到什麼時候也不知道自己在做什麼
[00:03:17.000 --> 00:03:19.000]  果陀就叫了一個男生
[00:03:19.000 --> 00:03:20.000]  就跟他們說
[00:03:20.000 --> 00:03:22.000]  我今晚不會來了
[00:03:22.000 --> 00:03:23.000]  我明天會來
[00:03:23.000 --> 00:03:27.000]  但是到明天果陀還是沒有出現
[00:03:27.000 --> 00:03:30.000]  我們都好像在等啊等
[00:03:30.000 --> 00:03:32.000]  等著有一些東西的來臨
[00:03:32.000 --> 00:03:34.000]  等著一些理想的實現
[00:03:34.000 --> 00:03:37.000]  等著一個好像很偉大的時刻
[00:03:37.000 --> 00:03:40.000]  我不知道你這一刻在等什麼
[00:03:40.000 --> 00:03:44.000]  等待有時候都會很單調
[00:03:44.000 --> 00:03:46.000]  甚至帶給我們失望
[00:03:46.000 --> 00:03:47.000]  沮喪
[00:03:47.000 --> 00:03:49.000]  甚至令人絕望
[00:03:49.000 --> 00:03:53.000]  在《馬拉基書》出現了至少六次
[00:03:53.000 --> 00:03:55.000]  一個這樣的格式
[00:03:55.000 --> 00:03:58.000]  上帝就說這一班以色列人
[00:03:58.000 --> 00:04:00.000]  你們這樣這樣這樣
[00:04:00.000 --> 00:04:01.000]  接著他們就說
[00:04:01.000 --> 00:04:04.000]  沒有啊哪裡有啊
[00:04:04.000 --> 00:04:07.000]  在第十七節
[00:04:07.000 --> 00:04:10.000]  你們用言語煩所耶和華
[00:04:10.000 --> 00:04:11.000]  你們還說
[00:04:11.000 --> 00:04:15.000]  我們在何事上煩所他呢?
[00:04:15.000 --> 00:04:19.000]  煩所這個字就是說一個很厭煩
[00:04:19.000 --> 00:04:24.000]  到一個地步不能夠再容忍
[00:04:24.000 --> 00:04:29.000]  他們究竟怎樣來到去煩所上帝呢?
[00:04:29.000 --> 00:04:30.000]  他們說
[00:04:30.000 --> 00:04:34.000]  煩恨惡的耶和華的眼看為善
[00:04:34.000 --> 00:04:37.000]  並且喜悅他們
[00:04:37.000 --> 00:04:42.000]  話說公義的上帝在哪裡呢?
[00:04:42.000 --> 00:04:45.000]  在這個星期香港所發生的事情
[00:04:45.000 --> 00:04:49.000]  都叫我們心裡面不禁都會問
[00:04:49.000 --> 00:04:51.000]  上帝就是愛?
[00:04:51.000 --> 00:04:55.000]  上帝就是公義?
[00:04:55.000 --> 00:04:57.000]  以色列的百姓
[00:04:57.000 --> 00:05:01.000]  同樣都問上帝這兩個問題
[00:05:01.000 --> 00:05:02.000]  你的愛
[00:05:02.000 --> 00:05:06.000]  你何事上愛我們呢?
[00:05:06.000 --> 00:05:10.000]  又問公義的上帝在哪裡呢?
[00:05:10.000 --> 00:05:12.000]  這個聲音
[00:05:12.000 --> 00:05:17.000]  可能正正都好像表達我們對當前局勢
[00:05:17.000 --> 00:05:19.000]  一種的心聲
[00:05:19.000 --> 00:05:22.000]  一種的無奈
[00:05:22.000 --> 00:05:26.000]  我們在一個怎樣的時代裡面
[00:05:26.000 --> 00:05:29.000]  這是一個怎樣的社會
[00:05:29.000 --> 00:05:31.000]  中國人有句說話
[00:05:31.000 --> 00:05:34.000]  殺人放火金腰帶
[00:05:34.000 --> 00:05:39.000]  修橋補路無屍骸
[00:05:39.000 --> 00:05:42.000]  善見不到善報
[00:05:42.000 --> 00:05:45.000]  惡亦見不到有惡報
[00:05:45.000 --> 00:05:47.000]  當下以色列人質問
[00:05:47.000 --> 00:05:49.000]  如果上帝是有公義
[00:05:49.000 --> 00:05:51.000]  那祂在哪裡呢?
[00:05:51.000 --> 00:05:54.000]  在三章十四節裡面
[00:05:54.000 --> 00:05:56.000]  這班人就繼續說
[00:05:56.000 --> 00:06:01.000]  施奉神事圖言的 遵守神所吩咐的
[00:06:01.000 --> 00:06:05.000]  在萬君之耶和華面前苦苦齋戒
[00:06:05.000 --> 00:06:08.000]  有什麼益處呢?
[00:06:08.000 --> 00:06:10.000]  喜瑪拉基書描述以色列人
