
[00:00:00.000 --> 00:00:04.800]  在二零零五年我在內地河北工作的時候
[00:00:04.800 --> 00:00:06.800]  我聽到了一首歌
[00:00:06.800 --> 00:00:08.900]  然後一聽就愛上了
[00:00:08.900 --> 00:00:11.700]  這首歌叫天路
[00:00:11.700 --> 00:00:15.600]  據說呢這首歌是在二零零一年的時候
[00:00:15.600 --> 00:00:18.500]  有一位北京的曲作家
[00:00:18.500 --> 00:00:21.200]  還有另外一位的詞作家
[00:00:21.200 --> 00:00:26.600]  他們去到青藏高原青藏鐵路施工的現場
[00:00:26.800 --> 00:00:31.200]  他們想去收集一些地方的民歌和民謠
[00:00:31.200 --> 00:00:33.200]  當時他們就發現
[00:00:33.200 --> 00:00:37.600]  那些的鐵路工人和藏族的羣衆呢
[00:00:37.600 --> 00:00:40.700]  他們都把這個青藏鐵路
[00:00:40.700 --> 00:00:44.000]  很形象化的形容爲天路
[00:00:44.000 --> 00:00:47.600]  後來這首歌曲天路
[00:00:47.600 --> 00:00:50.800]  就因爲這個原因就創作出來了
[00:00:50.800 --> 00:00:56.100]  二零零五年就由這位的歌手韓紅來唱出來
[00:00:56.600 --> 00:01:02.300]  隨後有很多很多的人來演繹這首歌
[00:01:02.300 --> 00:01:04.800]  我今天呢就選了一段
[00:01:04.800 --> 00:01:07.600]  就是一個小女孩唱的這個天路
[00:01:07.600 --> 00:01:11.500]  那大家可以去聽一下這個
[00:01:11.500 --> 00:01:15.500]  聽這個小女孩唱出其中的一段
[00:01:26.600 --> 00:01:27.600]  天路
[00:01:27.600 --> 00:01:47.200]  就這麼一段
[00:01:47.200 --> 00:01:51.000]  這首歌的歌詞裏面是這樣寫的
[00:01:51.000 --> 00:01:53.700]  其中的一些句子他是這樣說的
[00:01:54.200 --> 00:01:58.300]  這條天路能爲藏家的兒女帶來吉祥
[00:01:58.300 --> 00:02:01.400]  爲雪域高原送來安康
[00:02:01.400 --> 00:02:05.300]  能把人間的溫暖送到邊疆
[00:02:05.300 --> 00:02:08.200]  讓各族兒女歡聚一堂
[00:02:08.200 --> 00:02:10.900]  那是一條神奇的天路
[00:02:10.900 --> 00:02:14.200]  能帶我們走進人間的天堂
[00:02:14.200 --> 00:02:17.700]  那可能我們一般人聽到這樣的描述
[00:02:17.700 --> 00:02:20.800]  都會很嚮往這條天路
[00:02:21.600 --> 00:02:24.400]  但是呢另外有一條天路
[00:02:24.400 --> 00:02:27.600]  就更加值得每一個人嚮往
[00:02:27.600 --> 00:02:31.400]  更值得每一個跟隨主的人竭力奔往
[00:02:31.400 --> 00:02:34.700]  那今天我就想跟大家一起來認識
[00:02:34.700 --> 00:02:36.800]  這條天路從哪裏來
[00:02:36.800 --> 00:02:38.400]  該怎麼走
[00:02:38.400 --> 00:02:41.000]  那進入今天的經文
[00:02:41.000 --> 00:02:42.600]  我想先跟大家看一下
[00:02:42.600 --> 00:02:44.600]  這個菲利比書的一些背景
[00:02:44.600 --> 00:02:47.000]  那這首這卷書呢
[00:02:47.000 --> 00:02:51.400]  是寫給在菲利比的聖徒監督和指示的
[00:02:51.800 --> 00:02:53.200]  那寫作的時候
[00:02:53.200 --> 00:02:56.800]  大概是在主後的61到62年間
[00:02:56.800 --> 00:02:59.300]  是保羅在監牢的時候
[00:02:59.300 --> 00:03:02.400]  在羅馬監獄的時候寫的這卷書
[00:03:02.400 --> 00:03:08.500]  那這個菲利比教會跟保羅有什麼關係呢
[00:03:08.500 --> 00:03:11.100]  那菲利比這個地方
[00:03:11.100 --> 00:03:12.800]  如果大家看到
[00:03:12.800 --> 00:03:15.900]  看到這個就是菲利比
[00:03:15.900 --> 00:03:17.300]  菲利比呢
[00:03:17.300 --> 00:03:23.100]  它是當年羅馬帝國馬其頓行省的一個很重要的城市
[00:03:23.100 --> 00:03:24.500]  今天呢
[00:03:24.500 --> 00:03:26.900]  它就在希臘這個地方
[00:03:26.900 --> 00:03:30.500]  菲利比它的地位很獨特
[00:03:30.500 --> 00:03:32.700]  它是羅馬的殖民地
[00:03:32.700 --> 00:03:35.900]  享有和羅馬一樣的行政權利
[00:03:35.900 --> 00:03:37.200]  而且呢
[00:03:37.200 --> 00:03:39.500]  它的居民甚至在那裏呢
[00:03:39.500 --> 00:03:41.900]  他們擁有羅馬的公民權
[00:03:43.200 --> 00:03:48.500]  保羅大約就是在主後的49或者50年
[00:03:48.500 --> 00:03:52.100]  在他第二次宣教之旅的時候
[00:03:52.100 --> 00:03:54.200]  建立了這個菲利比的教會
[00:03:54.200 --> 00:03:57.200]  它是歐洲的第一個教會
[00:03:57.200 --> 00:04:00.300]  保羅到菲利比之前呢
[00:04:00.300 --> 00:04:03.800]  他本來是在亞西亞那邊來
[00:04:03.800 --> 00:04:07.400]  亞西亞那邊來傳道
[00:04:07.400 --> 00:04:08.900]  可是後來呢
[00:04:08.900 --> 00:04:11.100]  他領受了一個異象
[00:04:12.800 --> 00:04:15.200]  他就聽到一個馬其頓的呼聲
[00:04:15.200 --> 00:04:19.400]  有個人請求他去到馬其頓那邊去傳福音
[00:04:19.400 --> 00:04:22.600]  保羅就順從了這個異象
[00:04:22.600 --> 00:04:25.000]  他就坐船去到馬其頓
[00:04:25.000 --> 00:04:29.300]  在尼亞玻利這個地方上了岸之後
[00:04:29.300 --> 00:04:33.500]  他就一直走到位於尼亞玻利西北
[00:04:33.500 --> 00:04:35.700]  十里以外的菲利比城
[00:04:35.700 --> 00:04:38.100]  那如果大家回家
[00:04:38.100 --> 00:04:41.600]  你翻一下那個史圖行傳16張
[00:04:41.600 --> 00:04:43.600]  大概12到40節呢
[00:04:43.600 --> 00:04:49.600]  那裏記載了很多保羅在菲利比所遭遇的事情
[00:04:49.600 --> 00:04:51.800]  那其中一個很
[00:04:51.800 --> 00:04:55.100]  可能我們都會有一些印象
[00:04:55.100 --> 00:04:57.800]  就是保羅在那裏
[00:04:57.800 --> 00:05:01.900]  他得到得着歐洲的第一個信徒
[00:05:01.900 --> 00:05:03.700]  而且這個信徒呢
[00:05:03.700 --> 00:05:05.100]  他是個女的
[00:05:05.100 --> 00:05:06.800]  還是做生意的
[00:05:06.800 --> 00:05:09.800]  他是一個賣紫色布的一個商人
[00:05:09.900 --> 00:05:12.200]  他的名字叫呂迪亞
[00:05:12.200 --> 00:05:18.800]  還有其他的一些事蹟
[00:05:18.800 --> 00:05:22.800]  大家在史圖行傳的16張就看到
[00:05:22.800 --> 00:05:27.500]  保羅把污鬼從一個使女身上趕足出來
[00:05:27.500 --> 00:05:31.500]  然後令到他的主人失去了財路
[00:05:31.500 --> 00:05:35.300]  所以他也爲此被下在監獄裏
[00:05:35.300 --> 00:05:36.600]  但是呢
[00:05:36.600 --> 00:05:38.200]  當他去了監獄之後
[00:05:38.400 --> 00:05:42.400]  他卻因爲他對那個玉族的體恤
[00:05:42.400 --> 00:05:46.500]  他帶領了這個玉族一家來歸向主
[00:05:46.500 --> 00:05:49.800]  那這些大家都可以回家慢慢的看
[00:05:49.800 --> 00:05:53.900]  保羅在菲利比的福祉非常的圓滿
[00:05:53.900 --> 00:05:57.100]  以至他雖然離開了那個地方
[00:05:57.100 --> 00:06:01.900]  但是菲利比的信徒還是繼續幫助保羅
[00:06:01.900 --> 00:06:04.000]  在他有匱乏的時候
[00:06:04.000 --> 00:06:06.500]  常常以金錢來資助他
[00:06:07.400 --> 00:06:11.000]  在菲利比書的四章15到16節
[00:06:11.000 --> 00:06:19.000]  保羅就曾經這樣來描述菲利比教會對他的慷慨資助
[00:06:19.000 --> 00:06:23.000]  保羅說他離開馬其頓的時候
[00:06:23.000 --> 00:06:25.100]  除了菲利比的信徒以外
[00:06:25.100 --> 00:06:27.800]  沒有受過任何教會的攻擊
[00:06:27.800 --> 00:06:30.700]  他在貼撒諾麗加的時候
[00:06:30.700 --> 00:06:33.600]  菲利比的信徒還是一而再
[00:06:33.600 --> 00:06:36.400]  把保羅所需用的送給他
[00:06:36.900 --> 00:06:39.100]  可見他們對保羅的愛好
[00:06:39.100 --> 00:06:45.200]  甚至保羅在寫菲利比這封信之前不久
[00:06:45.200 --> 00:06:50.100]  菲利比的教會還拆開了以巴福提
[00:06:50.100 --> 00:06:54.300]  帶着教會的贈物送到保羅那裏
[00:06:54.300 --> 00:06:59.700]  而且吩咐以巴福提負責來照顧保羅在監獄的生活
[00:06:59.700 --> 00:07:04.100]  菲利比這個教會雖然有部分的人
[00:07:04.500 --> 00:07:07.600]  生活財力上相對的豐富
[00:07:07.600 --> 00:07:11.100]  可是整體教會就是他們不是很富裕
[00:07:11.100 --> 00:07:13.700]  還是算比較貧乏的
[00:07:13.700 --> 00:07:18.200]  但是他們只要有機會
[00:07:18.200 --> 00:07:21.800]  他們就一定慷慨的來幫助保羅
[00:07:21.800 --> 00:07:25.700]  菲利比的信徒非常的愛保羅
[00:07:25.700 --> 00:07:29.500]  同時保羅也是非常的關心這個教會
[00:07:31.400 --> 00:07:36.300]  保羅在一章三到八節裏面
[00:07:36.300 --> 00:07:42.000]  他就提到他對這個菲利比教會信徒對他們的欣賞
[00:07:42.000 --> 00:07:44.600]  他欣賞他們對主的偉深
[00:07:44.600 --> 00:07:49.500]  欣賞他們在宣揚福音的事上與保羅同工
[00:07:49.500 --> 00:07:52.600]  保羅也常常想念他們
[00:07:52.600 --> 00:07:54.500]  常常爲他們來禱告
[00:07:54.500 --> 00:07:59.300]  而且保羅認爲他們是他最親愛的朋友
[00:07:59.300 --> 00:08:00.800]  最親密的朋友
[00:08:01.200 --> 00:08:05.100]  他很享受和菲利比信徒之間的團聚
[00:08:05.100 --> 00:08:08.000]  也是非常的惦念他們
[00:08:08.000 --> 00:08:13.200]  事實上保羅常常用親愛的弟兄
[00:08:13.200 --> 00:08:16.800]  來形容這些菲利比的信徒
[00:08:16.800 --> 00:08:20.600]  所以你可以看到保羅和這個教會之間
[00:08:20.600 --> 00:08:22.500]  他們那份深深的愛
[00:08:22.500 --> 00:08:27.100]  菲利比書寫這封信的時候
[00:08:27.100 --> 00:08:30.800]  其實剛纔提到保羅是在監獄之中
[00:08:32.200 --> 00:08:35.500]  保羅的書信裏面有三卷監獄的書信
[00:08:35.500 --> 00:08:37.100]  一本是以福所書
[00:08:37.100 --> 00:08:38.800]  一本是哥羅西書
[00:08:38.800 --> 00:08:41.700]  另外一本就是今天的這個菲利比書
[00:08:41.700 --> 00:08:46.000]  但是這個菲利比書雖然是在監獄寫出來的
[00:08:46.000 --> 00:08:48.400]  可是這卷書充滿了喜樂
[00:08:48.400 --> 00:08:51.700]  又被稱爲一個喜樂的書信
[00:08:51.700 --> 00:08:53.800]  在這卷書裏面
[00:08:53.800 --> 00:08:58.700]  喜樂這個字還有和他同意的詞語
[00:09:00.400 --> 00:09:02.700]  出現了17次
[00:09:02.700 --> 00:09:08.200]  另外還有一個詞就是福音也出現了9次
[00:09:08.200 --> 00:09:15.700]  雖然這封信是喜樂的書信
[00:09:15.700 --> 00:09:18.800]  但是保羅當時是在監獄裏面
[00:09:18.800 --> 00:09:23.400]  也因爲他想到自己可能很快就要受害了
[00:09:23.400 --> 00:09:26.200]  所以他就趁着這個機會
[00:09:26.200 --> 00:09:28.700]  他就寫信給那些他所愛的人
[00:09:29.000 --> 00:09:33.200]  鼓勵他那些因爲他承受了很大苦難
[00:09:33.200 --> 00:09:35.900]  而憂愁的菲利比的信徒
[00:09:35.900 --> 00:09:38.100]  對保羅而言
[00:09:38.100 --> 00:09:40.700]  他的話語就好像是他
[00:09:40.700 --> 00:09:42.600]  是他最後的忠告
[00:09:42.600 --> 00:09:46.900]  也是對那些信實的朋友們的由衷的感謝
[00:09:46.900 --> 00:09:50.400]  在這卷的書信裏面
[00:09:50.400 --> 00:09:52.900]  如果我們仔細的去看的話
[00:09:52.900 --> 00:09:54.700]  在頭三章呢
[00:09:54.700 --> 00:09:58.700]  你會看到保羅對菲利比信徒的勉勵
[00:10:00.000 --> 00:10:02.100]  第一章他是勉勵信徒
[00:10:02.100 --> 00:10:04.500]  活着要爲基督
[00:10:04.500 --> 00:10:06.600]  無論生死
[00:10:06.600 --> 00:10:10.600]  總要讓基督在我身上照常被尊爲大
[00:10:10.600 --> 00:10:12.300]  第二章呢
[00:10:12.300 --> 00:10:15.000]  他是勉勵信徒要活着
[00:10:15.000 --> 00:10:16.500]  我們要學基督
[00:10:16.500 --> 00:10:20.400]  我們當以基督耶穌的心爲心
[00:10:20.400 --> 00:10:22.400]  學習基督的心腸
[00:10:22.400 --> 00:10:24.600]  第三章呢
[00:10:24.600 --> 00:10:28.800]  他教導他們活着爲了得着基督
[00:10:29.500 --> 00:10:30.800]  像在三章八節
[00:10:30.800 --> 00:10:31.400]  他說
[00:10:31.400 --> 00:10:35.200]  因爲我已認識我主基督耶穌爲至寶
[00:10:35.200 --> 00:10:36.400]  爲了他
[00:10:36.400 --> 00:10:38.600]  我把萬事都拋棄了
[00:10:38.600 --> 00:10:39.700]  看作廢物
[00:10:39.700 --> 00:10:41.800]  爲了要得着基督
[00:10:41.800 --> 00:10:45.100]  而到了第四章
[00:10:45.100 --> 00:10:47.700]  就是我們今天要講的這段經文呢
[00:10:47.700 --> 00:10:52.600]  保羅是勉勵信徒活着要靠基督
[00:10:52.600 --> 00:10:56.500]  在今天的四到十四節裏面
[00:10:56.500 --> 00:11:00.200]  我們看一下保羅勉勵我們靠基督
[00:11:00.200 --> 00:11:01.800]  靠基督做什麼呢
[00:11:01.800 --> 00:11:03.400]  首先
[00:11:03.400 --> 00:11:06.900]  他提醒我們要靠主常常喜樂
[00:11:06.900 --> 00:11:11.300]  在這段的經文裏面
[00:11:11.300 --> 00:11:12.500]  我們會看到
[00:11:12.500 --> 00:11:17.000]  保羅要告訴我們幾個方面
[00:11:17.000 --> 00:11:20.000]  就是首先喜樂的源頭在哪裏
[00:11:20.000 --> 00:11:22.300]  第二什麼是喜樂
[00:11:22.300 --> 00:11:25.500]  第三爲何要喜樂
[00:11:25.900 --> 00:11:27.700]  喜樂的方法是什麼
[00:11:27.700 --> 00:11:29.600]  我們首先看一下
[00:11:29.600 --> 00:11:31.400]  那喜樂的源頭在哪裏
[00:11:31.400 --> 00:11:33.100]  可能你會說牧師
[00:11:33.100 --> 00:11:34.800]  我們現在香港的情況
[00:11:34.800 --> 00:11:36.600]  亂七八糟
[00:11:36.600 --> 00:11:39.000]  好像前途也不知道怎麼樣
[00:11:39.000 --> 00:11:41.000]  我怎麼能喜樂起來呢
[00:11:41.000 --> 00:11:42.400]  沒錯
[00:11:42.400 --> 00:11:44.100]  如果真的看我們呢
[00:11:44.100 --> 00:11:46.200]  我們真的無法喜樂起來
[00:11:46.200 --> 00:11:47.500]  但是這裏說
[00:11:47.500 --> 00:11:49.300]  你們要靠着主
[00:11:49.300 --> 00:11:50.500]  喜樂
[00:11:52.600 --> 00:11:56.900]  唯有當我們持守對信對主的信心的時候
[00:11:56.900 --> 00:12:00.700]  我們才能夠以主爲我們喜樂的原因
[00:12:00.700 --> 00:12:02.900]  其實保羅這句話是提醒
[00:12:02.900 --> 00:12:05.600]  我們要堅持對主的信心
[00:12:05.600 --> 00:12:07.500]  而且呢
[00:12:07.500 --> 00:12:10.100]  不單是今天喜樂
[00:12:10.100 --> 00:12:11.300]  明天憂愁
[00:12:11.300 --> 00:12:14.300]  而是說要靠着主常常喜樂
[00:12:14.300 --> 00:12:17.000]  不管是現在要
[00:12:17.000 --> 00:12:20.000]  不僅是現在要喜樂
[00:12:20.000 --> 00:12:22.100]  而且將來也要喜樂
[00:12:22.700 --> 00:12:25.100]  我們都不知道明天會有什麼事情
[00:12:25.100 --> 00:12:27.500]  但是保羅說
[00:12:27.500 --> 00:12:29.600]  我們要常常喜樂
[00:12:29.600 --> 00:12:34.300]  當時其實菲律賓的信徒
[00:12:34.300 --> 00:12:35.000]  他們也
[00:12:35.000 --> 00:12:37.500]  也是受到逼迫
[00:12:37.500 --> 00:12:42.100]  所以保羅也提醒他們要靠着主來喜樂
[00:12:42.100 --> 00:12:43.200]  而且呢
[00:12:43.200 --> 00:12:45.000]  他後來還加了一句
[00:12:45.000 --> 00:12:48.600]  我再說你們要喜樂
[00:12:48.600 --> 00:12:51.800]  保羅三番四次的提醒強調
[00:12:52.300 --> 00:12:53.600]  你們要喜樂
[00:12:53.600 --> 00:12:56.400]  正因爲他們正面對逼迫
[00:12:56.400 --> 00:12:59.800]  所以保羅更加的要兼顧他們
[00:12:59.800 --> 00:13:02.700]  還有就是在這個彎曲
[00:13:02.700 --> 00:13:05.300]  被謬的時代當中
[00:13:05.300 --> 00:13:09.200]  這些的信徒還可能會受到逼迫
[00:13:09.200 --> 00:13:11.400]  就像我們今天我們不知道
[00:13:11.400 --> 00:13:13.700]  可能明天我們也會受到逼迫
[00:13:13.700 --> 00:13:15.300]  所以保羅在這裏
[00:13:15.300 --> 00:13:16.900]  一而再的提醒我們
[00:13:16.900 --> 00:13:19.100]  你們要喜樂
[00:13:19.100 --> 00:13:22.100]  但是什麼是喜樂呢
[00:13:22.300 --> 00:13:23.400]  這個喜樂
[00:13:23.400 --> 00:13:25.500]  肯定就不是說
[00:13:25.500 --> 00:13:29.100]  不像我們平常說的開心不開心
[00:13:29.100 --> 00:13:34.500]  喜樂是對生命的一種積極的瞭解和態度
[00:13:34.500 --> 00:13:36.900]  就是在一切的境遇當中
[00:13:36.900 --> 00:13:39.300]  我們也存着信心和盼望
[00:13:39.300 --> 00:13:45.000]  這個喜樂是源於我們能夠抓住全能的主
[00:13:45.000 --> 00:13:47.200]  我們知道主在掌管一切
[00:13:47.200 --> 00:13:50.400]  我們以他的榮美和他的信實
[00:13:50.400 --> 00:13:54.000]  他的恩典爲我們歡喜快樂的應有
[00:13:54.000 --> 00:13:57.200]  所以就算我們處在一個很
[00:13:57.200 --> 00:14:00.000]  一個逆境當中
[00:14:00.000 --> 00:14:01.500]  不好的環境當中
[00:14:01.500 --> 00:14:04.300]  我們的喜樂還是可以活出來
[00:14:04.300 --> 00:14:07.300]  真正的喜樂是超越環境的
[00:14:07.300 --> 00:14:10.600]  那爲什麼要喜樂呢
[00:14:10.600 --> 00:14:14.800]  保羅在這裏提到
[00:14:14.800 --> 00:14:18.000]  要使大家看出你們謙和的心
[00:14:18.000 --> 00:14:19.500]  主已經盡了
[00:14:20.400 --> 00:14:24.700]  這裏的大家不是說教會里面的信徒
[00:14:24.700 --> 00:14:28.200]  這個大家是指教會以外的人
[00:14:28.200 --> 00:14:30.100]  保羅在這裏呢
[00:14:30.100 --> 00:14:32.800]  要提醒教會的信徒
[00:14:32.800 --> 00:14:35.800]  我們和外面世界的關係
[00:14:35.800 --> 00:14:38.900]  菲律賓人當時的處境呢
[00:14:38.900 --> 00:14:43.800]  他們也是受到他們的外面的人的逼迫
[00:14:43.800 --> 00:14:46.900]  但是保羅勸勉他們要謙和
[00:14:47.300 --> 00:14:52.500]  謙和是指在逼迫和誓念當中顯出寬容大量
[00:14:52.500 --> 00:14:54.900]  在受到攻擊的時候
[00:14:54.900 --> 00:14:57.900]  你拒絕採取報復的行動
[00:14:57.900 --> 00:15:02.100]  這個美德我們一般人都不容易做到
[00:15:02.100 --> 00:15:06.300]  但是保羅安慰信徒主已經盡了
[00:15:06.300 --> 00:15:08.300]  那這個原文呢
[00:15:08.300 --> 00:15:09.700]  沒有已經這個字
[00:15:09.700 --> 00:15:12.700]  原文只是說主是盡的
[00:15:12.700 --> 00:15:14.100]  那這個盡呢
[00:15:14.100 --> 00:15:15.400]  有兩個意思
[00:15:15.700 --> 00:15:18.300]  一個是主就在你的旁邊
[00:15:18.300 --> 00:15:19.800]  主與你同在
[00:15:19.800 --> 00:15:21.300]  是主的同在
[00:15:21.300 --> 00:15:25.300]  第二個意思就是主很快就要來了
[00:15:25.300 --> 00:15:27.200]  所以如果主再來了
[00:15:27.200 --> 00:15:30.200]  我們是與基督同享天上的榮耀的
[00:15:30.200 --> 00:15:31.500]  那我們就不怕
[00:15:31.500 --> 00:15:33.700]  所以有主和你同在
[00:15:33.700 --> 00:15:35.500]  有主快要來了
[00:15:35.500 --> 00:15:37.700]  我們就不怕這些的逼迫
[00:15:37.700 --> 00:15:40.700]  我們還可以對那些逼迫我們的人
[00:15:40.700 --> 00:15:42.400]  存着寬容的心
[00:15:42.400 --> 00:15:45.400]  所以爲什麼我們要喜樂
[00:15:45.800 --> 00:15:48.900]  第四我們有什麼方法可以喜樂
[00:15:48.900 --> 00:15:52.700]  這裏提到我們藉着禱告祈求
[00:15:52.700 --> 00:15:55.300]  把所要的告訴神
