
[00:00:00.000 --> 00:00:02.800]  香港有很多人在職場
[00:00:02.800 --> 00:00:04.800]  其實是很powerful
[00:00:04.800 --> 00:00:06.800]  因為所有人都在職場
[00:00:06.800 --> 00:00:10.700]  能夠在那裏有這麼多人為主發光真是很好的
[00:00:10.700 --> 00:00:12.700]  不過我們剛剛聊了一會兒時間
[00:00:12.700 --> 00:00:15.800]  在談mentor 即是生命師傅
[00:00:15.800 --> 00:00:18.800]  我覺得每個人都要有生命師傅
[00:00:18.800 --> 00:00:21.800]  他認識你 他幫你
[00:00:21.800 --> 00:00:24.800]  更貼近主 生命改變
[00:00:24.800 --> 00:00:26.800]  因為你有一個這樣的人
[00:00:26.800 --> 00:00:28.800]  你不一樣
[00:00:28.800 --> 00:00:30.800]  我當然有很多mentor
[00:00:30.800 --> 00:00:32.800]  恩配 蘇恩配
[00:00:32.800 --> 00:00:34.800]  我剛剛聊了一會兒時間
[00:00:34.800 --> 00:00:36.800]  想起一個我的mentor
[00:00:36.800 --> 00:00:38.800]  你可能認識 可能不認識
[00:00:38.800 --> 00:00:40.800]  Reverend John Stott
[00:00:40.800 --> 00:00:42.800]  斯托德牧師
[00:00:42.800 --> 00:00:44.800]  我很喜歡他
[00:00:44.800 --> 00:00:46.800]  他影響我很深
[00:00:46.800 --> 00:00:48.800]  他最近不斷
[00:00:48.800 --> 00:00:50.800]  他過世了
[00:00:50.800 --> 00:00:52.800]  他講了一句說話
[00:00:52.800 --> 00:00:55.800]  這十幾二十年我都在想這句說話
[00:00:55.800 --> 00:00:59.800]  全世界很多人都決志信著
[00:00:59.800 --> 00:01:01.800]  甚至上了禮拜堂
[00:01:01.800 --> 00:01:05.800]  他講 growth without death
[00:01:05.800 --> 00:01:07.800]  教會有增長
[00:01:07.800 --> 00:01:11.800]  但是信徒生命不deep
[00:01:11.800 --> 00:01:14.800]  without death
[00:01:14.800 --> 00:01:16.800]  永遠都停在一個階段
[00:01:16.800 --> 00:01:20.800]  剛剛Michael去南韓
[00:01:20.800 --> 00:01:22.800]  我去過南韓 教會很大
[00:01:22.800 --> 00:01:25.800]  crisis
[00:01:25.800 --> 00:01:29.800]  教會secularize
[00:01:29.800 --> 00:01:31.800]  被外面的價值侵入
[00:01:31.800 --> 00:01:34.800]  很多人流失
[00:01:34.800 --> 00:01:37.800]  很多人都在職場流失
[00:01:37.800 --> 00:01:40.800]  所以你講的題目是更新
[00:01:40.800 --> 00:01:43.800]  我將身體向上 當作活祭
[00:01:43.800 --> 00:01:45.800]  他說不要效法這個世界
[00:01:45.800 --> 00:01:49.800]  總要心意更新而變化
[00:01:49.800 --> 00:01:51.800]  我們不知不覺在職場裏
[00:01:51.800 --> 00:01:53.800]  價值在香港職場裏
[00:01:53.800 --> 00:01:55.800]  很多是扭曲的
[00:01:55.800 --> 00:01:57.800]  是success
[00:01:57.800 --> 00:01:58.800]  明
[00:01:58.800 --> 00:01:59.800]  利
[00:01:59.800 --> 00:02:02.800]  你不知不覺很容易被它同化
[00:02:02.800 --> 00:02:04.800]  你要更新
[00:02:04.800 --> 00:02:05.800]  你的心意
[00:02:05.800 --> 00:02:06.800]  你的mind
[00:02:06.800 --> 00:02:07.800]  你的life
[00:02:07.800 --> 00:02:08.800]  聖經說不斷的更新
[00:02:08.800 --> 00:02:10.800]  transformation
[00:02:10.800 --> 00:02:13.800]  transformation是聖明的工作
[00:02:13.800 --> 00:02:14.800]  是神的工作
[00:02:14.800 --> 00:02:16.800]  如果你信了主
[00:02:16.800 --> 00:02:18.800]  你不貼住祂
[00:02:18.800 --> 00:02:21.800]  讓你的生命不斷更新
[00:02:21.800 --> 00:02:23.800]  天天更新
[00:02:23.800 --> 00:02:24.800]  而且目標是什麼呢
[00:02:24.800 --> 00:02:26.800]  我讀心理學的時候
[00:02:26.800 --> 00:02:28.800]  最高境界是self-actualization
[00:02:28.800 --> 00:02:29.800]  香港現在很順利
[00:02:29.800 --> 00:02:31.800]  我做回自己
[00:02:31.800 --> 00:02:33.800]  壓程
[00:02:33.800 --> 00:02:36.800]  我們的目標是Christ-actualization
[00:02:36.800 --> 00:02:38.800]  長大成人
[00:02:38.800 --> 00:02:41.800]  滿有基督的新娘
[00:02:41.800 --> 00:02:43.800]  越來越處主耶穌
[00:02:43.800 --> 00:02:44.800]  所以我自己就這樣說
[00:02:44.800 --> 00:02:47.800]  如果我們不是這麼認真
[00:02:47.800 --> 00:02:49.800]  本來你們是很strategic
[00:02:49.800 --> 00:02:51.800]  就在外面
[00:02:51.800 --> 00:02:55.800]  所有香港人都在職場
[00:02:55.800 --> 00:02:57.800]  你能夠在那裏發光
[00:02:57.800 --> 00:03:00.800]  但你的生命要深
[00:03:00.800 --> 00:03:02.800]  如果你淺的
[00:03:02.800 --> 00:03:04.800]  沒有意思
[00:03:04.800 --> 00:03:05.800]  我後來發覺
[00:03:05.800 --> 00:03:08.800]  為什麼很多人聽到不成長
[00:03:08.800 --> 00:03:10.800]  聽到一個星期之後就不見一半
[00:03:10.800 --> 00:03:13.800]  兩個星期之後完全不記得
[00:03:13.800 --> 00:03:14.800]  不是屬於你的
[00:03:14.800 --> 00:03:16.800]  聽到不屬於你的
[00:03:16.800 --> 00:03:17.800]  你聽了之後
[00:03:17.800 --> 00:03:18.800]  譬如那段經文
[00:03:18.800 --> 00:03:20.800]  你回到自己再reflect一下
[00:03:20.800 --> 00:03:22.800]  然後再靠聖靈動你
[00:03:22.800 --> 00:03:23.800]  你就會更新一點
[00:03:23.800 --> 00:03:25.800]  然後你會深入一點
[00:03:25.800 --> 00:03:26.800]  如果你還有一些同心的人
[00:03:26.800 --> 00:03:27.800]  聖經說
[00:03:27.800 --> 00:03:28.800]  清心禱告的人
[00:03:28.800 --> 00:03:30.800]  一起追求聖旨公義和平
[00:03:30.800 --> 00:03:32.800]  你有一班生命同行者
[00:03:32.800 --> 00:03:33.800]  如果你還有一個mentor幫你
[00:03:33.800 --> 00:03:35.800]  點出你一些生命要成長的地方
[00:03:35.800 --> 00:03:37.800]  你就會grow
[00:03:37.800 --> 00:03:39.800]  全部在聖經
[00:03:39.800 --> 00:03:42.800]  你保羅提摩太摩mentor多少年
[00:03:42.800 --> 00:03:44.800]  20年
[00:03:44.800 --> 00:03:46.800]  所以我自己覺得不是偶然
[00:03:46.800 --> 00:03:48.800]  聖經其實說了這些
[00:03:48.800 --> 00:03:50.800]  我們聽過了
[00:03:50.800 --> 00:03:51.800]  沒有做
[00:03:51.800 --> 00:03:53.800]  所以主耶穌也說
[00:03:53.800 --> 00:03:54.800]  你真好
[00:03:54.800 --> 00:03:55.800]  盡心盡志
[00:03:55.800 --> 00:03:56.800]  愛主你的神
[00:03:56.800 --> 00:03:57.800]  愛聯繫你的自己
[00:03:57.800 --> 00:03:58.800]  perfect
[00:03:58.800 --> 00:03:59.800]  他後來說
[00:03:59.800 --> 00:04:01.800]  do it
[00:04:01.800 --> 00:04:02.800]  just do it
[00:04:02.800 --> 00:04:03.800]  你聽
[00:04:03.800 --> 00:04:05.800]  你又不讓聖靈在你的生命裡碰它
[00:04:05.800 --> 00:04:06.800]  你碰了之後
[00:04:06.800 --> 00:04:08.800]  你都不活出來
[00:04:08.800 --> 00:04:10.800]  那你有什麼意思
[00:04:10.800 --> 00:04:12.800]  我其實很欣賞你們
[00:04:12.800 --> 00:04:14.800]  一個小時吃飯
[00:04:14.800 --> 00:04:15.800]  你也撲過來這裡
[00:04:15.800 --> 00:04:17.800]  然後你又要準時撲回去
[00:04:17.800 --> 00:04:19.800]  不然you are fired
[00:04:19.800 --> 00:04:21.800]  當到特朗普說
[00:04:21.800 --> 00:04:24.800]  我現在為他祈禱
[00:04:24.800 --> 00:04:27.800]  為全球祈禱
[00:04:27.800 --> 00:04:29.800]  所以你看回這個世界
[00:04:29.800 --> 00:04:31.800]  你不斷地變
[00:04:31.800 --> 00:04:32.800]  但在一個變的時間
[00:04:32.800 --> 00:04:34.800]  求神保守我們
[00:04:34.800 --> 00:04:36.800]  生命是更新
[00:04:36.800 --> 00:04:38.800]  所以兩次都是
[00:04:38.800 --> 00:04:40.800]  說宿靈生命是更新在職場等等
[00:04:40.800 --> 00:04:42.800]  兩次同一次
[00:04:42.800 --> 00:04:44.800]  是同一個主題
[00:04:44.800 --> 00:04:45.800]  分兩次說
[00:04:45.800 --> 00:04:47.800]  我問問有多少上次有來
[00:04:47.800 --> 00:04:48.800]  這次第二次來
[00:04:48.800 --> 00:04:50.800]  你舉手
[00:04:50.800 --> 00:04:51.800]  OK
[00:04:51.800 --> 00:04:52.800]  好
[00:04:52.800 --> 00:04:53.800]  放下
[00:04:53.800 --> 00:04:55.800]  這次第一次來
[00:04:55.800 --> 00:04:56.800]  有沒有
[00:04:56.800 --> 00:04:57.800]  舉高一點
[00:04:57.800 --> 00:04:59.800]  歡迎你
[00:04:59.800 --> 00:05:01.800]  因為我看不到底下
[00:05:01.800 --> 00:05:02.800]  overflow那些
[00:05:02.800 --> 00:05:04.800]  你第一次來那些
[00:05:04.800 --> 00:05:07.800]  你有沒有收到powerpoint
[00:05:07.800 --> 00:05:09.800]  有沒有
[00:05:09.800 --> 00:05:10.800]  有沒有
[00:05:10.800 --> 00:05:12.800]  第一次
[00:05:12.800 --> 00:05:14.800]  有沒有看過
[00:05:14.800 --> 00:05:16.800]  明白嗎
[00:05:16.800 --> 00:05:18.800]  不明白就正常
[00:05:18.800 --> 00:05:20.800]  你說明白就騙我
[00:05:20.800 --> 00:05:23.800]  你每個字都好像明白
[00:05:23.800 --> 00:05:25.800]  其實不明白
[00:05:25.800 --> 00:05:26.800]  好
[00:05:26.800 --> 00:05:28.800]  我就很感動
[00:05:28.800 --> 00:05:30.800]  因為Simon
[00:05:30.800 --> 00:05:33.800]  給了上次有些人
[00:05:33.800 --> 00:05:36.800]  給了一些回應
[00:05:36.800 --> 00:05:38.800]  我很詳細看了很多次
[00:05:38.800 --> 00:05:40.800]  我很感動
[00:05:40.800 --> 00:05:43.800]  我就決定從這些回應開始說
[00:05:43.800 --> 00:05:45.800]  同時
[00:05:45.800 --> 00:05:47.800]  給第一次來的那些
[00:05:47.800 --> 00:05:50.800]  我會總結第一次說的那些
[00:05:50.800 --> 00:05:52.800]  而且第一次有來的那些
[00:05:52.800 --> 00:05:53.800]  就給你看
[00:05:53.800 --> 00:05:55.800]  這班人幾有水準
[00:05:55.800 --> 00:05:57.800]  他不是就這樣聽了
[00:05:57.800 --> 00:05:59.800]  他回去再study
[00:05:59.800 --> 00:06:01.800]  再reflect
[00:06:01.800 --> 00:06:04.800]  有些已經跟其他組傾過
[00:06:04.800 --> 00:06:06.800]  他發覺自己
[00:06:06.800 --> 00:06:08.800]  有很多東西想知道
[00:06:08.800 --> 00:06:10.800]  想問
[00:06:10.800 --> 00:06:12.800]  其實學問學問
[00:06:12.800 --> 00:06:14.800]  俞秋雨寫了一本書
[00:06:14.800 --> 00:06:15.800]  叫什麼
[00:06:15.800 --> 00:06:17.800]  它叫問學
[00:06:17.800 --> 00:06:20.800]  你不問就不會學
[00:06:20.800 --> 00:06:22.800]  你問就是你看了一些東西
[00:06:22.800 --> 00:06:24.800]  你承認自己有些東西
[00:06:24.800 --> 00:06:25.800]  你要再deepen
[00:06:25.800 --> 00:06:28.800]  所以你上課不問那些
[00:06:28.800 --> 00:06:31.800]  是很輸蝕的
[00:06:31.800 --> 00:06:33.800]  當然種種原因
[00:06:33.800 --> 00:06:37.800]  我就決定從這十四個
[00:06:37.800 --> 00:06:40.800]  我不說你的名字
[00:06:40.800 --> 00:06:42.800]  保持你的私隱
[00:06:42.800 --> 00:06:44.800]  否則你旁邊的人會問
[00:06:44.800 --> 00:06:47.800]  你問這些什麼
[00:06:47.800 --> 00:06:50.800]  我就逐個回應
[00:06:50.800 --> 00:06:52.800]  我為什麼回應
[00:06:52.800 --> 00:06:54.800]  很重
[00:06:54.800 --> 00:06:56.800]  right on
[00:06:56.800 --> 00:06:58.800]  有些長有些短
[00:06:58.800 --> 00:07:00.800]  他表示很欣賞我
[00:07:00.800 --> 00:07:04.800]  有些我不讀了
[00:07:04.800 --> 00:07:06.800]  他聽了
[00:07:06.800 --> 00:07:08.800]  幾天前
[00:07:08.800 --> 00:07:10.800]  也有另一個講員
[00:07:10.800 --> 00:07:13.800]  邀請我想像一下
[00:07:13.800 --> 00:07:16.800]  如果在耶穌的懷中會怎樣
[00:07:16.800 --> 00:07:19.800]  我即場試一試
[00:07:19.800 --> 00:07:21.800]  結果我發覺自己在主的懷中
[00:07:21.800 --> 00:07:23.800]  不停地哭
[00:07:23.800 --> 00:07:27.800]  捲著身體在主的懷中痛哭
[00:07:27.800 --> 00:07:32.800]  我很想知道為什麼會這樣
[00:07:32.800 --> 00:07:35.800]  而且又可以怎樣做呢
[00:07:35.800 --> 00:07:37.800]  其實感覺很混亂
[00:07:37.800 --> 00:07:39.800]  一方面感到害怕
[00:07:39.800 --> 00:07:41.800]  很怕哭
[00:07:41.800 --> 00:07:42.800]  很怕哭
[00:07:42.800 --> 00:07:44.800]  另一方面又覺得很舒暢
[00:07:44.800 --> 00:07:46.800]  他很想知道
[00:07:46.800 --> 00:07:49.800]  是不是只有在最安全的時候
[00:07:49.800 --> 00:07:53.800]  才會有一種安心地哭呢
[00:07:53.800 --> 00:07:56.800]  聽起來好像有點矛盾
[00:07:56.800 --> 00:07:59.800]  但淚是真實的
[00:07:59.800 --> 00:08:01.800]  瞬間即流出來
[00:08:01.800 --> 00:08:03.800]  詩篇131
[00:08:03.800 --> 00:08:05.800]  那裏提到
[00:08:05.800 --> 00:08:06.800]  我很喜歡這篇詩
[00:08:06.800 --> 00:08:08.800]  他提到我心平靜安穩
[00:08:08.800 --> 00:08:09.800]  好像一個斷過賴的孩子
[00:08:09.800 --> 00:08:11.800]  在他母親的懷中
[00:08:11.800 --> 00:08:14.800]  而我的經歷好像背道而馳
[00:08:14.800 --> 00:08:16.800]  為什麼會這樣呢
[00:08:16.800 --> 00:08:18.800]  你說天父好像慈母一樣
[00:08:18.800 --> 00:08:20.800]  很想擁抱我
[00:08:20.800 --> 00:08:24.800]  但這個經歷令我很困惑
[00:08:24.800 --> 00:08:26.800]  何事好
[00:08:26.800 --> 00:08:27.800]  另外
[00:08:27.800 --> 00:08:31.800]  這個提問是不是跟你powerpoint當中說的
[00:08:31.800 --> 00:08:33.800]  real rest有關係呢
[00:08:33.800 --> 00:08:34.800]  我不明白
[00:08:34.800 --> 00:08:36.800]  所以我想發問
[00:08:36.800 --> 00:08:38.800]  希望了解多一點
[00:08:38.800 --> 00:08:44.800]  我很感動
[00:08:44.800 --> 00:08:47.800]  我太太三年前離開
[00:08:47.800 --> 00:08:50.800]  結婚四十三年
[00:08:50.800 --> 00:08:53.800]  我一日好
[00:08:53.800 --> 00:08:56.800]  那一刻一不成性
[00:08:56.800 --> 00:08:58.800]  不止一日
[00:08:58.800 --> 00:08:59.800]  幾個月
[00:08:59.800 --> 00:09:02.800]  現在隔了三年多
[00:09:02.800 --> 00:09:06.800]  我特意去我們一家去的地方
[00:09:06.800 --> 00:09:09.800]  去到有時都哭
[00:09:09.800 --> 00:09:10.800]  最奇怪的是
[00:09:10.800 --> 00:09:13.800]  我看葉問三都哭
[00:09:13.800 --> 00:09:17.800]  很少看武俠片都哭
[00:09:17.800 --> 00:09:19.800]  因為葉問
[00:09:19.800 --> 00:09:23.800]  最後我不去打挑戰
[00:09:23.800 --> 00:09:27.800]  我回家陪我cancer的太太
[00:09:27.800 --> 00:09:29.800]  她哭了
[00:09:29.800 --> 00:09:32.800]  打完挑戰之後
[00:09:32.800 --> 00:09:35.800]  她贈一句給她的對手
[00:09:35.800 --> 00:09:39.800]  最重要的是你身邊的人
[00:09:39.800 --> 00:09:42.800]  我又哭了
[00:09:42.800 --> 00:09:45.800]  聖經沒有說不准哭
[00:09:45.800 --> 00:09:47.800]  耶穌都哭了
[00:09:47.800 --> 00:09:49.800]  時時哀動
[00:09:49.800 --> 00:09:51.800]  耶路撒冷我為他哭
[00:09:51.800 --> 00:09:53.800]  如果今天你在這裡做基督徒
[00:09:53.800 --> 00:09:54.800]  你不哭
[00:09:54.800 --> 00:09:56.800]  你就檢討一下自己
[00:09:56.800 --> 00:10:00.800]  香港值不值得我們哭泣
[00:10:00.800 --> 00:10:01.800]  值不值得
[00:10:01.800 --> 00:10:03.800]  有沒有為這個城市哭泣
[00:10:03.800 --> 00:10:04.800]  有沒有
[00:10:04.800 --> 00:10:07.800]  聖經說哀動的人有福
[00:10:07.800 --> 00:10:09.800]  他必得安慰
[00:10:09.800 --> 00:10:13.800]  所以哭泣和親近神是沒有衝突的
[00:10:13.800 --> 00:10:15.800]  所以在神的懷中
[00:10:15.800 --> 00:10:18.800]  有時候你很安全
[00:10:18.800 --> 00:10:22.800]  知道在祂面前你不用裝模作樣
[00:10:22.800 --> 00:10:26.800]  你的情緒有起跌
[00:10:26.800 --> 00:10:28.800]  聖經沒有說犯罪
[00:10:28.800 --> 00:10:30.800]  生氣是不是錯
[00:10:30.800 --> 00:10:32.800]  耶穌有沒有生氣
[00:10:32.800 --> 00:10:34.800]  反枱
[00:10:34.800 --> 00:10:35.800]  不過聖經說
[00:10:35.800 --> 00:10:37.800]  不可含怒到日落
[00:10:37.800 --> 00:10:38.800]  所以我有時候生氣
[00:10:38.800 --> 00:10:41.800]  我都看看什麼時候日落
[00:10:41.800 --> 00:10:44.800]  你不要懷恨在心
[00:10:44.800 --> 00:10:47.800]  不要將憤怒變成憎恨
[00:10:47.800 --> 00:10:49.800]  哭泣你也要檢討一下是什麼哭泣
[00:10:49.800 --> 00:10:50.800]  有兩種哭泣
[00:10:50.800 --> 00:10:52.800]  有種是depression
[00:10:52.800 --> 00:10:53.800]  self pity的哭泣
[00:10:53.800 --> 00:10:56.800]  那些哭泣是意志於死的
[00:10:56.800 --> 00:10:58.800]  但有些哭泣是令你更加貼近神
[00:10:58.800 --> 00:11:01.800]  聖經說兩種懊悔
[00:11:01.800 --> 00:11:03.800]  一種是神感動你
[00:11:03.800 --> 00:11:06.800]  一種是撒冷攻擊你
[00:11:06.800 --> 00:11:08.800]  所以你看回這個時間
[00:11:08.800 --> 00:11:11.800]  我不說他的名字
[00:11:11.800 --> 00:11:14.800]  很想待會你來跟我打個招呼
[00:11:14.800 --> 00:11:15.800]  真的
[00:11:15.800 --> 00:11:18.800]  那你也要practice(練習)
[00:11:18.800 --> 00:11:20.800]  我心平穩安靜
[00:11:20.800 --> 00:11:21.800]  好像一個小孩子
[00:11:21.800 --> 00:11:23.800]  那你也要靜
[00:11:23.800 --> 00:11:24.800]  那篇詩是什麼
[00:11:24.800 --> 00:11:25.800]  我心不狂傲 眼不高大
[00:11:25.800 --> 00:11:26.800]  重大又差不多過事
[00:11:26.800 --> 00:11:27.800]  我又不敢作
[00:11:27.800 --> 00:11:28.800]  你才回去
[00:11:28.800 --> 00:11:30.800]  你放開一些東西
[00:11:30.800 --> 00:11:31.800]  你放下一些東西
[00:11:31.800 --> 00:11:32.800]  你完全靜
[00:11:32.800 --> 00:11:34.800]  你回到懷中
[00:11:34.800 --> 00:11:38.800]  If you weep, let it weep
[00:11:38.800 --> 00:11:40.800]  在神的懷中
[00:11:40.800 --> 00:11:43.800]  那是神給你的自由的哭泣
