
[00:00:00.000 --> 00:00:05.220]  我們再一次一起禱告
[00:00:05.220 --> 00:00:09.060]  慈悲仁愛天父 我們再一次感謝你
[00:00:09.060 --> 00:00:12.860]  你讓我們可以很自由 很舒適
[00:00:12.860 --> 00:00:15.460]  在這個地方去敬拜你
[00:00:15.460 --> 00:00:18.500]  主我們知道不只是在崇拜裏面
[00:00:18.500 --> 00:00:20.320]  我們才敬拜你
[00:00:20.320 --> 00:00:23.200]  我們在日常生活都學習
[00:00:23.200 --> 00:00:27.200]  用我們的心靈 按真理去敬拜你
[00:00:27.200 --> 00:00:28.660]  求你閱立
[00:00:28.660 --> 00:00:32.960]  又求你將在我們生命裏面那些雜質
[00:00:32.960 --> 00:00:37.740]  那些難阻我們親近神的東西都除去
[00:00:37.740 --> 00:00:40.220]  主願我們都在你面前謙卑
[00:00:40.220 --> 00:00:41.900]  仰望上帝
[00:00:41.900 --> 00:00:44.100]  你啟示給我們的真理
[00:00:44.100 --> 00:00:47.500]  是對我們生命何等的重要和寶貴
[00:00:47.500 --> 00:00:49.860]  讓我們知道你的真理
[00:00:49.860 --> 00:00:54.540]  是我們值得去放心去認識
[00:00:54.540 --> 00:00:59.800]  亦都值得我們全生命去實踐
[00:00:59.800 --> 00:01:02.960]  更加為此擺上我們的生命
[00:01:02.960 --> 00:01:04.560]  主求你幫我們
[00:01:04.560 --> 00:01:09.740]  讓你的真理充滿我們的心
[00:01:09.740 --> 00:01:11.620]  我們願意祝福我們
[00:01:11.620 --> 00:01:14.000]  更加為真理作見證
[00:01:14.000 --> 00:01:17.820]  聽我們祈禱 奉耶穌的聖名
[00:01:17.820 --> 00:01:19.540]  有沒有人生裏做過一些
[00:01:19.540 --> 00:01:22.260]  你覺得是明知山有虎
[00:01:22.260 --> 00:01:26.120]  偏向虎山行的事呢
[00:01:26.120 --> 00:01:29.060]  就是向你女朋友求婚 是不是
[00:01:29.060 --> 00:01:30.340]  不是 不是 不是
[00:01:30.340 --> 00:01:34.560]  就是和媽媽說我這個月暫時不給家用
[00:01:34.560 --> 00:01:37.700]  還有些什麼你會覺得很難
[00:01:37.700 --> 00:01:39.860]  但你都要做的呢
[00:01:39.860 --> 00:01:41.980]  是什麼呢
[00:01:41.980 --> 00:01:44.120]  我想起以前讀社工
[00:01:44.120 --> 00:01:48.700]  我們看一份請社工的工作在醫管局
[00:01:48.700 --> 00:01:50.340]  請一個社工
[00:01:50.340 --> 00:01:51.700]  即醫務社工
[00:01:51.700 --> 00:01:54.180]  就專門做一個職位
[00:01:54.180 --> 00:01:55.020]  考考大家
[00:01:55.020 --> 00:01:57.860]  你猜在醫院裏面做社工
[00:01:57.860 --> 00:01:59.900]  哪一個範疇
[00:01:59.900 --> 00:02:01.780]  或者哪一個病房
[00:02:01.780 --> 00:02:06.620]  或者哪一個崗位是最難做呢
[00:02:06.620 --> 00:02:10.540]  你想一下
[00:02:10.540 --> 00:02:13.180]  可能是哀傷
[00:02:13.180 --> 00:02:17.260]  即有些親人很年輕過世
[00:02:17.260 --> 00:02:23.340]  或者他是終身殘廢 你要去輔導他
[00:02:23.340 --> 00:02:25.540]  但我們發覺這些都不是最難
[00:02:25.540 --> 00:02:27.700]  最難有一個項目
[00:02:27.700 --> 00:02:29.900]  就是在急症室那裏
[00:02:29.900 --> 00:02:35.020]  你很清楚見到車禍或者是意外
[00:02:35.020 --> 00:02:37.740]  或者不同的原因
[00:02:37.740 --> 00:02:40.500]  過世的家屬
[00:02:40.500 --> 00:02:42.940]  你就走過去跟他說
[00:02:42.940 --> 00:02:44.820]  做什麼
[00:02:44.820 --> 00:02:47.980]  鼓勵他去捐贈器官
[00:02:47.980 --> 00:02:50.060]  有誰你覺得不可以的
[00:02:50.060 --> 00:02:51.100]  我應該做到的
[00:02:51.100 --> 00:02:53.500]  請你拍下手 1 2 3
[00:02:53.500 --> 00:02:59.020]  都有一個
[00:02:59.020 --> 00:03:02.100]  我認識幾個因為捐贈器官
[00:03:02.100 --> 00:03:06.700]  換過腎或者換過肝的朋友
[00:03:06.700 --> 00:03:10.740]  我想如果他們親自去說
[00:03:10.740 --> 00:03:12.140]  真的容易些
[00:03:12.140 --> 00:03:15.580]  因為他們也是因為別人捐贈器官給他
[00:03:15.580 --> 00:03:19.420]  他能夠彷彿可以重生一樣
[00:03:19.420 --> 00:03:23.580]  你知道人世間有很多事情是很難做
[00:03:23.580 --> 00:03:27.340]  但你又覺得很值得很應該去做
[00:03:27.340 --> 00:03:28.180]  其中一樣
[00:03:28.180 --> 00:03:30.420]  我們基督徒很清楚知道是什麼
[00:03:30.420 --> 00:03:32.660]  就是傳福音
[00:03:32.660 --> 00:03:36.540]  我記得我有一次在上環的永安百貨公司
[00:03:36.540 --> 00:03:38.780]  等一個朋友
[00:03:38.780 --> 00:03:40.980]  你知道夏天很熱
[00:03:40.980 --> 00:03:45.060]  我就在百貨公司裡面找地方站
[00:03:45.060 --> 00:03:47.540]  當時我的視力還是很清楚
[00:03:47.540 --> 00:03:48.940]  看得到東西
[00:03:48.940 --> 00:03:50.540]  有點蒙蒙的
[00:03:50.540 --> 00:03:53.140]  我看看哪裡很擠迫
[00:03:53.140 --> 00:03:55.220]  我就走去一個沒那麼擠迫的地方
[00:03:55.220 --> 00:03:57.980]  站在一個化妝
[00:03:57.980 --> 00:04:01.380]  賣化妝品的櫃檯對面
[00:04:01.380 --> 00:04:02.140]  站在那裡
[00:04:02.140 --> 00:04:05.060]  誰知道那個推銷員女生
[00:04:05.060 --> 00:04:07.220]  走過來跟我推銷
[00:04:07.220 --> 00:04:09.100]  她說先生我們這個潤膚霜
[00:04:09.100 --> 00:04:12.660]  是給男士用的 挺適合你的
[00:04:12.660 --> 00:04:15.580]  我就記得她說的那些話
[00:04:15.580 --> 00:04:17.180]  我覺得她說得挺好的
[00:04:17.180 --> 00:04:19.260]  我又在她身上學習
[00:04:19.260 --> 00:04:20.180]  怎樣推銷東西
[00:04:20.180 --> 00:04:24.500]  如果她傳福音會怎樣呢?
[00:04:24.500 --> 00:04:26.100]  但我心想她說得很好的
[00:04:26.100 --> 00:04:29.780]  她說先生不是說你皮膚不好
[00:04:29.780 --> 00:04:32.500]  是覺得你用了會更好
[00:04:32.500 --> 00:04:33.900]  是不是?
[00:04:33.900 --> 00:04:36.260]  我想我們傳福音是不是說
[00:04:36.260 --> 00:04:37.980]  你都挺好的了
[00:04:37.980 --> 00:04:39.980]  你信主更好
[00:04:39.980 --> 00:04:42.020]  但我們是不是這樣說的?
[00:04:42.020 --> 00:04:42.980]  不是的
[00:04:42.980 --> 00:04:44.860]  你怎樣說的?
[00:04:44.860 --> 00:04:47.220]  其實你真的不太行
[00:04:47.220 --> 00:04:49.740]  你人品各方面都不太行
[00:04:49.740 --> 00:04:52.620]  如果你還不信耶穌又怎樣?
[00:04:52.620 --> 00:04:54.180]  你更不行
[00:04:54.180 --> 00:04:55.940]  遲一點又怎樣?
[00:04:55.940 --> 00:04:57.780]  萬一你死了
[00:04:57.780 --> 00:04:59.780]  你還要下地獄
[00:04:59.780 --> 00:05:01.660]  你很危險
[00:05:01.660 --> 00:05:03.140]  我就記起
[00:05:03.140 --> 00:05:04.940]  六七十年代
[00:05:04.940 --> 00:05:06.780]  我認識一些朋友
[00:05:06.780 --> 00:05:09.340]  我以前讀會計的時候
[00:05:09.340 --> 00:05:11.940]  讀過一科叫管理學
[00:05:11.940 --> 00:05:13.380]  我們那個老師就說
[00:05:13.380 --> 00:05:15.220]  他剛出來工作
[00:05:15.220 --> 00:05:16.980]  就去學人家做保險
[00:05:16.980 --> 00:05:18.660]  七十年代
[00:05:18.660 --> 00:05:21.020]  七十年代的人去賣保險
[00:05:21.020 --> 00:05:23.340]  是冒生命危險的
[00:05:23.340 --> 00:05:25.380]  就是去跟親戚
[00:05:25.380 --> 00:05:29.460]  跟村裡的親戚說
[00:05:29.460 --> 00:05:30.780]  真的說
[00:05:30.780 --> 00:05:31.780]  世伯
[00:05:31.780 --> 00:05:32.540]  你有沒有想過
[00:05:32.540 --> 00:05:33.660]  你這樣三長兩短
[00:05:33.660 --> 00:05:35.940]  你的子女怎麼辦?
[00:05:35.940 --> 00:05:38.060]  他拉著棍子打他
[00:05:38.060 --> 00:05:39.060]  你說什麼?
[00:05:39.060 --> 00:05:40.740]  什麼三長兩短?
[00:05:40.740 --> 00:05:42.780]  冬瓜豆腐
[00:05:42.780 --> 00:05:45.500]  現在還有沒有人說冬瓜豆腐的?
[00:05:45.500 --> 00:05:47.340]  認識的
[00:05:47.340 --> 00:05:48.740]  燒薯的時候
[00:05:48.740 --> 00:05:50.700]  冬瓜豆腐盅
[00:05:50.700 --> 00:05:51.780]  但是真的
[00:05:51.780 --> 00:05:53.740]  以前賣保險
[00:05:53.740 --> 00:05:58.380]  在華人社會是極不受歡迎
[00:05:58.380 --> 00:06:00.420]  傳福音一樣
[00:06:00.420 --> 00:06:03.100]  所以有時候我們見人傳福音
[00:06:03.100 --> 00:06:05.740]  有時候刻意避開不說
