
[00:00:00.000 --> 00:00:03.940]  我們今天就主要探討一個敬拜的課題
[00:00:03.940 --> 00:00:08.220]  這個敬拜的課題其實就是關乎五祭
[00:00:08.220 --> 00:00:11.980]  因為我們除了有音樂的敬拜
[00:00:11.980 --> 00:00:17.600]  其實在舊約裏面大部份有很多關乎獻祭的課題
[00:00:17.600 --> 00:00:21.360]  我們就很期望用一個鐘、三個字的時間
[00:00:21.360 --> 00:00:27.320]  去到一起了解利美記裏面所提到的五祭到底是怎麼樣
[00:00:27.320 --> 00:00:30.120]  如果大家不知道什麼叫五祭
[00:00:30.120 --> 00:00:32.120]  其實就有五個祭的
[00:00:32.120 --> 00:00:33.480]  我們叫獻祭
[00:00:33.480 --> 00:00:39.420]  第一個就叫繁祭、掃祭、平安祭、贖罪祭和贖獻祭
[00:00:39.420 --> 00:00:41.420]  總共五個祭那麼多
[00:00:41.420 --> 00:00:43.420]  和大家去到分享
[00:00:43.420 --> 00:00:47.000]  一開頭我就想和大家去到說
[00:00:47.000 --> 00:00:52.440]  其實整個利美記裏面是可以分做兩大部份的
[00:00:52.440 --> 00:00:56.120]  兩大部份,如果你記了這兩大部份
[00:00:56.120 --> 00:00:59.900]  大概整個利美記就會有一個宏觀的掌握
[00:00:59.900 --> 00:01:01.900]  讓我們去了解
[00:01:01.900 --> 00:01:06.260]  第一部份主要就是利美記的第一到第十六章
[00:01:06.260 --> 00:01:12.100]  第二部份,通常人們就覺得是由第十八到二十六章
[00:01:12.100 --> 00:01:15.960]  第一部份,通常人們都會給它一個名字
[00:01:15.960 --> 00:01:18.880]  通常就叫它祭司律法
[00:01:18.880 --> 00:01:20.220]  Priestly Torah
[00:01:20.220 --> 00:01:23.800]  第二部份就叫做神聖法典
[00:01:23.800 --> 00:01:24.980]  Holiness Code
[00:01:24.980 --> 00:01:29.840]  主要在第十七章就進行這兩部份的轉接
[00:01:29.840 --> 00:01:34.120]  而最後的二十七章就是一個Appendix
[00:01:34.120 --> 00:01:37.480]  附錄,其實它不是總結,總結是二十六章
[00:01:37.480 --> 00:01:40.940]  但是二十七章是一個Appendix,是一個附錄
[00:01:40.940 --> 00:01:44.560]  給大家黏在最後的部份
[00:01:44.560 --> 00:01:47.360]  如果我們說獻祭的話
[00:01:47.360 --> 00:01:49.360]  就應該屬於第一部份
[00:01:49.360 --> 00:01:52.720]  第一部份就是由第一到第十六章的經文
[00:01:52.720 --> 00:01:55.040]  第一到第十六章的經文
[00:01:55.040 --> 00:01:57.440]  它有兩個不同的主題
[00:01:57.440 --> 00:02:01.600]  主題就跟神聖法典真的有些不同
[00:02:01.600 --> 00:02:05.700]  它主要處理的是一些叫做Ritual Impurity
[00:02:05.700 --> 00:02:07.480]  禮制上的不潔
[00:02:07.480 --> 00:02:12.200]  舉個例子,這些不潔就跟道德是沒有關係的
[00:02:12.200 --> 00:02:14.440]  譬如以前的以色列人
[00:02:14.440 --> 00:02:18.660]  是不可以吃豬、不可以吃鰻魚、不可以吃鱔
[00:02:18.660 --> 00:02:20.340]  又不可以吃駱駝
[00:02:20.340 --> 00:02:23.200]  因為這些是不潔淨的動物
[00:02:23.200 --> 00:02:25.200]  豬是不潔淨
[00:02:25.200 --> 00:02:28.800]  其實就不是代表豬有什麼道德的問題
[00:02:28.800 --> 00:02:33.440]  只不過是豬不能象徵一個叫做完整性
[00:02:33.440 --> 00:02:36.920]  我們今天不會討論這件事,讓大家知道
[00:02:36.920 --> 00:02:38.920]  譬如裡面有些條例
[00:02:38.920 --> 00:02:44.180]  提到婦人生子不潔多少天
[00:02:44.180 --> 00:02:47.220]  其實生孩子是沒有任何道德的問題
[00:02:47.220 --> 00:02:51.600]  這個不潔其實主要是要處理的
[00:02:51.600 --> 00:02:57.120]  就是她不能夠進入回眸去敬拜
[00:02:57.120 --> 00:02:59.120]  這樣的意思
[00:02:59.120 --> 00:03:04.120]  類似女性月經、男性夢遺、你發育患肥皮膚病
[00:03:04.120 --> 00:03:07.260]  這些全部是不關道德的問題
[00:03:07.260 --> 00:03:10.720]  我們就叫這些叫做禮制的不潔
[00:03:10.720 --> 00:03:12.720]  但是神聖法典就很不同了
[00:03:12.720 --> 00:03:16.760]  神聖法典其實它裡面所記載的律例典章
[00:03:16.760 --> 00:03:20.320]  主要其實就是處理一些道德上的不潔
[00:03:20.320 --> 00:03:24.840]  譬如18和20章就是講性行為的不潔
[00:03:24.840 --> 00:03:30.240]  包括有一群女性你不可以跟她發生亂倫、人手交
[00:03:30.240 --> 00:03:34.900]  同性性行為這些我們叫做不法的性行為
[00:03:34.900 --> 00:03:38.100]  然後裡面第19章和25章
[00:03:38.100 --> 00:03:40.420]  就要處理土地的公義
[00:03:40.420 --> 00:03:43.960]  或者社會公義、審訊公義這些課題
[00:03:43.960 --> 00:03:46.760]  這些課題全部都是關道德的事
[00:03:46.760 --> 00:03:49.320]  所以我們說今天獻祭
[00:03:49.320 --> 00:03:51.800]  我們主要處理的框架
[00:03:51.800 --> 00:03:55.340]  其實就是前面那個叫做禮制的不潔
[00:03:55.340 --> 00:03:58.600]  禮制就是說什麼人才合乎那個資格
[00:03:58.600 --> 00:04:00.600]  去進入回眸去敬拜
[00:04:00.600 --> 00:04:04.280]  當然我們今天提的五個祭
[00:04:04.280 --> 00:04:06.280]  我們也都大家放心
[00:04:06.280 --> 00:04:09.160]  我想大家回了一陣子那麼久
[00:04:09.160 --> 00:04:14.200]  我們都應該沒有人試過拖一隻牛來去獻祭的
[00:04:14.200 --> 00:04:17.440]  應該都不會做這些事情的
[00:04:17.440 --> 00:04:20.600]  我們也都不會拖一隻羊來宰殺了它
[00:04:20.600 --> 00:04:25.080]  然後把血彈到一層祭壇那裡
[00:04:25.080 --> 00:04:26.360]  或者是聖壇那裡
[00:04:26.360 --> 00:04:28.360]  我們不會做這些事情的
[00:04:28.360 --> 00:04:29.240]  為什麼呢?
[00:04:29.240 --> 00:04:30.920]  就是因為在新約那裡
[00:04:30.920 --> 00:04:35.120]  耶穌基督做了一次的贖罪祭
[00:04:35.120 --> 00:04:38.600]  以致我們就不再需要去履行
[00:04:38.600 --> 00:04:41.320]  舊約裡面那些獻祭的條例
[00:04:41.320 --> 00:04:45.000]  就是我們不用再用火燒了整隻牛
[00:04:45.000 --> 00:04:47.000]  這樣去獻祭給神
[00:04:47.000 --> 00:04:49.240]  但實在如果是這樣的時候
[00:04:49.240 --> 00:04:54.040]  你就會覺得其實讀利尾記裡面所提到的五個祭
[00:04:54.040 --> 00:04:58.600]  其實你就顯得比較不是很多的實踐性
[00:04:58.600 --> 00:05:01.960]  我們也都不是很明白為什麼又要讀利尾記
[00:05:01.960 --> 00:05:05.000]  因為新約裡面就說已經不用再做了
[00:05:05.000 --> 00:05:07.240]  你就不知道為什麼要讀利尾記
[00:05:07.240 --> 00:05:09.240]  所以誰寫了利尾記《釋經書》
[00:05:09.240 --> 00:05:10.840]  那本書都不要賣的
[00:05:10.840 --> 00:05:14.920]  因為我們真的不知道為什麼又要實踐這些東西
[00:05:14.920 --> 00:05:17.160]  還有讀來做什麼呢?
[00:05:17.160 --> 00:05:23.720]  我就很期望今晚去幫大家扭轉一下
[00:05:23.720 --> 00:05:25.560]  大家對利尾記的興趣
[00:05:25.560 --> 00:05:28.040]  還有對那五個祭的承學意義
[00:05:28.040 --> 00:05:31.560]  就算我們現在不需要實踐裡面的條例
[00:05:31.560 --> 00:05:35.480]  但原來這五個祭裡面有很多的象徵意義
[00:05:35.480 --> 00:05:39.640]  真是讓我們看到我們敬拜的心態到底是怎麼樣
[00:05:39.640 --> 00:05:44.040]  如果我們說新約去到傳承舊約這五個祭的話
[00:05:44.040 --> 00:05:46.120]  那個的對應大概
[00:05:46.120 --> 00:05:48.920]  你就會覺得耶穌基督的贖罪祭
[00:05:48.920 --> 00:05:53.800]  是傳承了、吸收了舊約的贖罪祭和贖獻祭
[00:05:53.800 --> 00:05:56.760]  又或者其實保羅所提到
[00:05:56.760 --> 00:06:00.360]  我們要把身體獻上當作活祭
[00:06:00.360 --> 00:06:05.320]  那裡其實就是吸收了繁祭的承學意義
[00:06:05.320 --> 00:06:09.160]  所以如果我們了解舊約那些的獻祭的話
[00:06:09.160 --> 00:06:14.040]  我們就能夠更加立體的去了解新約裡面的內容
[00:06:14.040 --> 00:06:16.440]  所以很希望大家
[00:06:16.440 --> 00:06:21.160]  我想大家都不是很多機會去看一看那五個祭
[00:06:21.160 --> 00:06:23.080]  所以把握機會
[00:06:23.080 --> 00:06:26.280]  今晚可以了解多一點
[00:06:26.280 --> 00:06:31.400]  讓大家去幫助我們敬拜的心態
[00:06:31.400 --> 00:06:34.600]  第一個祭很想跟大家一起分享
[00:06:34.600 --> 00:06:40.200]  我嘗試看看是否足夠時間用一小時三個字講完五個祭
[00:06:40.200 --> 00:06:43.320]  其實子君都是有點考起我的
[00:06:43.320 --> 00:06:44.840]  不過Anyway
[00:06:44.840 --> 00:06:48.680]  其實我們就做一些Mission Impossible的事情
[00:06:48.680 --> 00:06:52.440]  今晚我們就真的看看那個繁祭
[00:06:52.440 --> 00:06:58.760]  繁祭我會在這裡展示一個屏幕給大家
[00:06:58.760 --> 00:07:01.080]  這個屏幕就是看到那個經文
[00:07:01.080 --> 00:07:02.120]  大家看到嗎?
[00:07:02.120 --> 00:07:03.720]  大家看到那個經文
[00:07:03.720 --> 00:07:08.840]  那個經文就是你未記的第一章的第一節開始
[00:07:08.840 --> 00:07:13.640]  就說耶和華從回望當中去到呼叫、摸細
[00:07:13.640 --> 00:07:14.760]  就到祂說了
[00:07:14.760 --> 00:07:17.480]  就說你要曉遇以色列人說
[00:07:17.480 --> 00:07:21.640]  你們中間若有人獻供物給耶和華
[00:07:21.640 --> 00:07:27.800]  就要從牛群、羊群當中獻身畜為供物
[00:07:27.800 --> 00:07:28.920]  第三節
[00:07:28.920 --> 00:07:32.280]  他的供物若以牛為繁祭
[00:07:32.280 --> 00:07:36.440]  大家看到第三節一開始是用牛為繁祭
[00:07:36.440 --> 00:07:41.000]  然後第十節是用羊為繁祭
[00:07:41.000 --> 00:07:45.880]  然後第十四節是用鳥為繁祭
[00:07:45.880 --> 00:07:50.840]  我們就會看到整個第一章的經文主要分作三段
[00:07:50.840 --> 00:07:52.360]  很簡單分作三段
[00:07:52.360 --> 00:07:53.720]  一段是獻牛
[00:07:53.720 --> 00:07:55.000]  一段是獻羊
[00:07:55.000 --> 00:07:57.080]  一段是獻鳥
[00:07:57.080 --> 00:08:00.120]  就是這樣的解說
[00:08:00.120 --> 00:08:02.760]  首先我們要解釋一下一些字眼
[00:08:02.760 --> 00:08:07.480]  讓大家去了解繁祭的意思到底是什麼
[00:08:07.480 --> 00:08:13.480]  繁祭這個字在原文讀作「奧拉」
[00:08:13.480 --> 00:08:16.600]  「奧拉」這個字翻查它的字根
[00:08:16.600 --> 00:08:19.720]  其實它是解作「向上升」
[00:08:19.720 --> 00:08:21.720]  就是going up,向上升
[00:08:21.720 --> 00:08:23.960]  基本上它的意思是什麼?
[00:08:23.960 --> 00:08:28.120]  它的意思就是要透過燒這個行動
[00:08:28.120 --> 00:08:31.960]  轉化那個祭物由繁俗的領域
[00:08:31.960 --> 00:08:35.000]  化做一個我們叫做「輕香之氣」
[00:08:35.000 --> 00:08:39.320]  然後就上升到天上的上帝那裡
[00:08:39.320 --> 00:08:41.560]  這樣的一種情況
[00:08:41.560 --> 00:08:45.880]  這樣的情況就是將祭物由人類的領域
[00:08:45.880 --> 00:08:48.360]  轉化為上帝的領域
[00:08:48.360 --> 00:08:53.320]  這個轉化是透過燒的舉動
[00:08:53.320 --> 00:08:57.000]  這件事對我們中國人來說是絕對不陌生的
[00:08:57.000 --> 00:08:59.800]  話說我女兒有一次在長洲
[00:08:59.800 --> 00:09:01.800]  還是六歲的時候
[00:09:01.800 --> 00:09:04.120]  她走過殯儀館
[00:09:04.120 --> 00:09:06.120]  殯儀館長洲是露天的
[00:09:06.120 --> 00:09:07.320]  不知道大家知不知道
[00:09:07.320 --> 00:09:10.360]  那裡她看到很多紙紮的東西
[00:09:10.360 --> 00:09:13.160]  她看到一輛車,是賓士
[00:09:13.160 --> 00:09:17.080]  她就說:爸爸,很漂亮,我也要
[00:09:17.080 --> 00:09:19.960]  然後她說:你不可以要,這些會被燒掉
[00:09:19.960 --> 00:09:22.280]  然後她說:怎麼這麼浪費?
[00:09:22.280 --> 00:09:27.080]  我就解釋給她聽,其實這些不適合聖經
[00:09:27.080 --> 00:09:29.960]  不過我解釋給她聽,那些人在想什麼
[00:09:29.960 --> 00:09:32.120]  就是透過燒的舉動
[00:09:32.120 --> 00:09:35.560]  就轉化這輛車去到那個死人那裡
[00:09:35.560 --> 00:09:39.320]  我們每個人都知道這件事情
[00:09:39.320 --> 00:09:40.840]  我女兒聽得明白
[00:09:40.840 --> 00:09:43.080]  她又看到那輛車旁邊有一部iPad
[00:09:43.080 --> 00:09:44.520]  紙紮的iPad
[00:09:44.520 --> 00:09:48.040]  她就說:那個死人也要iPad?
[00:09:48.040 --> 00:09:53.240]  她說:是啊,那應該把充電器也燒掉
[00:09:53.240 --> 00:09:55.000]  其實我們明白的
[00:09:55.000 --> 00:09:59.400]  就是燒的舉動就轉化那東西去到另一個領域
[00:09:59.400 --> 00:10:00.680]  這樣的意思
[00:10:00.680 --> 00:10:02.120]  但是現在
[00:10:02.120 --> 00:10:06.600]  梵濟就不是燒紙紮的牛和羊
[00:10:06.600 --> 00:10:11.080]  梵濟是燒真的牛和真的羊
[00:10:11.080 --> 00:10:13.160]  還有那些全部是什麼?
[00:10:13.160 --> 00:10:17.480]  全部都是憲制者的財產
[00:10:17.480 --> 00:10:19.080]  憲制者的財產
[00:10:19.080 --> 00:10:22.600]  就是說你不獻給耶和華
[00:10:22.600 --> 00:10:26.200]  你一獻,就是整頭牛沒了
[00:10:26.200 --> 00:10:28.360]  又或者是整隻羊沒了
[00:10:28.360 --> 00:10:29.960]  其實你可以不獻的
[00:10:29.960 --> 00:10:34.120]  但是你獻的話就一定要跟足規矩去獻
[00:10:34.120 --> 00:10:36.440]  首先,這是第一個梵濟
[00:10:36.440 --> 00:10:38.440]  我們知道這個意思
[00:10:38.440 --> 00:10:40.680]  第二件事就是「共物」這個字
[00:10:40.680 --> 00:10:43.080]  我用黃色highlight這個字
[00:10:43.080 --> 00:10:45.640]  這個字原文讀作「過班」
[00:10:45.640 --> 00:10:50.280]  「過班」我想大家看《馬太福音》第七章的時候
[00:10:50.280 --> 00:10:54.600]  我想你也會遇到這個字叫做「擱矣板」
[00:10:54.600 --> 00:10:55.880]  大家有沒有聽過?
[00:10:55.880 --> 00:11:02.520]  《馬太福音》第七章其實有個括弧寫著擱矣板的意思
[00:11:02.520 --> 00:11:04.840]  其實就是希伯來文的「過班」
[00:11:04.840 --> 00:11:07.720]  「過班」這個字其實它譯作「共物」
[00:11:07.720 --> 00:11:09.960]  其實它本身這個字的意思
[00:11:09.960 --> 00:11:12.760]  其實是解作「禮物」這樣的意思
[00:11:12.760 --> 00:11:14.840]  也就是說整個梵濟
[00:11:14.840 --> 00:11:17.400]  它最主要的禮祭功能
[00:11:17.400 --> 00:11:21.240]  就是你要獻一份禮物給上帝
[00:11:21.240 --> 00:11:23.400]  你要獻一份禮物給上帝
[00:11:23.400 --> 00:11:25.400]  如果你是富有的
[00:11:25.400 --> 00:11:27.400]  你應該要獻一隻牛的
[00:11:27.400 --> 00:11:29.800]  如果你是中產的
[00:11:29.800 --> 00:11:32.200]  你就要獻一隻羊的
[00:11:32.200 --> 00:11:34.440]  如果你是貧窮的話
[00:11:34.440 --> 00:11:37.400]  你就要獻一隻鳥的
[00:11:37.400 --> 00:11:38.440]  那個分別是什麼?
[00:11:38.440 --> 00:11:40.680]  那個分別牛和羊
[00:11:40.680 --> 00:11:44.600]  基本上是那個人自己的財產
[00:11:44.600 --> 00:11:47.640]  你不可以偷回來、騙回來、搶回來
[00:11:47.640 --> 00:11:49.640]  是要你自己的財產
[00:11:49.640 --> 00:11:51.640]  但是獻一隻鳥就不同了
[00:11:51.640 --> 00:11:53.240]  因為獻一隻鳥
[00:11:53.240 --> 00:11:57.720]  以前的人是沒有辦法養到一隻鳥的
[00:11:57.720 --> 00:12:00.120]  因為沒有鳥籠、不懂得怎麼養
[00:12:00.120 --> 00:12:01.560]  所以鳥是什麼?
[00:12:01.560 --> 00:12:04.440]  鳥是捉回來的
[00:12:04.440 --> 00:12:05.480]  如果是這樣
[00:12:05.480 --> 00:12:08.200]  窮人是不需要拿自己的財產
[00:12:08.200 --> 00:12:09.960]  因為他沒有財產給你
[00:12:09.960 --> 00:12:14.120]  他就用一些勞力去捉那隻鳥回來
[00:12:14.120 --> 00:12:16.920]  去獻情的一種情況
[00:12:16.920 --> 00:12:17.960]  如果是這樣的話
[00:12:17.960 --> 00:12:19.320]  我們繼續看下去
[00:12:19.320 --> 00:12:21.320]  我們看看那個禮制程序
[00:12:21.320 --> 00:12:24.840]  首先那隻公牛其實是有條件的
[00:12:24.840 --> 00:12:29.480]  首先第一個條件就是無殘疾
[00:12:29.480 --> 00:12:31.080]  我想大家明白的
[00:12:31.080 --> 00:12:34.760]  牠不可以瘸、不可以聾、不可以盲
[00:12:34.760 --> 00:12:40.440]  不可以有任何表面上的缺陷
[00:12:40.440 --> 00:12:43.000]  沒有任何缺陷我們覺得合理的
[00:12:43.000 --> 00:12:46.680]  因為你獻情給上帝一份禮物
[00:12:46.680 --> 00:12:51.560]  譬如如果你獻情一份禮物給一個偉大的君王
[00:12:51.560 --> 00:12:53.560]  又或者你是值得重視的人
[00:12:53.560 --> 00:12:57.720]  你真的不會拿一個瘸、盲的禮物獻給他
[00:12:57.720 --> 00:13:00.200]  你一定拿一個我們叫做完整
[00:13:00.200 --> 00:13:05.240]  沒有殘疾就不代表這隻牛是完美
[00:13:05.240 --> 00:13:07.960]  而是說這隻牛是完整
[00:13:07.960 --> 00:13:09.800]  完整和完美是很不同的
[00:13:09.800 --> 00:13:12.760]  完美你真的要很帥才行
[00:13:12.760 --> 00:13:14.200]  但是完整就可以了
[00:13:14.200 --> 00:13:15.400]  不一定要很帥
[00:13:15.400 --> 00:13:19.000]  牠是沒有缺陷的一頭牛
[00:13:19.000 --> 00:13:20.200]  還有大家很有趣
[00:13:20.200 --> 00:13:23.400]  牠不是獻母牛而是獻公牛
[00:13:23.400 --> 00:13:27.640]  有些人就會想為什麼要公不要母呢?
[00:13:27.640 --> 00:13:32.120]  以前古代有些解經家會不會覺得
[00:13:32.120 --> 00:13:36.280]  是一個叫做男尊女卑的一種社會
[00:13:36.280 --> 00:13:39.640]  所以公牛是比較優秀、比較值錢
[00:13:39.640 --> 00:13:41.960]  是比較好的呢?
[00:13:41.960 --> 00:13:44.200]  當然有些人反對
[00:13:44.200 --> 00:13:51.560]  認為母牛本身是比較有經濟效益
[00:13:51.560 --> 00:13:53.800]  因為牠又出牛奶
[00:13:53.800 --> 00:13:55.640]  又會生牛BB
[00:13:55.640 --> 00:13:59.240]  所以就獻過沒什麼經濟效益的給上帝
[00:13:59.240 --> 00:14:01.240]  那隻就叫做公牛
[00:14:01.240 --> 00:14:02.440]  不過到現在
[00:14:02.440 --> 00:14:05.000]  你看看那個叫做經文
[00:14:05.000 --> 00:14:09.080]  你真的沒辦法去了解為什麼會獻公牛
[00:14:09.080 --> 00:14:12.040]  他真的沒說得很清楚
[00:14:12.040 --> 00:14:14.920]  不過到了《利未記》的27章後面
[00:14:14.920 --> 00:14:18.840]  他就會說到一些調查型的股價
[00:14:18.840 --> 00:14:26.360]  原來發現要抵押或者要贖出男性和女性
[00:14:26.360 --> 00:14:29.240]  男性的價值其實是高於女性
[00:14:29.240 --> 00:14:31.400]  如果你根據《利未記》的27章
[00:14:31.400 --> 00:14:35.800]  當然這個價值不是說那個人本身的價值
[00:14:35.800 --> 00:14:38.760]  而是說勞動力
[00:14:38.760 --> 00:14:42.200]  男性的勞動力一定是高於女性
[00:14:42.200 --> 00:14:45.240]  會不會這隻牛真的值錢一點呢?
[00:14:45.240 --> 00:14:46.760]  如果是公的時候
[00:14:46.760 --> 00:14:48.360]  不過無論如何
[00:14:48.360 --> 00:14:51.800]  我們看到如果你符合了這兩個條件的話
[00:14:51.800 --> 00:14:55.720]  你的貢物就能夠蒙耶和華
[00:14:55.720 --> 00:14:57.160]  去到月立了
[00:14:57.160 --> 00:15:02.120]  並且他就要按守在梵濟生的頭上
[00:15:02.120 --> 00:15:04.120]  我們就要問一個問題
[00:15:04.120 --> 00:15:08.360]  什麼叫做按守在梵濟生的頭上?
