
[00:00:00.000 --> 00:00:04.500]  今天的題目就是:生命敬拜的傳承。
[00:00:04.500 --> 00:00:07.000]  所以,既然是信仰的傳承呢,
[00:00:07.000 --> 00:00:10.000]  那我就選了紀物業聖經裡面,
[00:00:10.000 --> 00:00:12.000]  講到信仰的傳承,
[00:00:12.000 --> 00:00:15.000]  一段我覺得是舉足輕重的經文。
[00:00:15.000 --> 00:00:17.000]  那這段經文有多重要呢?
[00:00:17.000 --> 00:00:19.000]  這段經文是,你們知道,
[00:00:19.000 --> 00:00:22.000]  有些猶太人喜歡用一個小黑盒子,
[00:00:22.000 --> 00:00:25.000]  裡面把幾段很重要的經文放在裡面,
[00:00:25.000 --> 00:00:28.500]  要嘛掛在門框上,要嘛掛在自己的手臂上,
[00:00:28.500 --> 00:00:30.000]  很重要。
[00:00:30.000 --> 00:00:32.000]  那個小盒子裡面,因為很小嘛,
[00:00:32.000 --> 00:00:34.000]  裝不下所有居約聖經的。
[00:00:34.000 --> 00:00:35.500]  那他們裝什麼呢?
[00:00:35.500 --> 00:00:38.000]  以前是選大概五段最重要的聖經,
[00:00:38.000 --> 00:00:41.000]  那後來嫌麻煩就簡化了,選兩段。
[00:00:41.000 --> 00:00:44.000]  那其中的一段就是今天我們讀的。
[00:00:44.000 --> 00:00:46.000]  所以今天這段經文,你可想多重要。
[00:00:46.000 --> 00:00:48.000]  就是猶太人覺得,如果我值夠空間,
[00:00:48.000 --> 00:00:51.000]  裝兩段經文,這是其中的一段。
[00:00:51.000 --> 00:00:54.000]  那今天因為你們周六嘛,比較年輕,
[00:00:54.000 --> 00:00:56.500]  很多都沒家庭,我講信仰的傳承,
[00:00:56.500 --> 00:00:58.500]  你說關我什麼事?
[00:00:58.500 --> 00:01:01.000]  所以我大概會把題目調一下。
[00:01:01.000 --> 00:01:03.500]  我們今天就不講在家裡面什麼,
[00:01:03.500 --> 00:01:05.500]  家庭津巴那些我就不講啦。
[00:01:05.500 --> 00:01:09.000]  我就比較講說,朝一個角度去講就是,
[00:01:09.000 --> 00:01:12.500]  怎麼樣用你的信仰去影響年輕的一代。
[00:01:12.500 --> 00:01:15.500]  因為我跟你,我覺得都有責任去影響年輕一代。
[00:01:15.500 --> 00:01:17.000]  即便我們自己沒有孩子,
[00:01:17.000 --> 00:01:20.000]  但是我覺得年輕一代需要福音,
[00:01:20.000 --> 00:01:22.500]  那我跟你也有一些事情可以做的。
[00:01:22.500 --> 00:01:25.500]  那麼分兩部分講,第一部分我先來解釋一下,
[00:01:25.500 --> 00:01:28.500]  這段經文到底它重要性在哪,為什麼舉足輕重。
[00:01:28.500 --> 00:01:32.500]  第二段我們來看一下,這段聖經給我們一些什麼提醒。
[00:01:32.500 --> 00:01:35.500]  就是如果你要用信仰影響年輕的一代,
[00:01:35.500 --> 00:01:38.500]  有些什麼事情我們需要做,怎麼做,
[00:01:38.500 --> 00:01:40.500]  有些什麼注意的地方,好嗎?
[00:01:40.500 --> 00:01:43.500]  那第一段我們先看,這段經文到底為什麼重要。
[00:01:43.500 --> 00:01:46.500]  這段經文記載在聖經的六章四到九節,
[00:01:46.500 --> 00:01:50.500]  聖經的六章四到九節,這邊是這樣說的。
[00:01:50.500 --> 00:01:55.500]  他說:以色列,你要聽,耶華我們的神是獨一的主。
[00:01:55.500 --> 00:01:58.500]  你要盡心盡性盡力愛耶華你的神。
[00:01:58.500 --> 00:02:03.500]  我今日吩咐你的話,都要記在心上。
[00:02:03.500 --> 00:02:06.500]  也要殷勤教訓你的兒女。
[00:02:06.500 --> 00:02:10.500]  無論你坐在家裡,行在路上,躺下,起來,
[00:02:10.500 --> 00:02:14.500]  都要談論,也要繫在手上做記號。
[00:02:14.500 --> 00:02:16.500]  這是為什麼猶太人搞個黑盒子。
[00:02:16.500 --> 00:02:19.500]  Literally,解釋這段聖經。
[00:02:19.500 --> 00:02:24.500]  又要在額上繪經文,又要寫在你房屋的門框上,
[00:02:24.500 --> 00:02:26.500]  並在你的城門上。
[00:02:26.500 --> 00:02:28.500]  這就是這一段的經文。
[00:02:28.500 --> 00:02:30.500]  那這段經文它重要在哪呢?
[00:02:30.500 --> 00:02:32.500]  為什麼舉足輕重?
[00:02:32.500 --> 00:02:35.500]  我選這段經文是因為我們上禮拜剛剛講完四世紀,
[00:02:35.500 --> 00:02:40.500]  其實這段經文是四世紀補充說明的一段經文。
[00:02:40.500 --> 00:02:43.500]  因為四世紀,大家知道我們在最後兩堂的時候講到,
[00:02:43.500 --> 00:02:48.500]  十七到二十一章,講到四世紀當時的混亂。
[00:02:48.500 --> 00:02:51.500]  那在之前他們都講四世,
[00:02:51.500 --> 00:02:54.500]  他們只是說作者沒有交代整件事怎麼發生的,
[00:02:54.500 --> 00:02:58.500]  他只告訴你說以色列行耶華,眼中為惡的事,
[00:02:58.500 --> 00:02:59.500]  到底怎麼發生的?
[00:02:59.500 --> 00:03:02.500]  為什麼整個支派會陷入偶像的敬拜,
[00:03:02.500 --> 00:03:04.500]  作者沒有交代?
[00:03:04.500 --> 00:03:07.500]  一直到了第十七章到二十一章,
[00:03:07.500 --> 00:03:09.500]  那作者就選了兩個例子,
[00:03:09.500 --> 00:03:13.500]  來跟你交代整件事的來龍去脈,怎麼發生的。
[00:03:13.500 --> 00:03:16.500]  那整件事情發生其實讓你感覺,
[00:03:16.500 --> 00:03:19.500]  作者是用了非常黑色幽默的方式,
[00:03:19.500 --> 00:03:21.500]  就是整件事是個悲劇,
[00:03:21.500 --> 00:03:23.500]  可是過程很低能,
[00:03:23.500 --> 00:03:26.500]  很荒誕,讓你覺得很搞笑。
[00:03:26.500 --> 00:03:28.500]  整件事情十七章到十八章,
[00:03:28.500 --> 00:03:31.500]  講到整個時代變得宗教上的混亂,
[00:03:31.500 --> 00:03:33.500]  那非常的混亂。
[00:03:33.500 --> 00:03:35.500]  那十九到二十一章,
[00:03:35.500 --> 00:03:38.500]  講到人倫道德方面的混亂。
[00:03:38.500 --> 00:03:40.500]  所以先講宗教上的混亂,
[00:03:40.500 --> 00:03:43.500]  這真的很亂,就歸一圈真亂。
[00:03:43.500 --> 00:03:46.500]  我舉一個我上次講的例子,
[00:03:46.500 --> 00:03:48.500]  就像我們中國佛教協會,
[00:03:48.500 --> 00:03:51.500]  今年七月出了一個黑色幽默的新聞,
[00:03:51.500 --> 00:03:53.500]  雖然發生了一個多月,
[00:03:53.500 --> 00:03:55.500]  我每次想起來都覺得很搞笑。
[00:03:55.500 --> 00:03:57.500]  這份新聞是這樣寫的,
[00:03:57.500 --> 00:04:00.500]  一個小和尚舉報一個老和尚霸占了一個小尼姑,
[00:04:00.500 --> 00:04:02.500]  這份新聞雖然已經發生了一個多月,
[00:04:02.500 --> 00:04:05.500]  我還是覺得挺搞笑。
[00:04:05.500 --> 00:04:07.500]  後來這個老和尚就去說,
[00:04:07.500 --> 00:04:09.500]  這個小和尚毀謗我,
[00:04:09.500 --> 00:04:11.500]  我要告他,
[00:04:11.500 --> 00:04:13.500]  我要從什麼地方收集了老和尚,
[00:04:13.500 --> 00:04:15.500]  發給不是一個尼姑,
[00:04:15.500 --> 00:04:17.500]  不同的尼姑的短訊,
[00:04:17.500 --> 00:04:19.500]  就發佈了出來。
[00:04:19.500 --> 00:04:21.500]  就什麼今晚十二點來我房間,
[00:04:21.500 --> 00:04:23.500]  我們一起研讀金剛經,
[00:04:23.500 --> 00:04:25.500]  就是師太你就成全老衲吧那種,
[00:04:25.500 --> 00:04:27.500]  就發出來了。
[00:04:27.500 --> 00:04:30.500]  就整件事感覺就很亂,歸一圈真亂。
[00:04:30.500 --> 00:04:33.500]  那十七章到十八章四世紀,
[00:04:33.500 --> 00:04:35.500]  總結一句話就是,歸一圈真亂。
[00:04:35.500 --> 00:04:37.500]  那這件事怎麼發生的?
[00:04:37.500 --> 00:04:39.500]  很簡單,一個富婆不見的錢。
[00:04:39.500 --> 00:04:41.500]  所以整件事情是很搞笑,
[00:04:41.500 --> 00:04:43.500]  就是你發現說,
[00:04:43.500 --> 00:04:45.500]  我舉個例子吧,
[00:04:45.500 --> 00:04:47.500]  今天你來到慧典教會,
[00:04:47.500 --> 00:04:49.500]  你知道我們敬拜耶穌,
[00:04:49.500 --> 00:04:51.500]  那如果你現在不來了,
[00:04:51.500 --> 00:04:53.500]  十年之後你回來,
[00:04:53.500 --> 00:04:55.500]  發現我們不再敬拜耶穌了,
[00:04:55.500 --> 00:04:57.500]  整天教會在拜觀音,
[00:04:57.500 --> 00:04:59.500]  那你就問,發生什麼事?
[00:04:59.500 --> 00:05:01.500]  為什麼會這樣?
[00:05:01.500 --> 00:05:03.500]  那其中有人就告訴你,
[00:05:03.500 --> 00:05:05.500]  我告訴你前因後果好嗎?
[00:05:05.500 --> 00:05:07.500]  這件事是怎麼發生的呢?
[00:05:07.500 --> 00:05:09.500]  是非常搞笑的,
[00:05:09.500 --> 00:05:11.500]  為什麼整個民族陷入了偶像境敗,
[00:05:11.500 --> 00:05:13.500]  居然是一件家庭的單一事件引起的?
[00:05:13.500 --> 00:05:15.500]  富婆不見的錢,
[00:05:15.500 --> 00:05:17.500]  結果全教會拜觀音,
[00:05:17.500 --> 00:05:19.500]  以前就是這樣發生。
[00:05:19.500 --> 00:05:21.500]  那十九到二十一章更扯,
[00:05:21.500 --> 00:05:23.500]  更扯,為什麼扯?
[00:05:23.500 --> 00:05:27.500]  它也是一件家庭單一事件引起的,
[00:05:27.500 --> 00:05:29.500]  結果後面的結果,
[00:05:29.500 --> 00:05:33.500]  引起了整個國家全面陷入內戰,
[00:05:33.500 --> 00:05:35.500]  幾乎一個自拍滅亡。
[00:05:35.500 --> 00:05:37.500]  後來他們feel sorry
[00:05:37.500 --> 00:05:39.500]  for那個自拍,
[00:05:39.500 --> 00:05:41.500]  就說你們找老婆吧,
[00:05:41.500 --> 00:05:43.500]  因為你們要延伸後代,
[00:05:43.500 --> 00:05:45.500]  結果就最後發展成集體搶老婆。
[00:05:45.500 --> 00:05:49.500]  所以十九到二十一章講的是這件事,
[00:05:49.500 --> 00:05:53.500]  這是唯一一個文獻這樣記載的,
[00:05:53.500 --> 00:05:55.500]  我看過很多的紀錄片,
[00:05:55.500 --> 00:05:57.500]  有關戰爭的,
[00:05:57.500 --> 00:05:59.500]  一戰的,二戰的,
[00:05:59.500 --> 00:06:01.500]  以前什麼盧旺達,
[00:06:01.500 --> 00:06:03.500]  種族屠殺的,
[00:06:03.500 --> 00:06:05.500]  我都看過,
[00:06:05.500 --> 00:06:07.500]  可是so far我看過這麼多有關戰爭,
[00:06:07.500 --> 00:06:09.500]  什麼國共內戰什麼的,
[00:06:09.500 --> 00:06:11.500]  所有戰爭的紀錄片,
[00:06:11.500 --> 00:06:15.500]  我從來沒有看過任何一個導演,
[00:06:15.500 --> 00:06:17.500]  他會告訴你說,
[00:06:17.500 --> 00:06:19.500]  我追蹤了整個戰爭的起因,
[00:06:19.500 --> 00:06:21.500]  原來是因為一件事,
[00:06:21.500 --> 00:06:23.500]  就是夫妻吵架。
[00:06:23.500 --> 00:06:25.500]  十九到二十一章它講的是這件事,
[00:06:25.500 --> 00:06:29.500]  就是由夫妻吵架這件事開始,
[00:06:29.500 --> 00:06:32.500]  陷入整個全國陷入內戰,
[00:06:32.500 --> 00:06:34.500]  結果後來集體搶老婆,
[00:06:34.500 --> 00:06:36.500]  就是這件事,
[00:06:36.500 --> 00:06:38.500]  這是所有文獻,
[00:06:38.500 --> 00:06:40.500]  你唯一找到聖經肯這樣記載的,
[00:06:40.500 --> 00:06:44.500]  作者真的追溯到整件事情的來龍去脈,
[00:06:44.500 --> 00:06:46.500]  告訴你這件事的起因,
[00:06:46.500 --> 00:06:48.500]  就是因為有對夫妻吵架,
[00:06:48.500 --> 00:06:50.500]  太太就回良家了,
[00:06:50.500 --> 00:06:52.500]  結果就發展成碎屍案,
[00:06:52.500 --> 00:06:54.500]  結果全民陷入內戰,
[00:06:54.500 --> 00:06:56.500]  結果最後集體搶老婆,
[00:06:56.500 --> 00:06:58.500]  荒唐荒謬可是真實,
[00:06:58.500 --> 00:07:00.500]  黑色幽默,
[00:07:00.500 --> 00:07:04.500]  為什麼作者要在《詩詩記》這樣記載,
[00:07:04.500 --> 00:07:06.500]  宗教上的混亂,
[00:07:06.500 --> 00:07:08.500]  道德的混亂,
[00:07:08.500 --> 00:07:10.500]  都是從家庭開始的,
[00:07:10.500 --> 00:07:12.500]  它目的是要告訴我們說,
[00:07:12.500 --> 00:07:14.500]  為什麼今天我們讀的經文重要,
[00:07:14.500 --> 00:07:18.500]  因為摩西在臨死前講的一段經文,
[00:07:18.500 --> 00:07:20.500]  他們說你們快要進入迦蘭地了,
[00:07:20.500 --> 00:07:22.500]  進入之後,
[00:07:22.500 --> 00:07:26.500]  如果你要安邦定國,
[00:07:26.500 --> 00:07:28.500]  你的家園要豐盛,
[00:07:28.500 --> 00:07:30.500]  你的信仰能夠復興,
[00:07:30.500 --> 00:07:32.500]  那你要記得這段經文,
[00:07:32.500 --> 00:07:34.500]  就是你懂得敬拜獨一的真神,
[00:07:34.500 --> 00:07:35.500]  第二,
[00:07:35.500 --> 00:07:37.500]  殷勤教導你的孩子,
[00:07:37.500 --> 00:07:38.500]  把信仰傳給他們,
[00:07:38.500 --> 00:07:39.500]  下一代,
[00:07:39.500 --> 00:07:40.500]  如果你這樣做的話,
[00:07:40.500 --> 00:07:42.500]  你們就蒙福,
[00:07:42.500 --> 00:07:43.500]  那如果不這樣做呢,
[00:07:43.500 --> 00:07:44.500]  結果是什麼,
[00:07:44.500 --> 00:07:48.500]  《詩詩記》的結局告訴我們說,
[00:07:48.500 --> 00:07:50.500]  如果我們不這樣做的話,
[00:07:50.500 --> 00:07:52.500]  結局大概就是這樣子,
[00:07:52.500 --> 00:07:54.500]  所以這就是為什麼這段經文重要的地方,
[00:07:54.500 --> 00:07:56.500]  為什麼猶太人很看重它,
[00:07:56.500 --> 00:07:58.500]  因為他們中過很多招,
[00:07:58.500 --> 00:07:59.500]  就是他們知道說,
[00:07:59.500 --> 00:08:01.500]  這段經文如果我們忽略了,
[00:08:01.500 --> 00:08:02.500]  不做了,
[00:08:02.500 --> 00:08:05.500]  大概不只是一兩個家庭影響,
[00:08:05.500 --> 00:08:08.500]  是整個民族有可能變成奴隸,
[00:08:08.500 --> 00:08:11.500]  會滅亡,
