
[00:00:00.000 --> 00:00:02.440]  好 弟兄姊妹主內平安
[00:00:02.440 --> 00:00:05.520]  讓我們去領受神的道之前
[00:00:05.520 --> 00:00:07.820]  一齊由我祈禱
[00:00:07.820 --> 00:00:10.240]  神為主耶穌 我們去到祢的面前
[00:00:10.240 --> 00:00:11.540]  我們感謝祢
[00:00:11.540 --> 00:00:18.120]  祢的愛是從祢創造最初的時候
[00:00:18.120 --> 00:00:21.660]  這份愛已經來給我們
[00:00:21.660 --> 00:00:24.480]  更加是這份愛一直都沒有改變
[00:00:24.480 --> 00:00:26.040]  在我們生命當中
[00:00:26.040 --> 00:00:28.780]  主啊 願祢今天的聖言
[00:00:28.780 --> 00:00:30.640]  能夠親自去開啟
[00:00:30.640 --> 00:00:36.240]  讓我們每一個學無理的弟兄姊妹去領受
[00:00:36.240 --> 00:00:38.980]  祢今天對我們的心意
[00:00:38.980 --> 00:00:41.320]  我們每一個都是獨特的
[00:00:41.320 --> 00:00:44.600]  祢就是獨特的來揀選我們
[00:00:44.600 --> 00:00:48.560]  願祢獨特地跟我們每一個說話
[00:00:48.560 --> 00:00:51.220]  今天無論是說的 聽的
[00:00:51.220 --> 00:00:52.800]  都能夠夢理月立
[00:00:52.800 --> 00:00:55.660]  有祢的聖靈在當中去引導我們各人
[00:00:55.660 --> 00:00:59.880]  多謝主 奉主耶穌 基督 得聖 明治 祈求 阿們
[00:00:59.880 --> 00:01:03.720]  丁姊妹 今天是講愛
[00:01:03.720 --> 00:01:06.040]  一份愛的邀請
[00:01:06.040 --> 00:01:07.880]  剛才讀的經文
[00:01:07.880 --> 00:01:10.200]  不知道你有沒有留意剛才讀的經文
[00:01:10.200 --> 00:01:11.880]  是有個「愛」字的
[00:01:11.880 --> 00:01:13.080]  有沒有留意呢
[00:01:13.080 --> 00:01:15.640]  可能我們去看這段經文的時候
[00:01:15.640 --> 00:01:18.640]  往往都是看到
[00:01:18.640 --> 00:01:21.160]  跟隨耶穌要放下一切
[00:01:21.160 --> 00:01:23.920]  所有財產什麼都要跟隨神
[00:01:23.920 --> 00:01:25.640]  但其實剛才讀的時候
[00:01:25.640 --> 00:01:27.200]  有一個很重要的字
[00:01:27.200 --> 00:01:29.160]  就是一個「愛」字
[00:01:29.160 --> 00:01:34.880]  我想跟大家去看一看一個測量表
[00:01:34.880 --> 00:01:38.880]  你對耶穌的愛有多少呢
[00:01:38.880 --> 00:01:42.000]  可能你覺得跟耶穌的關係
[00:01:42.000 --> 00:01:45.600]  那個親密到現在此時此刻的你
[00:01:45.600 --> 00:01:47.120]  用一至十
[00:01:47.120 --> 00:01:49.440]  你會給自己多少分呢
[00:01:49.440 --> 00:01:51.000]  每個都不同的
[00:01:51.000 --> 00:01:52.800]  就是現在這一刻的你
