
[00:00:00.000 --> 00:00:03.000]  先跟大家講一個故事
[00:00:03.000 --> 00:00:06.000]  你猜我是誰?
[00:00:06.000 --> 00:00:08.000]  我是一個軍人
[00:00:08.000 --> 00:00:10.000]  職業都不算低
[00:00:10.000 --> 00:00:14.000]  我這次的任務是要監視那個重犯
[00:00:14.000 --> 00:00:16.000]  一個拿撒勒人
[00:00:16.000 --> 00:00:19.000]  他叫做耶穌
[00:00:19.000 --> 00:00:23.000]  那些宗教領袖對他有很多的指控
[00:00:23.000 --> 00:00:28.000]  他們說他對整個羅馬帝國造成威脅
[00:00:28.000 --> 00:00:32.000]  他站在我的上司巡撫比拉多面前
[00:00:32.000 --> 00:00:34.000]  比拉多問他說
[00:00:34.000 --> 00:00:37.000]  你是猶太人的王嗎?
[00:00:37.000 --> 00:00:42.000]  耶穌說 你說的是
[00:00:42.000 --> 00:00:45.000]  他被祭司長和長老控告的時候
[00:00:45.000 --> 00:00:48.000]  什麼都不回答
[00:00:48.000 --> 00:00:53.000]  我的上司是一個很好、很厲害、很出色的政客
[00:00:53.000 --> 00:00:57.000]  結果是他下命令將耶穌釘死
[00:00:57.000 --> 00:01:02.000]  他講到好像不關他的事一樣
[00:01:02.000 --> 00:01:04.000]  當比拉多下了命令之後
[00:01:04.000 --> 00:01:08.000]  我和其他的同袍就立刻開始做事
[00:01:08.000 --> 00:01:10.000]  連同耶穌在內
[00:01:10.000 --> 00:01:14.000]  那天一共有三個犯人被判死刑
[00:01:14.000 --> 00:01:19.000]  其實釘十字架真的是一件很殘忍的刑罰
[00:01:19.000 --> 00:01:22.000]  我還記得第一次的經歷
[00:01:22.000 --> 00:01:24.000]  犯人釘死了之後
[00:01:24.000 --> 00:01:26.000]  我每晚都發惡夢
[00:01:26.000 --> 00:01:29.000]  我們軍隊裡面有沒有心理醫生
[00:01:29.000 --> 00:01:30.000]  有沒有精神科醫生
[00:01:30.000 --> 00:01:32.000]  我的上司只是說
[00:01:32.000 --> 00:01:35.000]  這個是你焚來的事
[00:01:35.000 --> 00:01:38.000]  是你為國家所做的事
[00:01:38.000 --> 00:01:40.000]  久而久之
[00:01:40.000 --> 00:01:42.000]  我開始覺得我所做的
[00:01:42.000 --> 00:01:46.000]  的而且確是很偉大的工作
[00:01:46.000 --> 00:01:52.000]  因為每一個罪犯都想顛覆國家
[00:01:52.000 --> 00:01:56.000]  耶穌在每一個審訊都很平靜
[00:01:56.000 --> 00:01:57.000]  他不是柔弱
[00:01:57.000 --> 00:02:00.000]  似乎是胸有成竹
[00:02:00.000 --> 00:02:03.000]  他什麼抗辯都沒有
[00:02:03.000 --> 00:02:04.000]  我是一個軍人
[00:02:04.000 --> 00:02:07.000]  我知道什麼叫做勇氣
[00:02:07.000 --> 00:02:08.000]  耶穌很堅定
[00:02:08.000 --> 00:02:11.000]  一個沒有經人外貌的他
[00:02:11.000 --> 00:02:16.000]  勇氣竟然勝過我們
[00:02:16.000 --> 00:02:17.000]  他沒有掙扎
[00:02:17.000 --> 00:02:19.000]  沒有反抗
[00:02:19.000 --> 00:02:22.000]  但是彼拉多找來找去
[00:02:22.000 --> 00:02:24.000]  找不到什麼過去的案例
[00:02:24.000 --> 00:02:28.000]  他原先以為打他一頓就放他走
[00:02:28.000 --> 00:02:30.000]  我不知道耶穌做了什麼事
[00:02:30.000 --> 00:02:32.000]  但是一定是很嚴重的
[00:02:32.000 --> 00:02:36.000]  對國家一定是有很大的損害
[00:02:36.000 --> 00:02:37.000]  否則那些宗教領袖
[00:02:37.000 --> 00:02:39.000]  連那些群眾
[00:02:39.000 --> 00:02:43.000]  不會寧願放走那個最大惡的巴拉巴
[00:02:43.000 --> 00:02:47.000]  都不願意放過耶穌
[00:02:47.000 --> 00:02:51.000]  於是我的上司在眾人面前洗手
[00:02:51.000 --> 00:02:56.000]  他說留這個人的血罪不在他
[00:02:56.000 --> 00:02:59.000]  接著就吩咐我將耶穌帶走
[00:02:59.000 --> 00:03:02.000]  安排釘死他
[00:03:02.000 --> 00:03:05.000]  熟悉每一個手續的我
[00:03:05.000 --> 00:03:06.000]  立刻回答說
[00:03:06.000 --> 00:03:08.000]  遵命之言
[00:03:08.000 --> 00:03:09.000]  我隨口就問
[00:03:09.000 --> 00:03:15.000]  在表格上罪名的一欄我應該怎麼寫
[00:03:15.000 --> 00:03:19.000]  彼拉多說就寫猶太人的王
[00:03:19.000 --> 00:03:23.000]  讓這個罪名放在十字架上
[00:03:23.000 --> 00:03:25.000]  讓每一個人都看到
[00:03:25.000 --> 00:03:31.000]  都知道衝擊我們國家和政權的後果
[00:03:31.000 --> 00:03:33.000]  那些宗教領袖
[00:03:33.000 --> 00:03:36.000]  看到每個人都暴跳如雷
[00:03:36.000 --> 00:03:39.000]  他們想將那個罪狀牌改成
[00:03:39.000 --> 00:03:43.000]  他說他是猶太人的王
[00:03:43.000 --> 00:03:46.000]  我當然不理他們的說法
[00:03:46.000 --> 00:03:48.000]  因為我吃的是皇家飯
[00:03:48.000 --> 00:03:53.000]  我自然是聽我上司的話
[00:03:53.000 --> 00:03:56.000]  困中的情緒有些失控
[00:03:56.000 --> 00:03:59.000]  連我的士兵也有些被刺激到
[00:03:59.000 --> 00:04:01.000]  行動有些異常
[00:04:01.000 --> 00:04:04.000]  他們說要和耶穌玩一個殘忍遊戲
[00:04:04.000 --> 00:04:08.000]  除了將耶穌打到皮開肉裂之外
[00:04:08.000 --> 00:04:13.000]  還用荊棘為祂做了一個冠冕
[00:04:13.000 --> 00:04:16.000]  說要拜祂為王
[00:04:16.000 --> 00:04:18.000]  在這個時候我在想
[00:04:18.000 --> 00:04:21.000]  耶穌應該不捱得很久
[00:04:21.000 --> 00:04:23.000]  祂未必可以捱到背十字架
[00:04:23.000 --> 00:04:27.000]  更加不可以說背十字架背到上山
[00:04:27.000 --> 00:04:30.000]  於是我叫我的手下停手
[00:04:30.000 --> 00:04:32.000]  否則如果祂死了的話
[00:04:32.000 --> 00:04:34.000]  我不可以和上司交代
[00:04:34.000 --> 00:04:38.000]  我們都會一身危
[00:04:38.000 --> 00:04:43.000]  當我們一路走去逐流地的途中
[00:04:43.000 --> 00:04:47.000]  我留意到有一些婦女在哭
[00:04:47.000 --> 00:04:50.000]  很明顯的是她們是認識耶穌
[00:04:50.000 --> 00:04:54.000]  有很多人在叫囂、謾罵、記笑
[00:04:54.000 --> 00:04:57.000]  也有很多人在看熱鬧
[00:04:57.000 --> 00:05:04.000]  奇怪的是耶穌卻仍然是沉默
[00:05:04.000 --> 00:05:07.000]  走到半路他跌倒了
[00:05:07.000 --> 00:05:10.000]  帶著滿身傷痕的祂
[00:05:10.000 --> 00:05:13.000]  捱到這裡其實已經很不容易
[00:05:13.000 --> 00:05:15.000]  耶穌很特別
[00:05:15.000 --> 00:05:17.000]  和其他罪犯不同
[00:05:17.000 --> 00:05:20.000]  祂沒有憂愁、祂沒有害怕
[00:05:20.000 --> 00:05:24.000]  祂仍然很努力地想自己爬起來
[00:05:24.000 --> 00:05:26.000]  祂給我的感覺是
[00:05:26.000 --> 00:05:28.000]  祂很想堅持到最後
[00:05:28.000 --> 00:05:33.000]  似乎祂是定義要死
[00:05:33.000 --> 00:05:35.000]  我不再忍心
[00:05:35.000 --> 00:05:37.000]  於是我叫我的手下
[00:05:37.000 --> 00:05:40.000]  隨便在人群中命令一個人
[00:05:40.000 --> 00:05:47.000]  來代替耶穌去揹十字架、揹上山
[00:05:47.000 --> 00:05:48.000]  到了山上
[00:05:48.000 --> 00:05:50.000]  我們開始將耶穌的手和腳
[00:05:50.000 --> 00:05:52.000]  釘在十字架上
[00:05:52.000 --> 00:05:55.000]  其實目的不是要釘死耶穌
[00:05:55.000 --> 00:05:59.000]  而是要讓祂窒息至死
[00:05:59.000 --> 00:06:01.000]  沒多久
[00:06:01.000 --> 00:06:03.000]  圍觀的人越來越多
[00:06:03.000 --> 00:06:05.000]  通常來看行刑的
[00:06:05.000 --> 00:06:08.000]  都是犯人所害過的受害者
[00:06:08.000 --> 00:06:11.000]  和他們的家屬
[00:06:11.000 --> 00:06:13.000]  在耶穌這個情況
[00:06:13.000 --> 00:06:16.000]  很奇怪、很特別
[00:06:16.000 --> 00:06:19.000]  圍的很多都是宗教領袖
[00:06:19.000 --> 00:06:21.000]  以及求共我上司
[00:06:21.000 --> 00:06:24.000]  去判耶穌死的那幫人
[00:06:24.000 --> 00:06:29.000]  他們帶著飢風、帶著咒助
[00:06:29.000 --> 00:06:30.000]  在過往的經驗
[00:06:30.000 --> 00:06:34.000]  犯人會同樣以辱罵來回應
[00:06:34.000 --> 00:06:36.000]  罵回頭
[00:06:36.000 --> 00:06:40.000]  很多時這些憤怒的矛頭直指著我
[00:06:40.000 --> 00:06:42.000]  但是我是見慣大場面的
[00:06:42.000 --> 00:06:44.000]  有什麼粗俗、惡毒的說話
[00:06:44.000 --> 00:06:46.000]  我沒有聽過
[00:06:46.000 --> 00:06:48.000]  然後沒多久
[00:06:48.000 --> 00:06:50.000]  因為他們很辛苦
[00:06:50.000 --> 00:06:54.000]  他們會反過來哀求我
[00:06:54.000 --> 00:07:00.000]  求我加速讓他們死得快一點
[00:07:00.000 --> 00:07:03.000]  接下來的事
[00:07:03.000 --> 00:07:06.000]  我是畢生難忘
[00:07:06.000 --> 00:07:09.000]  在極度痛苦、極度悲哀
[00:07:09.000 --> 00:07:12.000]  極度折磨的當中
[00:07:12.000 --> 00:07:16.000]  耶穌用力地將自己推高一下
[00:07:16.000 --> 00:07:18.000]  深深地吸了一口氣
[00:07:18.000 --> 00:07:20.000]  然後祂說
[00:07:20.000 --> 00:07:24.000]  「父啊,赦免他們」
[00:07:24.000 --> 00:07:27.000]  我整個人哀哉
[00:07:27.000 --> 00:07:30.000]  當天祂在十字架上還說了幾句話
[00:07:30.000 --> 00:07:32.000]  每一句都很有意思
[00:07:32.000 --> 00:07:35.000]  只不過我不明白
[00:07:35.000 --> 00:07:38.000]  最震撼我的就是這一句
[00:07:38.000 --> 00:07:40.000]  「父啊,赦免他們」
[00:07:40.000 --> 00:07:44.000]  「因為他們所作的,他們不曉得」
[00:07:44.000 --> 00:07:46.000]  我不知道為什麼
[00:07:46.000 --> 00:07:48.000]  但從這個時候開始
[00:07:48.000 --> 00:07:53.000]  我覺得祂有點神聖
[00:07:53.000 --> 00:07:55.000]  在軍隊裏面
[00:07:55.000 --> 00:07:58.000]  我們手足是共生死
[00:07:58.000 --> 00:08:02.000]  我見過為同袍壯烈犧牲的感人場面
[00:08:02.000 --> 00:08:04.000]  我們彼此扶持
[00:08:04.000 --> 00:08:07.000]  兩挾插刀都在所不辭
[00:08:07.000 --> 00:08:09.000]  但我不是祂的兄弟
[00:08:09.000 --> 00:08:11.000]  我是祂的敵人
[00:08:11.000 --> 00:08:15.000]  我是即將執行祂死刑的那個人
[00:08:15.000 --> 00:08:19.000]  為我和我的同袍祈禱
[00:08:19.000 --> 00:08:24.000]  簡直是匪夷所思
[00:08:24.000 --> 00:08:27.000]  「父啊,赦免他們」
[00:08:27.000 --> 00:08:30.000]  我一直想不通
[00:08:30.000 --> 00:08:33.000]  直至到耶穌死的那一刻
[00:08:33.000 --> 00:08:35.000]  一頭變黑
[00:08:35.000 --> 00:08:37.000]  殿裏面的萬紙
[00:08:37.000 --> 00:08:39.000]  在當中列為兩半
[00:08:39.000 --> 00:08:45.000]  我明白到這位耶穌叫「父啊」的這位神
[00:08:45.000 --> 00:08:49.000]  根本不是想同人為敵為仇
[00:08:49.000 --> 00:08:55.000]  祂只是想將所有的所謂敵人變成朋友
[00:08:55.000 --> 00:08:57.000]  愛他們
[00:08:57.000 --> 00:08:59.000]  饒恕他們
[00:08:59.000 --> 00:09:02.000]  赦免他們
[00:09:02.000 --> 00:09:04.000]  祂望著我
[00:09:04.000 --> 00:09:06.000]  憐憫我
[00:09:06.000 --> 00:09:10.000]  即使我是這個恐怖勾當的一份子
[00:09:10.000 --> 00:09:12.000]  祂要恕了我
[00:09:12.000 --> 00:09:14.000]  祂赦免了我
[00:09:14.000 --> 00:09:15.000]  於是
[00:09:15.000 --> 00:09:19.000]  我由心底裏面再忍不住地叫了出來
[00:09:19.000 --> 00:09:25.000]  祂真是神的兒子
[00:09:25.000 --> 00:09:29.000]  馬太福音27章54節
[00:09:29.000 --> 00:09:32.000]  百夫長,為了同看守耶穌的人
[00:09:32.000 --> 00:09:35.000]  看見地震並所經歷的事
[00:09:35.000 --> 00:09:37.000]  就極其害怕
[00:09:37.000 --> 00:09:42.000]  說,這真是神的兒子了
[00:09:42.000 --> 00:09:45.000]  路加福音23章47節又說
[00:09:45.000 --> 00:09:48.000]  百夫長,看見所成的事
