
[00:00:00.000 --> 00:00:04.560]  我們教會最近的小組的茶經已經讀到羅馬書了
[00:00:04.560 --> 00:00:06.560]  大家都知道我們讀到羅馬書了
[00:00:06.560 --> 00:00:08.560]  從今年一開始的時候
[00:00:08.560 --> 00:00:10.560]  我們就是用鄧木斯的教材
[00:00:10.560 --> 00:00:12.560]  我們讀過什麼
[00:00:12.560 --> 00:00:14.560]  第一本是什麼
[00:00:14.560 --> 00:00:16.080]  《創世紀》
[00:00:16.080 --> 00:00:17.680]  我們第二本讀的是什麼
[00:00:17.680 --> 00:00:18.800]  《馬可福音》
[00:00:18.800 --> 00:00:20.400]  所以我們一路已經讀到什麼
[00:00:20.400 --> 00:00:21.760]  羅馬書來了
[00:00:21.760 --> 00:00:24.320]  所以我們在讀羅馬書的時候
[00:00:24.320 --> 00:00:28.560]  有一些弟兄跟姐妹就說
[00:00:28.560 --> 00:00:30.560]  不曉得在讀什麼
[00:00:30.560 --> 00:00:31.840]  上完課以後
[00:00:31.840 --> 00:00:33.840]  都還有一種懵叉叉的感覺
[00:00:33.840 --> 00:00:35.840]  不曉得今天到底學什麼
[00:00:35.840 --> 00:00:37.840]  而且覺得很多人都不太習慣
[00:00:37.840 --> 00:00:39.840]  這個鄧木斯的教材
[00:00:39.840 --> 00:00:41.840]  他們認為說一直讀一直讀
[00:00:41.840 --> 00:00:43.840]  好快 好像每天在趕什麼似的
[00:00:43.840 --> 00:00:45.840]  但是你知道
[00:00:45.840 --> 00:00:47.840]  很奇妙的就是
[00:00:47.840 --> 00:00:49.840]  這個禮拜週一
[00:00:49.840 --> 00:00:51.840]  我們的恩典小組的時候
[00:00:51.840 --> 00:00:53.840]  在抱怨的那個弟兄
[00:00:53.840 --> 00:00:55.840]  他說感謝主的恩典
[00:00:55.840 --> 00:00:57.840]  這個羅馬書
[00:00:57.840 --> 00:00:59.840]  這個保羅寫這個羅馬書
[00:00:59.840 --> 00:01:01.840]  簡直就是為我量身訂造的
[00:01:01.840 --> 00:01:03.840]  他說我今天真的有得著
[00:01:03.840 --> 00:01:05.840]  真的有學習到
[00:01:05.840 --> 00:01:07.840]  羅馬書是一本不容易的書
[00:01:07.840 --> 00:01:09.840]  你看
[00:01:09.840 --> 00:01:11.840]  我福士神這麼多年
[00:01:11.840 --> 00:01:13.840]  講道也講了一段時間
[00:01:13.840 --> 00:01:15.840]  我今天要來講羅馬書的時候
[00:01:15.840 --> 00:01:17.840]  我真的是戰戰兢兢
[00:01:17.840 --> 00:01:19.840]  所以
[00:01:19.840 --> 00:01:21.840]  真的是願神的話語
[00:01:21.840 --> 00:01:23.840]  自己成為我們心中的力量
[00:01:23.840 --> 00:01:25.840]  成為我們的光
[00:01:25.840 --> 00:01:27.840]  來帶領我們的道路
[00:01:27.840 --> 00:01:29.840]  我們一起來禱告好不好
[00:01:29.840 --> 00:01:31.840]  天父我感謝讚美祢
[00:01:31.840 --> 00:01:33.840]  主啊祢是偉大奇妙的神
[00:01:33.840 --> 00:01:35.840]  主啊祢給我們祢的話語
[00:01:35.840 --> 00:01:37.840]  為的是要讓我們的生命中
[00:01:37.840 --> 00:01:39.840]  能夠結出生命的果子來
[00:01:39.840 --> 00:01:41.840]  祢要我們
[00:01:41.840 --> 00:01:43.840]  學習祢的話語
[00:01:43.840 --> 00:01:45.840]  在我們有難處的時候
[00:01:45.840 --> 00:01:47.840]  祢的話語
[00:01:47.840 --> 00:01:49.840]  能夠成為我們腳前的燈
[00:01:49.840 --> 00:01:51.840]  能夠成為我們路上的光
[00:01:51.840 --> 00:01:53.840]  祢的話語能夠幫助我們
[00:01:53.840 --> 00:01:55.840]  走所以說我們就邀請祢
[00:01:55.840 --> 00:01:57.840]  今天聖靈啊
[00:01:57.840 --> 00:01:59.840]  邀請祢到我們中間來
[00:01:59.840 --> 00:02:01.840]  主啊真是來幫助我們
[00:02:01.840 --> 00:02:03.840]  講的跟聽的
[00:02:03.840 --> 00:02:05.840]  都有主的恩道在裡面
[00:02:05.840 --> 00:02:07.840]  都能夠同德幫助
[00:02:07.840 --> 00:02:09.840]  謝謝祢主耶穌
[00:02:09.840 --> 00:02:11.840]  奉耶穌的名祈禱
[00:02:11.840 --> 00:02:13.840]  董卿會不會有
[00:02:13.840 --> 00:02:15.840]  我覺得有回音耶
[00:02:15.840 --> 00:02:17.840]  可不可以看一下
[00:02:17.840 --> 00:02:19.840]  謝謝你
[00:02:19.840 --> 00:02:21.840]  如果我問你說
[00:02:21.840 --> 00:02:23.840]  你想想看
[00:02:23.840 --> 00:02:25.840]  聖經裡面的人物
[00:02:25.840 --> 00:02:27.840]  新約的人物
[00:02:27.840 --> 00:02:29.840]  那我這樣子跟你問的時候
[00:02:29.840 --> 00:02:31.840]  你腦筋裡面會想到誰
[00:02:31.840 --> 00:02:33.840]  保羅
[00:02:33.840 --> 00:02:35.840]  還有呢
[00:02:35.840 --> 00:02:37.840]  很多齁
[00:02:37.840 --> 00:02:39.840]  十二個門徒彼得約翰
[00:02:39.840 --> 00:02:41.840]  還有
[00:02:41.840 --> 00:02:43.840]  雅各路加
[00:02:43.840 --> 00:02:45.840]  甚至巴拿巴
[00:02:45.840 --> 00:02:47.840]  都他們
[00:02:47.840 --> 00:02:49.840]  你看這幾個門徒
[00:02:49.840 --> 00:02:51.840]  他們都是挺可愛的人
[00:02:51.840 --> 00:02:53.840]  講話都
[00:02:53.840 --> 00:02:55.840]  彼得是那種講話很直
[00:02:55.840 --> 00:02:57.840]  很快的
[00:02:57.840 --> 00:02:59.840]  約翰也是脾氣很大
[00:02:59.840 --> 00:03:01.840]  但是到了晚年的約翰
[00:03:01.840 --> 00:03:03.840]  是一個溫柔的
[00:03:03.840 --> 00:03:05.840]  老弟兄
[00:03:05.840 --> 00:03:07.840]  但是你想到
[00:03:07.840 --> 00:03:09.840]  保羅的時候你會覺得怎麼樣
[00:03:09.840 --> 00:03:11.840]  我覺得我以前
[00:03:11.840 --> 00:03:13.840]  剛信主的時候
[00:03:13.840 --> 00:03:15.840]  我不是很喜歡保羅
[00:03:15.840 --> 00:03:17.840]  我覺得保羅老是盯著人
[00:03:17.840 --> 00:03:19.840]  而且講話很直
[00:03:19.840 --> 00:03:21.840]  要求很多
[00:03:21.840 --> 00:03:23.840]  但是當我
[00:03:23.840 --> 00:03:25.840]  這麼多年走過來
[00:03:25.840 --> 00:03:27.840]  我覺得保羅
[00:03:27.840 --> 00:03:29.840]  是我心目中的英雄
[00:03:29.840 --> 00:03:31.840]  他
[00:03:31.840 --> 00:03:33.840]  傳福音
[00:03:33.840 --> 00:03:35.840]  他為主做見證
[00:03:35.840 --> 00:03:37.840]  他為主受各樣的苦難
[00:03:37.840 --> 00:03:39.840]  他仍然
[00:03:39.840 --> 00:03:41.840]  堅持在主的面前
[00:03:41.840 --> 00:03:43.840]  所以今天
[00:03:43.840 --> 00:03:45.840]  我們來讀羅馬福音的時候
[00:03:45.840 --> 00:03:47.840]  我們來想到保羅
[00:03:47.840 --> 00:03:49.840]  這個人
[00:03:49.840 --> 00:03:51.840]  保羅他一開始的時候
[00:03:51.840 --> 00:03:53.840]  在羅馬書裡面
[00:03:53.840 --> 00:03:55.840]  他說他稱自己
[00:03:55.840 --> 00:03:57.840]  是耶穌基督的僕人
[00:03:57.840 --> 00:03:59.840]  甚至
[00:03:59.840 --> 00:04:01.840]  有的小誌上說
[00:04:01.840 --> 00:04:03.840]  他是耶穌基督的奴僕
[00:04:03.840 --> 00:04:05.840]  是沒有自由的
[00:04:05.840 --> 00:04:07.840]  所以我就常常想到
[00:04:07.840 --> 00:04:09.840]  我們福士神的人
[00:04:09.840 --> 00:04:11.840]  我們做傳道的人
[00:04:11.840 --> 00:04:13.840]  我們真的沒有自由
[00:04:13.840 --> 00:04:15.840]  我們做什麼事情之前
[00:04:15.840 --> 00:04:17.840]  我們要先問
[00:04:17.840 --> 00:04:19.840]  我們要先問
[00:04:19.840 --> 00:04:21.840]  最近查理的腸胃不是很好
[00:04:21.840 --> 00:04:23.840]  所以我們常常就為了他
[00:04:23.840 --> 00:04:25.840]  下個禮拜
[00:04:25.840 --> 00:04:27.840]  要到香港
[00:04:27.840 --> 00:04:29.840]  9月11號要到多倫多
[00:04:29.840 --> 00:04:31.840]  11月要到南美
[00:04:31.840 --> 00:04:33.840]  這麼連續的旅途
[00:04:33.840 --> 00:04:35.840]  我們都在找
[00:04:35.840 --> 00:04:37.840]  是你預備的嗎
[00:04:37.840 --> 00:04:39.840]  他可以去嗎
[00:04:39.840 --> 00:04:41.840]  如果他可以去你要告訴我
[00:04:41.840 --> 00:04:43.840]  讓他知道
[00:04:43.840 --> 00:04:45.840]  他可以去不然他怎麼去
[00:04:45.840 --> 00:04:47.840]  都要來問
[00:04:47.840 --> 00:04:49.840]  BTW
[00:04:49.840 --> 00:04:51.840]  我跟你們講一下
[00:04:51.840 --> 00:04:53.840]  我的行程
