
[00:00:00.000 --> 00:00:02.800]  各位朋友各位弟兄姊妹平安
[00:00:02.800 --> 00:00:04.800]  我是劉雪康牧師
[00:00:04.800 --> 00:00:10.740]  很開心今天和大家來到一個很清朗的天氣底下
[00:00:10.740 --> 00:00:13.220]  我們看到很美麗的白雲
[00:00:13.220 --> 00:00:15.220]  看到很多的樹
[00:00:15.220 --> 00:00:19.040]  我不知道你會不會當你每一次去到郊外
[00:00:19.040 --> 00:00:22.140]  看到很美麗的景色的時候
[00:00:22.140 --> 00:00:26.940]  你會很讚嘆大自然的奇妙
[00:00:26.940 --> 00:00:30.860]  神的創造何等的偉大
[00:00:30.860 --> 00:00:35.920]  每一次當我們看到很高的山嶺
[00:00:35.920 --> 00:00:38.960]  我們看到一群的樹林
[00:00:38.960 --> 00:00:41.800]  我們看到很美麗的草原
[00:00:41.800 --> 00:00:44.520]  我們看到河流滾滾
[00:00:44.520 --> 00:00:46.520]  我們看到大光
[00:00:46.520 --> 00:00:48.520]  我們看到日出
[00:00:48.520 --> 00:00:50.160]  我們看到日落
[00:00:50.160 --> 00:00:52.960]  我們都會讚嘆不厭
[00:00:52.960 --> 00:00:55.680]  今天很想和大家來到思想
[00:00:55.680 --> 00:01:00.120]  在聖經裏面很美麗的一首詩
[00:01:00.120 --> 00:01:02.880]  詩篇十九篇
[00:01:02.880 --> 00:01:05.480]  很出名的英國文學家
[00:01:05.480 --> 00:01:08.800]  C.S. Lewis 魯易斯
[00:01:08.800 --> 00:01:09.980]  曾經說
[00:01:09.980 --> 00:01:16.700]  十九篇是詩篇當中最美麗的一首詩
[00:01:16.700 --> 00:01:24.360]  十九篇亦是世界上最偉大的書情詩
[00:01:24.360 --> 00:01:26.360]  真是很吸引
[00:01:26.360 --> 00:01:28.360]  最美的詩歌
[00:01:28.360 --> 00:01:31.480]  最好的書情詩
[00:01:31.480 --> 00:01:33.980]  但亦有人說這篇詩篇
[00:01:33.980 --> 00:01:36.600]  好像是兩篇合起來的
[00:01:36.600 --> 00:01:39.440]  因為上半篇和下半篇
[00:01:39.440 --> 00:01:41.240]  他們的語氣
[00:01:41.240 --> 00:01:43.240]  他們寫作的手法
[00:01:43.240 --> 00:01:45.240]  都是很不同的
[00:01:45.240 --> 00:01:47.800]  「諸天要述說神的榮耀
[00:01:47.800 --> 00:01:51.420]  窮蒼傳揚祂的手段」
[00:01:51.420 --> 00:01:56.260]  上半段是由第一節到第六節
[00:01:56.260 --> 00:01:59.480]  這段寫作很活潑
[00:01:59.480 --> 00:02:04.220]  很表達流露
