
[00:00:00.000 --> 00:00:02.000]  很多時候當一些名人
[00:00:02.000 --> 00:00:04.000]  或者一些重要的人物
[00:00:04.000 --> 00:00:06.000]  他們
[00:00:06.000 --> 00:00:08.000]  離開世界的時候
[00:00:08.000 --> 00:00:10.000]  那麼
[00:00:10.000 --> 00:00:12.000]  很多的製片商
[00:00:12.000 --> 00:00:14.000]  小說家都是
[00:00:14.000 --> 00:00:16.000]  爭先奪後的
[00:00:16.000 --> 00:00:18.000]  盡快地來記錄他們的
[00:00:18.000 --> 00:00:20.000]  生平、事蹟
[00:00:20.000 --> 00:00:22.000]  把他們拍成電影
[00:00:22.000 --> 00:00:24.000]  或者一些
[00:00:24.000 --> 00:00:26.000]  紀錄片
[00:00:26.000 --> 00:00:28.000]  那麼我們發覺
[00:00:28.000 --> 00:00:30.000]  大家還記得戴安娜
[00:00:30.000 --> 00:00:32.000]  王妃
[00:00:32.000 --> 00:00:34.000]  當她離開世界的時候
[00:00:34.000 --> 00:00:36.000]  大家爭先奪後地
[00:00:36.000 --> 00:00:38.000]  製作一些
[00:00:38.000 --> 00:00:40.000]  紀錄片
[00:00:40.000 --> 00:00:42.000]  特別是
[00:00:42.000 --> 00:00:44.000]  她在
[00:00:44.000 --> 00:00:46.000]  她臨死的時候
[00:00:46.000 --> 00:00:48.000]  發生了一個很特別的事
[00:00:48.000 --> 00:00:50.000]  以致意外地去死亡
[00:00:50.000 --> 00:00:52.000]  很緊張地
[00:00:52.000 --> 00:00:54.000]  把她的生平
[00:00:54.000 --> 00:00:56.000]  把她的事蹟
[00:00:56.000 --> 00:00:58.000]  那些很傳奇性的
[00:00:58.000 --> 00:01:00.000]  死亡事實
[00:01:00.000 --> 00:01:02.000]  拍攝下來
[00:01:02.000 --> 00:01:04.000]  以致公之於世
[00:01:04.000 --> 00:01:06.000]  當然很多都是
[00:01:06.000 --> 00:01:08.000]  因為利益的原因
[00:01:08.000 --> 00:01:10.000]  希望能夠爭奪到
[00:01:10.000 --> 00:01:12.000]  這些利益
[00:01:12.000 --> 00:01:14.000]  的確是的
[00:01:14.000 --> 00:01:16.000]  當一個重要的人物
[00:01:16.000 --> 00:01:18.000]  離開世界的時候
[00:01:18.000 --> 00:01:20.000]  都會記載他一些很重要
[00:01:20.000 --> 00:01:22.000]  特別是在他人生的事蹟
[00:01:22.000 --> 00:01:24.000]  或者在他離開世界之前
[00:01:24.000 --> 00:01:26.000]  的一段時間
[00:01:26.000 --> 00:01:28.000]  一些紀錄
[00:01:28.000 --> 00:01:30.000]  主耶穌基督
[00:01:30.000 --> 00:01:32.000]  在他離開世界之前
[00:01:32.000 --> 00:01:34.000]  這個禮拜
[00:01:34.000 --> 00:01:36.000]  我們知道是中暑節
[00:01:36.000 --> 00:01:38.000]  今天是中暑節的主日
[00:01:38.000 --> 00:01:40.000]  當他主日的時候
[00:01:40.000 --> 00:01:42.000]  進入耶路撒冷
[00:01:42.000 --> 00:01:44.000]  一直有幾天的時間
[00:01:44.000 --> 00:01:46.000]  在耶路撒冷
[00:01:46.000 --> 00:01:48.000]  以色列的首都
[00:01:48.000 --> 00:01:50.000]  在他將要
[00:01:50.000 --> 00:01:52.000]  被害的前幾天
[00:01:52.000 --> 00:01:54.000]  發生了很多的事蹟
[00:01:54.000 --> 00:01:56.000]  也可以說
[00:01:56.000 --> 00:01:58.000]  在這段聖週
[00:01:58.000 --> 00:02:00.000]  這個聖週裡面
[00:02:00.000 --> 00:02:02.000]  每一天主耶穌都有一些事
[00:02:02.000 --> 00:02:04.000]  當然有些是長一點
[00:02:04.000 --> 00:02:06.000]  有些是短一點
[00:02:06.000 --> 00:02:08.000]  有些是比較重要一點
[00:02:08.000 --> 00:02:10.000]  有些是比較輕輕提過的
[00:02:10.000 --> 00:02:12.000]  但是在這幾天裡面
[00:02:12.000 --> 00:02:14.000]  都是一些很重要的事
[00:02:14.000 --> 00:02:16.000]  讓我們再次重溫思想
[00:02:16.000 --> 00:02:18.000]  耶穌基督最後這段時間
[00:02:18.000 --> 00:02:20.000]  留給我們有什麼教導呢
