
[00:00:00.000 --> 00:00:02.000]  讓我們再次祈禱
[00:00:02.000 --> 00:00:10.440]  願僕人口中的言語
[00:00:10.440 --> 00:00:13.440]  領姊妹的心思意念
[00:00:13.440 --> 00:00:15.560]  蒙聖靈的啟迪
[00:00:15.560 --> 00:00:17.120]  蒙主的月亮
[00:00:17.120 --> 00:00:19.840]  禱告藉主耶穌基督的聖名而求
[00:00:19.840 --> 00:00:20.920]  阿門
[00:00:20.920 --> 00:00:28.400]  平安
[00:00:29.200 --> 00:00:30.120]  這兩個字
[00:00:30.120 --> 00:00:33.720]  我相信是在今天這個
[00:00:33.720 --> 00:00:36.400]  令人極之不安的世界當中
[00:00:36.400 --> 00:00:38.160]  是有特別的意義
[00:00:38.160 --> 00:00:42.320]  我們說平安二字是值千金
[00:00:42.320 --> 00:00:44.280]  有時候反過來
[00:00:44.280 --> 00:00:46.720]  可能我們有很多很多的錢
[00:00:46.720 --> 00:00:50.200]  都沒有辦法來得到真正的平安
[00:00:50.200 --> 00:00:53.560]  在過多禮拜前
[00:00:53.560 --> 00:00:55.680]  在比利時的首都
[00:00:55.680 --> 00:00:57.000]  布魯塞爾
[00:00:57.560 --> 00:01:01.520]  這個地方被視為是歐洲一個核心的地方
[00:01:01.520 --> 00:01:04.120]  因為有歐盟的總部
[00:01:04.120 --> 00:01:06.360]  是北約的所在地
[00:01:06.360 --> 00:01:07.880]  這個地方
[00:01:07.880 --> 00:01:10.040]  在差不多同一時間
[00:01:10.040 --> 00:01:13.480]  發生了連環的恐怖襲擊
[00:01:13.480 --> 00:01:15.560]  機場的離境大樓
[00:01:15.560 --> 00:01:17.120]  我今早看新聞
[00:01:17.120 --> 00:01:20.000]  好像是準備局部的再開放
[00:01:20.000 --> 00:01:24.400]  因為在那裡發生了自殺式的炸彈襲擊
[00:01:25.360 --> 00:01:28.560]  接著在歐盟的總部附近的一個地鐵站
[00:01:28.560 --> 00:01:31.280]  也是有這個爆炸的事件
[00:01:31.280 --> 00:01:33.840]  造成了很多的傷亡
[00:01:33.840 --> 00:01:37.720]  比利時就宣佈全國要哀悼三天
[00:01:37.720 --> 00:01:41.920]  在這些襲擊事件發生不久之後
[00:01:41.920 --> 00:01:45.600]  恐怖極端組織伊斯蘭國
[00:01:45.600 --> 00:01:46.640]  就宣佈
[00:01:46.640 --> 00:01:50.400]  這些行動是由他們來策劃和負責
[00:01:50.400 --> 00:01:53.400]  其實在幾個月前
[00:01:53.400 --> 00:01:54.760]  也就是去年的十一月
[00:01:55.680 --> 00:01:56.840]  法國的首都巴黎
[00:01:56.840 --> 00:01:59.320]  也是有類似的情況發生
[00:01:59.320 --> 00:02:00.480]  所以今天
[00:02:00.480 --> 00:02:03.120]  當你聽到一些家人或者朋友
[00:02:03.120 --> 00:02:04.560]  他們去歐洲
[00:02:04.560 --> 00:02:06.280]  可能是因為讀書
[00:02:06.280 --> 00:02:07.440]  工作
[00:02:07.440 --> 00:02:08.240]  旅遊
[00:02:08.240 --> 00:02:10.240]  大家都要去
[00:02:10.240 --> 00:02:11.720]  叮嚀
[00:02:11.720 --> 00:02:13.040]  去提醒
[00:02:13.040 --> 00:02:14.000]  真的要小心
[00:02:14.000 --> 00:02:16.840]  因為感覺到是非常的不安全
[00:02:16.840 --> 00:02:19.280]  但其實不安全的地方
[00:02:19.280 --> 00:02:20.840]  又不單只是歐洲
[00:02:20.840 --> 00:02:25.200]  在農曆年準備彌臨之前
[00:02:25.760 --> 00:02:28.080]  在台南發生了強烈的地震
[00:02:28.080 --> 00:02:31.240]  其中一座十七層高的大樓
[00:02:31.240 --> 00:02:32.640]  叫做維冠大樓
[00:02:32.640 --> 00:02:34.720]  幾乎整座倒塌了
[00:02:34.720 --> 00:02:38.040]  因為由於很多的人
[00:02:38.040 --> 00:02:40.400]  準備離開那個地方
[00:02:40.400 --> 00:02:44.880]  回到自己的家裡去過節
[00:02:44.880 --> 00:02:48.720]  所以傷亡已經減低了很多
[00:02:48.720 --> 00:02:50.160]  如果不是的話
[00:02:50.160 --> 00:02:51.760]  更加是不堪設想
[00:02:51.760 --> 00:02:54.920]  香港
[00:02:55.520 --> 00:02:57.440]  是不是一個很平安的地方呢
[00:02:57.440 --> 00:02:59.800]  相對歐洲
[00:02:59.800 --> 00:03:02.520]  相對一些會發生地震的地方
[00:03:02.520 --> 00:03:03.720]  似乎也是
[00:03:03.720 --> 00:03:05.000]  但其實
[00:03:05.000 --> 00:03:05.920]  威脅
[00:03:05.920 --> 00:03:08.040]  似乎也是無日無之
[00:03:08.040 --> 00:03:10.200]  記得就是在
[00:03:10.200 --> 00:03:11.040]  前幾天
[00:03:11.040 --> 00:03:12.960]  放假的時候
[00:03:12.960 --> 00:03:14.920]  在我大女學校
[00:03:14.920 --> 00:03:16.680]  附近的一座樓
[00:03:16.680 --> 00:03:18.280]  大家應該在新聞聽到
[00:03:18.280 --> 00:03:19.960]  因為有一個司機
[00:03:19.960 --> 00:03:22.120]  不知道是不熟悉車的性能
[00:03:22.120 --> 00:03:24.240]  還是入錯波
[00:03:24.800 --> 00:03:25.960]  整輛車向前
[00:03:25.960 --> 00:03:27.440]  將另一輛車
[00:03:27.440 --> 00:03:30.600]  推到停車場下面
[00:03:30.600 --> 00:03:34.160]  那個位置就是我大女的學校
[00:03:34.160 --> 00:03:36.800]  他們很多同學經常會出入的地方
[00:03:36.800 --> 00:03:38.760]  如果那天是星期五
[00:03:38.760 --> 00:03:40.400]  不是公眾假期的話
[00:03:40.400 --> 00:03:42.240]  有很多學生經過
[00:03:42.240 --> 00:03:44.160]  後果真的是不堪設想
[00:03:44.160 --> 00:03:47.520]  原來這些不安的事情
[00:03:47.520 --> 00:03:49.440]  都是充滿著
[00:03:49.440 --> 00:03:50.880]  周圍的環境
[00:03:50.880 --> 00:03:54.040]  有時候不單是大的環境
[00:03:54.400 --> 00:03:55.640]  令我們感覺不安
[00:03:55.640 --> 00:03:57.640]  小的環境
[00:03:57.640 --> 00:03:59.040]  即是我們個人
[00:03:59.040 --> 00:04:01.320]  亦都可能面對很多的不安
[00:04:01.320 --> 00:04:03.480]  尤其是當疾病
[00:04:03.480 --> 00:04:06.080]  來臨我們面前的時候
[00:04:06.080 --> 00:04:08.080]  無論是我們自己
[00:04:08.080 --> 00:04:09.640]  或者是我們的家人
[00:04:09.640 --> 00:04:10.920]  或者是朋友
[00:04:10.920 --> 00:04:13.120]  當你知道
[00:04:13.120 --> 00:04:14.480]  疾病
[00:04:14.480 --> 00:04:15.760]  到的時間
[00:04:15.760 --> 00:04:17.880]  相信你都是非常
[00:04:17.880 --> 00:04:19.080]  非常的不安
[00:04:19.080 --> 00:04:22.520]  在哪個地方可以找到真正的平安呢
[00:04:24.120 --> 00:04:24.640]  昔日
[00:04:24.640 --> 00:04:26.280]  耶穌的門徒
[00:04:26.280 --> 00:04:28.160]  在耶穌死了之後
[00:04:28.160 --> 00:04:30.360]  他們是異常的驚慌
[00:04:30.360 --> 00:04:32.160]  非常的不安
[00:04:32.160 --> 00:04:36.160]  在今天我們所讀的約翰福音這段經文裏面
[00:04:36.160 --> 00:04:38.880]  同一時間馬太、馬可、路加
[00:04:38.880 --> 00:04:40.760]  另外的三卷福音書
[00:04:40.760 --> 00:04:41.280]  即是說
[00:04:41.280 --> 00:04:43.040]  所有的福音書
[00:04:43.040 --> 00:04:44.480]  都有記載到
[00:04:44.480 --> 00:04:45.520]  耶穌
[00:04:45.520 --> 00:04:47.480]  在復活之後向門徒顯現
[00:04:47.480 --> 00:04:49.560]  但耶穌顯現之前
[00:04:49.560 --> 00:04:52.840]  他的門徒是非常的懼怕
[00:04:53.520 --> 00:04:54.880]  因為他們怕猶太人
[00:04:54.880 --> 00:04:56.600]  不知在什麼時候
[00:04:56.600 --> 00:04:58.040]  會來捉拿他們
[00:04:58.040 --> 00:05:01.240]  以致他們會跟耶穌的下場一樣
[00:05:01.240 --> 00:05:03.680]  可能同樣會被釘十字架
[00:05:03.680 --> 00:05:06.160]  就算不是被釘十字架的結局
[00:05:06.160 --> 00:05:07.440]  都是
[00:05:07.440 --> 00:05:08.600]  死亡
[00:05:08.600 --> 00:05:10.440]  所以他們非常的害怕
[00:05:10.440 --> 00:05:12.720]  在福音書裏面就說他們
[00:05:12.720 --> 00:05:15.080]  將這個門都關緊了
[00:05:15.080 --> 00:05:18.840]  這個在正常的情況下是比較少的發生
[00:05:18.840 --> 00:05:20.160]  因為一般來說
[00:05:20.160 --> 00:05:21.880]  當你在日間的活動
[00:05:22.240 --> 00:05:25.040]  很多人都會習慣將門打開
[00:05:25.040 --> 00:05:26.840]  到晚上休息
[00:05:26.840 --> 00:05:28.200]  門才會關上
[00:05:28.200 --> 00:05:29.400]  但是
[00:05:29.400 --> 00:05:31.600]  在那個晚上他們特別
[00:05:31.600 --> 00:05:34.400]  是來到將門緊緊的關閉
[00:05:34.400 --> 00:05:35.400]  因為恐怕
[00:05:35.400 --> 00:05:38.680]  猶太人隨時會出現捉拿他們
[00:05:38.680 --> 00:05:41.320]  就在他們極度的驚慌
[00:05:41.320 --> 00:05:42.720]  躲藏的時候
[00:05:42.720 --> 00:05:44.240]  他們最需要的
[00:05:44.240 --> 00:05:45.560]  就是有平安
[00:05:45.560 --> 00:05:49.400]  所以經文一開始裏面就告訴我們
[00:05:49.400 --> 00:05:50.480]  耶穌
[00:05:50.480 --> 00:05:51.280]  進來後
[00:05:51.760 --> 00:05:53.800]  跟他們說的第一句話
[00:05:53.800 --> 00:05:55.920]  就是「願你們平安」
[00:05:55.920 --> 00:05:57.440]  我們知道
[00:05:57.440 --> 00:06:00.920]  猶太人他們來打招呼的方式
[00:06:00.920 --> 00:06:03.360]  就是向對方來問安
[00:06:03.360 --> 00:06:04.480]  平安
[00:06:04.480 --> 00:06:07.080]  就好像我們在崇拜結束的時候
[00:06:07.080 --> 00:06:08.440]  去互相問安
[00:06:08.440 --> 00:06:10.280]  這個平安
[00:06:10.280 --> 00:06:14.160]  不是說我們沒有意外發生
[00:06:14.160 --> 00:06:18.160]  或者是周圍一切都很和平的意思
[00:06:18.160 --> 00:06:19.480]  不單止是這樣
[00:06:20.280 --> 00:06:22.080]  猶太人他們想的平安
[00:06:22.080 --> 00:06:22.880]  是在說
[00:06:22.880 --> 00:06:26.240]  不管你自己個人的健康的問題
[00:06:26.240 --> 00:06:28.600]  你跟其他人的關係
[00:06:28.600 --> 00:06:30.280]  跟上帝的關係
[00:06:30.280 --> 00:06:32.120]  都要達至一種
[00:06:32.120 --> 00:06:33.400]  復和
[00:06:33.400 --> 00:06:34.480]  和諧
[00:06:34.480 --> 00:06:35.760]  和好的狀況
[00:06:35.760 --> 00:06:37.960]  這個才是真正的平安
[00:06:37.960 --> 00:06:40.800]  如果只是某一方面有平安
[00:06:40.800 --> 00:06:43.360]  而其他的方面是有問題的話
[00:06:43.360 --> 00:06:45.720]  其實這個都不是有真正的平安
[00:06:45.720 --> 00:06:47.600]  所以當耶穌
[00:06:47.600 --> 00:06:49.280]  來到跟他們說
[00:06:49.440 --> 00:06:51.200]  願你們平安的時候
[00:06:51.200 --> 00:06:53.880]  是希望他們再一次知道
[00:06:53.880 --> 00:06:55.720]  就算他們躲起來
[00:06:55.720 --> 00:06:59.640]  好像人身的安全暫時不受到威脅
[00:06:59.640 --> 00:07:01.720]  但是否真的有平安呢
[00:07:01.720 --> 00:07:02.600]  不是的
[00:07:02.600 --> 00:07:04.520]  因為他們活在一個
[00:07:04.520 --> 00:07:06.080]  極大的驚慌當中
[00:07:06.080 --> 00:07:07.880]  他們這個驚慌
[00:07:07.880 --> 00:07:10.400]  是因為源於他們失去了盼望
[00:07:10.400 --> 00:07:11.720]  失去了信心
[00:07:11.720 --> 00:07:14.000]  因為連耶穌都死了
[00:07:14.000 --> 00:07:17.280]  誰可以來幫助他們呢
[00:07:17.920 --> 00:07:20.600]  以前就說有耶穌來施展神蹟
[00:07:20.600 --> 00:07:21.680]  今天
[00:07:21.680 --> 00:07:23.080]  在門徒當中
[00:07:23.080 --> 00:07:25.080]  誰有這樣的能力呢
[00:07:25.080 --> 00:07:28.280]  所以他們就在這個
[00:07:28.280 --> 00:07:30.600]  惶恐當中來渡日
[00:07:30.600 --> 00:07:34.400]  這個讓我想起一個情況
[00:07:34.400 --> 00:07:37.920]  在座當中我們有不少的父母
[00:07:37.920 --> 00:07:40.240]  或許你也試過
[00:07:40.240 --> 00:07:41.840]  你的小朋友
[00:07:41.840 --> 00:07:43.360]  跟著你一起的時候
[00:07:43.360 --> 00:07:44.600]  突然之間
[00:07:44.600 --> 00:07:45.480]  走失了
[00:07:46.160 --> 00:07:47.920]  有時候可能是你跟他玩的
[00:07:47.920 --> 00:07:50.320]  有時候我們可能在商場
[00:07:50.320 --> 00:07:53.760]  在地鐵站都會看到父母故意躲起來
[00:07:53.760 --> 00:07:54.280]  為什麼呢
[00:07:54.280 --> 00:07:56.520]  因為小朋友不聽話嘛
[00:07:56.520 --> 00:07:59.560]  自己到處走就故意躲起來嚇嚇他
[00:07:59.560 --> 00:08:01.520]  但是有時候真的玩出火的
[00:08:01.520 --> 00:08:02.800]  躲起來突然之間
[00:08:02.800 --> 00:08:04.960]  到你走出來真的不見了小朋友
[00:08:04.960 --> 00:08:06.480]  大家都會害怕
[00:08:06.480 --> 00:08:09.040]  好了,一個走失了
[00:08:09.040 --> 00:08:11.480]  孩子的父母
[00:08:11.480 --> 00:08:14.960]  或者是一個不見了父母的孩子
[00:08:15.720 --> 00:08:17.280]  大家都在害怕
[00:08:17.280 --> 00:08:18.800]  害怕完之後
[00:08:18.800 --> 00:08:21.880]  最終應該都可以再次找回來的
[00:08:21.880 --> 00:08:23.320]  但是找回來之後
