
[00:00:00.000 --> 00:00:03.480]  各位兄弟姐妹、各位朋友
[00:00:03.480 --> 00:00:06.840]  大家午安了嗎?還是早安呢?早安!
[00:00:06.840 --> 00:00:11.720]  我是一個盲人,所以我很喜歡這樣跟大家打招呼
[00:00:11.720 --> 00:00:15.840]  我數一二三,大家拍手,我數一二三
[00:00:15.840 --> 00:00:19.320]  精神也不錯,再來,一二三
[00:00:19.320 --> 00:00:20.800]  很齊全
[00:00:20.800 --> 00:00:25.160]  你們習慣了,這個叫五堂吧?
[00:00:25.160 --> 00:00:31.040]  很高興可以來尖浸這裡聚會
[00:00:31.040 --> 00:00:34.560]  今天的題目叫做「幸與不幸都是福」
[00:00:34.560 --> 00:00:37.640]  在世人眼中,我是有些不幸的
[00:00:37.640 --> 00:00:40.960]  我十五歲就右手受傷
[00:00:40.960 --> 00:00:45.360]  就是做工被機器夾到四隻手指
[00:00:45.360 --> 00:00:48.840]  所以意外,工業意外
[00:00:48.840 --> 00:00:52.600]  但是到我二十多歲,二十歲開始
[00:00:52.600 --> 00:00:56.000]  到二十五歲之間,我發現我視力退化
[00:00:56.000 --> 00:00:58.200]  慢慢就倒退,視力倒退
[00:00:58.200 --> 00:01:03.240]  慢慢就變成一個全失明的人
[00:01:03.240 --> 00:01:05.920]  但是今天的題目叫做「幸與不幸都是福」
[00:01:05.920 --> 00:01:09.520]  一個很矛盾的題目
[00:01:09.520 --> 00:01:13.880]  幸就是福,但是不幸又怎樣是福呢?
[00:01:13.880 --> 00:01:18.240]  最近我聽到一個很貼切的生活例子
[00:01:18.240 --> 00:01:24.240]  我覺得大家可能在搭巴士的情況都會遇過
[00:01:24.240 --> 00:01:27.040]  有一次我一個朋友去搭巴士
[00:01:27.040 --> 00:01:30.240]  他聽到有一個大隻佬上車
[00:01:30.240 --> 00:01:32.400]  不是,他見到一個大隻佬上車
[00:01:32.400 --> 00:01:35.040]  他走到後面那個位置
[00:01:35.040 --> 00:01:37.600]  後面那個乘客就坐在
[00:01:37.600 --> 00:01:38.640]  你知道有兩個位置嗎?
[00:01:38.640 --> 00:01:42.000]  他就坐在走廊,近走廊那個位置
[00:01:42.000 --> 00:01:46.520]  他聽到那個大隻佬跟那個乘客說
[00:01:46.520 --> 00:01:49.440]  「你這樣我好難過」
[00:01:49.440 --> 00:01:51.160]  你知道是什麼意思嗎?
[00:01:51.160 --> 00:01:53.000]  「我好難過」
[00:01:53.000 --> 00:01:54.760]  但是跟著那個乘客說
[00:01:54.760 --> 00:01:57.240]  「但是我很快樂」
[00:01:57.240 --> 00:01:58.120]  你明白嗎?
[00:01:58.120 --> 00:02:01.440]  他搭巴士,他想進去坐
[00:02:01.440 --> 00:02:04.720]  但是那個位置很窄,他又不動
[00:02:04.720 --> 00:02:08.160]  他說「你這樣我好難過」
[00:02:08.160 --> 00:02:10.960]  但是那個乘客說「但是我很快樂」
[00:02:10.960 --> 00:02:14.080]  我也是,我作為一個盲人搭巴士
[00:02:14.080 --> 00:02:18.120]  我平日就出街用這支士的
[00:02:18.120 --> 00:02:21.720]  我搭地鐵就會用這支棍子到處走
[00:02:21.720 --> 00:02:24.080]  有時候我搭兩個站
[00:02:24.080 --> 00:02:25.320]  那些人就給我位置坐
[00:02:25.320 --> 00:02:27.520]  我都說「多謝你」
[00:02:27.520 --> 00:02:30.600]  「不過我很快樂」
[00:02:30.600 --> 00:02:31.440]  我不知道你明白不明白
[00:02:31.440 --> 00:02:33.600]  「我好快樂車」
[00:02:33.600 --> 00:02:36.000]  所以我都聽得明白「我好快樂」
[00:02:36.000 --> 00:02:38.800]  我們是否真的很快樂呢?
[00:02:38.800 --> 00:02:41.320]  今天的題目「幸與不幸都是福」
[00:02:41.320 --> 00:02:43.120]  我再介紹自己多一點
[00:02:43.120 --> 00:02:44.320]  讓你印象
[00:02:44.320 --> 00:02:47.000]  我姓劉,盲人簡稱甚麼?
[00:02:47.000 --> 00:02:48.200]  「盲劉」
[00:02:48.200 --> 00:02:49.920]  但是這樣說,人們就覺得不太好聽
[00:02:49.920 --> 00:02:52.480]  所以你試試用普通話去讀
[00:02:52.480 --> 00:02:53.680]  「盲劉」這兩個字
[00:02:53.680 --> 00:02:55.520]  1、2、3
[00:02:55.520 --> 00:02:57.240]  對了,「猛料」
[00:02:57.240 --> 00:02:58.920]  知道甚麼是「猛料」嗎?
[00:02:58.920 --> 00:03:01.400]  不是很威猛很有料的
[00:03:01.400 --> 00:03:03.040]  另外一個演繹就是
[00:03:03.040 --> 00:03:05.080]  我們盲人說話
[00:03:05.080 --> 00:03:07.800]  後面圈拿不到的
[00:03:07.800 --> 00:03:09.080]  即是「猛料」
[00:03:09.080 --> 00:03:10.760]  我都繼續說,說到過了時間
[00:03:10.760 --> 00:03:12.240]  那個兩點都不完
[00:03:12.240 --> 00:03:14.680]  所以我叫「猛料」
[00:03:14.680 --> 00:03:16.680]  所以羅牧師已經在後面等著
[00:03:16.680 --> 00:03:20.080]  一到時間,他就會上來幫助我
[00:03:20.080 --> 00:03:22.760]  回到今天的主題
[00:03:22.760 --> 00:03:24.560]  我們再看一段經文
[00:03:24.560 --> 00:03:26.800]  這段經文是很貼切的
[00:03:26.800 --> 00:03:29.840]  怎樣可以幸與不幸都是福呢?
[00:03:29.840 --> 00:03:32.280]  講一講頭兩節聖經
[00:03:32.280 --> 00:03:35.000]  你看著羅馬書五章第一節
[00:03:35.000 --> 00:03:36.920]  「我們既因信稱義」
[00:03:36.920 --> 00:03:38.720]  你留意「因信」
[00:03:38.720 --> 00:03:41.920]  「因信」是我們在神眼前稱義
[00:03:41.920 --> 00:03:43.520]  就是在神眼中
[00:03:43.520 --> 00:03:44.520]  在天父眼中
[00:03:44.520 --> 00:03:46.520]  我們成為一個乖兒子
[00:03:46.520 --> 00:03:48.600]  沒有甚麼上帝不歡喜
[00:03:48.600 --> 00:03:50.600]  我們的生命沒有瑕疵
[00:03:50.600 --> 00:03:53.160]  很圓滿、很完美
[00:03:53.160 --> 00:03:55.120]  所以因信稱義
[00:03:55.120 --> 00:03:59.080]  在神眼中我們成為一個好兒子
[00:03:59.080 --> 00:04:02.880]  是藉著我們的主耶穌基督
[00:04:02.880 --> 00:04:05.040]  得到第一樣祝福
[00:04:05.040 --> 00:04:06.800]  就是與神和好
[00:04:06.800 --> 00:04:09.240]  或者是和神和平
[00:04:09.240 --> 00:04:12.000]  就是得到生命的平安
[00:04:12.000 --> 00:04:14.720]  一個與神本來破裂了的關係
[00:04:14.720 --> 00:04:16.120]  現在重見
[00:04:16.120 --> 00:04:18.080]  關係重見就得到平安
[00:04:18.080 --> 00:04:19.720]  這是第一個祝福
[00:04:19.720 --> 00:04:21.600]  第二個就是
[00:04:21.600 --> 00:04:23.440]  我們又藉著祂
[00:04:23.440 --> 00:04:24.520]  因為信
[00:04:24.520 --> 00:04:26.520]  藉著耶穌基督
[00:04:26.520 --> 00:04:28.320]  因信得到第二樣東西
[00:04:28.320 --> 00:04:32.600]  「得以進入現在所站的這恩典中」
[00:04:32.600 --> 00:04:35.000]  即是可以站在現在神給我們
[00:04:35.000 --> 00:04:37.800]  每一天有形無形的供應
[00:04:37.800 --> 00:04:39.200]  我們不配的禮物
[00:04:39.200 --> 00:04:41.440]  神白白賜給我們
[00:04:41.440 --> 00:04:43.120]  這就叫「恩典」
[00:04:43.120 --> 00:04:45.680]  所以信耶穌第二個祝福就是「恩典」
[00:04:45.680 --> 00:04:48.840]  神供應我們每天生命所需的
[00:04:48.840 --> 00:04:53.080]  飲食、愛、鼓勵、安慰
[00:04:53.080 --> 00:04:55.840]  每一樣我們生命最重要的東西
[00:04:55.840 --> 00:04:57.200]  神就給我們
[00:04:57.200 --> 00:04:59.640]  所以經常說到「全是恩典」
[00:04:59.640 --> 00:05:01.200]  神的恩典救我們用
[00:05:01.200 --> 00:05:02.440]  就是這個意思
[00:05:02.440 --> 00:05:03.720]  信耶穌第二個祝福
[00:05:03.720 --> 00:05:07.520]  就是有神的免費的供應
[00:05:07.520 --> 00:05:10.560]  白白的賜予,無條件
[00:05:10.560 --> 00:05:11.560]  第三
[00:05:11.560 --> 00:05:13.800]  祂說「歡歡喜喜」
[00:05:13.800 --> 00:05:16.600]  盼望神的榮耀
[00:05:16.600 --> 00:05:20.560]  神給了我們對將來有生命的盼望
[00:05:20.560 --> 00:05:23.520]  這就是信耶穌帶來的三個福氣
[00:05:23.520 --> 00:05:24.440]  因為信
[00:05:24.440 --> 00:05:25.840]  藉著耶穌基督
[00:05:25.840 --> 00:05:27.080]  帶來三個福氣
[00:05:27.080 --> 00:05:28.400]  就是平安
[00:05:28.400 --> 00:05:30.920]  恩典和盼望
[00:05:30.920 --> 00:05:32.760]  待會我們回頭說說
[00:05:32.760 --> 00:05:35.080]  這個平安、恩典和盼望
[00:05:35.080 --> 00:05:38.960]  怎樣幫助我們的生命有真正的福氣
[00:06:05.080 --> 00:06:06.360]  不單是這樣
[00:06:06.360 --> 00:06:08.960]  不只是有福氣、歡喜
[00:06:08.960 --> 00:06:12.520]  還在患難裏面都可以甚麼?
[00:06:12.520 --> 00:06:14.040]  歡喜
[00:06:14.040 --> 00:06:16.480]  這樣就糟糕了
[00:06:16.480 --> 00:06:18.520]  幸就福
[00:06:18.520 --> 00:06:20.440]  有幸福、幸福
[00:06:20.440 --> 00:06:23.240]  有不幸我們就不覺得是福
[00:06:23.240 --> 00:06:28.080]  怎樣可以在患難裏面都可以歡喜呢?
[00:06:28.080 --> 00:06:31.480]  我們有時在聖誕節去報佳音
[00:06:31.480 --> 00:06:32.720]  我就會提醒頂智妹
[00:06:32.720 --> 00:06:36.520]  我們有時除了在街頭報佳音
[00:06:36.520 --> 00:06:39.680]  我們會去醫院探望病人
[00:06:39.680 --> 00:06:40.920]  我就會提醒頂智妹
[00:06:40.920 --> 00:06:43.600]  你進去病房
[00:06:43.600 --> 00:06:45.600]  或者遇到病人
[00:06:45.600 --> 00:06:48.240]  以前我們有些病房可以進去
[00:06:48.240 --> 00:06:50.880]  我就叫頂智妹不要太興奮
[00:06:50.880 --> 00:06:52.440]  聖誕節你很開心
[00:06:52.440 --> 00:06:53.520]  人家住醫院
[00:06:53.520 --> 00:06:54.640]  又不知道患甚麼病
[00:06:54.640 --> 00:06:56.480]  或者病無法醫治
[00:06:56.480 --> 00:06:57.200]  你有沒有想過
[00:06:57.200 --> 00:06:58.320]  如果你住在醫院
[00:06:58.320 --> 00:06:59.400]  病又無法醫治
[00:06:59.400 --> 00:07:01.920]  過節你還要困在醫院
[00:07:01.920 --> 00:07:03.560]  又出不了院
[00:07:03.560 --> 00:07:05.000]  不知道將來怎麼辦
[00:07:05.000 --> 00:07:06.640]  有個人走進來跟你說
[00:07:06.640 --> 00:07:08.120]  「聖誕快樂」
[00:07:08.120 --> 00:07:10.440]  接著你怎樣?
[00:07:10.440 --> 00:07:13.080]  你說你精神科走過來
