
[00:00:00.000 --> 00:00:02.560]  低頭討一討稿先
[00:00:02.560 --> 00:00:08.200]  天王我們需要你的同在
[00:00:08.200 --> 00:00:09.920]  也需要聖靈的同在
[00:00:09.920 --> 00:00:11.320]  我們知道聖靈已經在當中
[00:00:11.320 --> 00:00:16.280]  我們求的就是你親臨在我們心的裏面
[00:00:16.280 --> 00:00:18.280]  今天不是一個人在講說話
[00:00:18.280 --> 00:00:22.200]  是透過一群人在當中聆聽你的說話
[00:00:22.200 --> 00:00:24.200]  也透過一個沒用的口
[00:00:24.200 --> 00:00:26.760]  一個不懂說話的人
[00:00:26.760 --> 00:00:31.120]  但是你卻要將你的能力彰顯出來
[00:00:31.120 --> 00:00:34.880]  求你在當中對每一個人的心裏面說話
[00:00:34.880 --> 00:00:37.200]  因為今天你要將這個訊息
[00:00:37.200 --> 00:00:39.680]  將這個祝福傳遞給我們每一個人
[00:00:39.680 --> 00:00:43.320]  我們的祈禱交代是奉靠你
[00:00:43.320 --> 00:00:45.080]  主耶穌基督得勝靈教
[00:00:45.080 --> 00:00:46.400]  Amen
[00:00:46.400 --> 00:00:48.560]  好了
[00:00:48.560 --> 00:00:51.240]  五安弟兄姊妹朋友你們好
[00:00:51.240 --> 00:00:58.000]  今天是我們迎向挑戰第三個訊息
[00:00:58.000 --> 00:01:03.800]  還記得第一個訊息是什麼嗎
[00:01:03.800 --> 00:01:05.680]  第一個是等候聖靈
[00:01:05.680 --> 00:01:09.640]  第二個是給點反應
[00:01:09.640 --> 00:01:11.760]  神跡偏天有
[00:01:11.760 --> 00:01:14.560]  如果你從這個邏輯去看
[00:01:14.560 --> 00:01:18.840]  第一個我們等神來到
[00:01:18.840 --> 00:01:21.960]  第二個訊息是神已經來到
[00:01:21.960 --> 00:01:25.480]  我們親眼看到祂行祂的神跡
[00:01:25.480 --> 00:01:29.680]  今天第三個訊息是向夢想出發
[00:01:29.680 --> 00:01:32.040]  這個跟我們自己有關係
[00:01:32.040 --> 00:01:37.640]  我們開始朝著神給我們的夢想
[00:01:37.640 --> 00:01:40.800]  我們配合祂的行動
[00:01:40.800 --> 00:01:43.840]  說到夢想
[00:01:43.840 --> 00:01:46.120]  我不知道你們有什麼夢想
[00:01:46.120 --> 00:01:50.160]  你們現在80後90後
[00:01:50.160 --> 00:01:52.200]  你們不知道夢想有多少
[00:01:52.200 --> 00:01:53.360]  說到夢想
[00:01:53.360 --> 00:01:57.360]  這個人可以說是表表姐
[00:01:57.360 --> 00:01:59.160]  是誰
[00:01:59.160 --> 00:02:00.760]  Marvin Luther King
[00:02:00.760 --> 00:02:03.840]  他是民權的領袖
[00:02:03.840 --> 00:02:05.160]  1968年
[00:02:05.160 --> 00:02:07.600]  I have a dream
[00:02:07.600 --> 00:02:09.760]  我有一個夢想
[00:02:09.760 --> 00:02:12.800]  Hey
[00:02:12.800 --> 00:02:15.800]  You have a question?
[00:02:15.800 --> 00:02:18.160]  有小朋友說你有夢想
[00:02:18.160 --> 00:02:19.560]  You have a dream?
[00:02:19.560 --> 00:02:21.040]  我們每個人都有夢想
[00:02:21.040 --> 00:02:22.800]  胡適先生說過一句話
[00:02:22.800 --> 00:02:24.800]  他說一個人
[00:02:24.800 --> 00:02:26.520]  他說你有夢想
[00:02:26.520 --> 00:02:28.400]  你的人生才會豐富
[00:02:28.400 --> 00:02:31.200]  我不知道你們有什麼夢想
[00:02:31.200 --> 00:02:34.000]  我小時候有很多夢想
[00:02:34.000 --> 00:02:38.920]  特別是我讀初中到高中的時候
[00:02:38.920 --> 00:02:40.920]  我經常都做夢
[00:02:40.920 --> 00:02:46.560]  當時我很喜歡看一個電視廣告
[00:02:46.560 --> 00:02:48.720]  是講航空公司的廣告
[00:02:48.720 --> 00:02:51.000]  其中一個廣告的口頭禪是
[00:02:51.000 --> 00:02:52.840]  傲長萬里
[00:02:52.840 --> 00:02:54.360]  下一句是什麼
[00:02:54.360 --> 00:02:55.520]  神采飛揚
[00:02:55.520 --> 00:02:57.160]  不同年代你們不知道
[00:02:57.160 --> 00:02:59.160]  傲長萬里神采飛揚
[00:02:59.160 --> 00:03:02.520]  這是講一間航空公司賣一個廣告
[00:03:02.520 --> 00:03:06.280]  廣告是說飛機一直傲長萬里
[00:03:06.280 --> 00:03:08.600]  然後去到一個很遠的地方
[00:03:08.600 --> 00:03:11.520]  我們那個年代坐飛機是很難的
[00:03:11.520 --> 00:03:16.480]  只能看著別人走過啟德機場
[00:03:16.480 --> 00:03:18.000]  看著飛機飛
[00:03:18.000 --> 00:03:20.680]  我小時候很夢想自己有飛機坐
[00:03:20.680 --> 00:03:24.880]  我家裡特別是看那些廣告
[00:03:24.880 --> 00:03:27.160]  我覺得飛機很神奇
[00:03:27.160 --> 00:03:29.200]  從一個地方飛到另一個地方
[00:03:29.200 --> 00:03:33.320]  廣告裡面會有一些人在外國的地方
[00:03:33.320 --> 00:03:34.760]  在西方的地方
[00:03:34.760 --> 00:03:36.000]  他駕駛吉普車
[00:03:36.000 --> 00:03:38.600]  然後翻山越嶺
[00:03:38.600 --> 00:03:40.560]  去過一些樹林
[00:03:40.560 --> 00:03:43.200]  去過一些溪澗
[00:03:43.200 --> 00:03:44.600]  然後釣魚
[00:03:44.600 --> 00:03:45.400]  露營
[00:03:45.400 --> 00:03:48.120]  我很嚮往這種生活
[00:03:48.120 --> 00:03:52.000]  我一家人七個人住一個三百尺的地方
[00:03:52.000 --> 00:03:55.480]  基本上沒有自己的空間
[00:03:55.480 --> 00:03:56.920]  唯一的空間是什麼呢
[00:03:56.920 --> 00:03:58.720]  就是我有一個騎樓
[00:03:58.720 --> 00:04:00.720]  我住二十樓
[00:04:00.720 --> 00:04:02.960]  騎樓是我最大的空間
[00:04:02.960 --> 00:04:04.560]  因為我可以看著天
[00:04:04.560 --> 00:04:07.040]  然後可以在這裡幻想
[00:04:07.040 --> 00:04:10.080]  一個你完全跟物質世界沒有關係的東西
[00:04:10.080 --> 00:04:11.240]  就在這裡做夢
[00:04:11.240 --> 00:04:12.440]  看到飛機飛過
[00:04:12.440 --> 00:04:14.720]  我就經常覺得如果我坐在飛機上面
[00:04:14.720 --> 00:04:16.440]  帶我去到那個地方
