
[00:00:00.000 --> 00:00:01.480]  好各位弟兄姊妹
[00:00:01.480 --> 00:00:05.880]  或許我們現在是在網上看直播
[00:00:05.880 --> 00:00:08.680]  我們不能夠有實體的敬拜
[00:00:08.680 --> 00:00:12.600]  但我們仍然要給自己一個很清楚的意識
[00:00:12.600 --> 00:00:14.400]  神是在我們當中
[00:00:14.400 --> 00:00:16.000]  神是無所不在的
[00:00:16.000 --> 00:00:18.000]  雖然在家中的環境裡
[00:00:18.000 --> 00:00:20.000]  很可能會令我們有分心
[00:00:20.000 --> 00:00:23.600]  但也讓我們能夠盡量地專注
[00:00:23.600 --> 00:00:25.600]  在我們領受神的話語之前
[00:00:25.600 --> 00:00:27.600]  我再次低頭禱告
[00:00:27.600 --> 00:00:30.000]  天王我們懇求祢自己幫助
[00:00:30.000 --> 00:00:35.600]  今天帶我們看著這個轉播或直播的過程裡
[00:00:35.600 --> 00:00:38.000]  都讓我們知道神與我們同在
[00:00:38.000 --> 00:00:41.000]  願以我們能夠有一個謙卑受教的心
[00:00:41.000 --> 00:00:44.600]  也懇求聖靈祢自己親自來高沒孩子
[00:00:44.600 --> 00:00:46.000]  叫我所講的信息
[00:00:46.000 --> 00:00:48.600]  能夠成為眾弟兄姊妹的幫助
[00:00:48.600 --> 00:00:50.000]  帶領我們以下的時間
[00:00:50.000 --> 00:00:52.000]  祈禱拉動主德性的命
[00:00:52.000 --> 00:00:53.000]  Amen
[00:00:53.000 --> 00:00:57.800]  大家看到現在不但香港世界各地的疫情
[00:00:57.800 --> 00:00:59.800]  是越來越嚴重
[00:00:59.800 --> 00:01:03.800]  那時候有很多的恐慌我們會出現
[00:01:03.800 --> 00:01:05.800]  暫時不需要出這個powerpoint
[00:01:05.800 --> 00:01:08.800]  那時候我想我們大家都要去留意到
[00:01:08.800 --> 00:01:11.200]  就是在這個社會當中
[00:01:11.200 --> 00:01:14.400]  帶來很多的恐懼、戰驚
[00:01:14.400 --> 00:01:18.000]  很多人甚至也都再一次的出現了
[00:01:18.000 --> 00:01:23.000]  因為又說泰國禁止那些蛋帶去出國
[00:01:23.000 --> 00:01:25.600]  有人也都已經開始來搶米
[00:01:25.600 --> 00:01:28.200]  我們又繼續活在恐慌當中
[00:01:28.200 --> 00:01:31.400]  特別是在英國那個疫情很嚴重的時候
[00:01:31.400 --> 00:01:34.600]  很多人從英美那邊回來香港
[00:01:34.600 --> 00:01:36.800]  但是當我們回來香港的時候
[00:01:36.800 --> 00:01:38.000]  特別是年輕人
[00:01:38.000 --> 00:01:42.600]  很可能我們不甘心於在家裡被困14天
[00:01:42.600 --> 00:01:43.600]  於是出來
[00:01:43.600 --> 00:01:46.400]  我們來看那些圖片
[00:01:46.400 --> 00:01:48.600]  我們就會看到有些人
[00:01:48.600 --> 00:01:51.800]  他們都是去剪了那些手帶
[00:01:51.800 --> 00:01:55.600]  還放上網來炫耀自己那種的能力
[00:01:55.600 --> 00:01:58.800]  甚至有些人走去宜家傢俬那裡
[00:01:58.800 --> 00:02:01.000]  睡在那裡拍了照
[00:02:01.000 --> 00:02:06.400]  放在網上表示自己那種能力是何等的大
[00:02:06.400 --> 00:02:10.600]  這些人完全沒有去顧及別人的情況
[00:02:10.600 --> 00:02:12.800]  只是以自我作為中心
[00:02:12.800 --> 00:02:14.800]  這些要譴責的
[00:02:14.800 --> 00:02:18.200]  更加令到我們氣憤的就是有一位女警
[00:02:18.200 --> 00:02:20.800]  當她來得受到感染了
[00:02:20.800 --> 00:02:23.000]  似乎是因為去完蘭桂坊之後
[00:02:23.000 --> 00:02:26.600]  她去醫院裡面來得去診治
[00:02:26.600 --> 00:02:29.600]  醫護人員和她來到抽血的時候
[00:02:29.600 --> 00:02:33.000]  已經多次的提她要去戴口罩
[00:02:33.000 --> 00:02:35.600]  但是她不肯去戴這個口罩
[00:02:35.600 --> 00:02:40.000]  結果現在為她來得去抽血的醫護人員
[00:02:40.000 --> 00:02:41.600]  都受感染
[00:02:41.600 --> 00:02:44.400]  但是有些令我氣憤的就是
[00:02:44.400 --> 00:02:47.000]  醫務衛生署面對這件事的時候
