
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹 感謝神讓我今天有機會跟大家分享
[00:00:04.000 --> 00:00:06.000]  耶穌一個很重要的比喻
[00:00:06.000 --> 00:00:08.000]  就是默子以拜子
[00:00:08.000 --> 00:00:10.000]  願我們藉著這個比喻
[00:00:10.000 --> 00:00:11.000]  能夠聽神自己的教導
[00:00:11.000 --> 00:00:14.000]  我們一起同心祈禱
[00:00:14.000 --> 00:00:16.000]  慈悲仁愛的天父
[00:00:16.000 --> 00:00:19.000]  我們知道祢是創天造地的主
[00:00:19.000 --> 00:00:23.000]  祢亦都現今永遠坐著為王
[00:00:23.000 --> 00:00:24.000]  求祢的聖靈
[00:00:24.000 --> 00:00:26.000]  真的在我們眾人心裏面說話
[00:00:26.000 --> 00:00:29.000]  讓我們能夠明白祢自己的教導
[00:00:29.000 --> 00:00:31.000]  我們這樣祈禱仰望
[00:00:31.000 --> 00:00:33.000]  是奉主耶穌基督的聖名祈求
[00:00:33.000 --> 00:00:34.000]  阿們
[00:00:34.000 --> 00:00:37.000]  先來個麥田遊戲
[00:00:37.000 --> 00:00:42.000]  這邊又是殺了很多種子
[00:00:42.000 --> 00:00:47.000]  但是田裏面有些拜子長了出來
[00:00:47.000 --> 00:00:49.000]  有些僕人
[00:00:49.000 --> 00:00:50.000]  大家商量
[00:00:50.000 --> 00:00:53.000]  我們應不應該將那些拜子拔走
[00:00:53.000 --> 00:00:55.000]  如果你是那個僕人
[00:00:55.000 --> 00:00:57.000]  你會怎樣決定呢
[00:00:57.000 --> 00:00:59.000]  不用說了
[00:00:59.000 --> 00:01:01.000]  剛剛主席讀完這段經文
[00:01:01.000 --> 00:01:04.000]  當然不要拔了
[00:01:04.000 --> 00:01:10.000]  這邊的田又是有麥子又有拜子
[00:01:10.000 --> 00:01:13.000]  不過這邊的拜子比較多
[00:01:13.000 --> 00:01:16.000]  令到那些麥子的營養都沒有那麼好
[00:01:16.000 --> 00:01:17.000]  如果你是麥子
[00:01:17.000 --> 00:01:20.000]  你想不想別人拔走呢
[00:01:20.000 --> 00:01:22.000]  當然想
[00:01:22.000 --> 00:01:24.000]  還有上面
[00:01:24.000 --> 00:01:26.000]  三樓的弟兄姊妹
[00:01:26.000 --> 00:01:29.000]  你們是一片田
[00:01:29.000 --> 00:01:32.000]  你們那裏又有麥子又有拜子
[00:01:32.000 --> 00:01:33.000]  你們會不會想一想
[00:01:33.000 --> 00:01:35.000]  對方看一看旁邊
[00:01:35.000 --> 00:01:38.000]  他是麥子還是拜子呢
[00:01:38.000 --> 00:01:39.000]  希望不會吧
[00:01:39.000 --> 00:01:41.000]  這個比喻
[00:01:41.000 --> 00:01:44.000]  耶穌不是叫我們猜猜猜猜是誰
[00:01:44.000 --> 00:01:46.000]  他是拜子還是他是麥子
[00:01:46.000 --> 00:01:47.000]  第一
[00:01:47.000 --> 00:01:51.000]  這個經文裏面講的麥子和拜子
[00:01:51.000 --> 00:01:54.000]  當然都是農作物
[00:01:54.000 --> 00:01:56.000]  可以說如果在古時
[00:01:56.000 --> 00:02:00.000]  真的好像耶穌所講的這個比喻裏面
[00:02:00.000 --> 00:02:02.000]  有些仇人
[00:02:02.000 --> 00:02:03.000]  敵人
[00:02:03.000 --> 00:02:04.000]  仇敵
[00:02:04.000 --> 00:02:06.000]  在夜間將一些拜子
[00:02:06.000 --> 00:02:10.000]  放在另外一個人的田地裏去生長
[00:02:10.000 --> 00:02:15.000]  這個可以說是農業的恐怖襲擊
[00:02:15.000 --> 00:02:18.000]  即是令到對方都很麻煩
[00:02:18.000 --> 00:02:21.000]  怎樣修成呢
[00:02:21.000 --> 00:02:24.000]  原來聖經講原來惡
[00:02:24.000 --> 00:02:26.000]  即是魔鬼之子
[00:02:26.000 --> 00:02:27.000]  拜子
[00:02:27.000 --> 00:02:29.000]  和光明之子
[00:02:29.000 --> 00:02:31.000]  天國之子
[00:02:31.000 --> 00:02:33.000]  在地上面
[00:02:33.000 --> 00:02:36.000]  在這個世界上面是並存的
[00:02:36.000 --> 00:02:40.000]  即是善惡原來是一起並存
[00:02:40.000 --> 00:02:41.000]  共生
[00:02:41.000 --> 00:02:44.000]  可能在政治在經濟在文化
[00:02:44.000 --> 00:02:46.000]  甚至在教會裏面
[00:02:46.000 --> 00:02:48.000]  在公司裏面在家庭裏面
[00:02:48.000 --> 00:02:50.000]  可能都有這樣的情況
[00:02:50.000 --> 00:02:53.000]  甚至在我們心靈裏面都有這樣的情況
[00:02:53.000 --> 00:02:56.000]  到底耶穌想講些什麼呢
[00:02:56.000 --> 00:03:00.000]  原來當時墨子和拜子
[00:03:00.000 --> 00:03:02.000]  是兩樣很相似的東西
[00:03:02.000 --> 00:03:05.000]  當他們初初成長的時候
[00:03:05.000 --> 00:03:07.000]  大家的樣子是差不多的
[00:03:07.000 --> 00:03:10.000]  不過當然當成熟的時候
[00:03:10.000 --> 00:03:13.000]  墨子又會結出墨粒來
[00:03:13.000 --> 00:03:15.000]  拜子就什麼都沒有了
[00:03:15.000 --> 00:03:17.000]  和乾草一枝
[00:03:17.000 --> 00:03:20.000]  當時差不多成熟的時候他們就分辨得到
[00:03:20.000 --> 00:03:22.000]  哪些是拜子了
[00:03:22.000 --> 00:03:25.000]  所以僕人就去到田主那裏問
[00:03:25.000 --> 00:03:28.000]  我們見到一些不妥的東西在這個田裏
[00:03:28.000 --> 00:03:32.000]  主人要不要和你去搞定它呢
[00:03:32.000 --> 00:03:36.000]  但是主人的回答是不必
[00:03:36.000 --> 00:03:38.000]  其實如果你是僕人
[00:03:38.000 --> 00:03:40.000]  其實都很詫異的
[00:03:40.000 --> 00:03:41.000]  為什麼不必呢
[00:03:41.000 --> 00:03:43.000]  我們是明明見到問題的
[00:03:43.000 --> 00:03:44.000]  有問題的
[00:03:44.000 --> 00:03:47.000]  沒理由我們這個墨田有這麼多拜子
[00:03:47.000 --> 00:03:50.000]  讓我們處理了它就好了
[00:03:50.000 --> 00:03:52.000]  為什麼呢
[00:03:52.000 --> 00:03:55.000]  這個值得思想
[00:03:55.000 --> 00:03:59.000]  我們知道耶穌是一位很有智慧
[00:03:59.000 --> 00:04:02.000]  很聰明的教師
[00:04:02.000 --> 00:04:05.000]  當他向一大班群眾宣講的時候
[00:04:05.000 --> 00:04:06.000]  這個比喻
[00:04:06.000 --> 00:04:08.000]  照計裏面有不同的人
[00:04:08.000 --> 00:04:11.000]  都應該有不同的領袖
[00:04:11.000 --> 00:04:13.000]  無論當時的法利賽人、民事、百姓
[00:04:13.000 --> 00:04:15.000]  或者是做漁夫、做農夫
[00:04:15.000 --> 00:04:17.000]  對農業有認識的人
[00:04:17.000 --> 00:04:19.000]  多不多不少
[00:04:19.000 --> 00:04:22.000]  應該都明白這個比喻講什麼
[00:04:22.000 --> 00:04:26.000]  不過當然耶穌在向大眾講的時候
[00:04:26.000 --> 00:04:31.000]  沒有講明到底世界是代表著墨田
[00:04:31.000 --> 00:04:33.000]  這個仇敵是代表魔鬼
[00:04:33.000 --> 00:04:34.000]  沒有講
[00:04:34.000 --> 00:04:36.000]  所以以至於門徒
[00:04:36.000 --> 00:04:40.000]  他們後來就私下問耶穌
[00:04:40.000 --> 00:04:43.000]  到底這個比喻為什麼
[00:04:43.000 --> 00:04:48.000]  我們要怎樣去理解你的教導呢
[00:04:48.000 --> 00:04:56.000]  馬太福音也記載著耶穌的解釋
[00:04:56.000 --> 00:04:58.000]  今天我們都知道
[00:04:58.000 --> 00:05:00.000]  我們最近看新聞
